"","horizon","economist","forecast"
"1",3,3,2
"2",3,4,1.8
"3",3,5,2
"4",3,7,1.8
"5",3,9,2.2
"6",3,11,1.9
"7",3,14,2.1
"8",3,16,2.1
"9",3,17,2
"10",3,20,1.8
"11",3,22,2
"12",3,23,1.9
"13",3,24,1.9
"14",3,26,1.9
"15",3,29,2
"16",3,30,2
"17",3,31,2.2
"18",3,32,2.3
"19",3,33,2.2
"20",3,35,2.2
"21",3,37,1.9
"22",3,41,2.2
"23",3,47,2.1
"24",3,48,2.2
"25",3,50,1.8
"26",3,52,1.9
"27",3,53,2
"28",3,54,1.9
"29",3,56,1.9
"30",3,57,2.1
"31",3,59,1.9
"32",3,60,2
"33",3,62,1.5
"34",3,63,1.9
"35",3,67,2.3
"36",3,68,1.8
"37",3,71,1.8
"38",3,72,2
"39",3,73,1.5
"40",3,76,1.8
"41",3,80,1.7
"42",3,82,2
"43",3,84,2
"44",3,85,2.2
"45",3,87,2
"46",3,89,2.2
"47",3,90,2.2
"48",3,91,2.2
"49",3,92,2.2
"50",3,93,2
"51",3,94,2
"52",3,95,1.8
"53",3,96,2.3
"54",7,3,1.6
"55",7,4,1.3
"56",7,5,1.7
"57",7,7,1
"58",7,9,2.1
"59",7,11,1.6
"60",7,14,1.5
"61",7,16,1.8
"62",7,17,1.4
"63",7,20,1.8
"64",7,22,1.5
"65",7,23,1.5
"66",7,24,1.5
"67",7,26,1.6
"68",7,29,1.8
"69",7,30,1.9
"70",7,31,1.9
"71",7,32,1.9
"72",7,33,2
"73",7,35,NA
"74",7,37,2
"75",7,41,1.8
"76",7,47,1.7
"77",7,48,1.9
"78",7,50,1.6
"79",7,52,1.3
"80",7,53,1.9
"81",7,54,1.5
"82",7,56,1.6
"83",7,57,1.8
"84",7,59,1.5
"85",7,60,1.6
"86",7,62,1.5
"87",7,63,1.6
"88",7,67,2.5
"89",7,68,1.6
"90",7,71,1.4
"91",7,72,1.6
"92",7,73,1
"93",7,76,1
"94",7,80,1.2
"95",7,82,1.4
"96",7,84,1.8
"97",7,85,1.8
"98",7,87,1.4
"99",7,89,1.8
"100",7,90,1.7
"101",7,91,2.2
"102",7,92,1.8
"103",7,93,1.8
"104",7,94,2.2
"105",7,95,1.6
"106",7,96,2
"107",19,3,2
"108",19,4,1.8
"109",19,5,2
"110",19,7,NA
"111",19,9,1.9
"112",19,11,1.8
"113",19,14,1.5
"114",19,16,2.1
"115",19,17,1.5
"116",19,20,2
"117",19,22,1.7
"118",19,23,2
"119",19,24,1.8
"120",19,26,1.8
"121",19,29,NA
"122",19,30,NA
"123",19,31,1.8
"124",19,32,NA
"125",19,33,2
"126",19,35,NA
"127",19,37,2
"128",19,41,1.8
"129",19,47,NA
"130",19,48,NA
"131",19,50,NA
"132",19,52,2
"133",19,53,1.8
"134",19,54,1.7
"135",19,56,1.7
"136",19,57,2.2
"137",19,59,1.8
"138",19,60,2.2
"139",19,62,NA
"140",19,63,1.8
"141",19,67,2
"142",19,68,NA
"143",19,71,1.9
"144",19,72,1.6
"145",19,73,NA
"146",19,76,2
"147",19,80,1.2
"148",19,82,2
"149",19,84,1.8
"150",19,85,2
"151",19,87,2
"152",19,89,1.8
"153",19,90,1.8
"154",19,91,2
"155",19,92,NA
"156",19,93,2.4
"157",19,94,2.5
"158",19,95,1.6
"159",19,96,NA
