"","horizon","economist","forecast"
"1",3,1,2.1
"2",3,2,2.5
"3",3,4,2.3
"4",3,6,2.5
"5",3,7,2
"6",3,8,2.5
"7",3,14,2.4
"8",3,15,2.1
"9",3,16,2.4
"10",3,20,2.4
"11",3,22,2.5
"12",3,23,2.5
"13",3,24,2.5
"14",3,26,2.5
"15",3,29,2.1
"16",3,30,2.3
"17",3,31,2.3
"18",3,33,2.5
"19",3,35,2.6
"20",3,37,2.4
"21",3,38,2.2
"22",3,39,2.7
"23",3,41,2.2
"24",3,42,2.1
"25",3,47,2.5
"26",3,49,2.3
"27",3,52,2.3
"28",3,54,2.5
"29",3,57,2.2
"30",3,58,1.2
"31",3,67,2.5
"32",3,68,1.9
"33",3,70,1.9
"34",3,80,2.4
"35",3,82,2.4
"36",3,84,2.3
"37",3,85,2.38
"38",3,88,2.488
"39",3,89,2.1
"40",3,91,2.1
"41",3,92,2.4
"42",3,93,2.6
"43",3,94,2.8
"44",3,95,1.938543956
"45",3,98,2.2
"46",3,99,2.4
"47",3,102,2.73
"48",3,103,2.3
"49",3,104,2.3
"50",3,105,2.5
"51",3,107,2.4
"52",3,108,1.9068562347
"53",3,109,2.5
"54",3,110,2.2
"55",3,111,NA
"56",3,112,2.2
"57",7,1,1.8
"58",7,2,2.2
"59",7,4,1.8
"60",7,6,2.2
"61",7,7,1.1
"62",7,8,1.9
"63",7,14,2
"64",7,15,1.7
"65",7,16,2
"66",7,20,1.8
"67",7,22,1.8
"68",7,23,1.8
"69",7,24,1.7
"70",7,26,1.9
"71",7,29,1.9
"72",7,30,1.8
"73",7,31,1.8
"74",7,33,2.2
"75",7,35,2.2
"76",7,37,1.9
"77",7,38,1.8
"78",7,39,1.8
"79",7,41,1.8
"80",7,42,1.9
"81",7,47,1.8
"82",7,49,1.7
"83",7,52,1.7
"84",7,54,1.7
"85",7,57,1.8
"86",7,58,0.5
"87",7,67,2
"88",7,68,1.4
"89",7,70,1.4
"90",7,80,1.7
"91",7,82,1.7
"92",7,84,2
"93",7,85,1.54
"94",7,88,1.9
"95",7,89,1.9
"96",7,91,0.9
"97",7,92,1.4
"98",7,93,1.9
"99",7,94,2.4
"100",7,95,1.851043956
"101",7,98,1.2
"102",7,99,1.7
"103",7,102,1.94
"104",7,103,1.7
"105",7,104,1.9
"106",7,105,1.7
"107",7,107,1.4
"108",7,108,1.3632086193
"109",7,109,1.5
"110",7,110,1.7
"111",7,111,NA
"112",7,112,2.5
"113",19,1,1.9
"114",19,2,2
"115",19,4,2
"116",19,6,2
"117",19,7,NA
"118",19,8,2
"119",19,14,2
"120",19,15,1.9
"121",19,16,1.7
"122",19,20,2
"123",19,22,1.8
"124",19,23,2.8
"125",19,24,1.9
"126",19,26,1.9
"127",19,29,2.3
"128",19,30,1.9
"129",19,31,2
"130",19,33,2
"131",19,35,NA
"132",19,37,2.3
"133",19,38,NA
"134",19,39,1.8
"135",19,41,1.9
"136",19,42,1.8
"137",19,47,2
"138",19,49,1.9
"139",19,52,3
"140",19,54,1.9
"141",19,57,NA
"142",19,58,0.8
"143",19,67,NA
"144",19,68,1.85
"145",19,70,1.9
"146",19,80,2
"147",19,82,NA
"148",19,84,1.9
"149",19,85,NA
"150",19,88,1.9
"151",19,89,2
"152",19,91,NA
"153",19,92,NA
"154",19,93,2
"155",19,94,1.8
"156",19,95,1.8316666667
"157",19,98,2.1
"158",19,99,2.2
"159",19,102,1.95
"160",19,103,2
"161",19,104,2
"162",19,105,2
"163",19,107,1.9
"164",19,108,1.6833246737
"165",19,109,2
"166",19,110,2
"167",19,111,NA
"168",19,112,2.9
