"","horizon","economist","forecast"
"1",4,1,1.5
"2",4,2,1.5
"3",4,4,1.8
"4",4,7,1.7
"5",4,9,1.8
"6",4,11,1.7
"7",4,14,1.5
"8",4,15,1.7
"9",4,16,1.8
"10",4,17,1.5
"11",4,18,1.5
"12",4,20,1.8
"13",4,22,1.8
"14",4,23,1.8
"15",4,24,1.7
"16",4,26,1.7
"17",4,28,1.8
"18",4,29,1.6
"19",4,30,1.8
"20",4,31,1.8
"21",4,32,1.9
"22",4,33,NA
"23",4,35,2.1
"24",4,38,1.6
"25",4,39,1.8
"26",4,41,1.8
"27",4,42,1.9
"28",4,45,1.8
"29",4,47,1.9
"30",4,48,1.6
"31",4,49,1.8
"32",4,50,1.8
"33",4,53,1.9
"34",4,54,1.7
"35",4,56,1.8
"36",4,57,1.8
"37",4,59,1.7
"38",4,60,1.7
"39",4,61,1.9
"40",4,63,1.7
"41",4,65,NA
"42",4,67,1.9
"43",4,68,1.7
"44",4,70,1.7
"45",4,71,1.9
"46",4,73,1.7
"47",4,76,1.6
"48",4,80,1.7
"49",4,82,1.5
"50",4,84,1.8
"51",4,85,1.8
"52",4,88,1.7
"53",4,89,1.7
"54",4,90,1.9
"55",4,91,1.9
"56",4,92,1.6
"57",4,93,1.9
"58",4,94,2.3
"59",4,95,1.6
"60",4,96,1.9
"61",4,97,1.8
"62",8,1,1.7
"63",8,2,1.9
"64",8,4,1.8
"65",8,7,1.6
"66",8,9,1.8
"67",8,11,1.6
"68",8,14,1.7
"69",8,15,1.5
"70",8,16,1.9
"71",8,17,1.1
"72",8,18,1.5
"73",8,20,1.8
"74",8,22,1.9
"75",8,23,2
"76",8,24,1.7
"77",8,26,1.6
"78",8,28,2
"79",8,29,1.5
"80",8,30,2.1
"81",8,31,1.7
"82",8,32,1.9
"83",8,33,NA
"84",8,35,NA
"85",8,38,1.7
"86",8,39,1.8
"87",8,41,1.8
"88",8,42,1.7
"89",8,45,1.8
"90",8,47,1.7
"91",8,48,NA
"92",8,49,2
"93",8,50,2
"94",8,53,1.7
"95",8,54,1.5
"96",8,56,1.7
"97",8,57,1.7
"98",8,59,1.6
"99",8,60,1.6
"100",8,61,2.1
"101",8,63,1.6
"102",8,65,NA
"103",8,67,2
"104",8,68,1.7
"105",8,70,1.6
"106",8,71,1.8
"107",8,73,1.7
"108",8,76,1.1
"109",8,80,1.6
"110",8,82,1.1
"111",8,84,1.9
"112",8,85,1.9
"113",8,88,1.7
"114",8,89,1.8
"115",8,90,1.8
"116",8,91,2
"117",8,92,1.8
"118",8,93,2
"119",8,94,1.9
"120",8,95,1.6
"121",8,96,1.8
"122",8,97,1.7
"123",20,1,2
"124",20,2,2
"125",20,4,1.8
"126",20,7,1.9
"127",20,9,1.8
"128",20,11,1.8
"129",20,14,1.5
"130",20,15,1.7
"131",20,16,2.1
"132",20,17,1.5
"133",20,18,2.5
"134",20,20,2
"135",20,22,1.7
"136",20,23,2.3
"137",20,24,1.9
"138",20,26,1.8
"139",20,28,1.9
"140",20,29,NA
"141",20,30,NA
"142",20,31,1.9
"143",20,32,NA
"144",20,33,NA
"145",20,35,NA
"146",20,38,NA
"147",20,39,1.9
"148",20,41,1.8
"149",20,42,1.5
"150",20,45,NA
"151",20,47,NA
"152",20,48,NA
"153",20,49,2.5
"154",20,50,NA
"155",20,53,1.8
"156",20,54,1.7
"157",20,56,2
"158",20,57,NA
"159",20,59,2
"160",20,60,2.2
"161",20,61,NA
"162",20,63,1.8
"163",20,65,NA
"164",20,67,2
"165",20,68,NA
"166",20,70,NA
"167",20,71,2
"168",20,73,NA
"169",20,76,2
"170",20,80,1.8
"171",20,82,1.8
"172",20,84,1.8
"173",20,85,2
"174",20,88,1.9
"175",20,89,1.8
"176",20,90,2
"177",20,91,2
"178",20,92,NA
"179",20,93,2.4
"180",20,94,2.25
"181",20,95,1.6
"182",20,96,NA
"183",20,97,1.9
