"","horizon","economist","forecast"
"1",2,5,3.9
"2",2,7,3.7
"3",2,8,3.7
"4",2,10,3.5
"5",2,14,3.5
"6",2,15,3.5
"7",2,16,3.8
"8",2,19,3.6
"9",2,20,3.8
"10",2,23,3.6
"11",2,24,3.5
"12",2,26,3.8
"13",2,28,3.5
"14",2,29,3.5
"15",2,30,3.8
"16",2,31,3.4
"17",2,32,3.3
"18",2,33,3
"19",2,35,2.5
"20",2,37,3.6
"21",2,38,3.8
"22",2,41,3.4
"23",2,42,3.4
"24",2,45,3.5
"25",2,47,3.6
"26",2,48,3.5
"27",2,52,3.7
"28",2,54,3.7
"29",2,56,3.54095821296891
"30",2,57,3.4
"31",2,58,3.5
"32",2,59,3.6
"33",2,60,3.7
"34",2,61,3.4
"35",2,63,3.7
"36",2,70,3.7
"37",2,72,3.6
"38",2,73,4
"39",2,76,3.6
"40",2,82,3.8
"41",2,84,3.6
"42",2,88,3.7
"43",2,89,3.5
"44",2,90,3.6
"45",2,93,3.6
"46",2,94,3.9
"47",2,95,3.7
"48",2,96,3.6
"49",2,97,3.7
"50",2,98,3.5
"51",2,100,3.7
"52",2,101,3.6
"53",2,102,3.7
"54",2,103,3.5
"55",2,104,3.3
"56",2,107,3.6
"57",2,108,3.6
"58",6,5,2.7
"59",6,7,2.8
"60",6,8,2.6
"61",6,10,2.4
"62",6,14,2.9
"63",6,15,2.6
"64",6,16,2.9
"65",6,19,2.4
"66",6,20,2.9
"67",6,23,2.7
"68",6,24,2.1
"69",6,26,2.5
"70",6,28,2.4
"71",6,29,3.1
"72",6,30,2.7
"73",6,31,2.3
"74",6,32,2.8
"75",6,33,2.8
"76",6,35,2.3
"77",6,37,2.5
"78",6,38,2.6
"79",6,41,2.5
"80",6,42,2.5
"81",6,45,2.5
"82",6,47,2.4
"83",6,48,2.9
"84",6,52,2.9
"85",6,54,3.1
"86",6,56,2.1558447796558
"87",6,57,2.4
"88",6,58,2.9
"89",6,59,2.1
"90",6,60,2.5
"91",6,61,2.3
"92",6,63,2.9
"93",6,70,2.5
"94",6,72,2.5
"95",6,73,3
"96",6,76,1.9
"97",6,82,2.5
"98",6,84,2.7
"99",6,88,2.6
"100",6,89,2.5
"101",6,90,2.1
"102",6,93,2.5
"103",6,94,2.4
"104",6,95,2.5
"105",6,96,2.4
"106",6,97,2.5
"107",6,98,2.1
"108",6,100,2.4
"109",6,101,2.8
"110",6,102,2.6
"111",6,103,2.3
"112",6,104,2.9
"113",6,107,2.3
"114",6,108,2.6
"115",10,5,2.2
"116",10,7,2.4
"117",10,8,2
"118",10,10,2
"119",10,14,2.3
"120",10,15,2
"121",10,16,2.1
"122",10,19,2.4
"123",10,20,2.1
"124",10,23,2.1
"125",10,24,1.9
"126",10,26,2
"127",10,28,NA
"128",10,29,2.7
"129",10,30,NA
"130",10,31,2
"131",10,32,NA
"132",10,33,2.7
"133",10,35,NA
"134",10,37,2.2
"135",10,38,2.2
"136",10,41,2
"137",10,42,2.1
"138",10,45,NA
"139",10,47,1.8
"140",10,48,NA
"141",10,52,2
"142",10,54,2.2
"143",10,56,2
"144",10,57,2.2
"145",10,58,2.3
"146",10,59,2
"147",10,60,2.1
"148",10,61,2
"149",10,63,2
"150",10,70,2
"151",10,72,2
"152",10,73,2
"153",10,76,1.8
"154",10,82,2.1
"155",10,84,2.1
"156",10,88,2.1
"157",10,89,2.1
"158",10,90,2.2
"159",10,93,2
"160",10,94,1.5
"161",10,95,2.3
"162",10,96,NA
"163",10,97,2.1
"164",10,98,2.1
"165",10,100,NA
"166",10,101,2.2
"167",10,102,2.3
"168",10,103,2.3
"169",10,104,2.3
"170",10,107,1.9
"171",10,108,2.1
"172",22,5,2.2
"173",22,7,2
"174",22,8,2.1
"175",22,10,1.9
"176",22,14,2
"177",22,15,1.75
"178",22,16,2
"179",22,19,2.2
"180",22,20,2.1
"181",22,23,2
"182",22,24,2
"183",22,26,1.9
"184",22,28,2
"185",22,29,2.2
"186",22,30,1.9
"187",22,31,1.9
"188",22,32,NA
"189",22,33,2.5
"190",22,35,NA
"191",22,37,2.2
"192",22,38,NA
"193",22,41,2
"194",22,42,1.9
"195",22,45,NA
"196",22,47,1.9
"197",22,48,2
"198",22,52,1.9
"199",22,54,2
"200",22,56,2
"201",22,57,NA
"202",22,58,2.4
"203",22,59,2
"204",22,60,2
"205",22,61,NA
"206",22,63,1.9
"207",22,70,2
"208",22,72,2
"209",22,73,NA
"210",22,76,1.9
"211",22,82,2
"212",22,84,2
"213",22,88,1.9
"214",22,89,2
"215",22,90,2
"216",22,93,2
"217",22,94,1.8
"218",22,95,1.9
"219",22,96,NA
"220",22,97,2
"221",22,98,2.1
"222",22,100,2.1
"223",22,101,2
"224",22,102,2.5
"225",22,103,2.2
"226",22,104,2
"227",22,107,1.9
"228",22,108,2.1
