"","horizon","economist","forecast"
"1",4,2,NA
"2",4,4,2.1
"3",4,5,1.9
"4",4,7,1.7
"5",4,9,2.2
"6",4,10,2.04960064
"7",4,14,1.9
"8",4,15,2
"9",4,16,1.7
"10",4,17,1.9
"11",4,19,1.8
"12",4,20,1.9
"13",4,22,1.9
"14",4,23,1.8
"15",4,24,1.9
"16",4,26,1.9
"17",4,28,1.7
"18",4,29,2.1
"19",4,30,2
"20",4,31,2
"21",4,32,1.9
"22",4,33,1.9
"23",4,35,2
"24",4,36,2.2
"25",4,37,2
"26",4,38,1.8
"27",4,39,1.9
"28",4,41,2.1
"29",4,42,1.9
"30",4,45,2.2
"31",4,47,1.8
"32",4,48,1.9
"33",4,49,1.7
"34",4,50,1.9
"35",4,52,1.9
"36",4,54,1.8
"37",4,56,1.8
"38",4,57,1.8
"39",4,59,2
"40",4,60,1.7
"41",4,61,1.9
"42",4,63,1.6
"43",4,67,2
"44",4,68,2.1
"45",4,70,1.6
"46",4,72,2
"47",4,73,2.2
"48",4,76,1.5
"49",4,80,1.9651
"50",4,82,1.7
"51",4,84,1.8
"52",4,85,1.7
"53",4,88,1.7
"54",4,89,1.9
"55",4,90,1.6
"56",4,91,2.1
"57",4,92,2
"58",4,93,1.9
"59",4,94,1.9
"60",4,95,1.8
"61",4,96,2.2
"62",4,97,1.8
"63",4,98,2
"64",4,99,1.9
"65",8,2,NA
"66",8,4,2
"67",8,5,1.8
"68",8,7,1.6
"69",8,9,2
"70",8,10,1.88150822
"71",8,14,1.6
"72",8,15,1.8
"73",8,16,1.7
"74",8,17,1.6
"75",8,19,1.7
"76",8,20,1.9
"77",8,22,2
"78",8,23,1.7
"79",8,24,1.9
"80",8,26,2
"81",8,28,1.5
"82",8,29,1.7
"83",8,30,1.6
"84",8,31,1.8
"85",8,32,1.7
"86",8,33,1.8
"87",8,35,NA
"88",8,36,2
"89",8,37,2
"90",8,38,1.7
"91",8,39,1.7
"92",8,41,1.9
"93",8,42,1.9
"94",8,45,1.8
"95",8,47,NA
"96",8,48,1.6
"97",8,49,1.5
"98",8,50,1.7
"99",8,52,1.8
"100",8,54,1.7
"101",8,56,1.9
"102",8,57,1.7
"103",8,59,1.7
"104",8,60,1.6
"105",8,61,1.9
"106",8,63,1.7
"107",8,67,2
"108",8,68,1.8
"109",8,70,1.8
"110",8,72,1.9
"111",8,73,2
"112",8,76,1
"113",8,80,1.5922
"114",8,82,1.5
"115",8,84,1.7
"116",8,85,1.9
"117",8,88,1.6
"118",8,89,2.1
"119",8,90,1.7
"120",8,91,2
"121",8,92,1.8
"122",8,93,1.7
"123",8,94,2.1
"124",8,95,1.8
"125",8,96,2.1
"126",8,97,1.8
"127",8,98,1.6
"128",8,99,1.8
"129",20,2,NA
"130",20,4,2.1
"131",20,5,1.9
"132",20,7,1.9
"133",20,9,1.9
"134",20,10,2
"135",20,14,1.5
"136",20,15,1.7
"137",20,16,2
"138",20,17,1.8
"139",20,19,1.8
"140",20,20,2
"141",20,22,1.7
"142",20,23,2
"143",20,24,1.9
"144",20,26,2
"145",20,28,1.9
"146",20,29,NA
"147",20,30,NA
"148",20,31,1.9
"149",20,32,NA
"150",20,33,2
"151",20,35,NA
"152",20,36,1.8
"153",20,37,2
"154",20,38,NA
"155",20,39,1.9
"156",20,41,1.8
"157",20,42,NA
"158",20,45,NA
"159",20,47,NA
"160",20,48,NA
"161",20,49,1.8
"162",20,50,1.75
"163",20,52,2
"164",20,54,1.7
"165",20,56,2
"166",20,57,NA
"167",20,59,2
"168",20,60,2.1
"169",20,61,NA
"170",20,63,1.8
"171",20,67,NA
"172",20,68,NA
"173",20,70,1.9
"174",20,72,1.9
"175",20,73,NA
"176",20,76,1.9
"177",20,80,1.7566
"178",20,82,NA
"179",20,84,1.8
"180",20,85,2
"181",20,88,1.75
"182",20,89,1.8
"183",20,90,2
"184",20,91,2
"185",20,92,NA
"186",20,93,2
"187",20,94,2.3
"188",20,95,1.8
"189",20,96,NA
"190",20,97,1.8
"191",20,98,2.2
"192",20,99,1.8
