"","horizon","economist","forecast"
"1",3,1,2.2
"2",3,2,2.1
"3",3,3,2.2
"4",3,4,2.1
"5",3,5,2.2
"6",3,7,2.4
"7",3,9,2.25
"8",3,10,2.2
"9",3,11,1.9
"10",3,14,2.2
"11",3,15,2.1
"12",3,16,2.2
"13",3,17,2.5
"14",3,18,2.3
"15",3,20,2.3
"16",3,22,2.3
"17",3,23,2
"18",3,24,2
"19",3,26,2.1
"20",3,28,2
"21",3,29,2.1
"22",3,31,2
"23",3,32,NA
"24",3,33,2.3
"25",3,35,2.1
"26",3,36,2.3
"27",3,37,2.2
"28",3,38,2.1
"29",3,39,2.2
"30",3,41,2.3
"31",3,42,2.2
"32",3,45,2.3
"33",3,47,2.2
"34",3,50,2
"35",3,54,2
"36",3,56,2.1
"37",3,57,2.1
"38",3,59,1.8
"39",3,60,1.9
"40",3,61,2.1
"41",3,63,2.1
"42",3,67,2.3
"43",3,68,2
"44",3,70,2.1
"45",3,72,2.1
"46",3,73,NA
"47",3,76,1.9
"48",3,80,1.9398
"49",3,82,2.1
"50",3,85,2
"51",3,88,2
"52",3,89,2.2
"53",3,90,2.2
"54",3,91,2
"55",3,92,2.2
"56",3,93,2.1
"57",3,94,2.2
"58",3,95,2.2
"59",3,96,2
"60",3,97,2.1
"61",3,100,2.1
"62",7,1,2.2
"63",7,2,1.9
"64",7,3,2.1
"65",7,4,2.1
"66",7,5,1.8
"67",7,7,2.4
"68",7,9,2
"69",7,10,2.1
"70",7,11,1.7
"71",7,14,2.3
"72",7,15,1.9
"73",7,16,1.9
"74",7,17,2.5
"75",7,18,2
"76",7,20,2.1
"77",7,22,2.1
"78",7,23,1.8
"79",7,24,2.2
"80",7,26,2.2
"81",7,28,2
"82",7,29,2.1
"83",7,31,2.2
"84",7,32,NA
"85",7,33,2.5
"86",7,35,2.2
"87",7,36,2.4
"88",7,37,2.2
"89",7,38,1.9
"90",7,39,2.2
"91",7,41,2
"92",7,42,2.1
"93",7,45,2.2
"94",7,47,2.3
"95",7,50,1.6
"96",7,54,2.1
"97",7,56,2.1
"98",7,57,2.5
"99",7,59,1.8
"100",7,60,2.1
"101",7,61,2
"102",7,63,1.7
"103",7,67,2.4
"104",7,68,2.1
"105",7,70,2
"106",7,72,2
"107",7,73,NA
"108",7,76,1.8
"109",7,80,2.2343
"110",7,82,1.8
"111",7,85,1.9
"112",7,88,2.1
"113",7,89,2.3
"114",7,90,2.2
"115",7,91,1.8
"116",7,92,2
"117",7,93,2
"118",7,94,2.1
"119",7,95,2
"120",7,96,2.1
"121",7,97,2.1
"122",7,100,2.2
"123",19,1,2.1
"124",19,2,1.5
"125",19,3,1.9
"126",19,4,2.1
"127",19,5,1.8
"128",19,7,1.9
"129",19,9,1.9
"130",19,10,2
"131",19,11,2
"132",19,14,1.8
"133",19,15,1.6
"134",19,16,2
"135",19,17,NA
"136",19,18,2
"137",19,20,2
"138",19,22,1.8
"139",19,23,2
"140",19,24,1.9
"141",19,26,2
"142",19,28,1.9
"143",19,29,NA
"144",19,31,2
"145",19,32,NA
"146",19,33,2
"147",19,35,NA
"148",19,36,1.8
"149",19,37,2.1
"150",19,38,NA
"151",19,39,2
"152",19,41,1.8
"153",19,42,1.7
"154",19,45,NA
"155",19,47,2
"156",19,50,NA
"157",19,54,1.8
"158",19,56,2
"159",19,57,NA
"160",19,59,2
"161",19,60,2.1
"162",19,61,NA
"163",19,63,2
"164",19,67,NA
"165",19,68,1.8
"166",19,70,1.9
"167",19,72,2
"168",19,73,NA
"169",19,76,1.9
"170",19,80,1.9743
"171",19,82,1.8
"172",19,85,NA
"173",19,88,1.8
"174",19,89,1.8
"175",19,90,1.8
"176",19,91,NA
"177",19,92,1.8
"178",19,93,2
"179",19,94,1.9
"180",19,95,1.8
"181",19,96,NA
"182",19,97,1.8
"183",19,100,2
