"","horizon","economist","forecast"
"1",3,1,1.9
"2",3,2,2.4
"3",3,3,1.8
"4",3,4,2
"5",3,5,1.9
"6",3,7,1.7
"7",3,9,2.2
"8",3,10,1.9
"9",3,11,1.8
"10",3,14,2.1
"11",3,15,2
"12",3,16,2.1
"13",3,17,2.1
"14",3,19,2
"15",3,20,NA
"16",3,22,1.2
"17",3,24,2.1
"18",3,26,2.1
"19",3,28,1.8
"20",3,29,1.9
"21",3,31,2
"22",3,32,2
"23",3,33,1.9
"24",3,35,2.3
"25",3,36,2.3
"26",3,37,2
"27",3,39,2.3
"28",3,41,2.1
"29",3,42,2
"30",3,45,2.1
"31",3,47,2.4
"32",3,48,1.7
"33",3,49,1.8
"34",3,50,2
"35",3,52,NA
"36",3,53,2
"37",3,54,2.1
"38",3,56,2.1
"39",3,57,2.2
"40",3,60,1.9
"41",3,63,1.9
"42",3,64,2.2
"43",3,66,2.4
"44",3,67,2.5
"45",3,68,1.9
"46",3,70,2.1
"47",3,73,1.8
"48",3,76,2.2
"49",3,80,2.3
"50",3,84,2
"51",3,85,2.2
"52",3,87,2
"53",3,89,2.3
"54",3,90,2.4
"55",3,92,2.3
"56",3,93,2.4
"57",3,94,2.3
"58",3,95,1.9
"59",3,96,2.5
"60",7,1,1.8
"61",7,2,2
"62",7,3,1.9
"63",7,4,1.5
"64",7,5,1.8
"65",7,7,1.7
"66",7,9,1.8
"67",7,10,1.7
"68",7,11,1.6
"69",7,14,1.8
"70",7,15,1.7
"71",7,16,1.8
"72",7,17,1.9
"73",7,19,1.8
"74",7,20,NA
"75",7,22,1.8
"76",7,24,2
"77",7,26,1.8
"78",7,28,1.5
"79",7,29,1.6
"80",7,31,1.8
"81",7,32,1.8
"82",7,33,1.8
"83",7,35,NA
"84",7,36,1.9
"85",7,37,1.9
"86",7,39,2
"87",7,41,1.8
"88",7,42,1.8
"89",7,45,1.8
"90",7,47,2.3
"91",7,48,1.8
"92",7,49,1.5
"93",7,50,1.8
"94",7,52,NA
"95",7,53,1.9
"96",7,54,1.8
"97",7,56,2.1
"98",7,57,2
"99",7,60,1.9
"100",7,63,1.7
"101",7,64,2
"102",7,66,2.9
"103",7,67,3
"104",7,68,1.7
"105",7,70,1.9
"106",7,73,1.8
"107",7,76,2
"108",7,80,2.1
"109",7,84,2
"110",7,85,1.8
"111",7,87,1.8
"112",7,89,1.9
"113",7,90,2.3
"114",7,92,1.9
"115",7,93,2
"116",7,94,2
"117",7,95,1.8
"118",7,96,2.4
"119",19,1,2
"120",19,2,2
"121",19,3,2
"122",19,4,1.8
"123",19,5,1.9
"124",19,7,NA
"125",19,9,1.8
"126",19,10,NA
"127",19,11,1.8
"128",19,14,1.5
"129",19,15,1.8
"130",19,16,2.3
"131",19,17,1.5
"132",19,19,2
"133",19,20,NA
"134",19,22,1.7
"135",19,24,1.8
"136",19,26,2
"137",19,28,1.5
"138",19,29,NA
"139",19,31,1.8
"140",19,32,NA
"141",19,33,2
"142",19,35,NA
"143",19,36,2
"144",19,37,2
"145",19,39,1.9
"146",19,41,1.8
"147",19,42,1.6
"148",19,45,NA
"149",19,47,NA
"150",19,48,1.5
"151",19,49,1.5
"152",19,50,NA
"153",19,52,NA
"154",19,53,2
"155",19,54,1.8
"156",19,56,1.6
"157",19,57,NA
"158",19,60,2.2
"159",19,63,1.8
"160",19,64,NA
"161",19,66,2
"162",19,67,2
"163",19,68,1.75
"164",19,70,NA
"165",19,73,NA
"166",19,76,NA
"167",19,80,2
"168",19,84,1.8
"169",19,85,2.1
"170",19,87,1.7
"171",19,89,1.8
"172",19,90,2
"173",19,92,NA
"174",19,93,2
"175",19,94,2.3
"176",19,95,1.6
"177",19,96,NA
