"","horizon","economist","forecast"
"1",2,3,2
"2",2,4,1.9
"3",2,7,2.2
"4",2,8,2
"5",2,9,1.75
"6",2,10,2.04
"7",2,11,1.9
"8",2,14,1.9
"9",2,15,1.9
"10",2,16,2.2
"11",2,18,2
"12",2,19,2
"13",2,20,2.1
"14",2,22,1.9
"15",2,23,2
"16",2,24,2
"17",2,26,2
"18",2,29,1.9
"19",2,30,2.1
"20",2,32,NA
"21",2,35,2.1
"22",2,36,2.1
"23",2,37,2
"24",2,38,2
"25",2,41,1.9
"26",2,42,2
"27",2,45,2.2
"28",2,47,2
"29",2,48,1.9
"30",2,52,2
"31",2,54,2.1
"32",2,56,2
"33",2,57,2
"34",2,59,1.97
"35",2,60,2
"36",2,61,2
"37",2,65,2.2
"38",2,76,2.01510504220612
"39",2,82,2
"40",2,84,2
"41",2,85,2
"42",2,88,2
"43",2,89,2.2
"44",2,90,2
"45",2,91,2
"46",2,92,2
"47",2,93,2
"48",2,94,2.1
"49",2,95,2
"50",2,96,2
"51",2,97,2
"52",2,98,2
"53",2,99,2.3
"54",2,100,2
"55",6,3,1.9
"56",6,4,2.3
"57",6,7,2.3
"58",6,8,2.1
"59",6,9,1.6
"60",6,10,2.12
"61",6,11,1.9
"62",6,14,1.7
"63",6,15,1.8
"64",6,16,2.3
"65",6,18,1.9
"66",6,19,1.9
"67",6,20,2.2
"68",6,22,1.9
"69",6,23,1.7
"70",6,24,1.9
"71",6,26,1.9
"72",6,29,2
"73",6,30,2
"74",6,32,NA
"75",6,35,2
"76",6,36,2.1
"77",6,37,2.1
"78",6,38,2
"79",6,41,1.9
"80",6,42,1.9
"81",6,45,2
"82",6,47,2.1
"83",6,48,2.1
"84",6,52,2
"85",6,54,2.1
"86",6,56,2
"87",6,57,2
"88",6,59,2
"89",6,60,2
"90",6,61,2.1
"91",6,65,2.1
"92",6,76,2.29222977332106
"93",6,82,1.9
"94",6,84,1.9
"95",6,85,2
"96",6,88,2
"97",6,89,2.1
"98",6,90,1.9
"99",6,91,2
"100",6,92,2
"101",6,93,2
"102",6,94,2.1
"103",6,95,2
"104",6,96,2
"105",6,97,1.9
"106",6,98,2
"107",6,99,1.9
"108",6,100,2.2
"109",10,3,1.8
"110",10,4,2
"111",10,7,2.1
"112",10,8,2.1
"113",10,9,1.7
"114",10,10,2
"115",10,11,2.1
"116",10,14,1.8
"117",10,15,1.7
"118",10,16,1.9
"119",10,18,1.8
"120",10,19,1.9
"121",10,20,2
"122",10,22,1.8
"123",10,23,2
"124",10,24,1.8
"125",10,26,1.8
"126",10,29,2
"127",10,30,NA
"128",10,32,NA
"129",10,35,2
"130",10,36,2.3
"131",10,37,2.1
"132",10,38,2.1
"133",10,41,1.9
"134",10,42,1.8
"135",10,45,NA
"136",10,47,2.1
"137",10,48,NA
"138",10,52,2.2
"139",10,54,2
"140",10,56,2
"141",10,57,1.9
"142",10,59,2
"143",10,60,1.9
"144",10,61,2
"145",10,65,2
"146",10,76,NA
"147",10,82,1.9
"148",10,84,1.9
"149",10,85,NA
"150",10,88,1.9
"151",10,89,2
"152",10,90,1.9
"153",10,91,2
"154",10,92,NA
"155",10,93,2
"156",10,94,1.9
"157",10,95,1.9
"158",10,96,NA
"159",10,97,1.9
"160",10,98,2
"161",10,99,1.9
"162",10,100,1.9
"163",22,3,1.8
"164",22,4,2
"165",22,7,1.9
"166",22,8,2
"167",22,9,1.9
"168",22,10,1.9
"169",22,11,2
"170",22,14,1.7
"171",22,15,1.6
"172",22,16,2.1
"173",22,18,2
"174",22,19,2
"175",22,20,2
"176",22,22,1.9
"177",22,23,2
"178",22,24,1.9
"179",22,26,1.8
"180",22,29,NA
"181",22,30,1.9
"182",22,32,NA
"183",22,35,2
"184",22,36,2
"185",22,37,2.2
"186",22,38,NA
"187",22,41,1.8
"188",22,42,1.7
"189",22,45,NA
"190",22,47,1.9
"191",22,48,2
"192",22,52,2.3
"193",22,54,1.9
"194",22,56,2
"195",22,57,NA
"196",22,59,2
"197",22,60,1.9
"198",22,61,NA
"199",22,65,2.1
"200",22,76,1.9
"201",22,82,NA
"202",22,84,2
"203",22,85,NA
"204",22,88,1.9
"205",22,89,2
"206",22,90,2
"207",22,91,2
"208",22,92,NA
"209",22,93,2
"210",22,94,1.9
"211",22,95,1.9
"212",22,96,NA
"213",22,97,2
"214",22,98,2.1
"215",22,99,2
"216",22,100,2
