"","horizon","economist","forecast"
"1",2,3,2.5
"2",2,6,2.4
"3",2,7,2.4
"4",2,8,2.3
"5",2,14,2.2
"6",2,15,2.3
"7",2,16,2.3
"8",2,20,2.4
"9",2,22,2.3
"10",2,23,2.6
"11",2,24,2.3
"12",2,26,2.4
"13",2,29,2.3
"14",2,30,2.2
"15",2,32,2.2
"16",2,33,2.2
"17",2,36,2.5
"18",2,37,2.5
"19",2,38,2.3
"20",2,39,2.4
"21",2,41,2.3
"22",2,47,2.01
"23",2,48,2.4
"24",2,52,2.4
"25",2,54,2.4
"26",2,56,2.4
"27",2,70,2.4
"28",2,80,2.5
"29",2,82,2.3
"30",2,84,2.3
"31",2,85,2.3089703089
"32",2,88,2.3
"33",2,89,2.2
"34",2,91,2.3
"35",2,92,2.301
"36",2,93,2.3
"37",2,94,2.8
"38",2,95,2.1333333333
"39",2,96,2.2
"40",2,98,2.2
"41",2,101,2.4
"42",2,103,2.4
"43",2,104,2.3
"44",2,105,2.4
"45",2,106,2.3
"46",2,107,2.301
"47",2,108,2.294815
"48",2,110,2
"49",2,111,2.3
"50",2,112,2.2
"51",6,3,2.2
"52",6,6,1.9
"53",6,7,1.5
"54",6,8,1.8
"55",6,14,1.9
"56",6,15,1.9
"57",6,16,1.7
"58",6,20,1.8
"59",6,22,1.9
"60",6,23,1.9
"61",6,24,1.7
"62",6,26,1.9
"63",6,29,1.7
"64",6,30,1.6
"65",6,32,1.8
"66",6,33,2
"67",6,36,2.3
"68",6,37,1.9
"69",6,38,1.6
"70",6,39,1.8
"71",6,41,1.8
"72",6,47,1.9
"73",6,48,1.9
"74",6,52,1.9
"75",6,54,1.9
"76",6,56,1.8
"77",6,70,1.4
"78",6,80,1.7
"79",6,82,1.6
"80",6,84,1.7
"81",6,85,1.4493009503
"82",6,88,1.8
"83",6,89,1.9
"84",6,91,0.6
"85",6,92,1.429
"86",6,93,1.9
"87",6,94,2.6
"88",6,95,1.6654301075
"89",6,96,1.1
"90",6,98,1.6
"91",6,101,2
"92",6,103,1.7
"93",6,104,1.9
"94",6,105,1.7
"95",6,106,1
"96",6,107,1.429
"97",6,108,1.4077675
"98",6,110,1.7
"99",6,111,NA
"100",6,112,2
"101",10,3,2.4
"102",10,6,1.7
"103",10,7,NA
"104",10,8,1.9
"105",10,14,2
"106",10,15,1.9
"107",10,16,1.7
"108",10,20,1.8
"109",10,22,1.8
"110",10,23,2.2
"111",10,24,1.5
"112",10,26,1.9
"113",10,29,2.2
"114",10,30,NA
"115",10,32,NA
"116",10,33,2
"117",10,36,2
"118",10,37,2.1
"119",10,38,1.9
"120",10,39,2.2
"121",10,41,1.7
"122",10,47,NA
"123",10,48,NA
"124",10,52,1.9
"125",10,54,2
"126",10,56,1.9
"127",10,70,NA
"128",10,80,1.7
"129",10,82,NA
"130",10,84,1.7
"131",10,85,1.3207424858
"132",10,88,1.9
"133",10,89,1.9
"134",10,91,0.6
"135",10,92,NA
"136",10,93,2
"137",10,94,2.2
"138",10,95,1.8404301075
"139",10,96,NA
"140",10,98,1.4
"141",10,101,2
"142",10,103,NA
"143",10,104,1.7
"144",10,105,1.9
"145",10,106,1.6
"146",10,107,1.8
"147",10,108,1.8170575
"148",10,110,1.8
"149",10,111,NA
"150",10,112,2.5
"151",22,3,2
"152",22,6,2
"153",22,7,NA
"154",22,8,2
"155",22,14,2
"156",22,15,1.9
"157",22,16,1.7
"158",22,20,2
"159",22,22,1.8
"160",22,23,2.8
"161",22,24,1.9
"162",22,26,1.9
"163",22,29,2.5
"164",22,30,1.9
"165",22,32,NA
"166",22,33,2
"167",22,36,2.4
"168",22,37,2.4
"169",22,38,NA
"170",22,39,2
"171",22,41,NA
"172",22,47,2
"173",22,48,NA
"174",22,52,2.1
"175",22,54,NA
"176",22,56,NA
"177",22,70,1.8
"178",22,80,2
"179",22,82,NA
"180",22,84,1.9
"181",22,85,NA
"182",22,88,1.9
"183",22,89,1.9
"184",22,91,NA
"185",22,92,NA
"186",22,93,2
"187",22,94,1.8
"188",22,95,1.8316666667
"189",22,96,2
"190",22,98,2.2
"191",22,101,2
"192",22,103,2
"193",22,104,2
"194",22,105,2
"195",22,106,2
"196",22,107,1.9
"197",22,108,1.8274475
"198",22,110,2
"199",22,111,NA
"200",22,112,2.5
