"","horizon","economist","forecast"
"1",1,1,3.5
"2",1,2,NA
"3",1,3,NA
"4",1,4,3.4
"5",1,5,3.5
"6",1,7,3.3
"7",1,8,3.4
"8",1,10,3.4375
"9",1,14,3.5
"10",1,15,3.6
"11",1,16,3.5
"12",1,19,3.2
"13",1,20,3.5
"14",1,22,3.4
"15",1,23,3.4
"16",1,24,3.5
"17",1,26,3.4
"18",1,29,3.4
"19",1,30,3.5
"20",1,31,3.5
"21",1,32,3.3
"22",1,36,3.2
"23",1,38,3.4
"24",1,39,3.5
"25",1,40,3.5
"26",1,41,3.4
"27",1,42,3.5
"28",1,47,3.4
"29",1,48,3.4
"30",1,52,3.4
"31",1,54,3.4
"32",1,56,3.4
"33",1,57,3.5
"34",1,58,3.5
"35",1,59,3.2
"36",1,60,3.5
"37",1,61,3.4
"38",1,67,3.5
"39",1,68,3.6
"40",1,70,3.5
"41",1,72,3.4
"42",1,73,3.4
"43",1,82,3.5
"44",1,84,3.5
"45",1,88,3.4
"46",1,89,3.5
"47",1,90,3.4
"48",1,93,3.2
"49",1,94,3.3
"50",1,95,3.5
"51",1,96,3.5
"52",1,98,3.5
"53",1,100,3.4
"54",1,101,3.5
"55",1,103,3.5
"56",1,104,3.5
"57",1,107,3.4
"58",1,108,3.3526
"59",5,1,2.2
"60",5,2,NA
"61",5,3,NA
"62",5,4,1.8
"63",5,5,2.4
"64",5,7,2.2
"65",5,8,2
"66",5,10,2.265
"67",5,14,2.2
"68",5,15,2.5
"69",5,16,1.9
"70",5,19,1.9
"71",5,20,2
"72",5,22,2
"73",5,23,2.5
"74",5,24,2.1
"75",5,26,1.8
"76",5,29,2.5
"77",5,30,2.5
"78",5,31,2.3
"79",5,32,2.2
"80",5,36,2.8
"81",5,38,1.9
"82",5,39,2
"83",5,40,2.5
"84",5,41,2.2
"85",5,42,2
"86",5,47,2
"87",5,48,2.1
"88",5,52,2.1
"89",5,54,2.5
"90",5,56,2.1
"91",5,57,2.2
"92",5,58,2.5
"93",5,59,1.8
"94",5,60,2.3
"95",5,61,2.3
"96",5,67,2.5
"97",5,68,2.5
"98",5,70,2.3
"99",5,72,1.6
"100",5,73,2.5
"101",5,82,2.3
"102",5,84,2.4
"103",5,88,1.8
"104",5,89,2.2
"105",5,90,1.9
"106",5,93,2.1
"107",5,94,1.3
"108",5,95,2.2
"109",5,96,2.2
"110",5,98,2
"111",5,100,1.9
"112",5,101,2
"113",5,103,2.3
"114",5,104,2.3
"115",5,107,1.8
"116",5,108,1.967
"117",9,1,1.9
"118",9,2,NA
"119",9,3,NA
"120",9,4,1.8
"121",9,5,2.1
"122",9,7,2.1
"123",9,8,1.9
"124",9,10,2.2
"125",9,14,1.7
"126",9,15,2
"127",9,16,2.1
"128",9,19,2.2
"129",9,20,2
"130",9,22,1.8
"131",9,23,2.1
"132",9,24,1.9
"133",9,26,1.9
"134",9,29,2.2
"135",9,30,NA
"136",9,31,1.9
"137",9,32,NA
"138",9,36,2.2
"139",9,38,2
"140",9,39,2.1
"141",9,40,NA
"142",9,41,1.9
"143",9,42,2.1
"144",9,47,NA
"145",9,48,NA
"146",9,52,1.9
"147",9,54,1.9
"148",9,56,2.3
"149",9,57,2.1
"150",9,58,2
"151",9,59,2.2
"152",9,60,1.9
"153",9,61,NA
"154",9,67,2
"155",9,68,1.9
"156",9,70,1.8
"157",9,72,2
"158",9,73,NA
"159",9,82,2.2
"160",9,84,2
"161",9,88,1.9
"162",9,89,2
"163",9,90,2.2
"164",9,93,2
"165",9,94,1.8
"166",9,95,1.9
"167",9,96,2
"168",9,98,1.7
"169",9,100,NA
"170",9,101,2
"171",9,103,2.2
"172",9,104,2
"173",9,107,1.9
"174",9,108,1.9828
"175",21,1,2
"176",21,2,NA
"177",21,3,NA
"178",21,4,2
"179",21,5,2.2
"180",21,7,2
"181",21,8,2.1
"182",21,10,2
"183",21,14,1.7
"184",21,15,1.75
"185",21,16,2
"186",21,19,2
"187",21,20,2
"188",21,22,1.9
"189",21,23,2
"190",21,24,1.9
"191",21,26,1.9
"192",21,29,2.2
"193",21,30,1.9
"194",21,31,2.2
"195",21,32,NA
"196",21,36,NA
"197",21,38,NA
"198",21,39,2.1
"199",21,40,NA
"200",21,41,2
"201",21,42,1.9
"202",21,47,1.9
"203",21,48,NA
"204",21,52,2.1
"205",21,54,1.9
"206",21,56,2
"207",21,57,NA
"208",21,58,2
"209",21,59,2
"210",21,60,1.9
"211",21,61,NA
"212",21,67,NA
"213",21,68,2
"214",21,70,2
"215",21,72,2
"216",21,73,NA
"217",21,82,2
"218",21,84,2
"219",21,88,1.9
"220",21,89,2
"221",21,90,2
"222",21,93,2
"223",21,94,1.9
"224",21,95,1.9
"225",21,96,NA
"226",21,98,2.1
"227",21,100,2.1
"228",21,101,NA
"229",21,103,2.2
"230",21,104,2
"231",21,107,1.9
"232",21,108,1.8506
