"","horizon","economist","forecast"
"1",3,1,2.8
"2",3,2,2.5
"3",3,3,2.8
"4",3,4,2.5
"5",3,5,2.4
"6",3,7,2
"7",3,8,2.7
"8",3,14,2.4
"9",3,15,2.3
"10",3,16,2.8
"11",3,20,2.6
"12",3,22,2.6
"13",3,23,2.3
"14",3,24,2.3
"15",3,26,2.6
"16",3,29,2.4
"17",3,31,2.4
"18",3,32,2.1
"19",3,33,2.5
"20",3,37,2.9
"21",3,39,2.6
"22",3,41,2.5
"23",3,42,2.4
"24",3,47,2.5
"25",3,48,2
"26",3,49,2.6
"27",3,52,2.9
"28",3,54,2.7
"29",3,56,2.8
"30",3,57,2.5
"31",3,67,3
"32",3,68,2.3
"33",3,70,2.3
"34",3,73,2.4
"35",3,80,2.6
"36",3,82,2.5897628662
"37",3,88,2.7
"38",3,89,2.3
"39",3,90,2.5
"40",3,93,2.8
"41",3,94,2.9
"42",3,95,2.5126315789
"43",3,96,2.5
"44",3,97,2.5
"45",3,98,2.4
"46",3,99,2.4
"47",3,101,2.7
"48",3,102,2.7
"49",3,104,2.5
"50",3,105,2.4
"51",3,106,2.7
"52",3,107,2.7
"53",3,108,2.29155133
"54",3,109,2.7
"55",3,110,2.4
"56",7,1,2.2
"57",7,2,2.1
"58",7,3,2.1
"59",7,4,1.8
"60",7,5,2.1
"61",7,7,1.4
"62",7,8,2
"63",7,14,1.8
"64",7,15,1.9
"65",7,16,2.2
"66",7,20,2.2
"67",7,22,1.7
"68",7,23,1.9
"69",7,24,1.9
"70",7,26,2.2
"71",7,29,1.8
"72",7,31,2.2
"73",7,32,1.5
"74",7,33,2
"75",7,37,2.3
"76",7,39,1.9
"77",7,41,2.2
"78",7,42,1.9
"79",7,47,2
"80",7,48,1.2
"81",7,49,1.9
"82",7,52,2
"83",7,54,2.5
"84",7,56,1.6739984029
"85",7,57,2.1
"86",7,67,2.5
"87",7,68,1.9
"88",7,70,1.7
"89",7,73,1.9
"90",7,80,2.3
"91",7,82,1.9056471584
"92",7,88,1.9
"93",7,89,1.9
"94",7,90,1.8
"95",7,93,2
"96",7,94,2.5
"97",7,95,1.9471315789
"98",7,96,1.5
"99",7,97,2
"100",7,98,1.7
"101",7,99,1.8
"102",7,101,1.9
"103",7,102,1.5
"104",7,104,2
"105",7,105,1.8
"106",7,106,1.8
"107",7,107,1.6
"108",7,108,1.87243167
"109",7,109,1.9
"110",7,110,1.8
"111",19,1,1.9
"112",19,2,1.8
"113",19,3,2.1
"114",19,4,1.8
"115",19,5,2
"116",19,7,2
"117",19,8,2
"118",19,14,1.7
"119",19,15,1.75
"120",19,16,1.9
"121",19,20,2
"122",19,22,1.8
"123",19,23,3
"124",19,24,1.9
"125",19,26,2
"126",19,29,2
"127",19,31,2
"128",19,32,NA
"129",19,33,2
"130",19,37,2.2
"131",19,39,1.9
"132",19,41,2
"133",19,42,1.8
"134",19,47,1.9
"135",19,48,1.5
"136",19,49,NA
"137",19,52,1.7
"138",19,54,2
"139",19,56,2
"140",19,57,NA
"141",19,67,NA
"142",19,68,1.9
"143",19,70,1.9
"144",19,73,NA
"145",19,80,2.2
"146",19,82,NA
"147",19,88,1.9
"148",19,89,2
"149",19,90,2
"150",19,93,2
"151",19,94,1.8
"152",19,95,1.8516666667
"153",19,96,NA
"154",19,97,1.9
"155",19,98,2.1
"156",19,99,2.2
"157",19,101,2
"158",19,102,2
"159",19,104,2
"160",19,105,2
"161",19,106,2
"162",19,107,1.8
"163",19,108,2.036217925
"164",19,109,2
"165",19,110,2
