"","horizon","economist","forecast"
"1",1,1,1.5
"2",1,2,1.6
"3",1,3,1.5
"4",1,4,1.5
"5",1,5,1.6
"6",1,7,1.5
"7",1,8,1.5
"8",1,14,1.5
"9",1,15,1.5
"10",1,16,1.5
"11",1,20,1.5
"12",1,22,1.5
"13",1,23,1.5
"14",1,24,1.6
"15",1,26,1.5
"16",1,28,1.5
"17",1,29,1.5
"18",1,30,1.5
"19",1,31,1.6
"20",1,32,1.5
"21",1,33,1.5
"22",1,35,1.4
"23",1,37,1.5
"24",1,38,1.5
"25",1,39,1.5
"26",1,41,1.5
"27",1,42,1.4
"28",1,47,1.5
"29",1,48,1.4
"30",1,52,1.6
"31",1,54,1.5
"32",1,56,1.6
"33",1,57,1.4
"34",1,58,0.3
"35",1,61,1.5
"36",1,65,1.3
"37",1,67,1.5
"38",1,68,1.4
"39",1,70,1.5
"40",1,73,1.8
"41",1,80,1.4
"42",1,82,1.6
"43",1,84,1.4
"44",1,85,1.6
"45",1,89,1.5
"46",1,93,1.5
"47",1,94,1.5
"48",1,95,1.525
"49",1,96,1.5
"50",1,97,1.5
"51",1,98,1.5
"52",1,99,1.5
"53",1,101,1.6
"54",1,102,1.5
"55",1,103,1.5
"56",1,104,1.4
"57",1,105,1.5
"58",1,107,1.6
"59",1,108,1.565
"60",1,109,1.59
"61",1,110,1.4
"62",5,1,1.7
"63",5,2,1.9
"64",5,3,1.7
"65",5,4,1.5
"66",5,5,1.7
"67",5,7,1.4
"68",5,8,1.7
"69",5,14,1.9
"70",5,15,1.6
"71",5,16,1.8
"72",5,20,1.7
"73",5,22,1.6
"74",5,23,1.7
"75",5,24,1.7
"76",5,26,1.6
"77",5,28,1.5
"78",5,29,1.3
"79",5,30,1.3
"80",5,31,1.4
"81",5,32,1.4
"82",5,33,1.5
"83",5,35,1.6
"84",5,37,1.7
"85",5,38,1.4
"86",5,39,1.6
"87",5,41,1.7
"88",5,42,1.7
"89",5,47,1.5
"90",5,48,1.1
"91",5,52,1.6
"92",5,54,1.6
"93",5,56,1.5
"94",5,57,1.5
"95",5,58,0.3
"96",5,61,1.6
"97",5,65,1
"98",5,67,1.6
"99",5,68,1.4
"100",5,70,0.8
"101",5,73,1.25
"102",5,80,1.5
"103",5,82,1.6
"104",5,84,1.6
"105",5,85,1.7
"106",5,89,1.6
"107",5,93,1.8
"108",5,94,1.2
"109",5,95,1.679
"110",5,96,1.8
"111",5,97,1.7
"112",5,98,1.2
"113",5,99,1.3
"114",5,101,1.4
"115",5,102,1.2
"116",5,103,1.6
"117",5,104,1.6
"118",5,105,1.5
"119",5,107,1.8
"120",5,108,1.76648
"121",5,109,1.75
"122",5,110,1.5
"123",9,1,1.5
"124",9,2,1.7
"125",9,3,1.7
"126",9,4,1.6
"127",9,5,1.3
"128",9,7,1.6
"129",9,8,1.9
"130",9,14,1.7
"131",9,15,1.6
"132",9,16,1.8
"133",9,20,1.8
"134",9,22,1.8
"135",9,23,2
"136",9,24,1.8
"137",9,26,1.7
"138",9,28,NA
"139",9,29,1.6
"140",9,30,NA
"141",9,31,1.4
"142",9,32,NA
"143",9,33,2
"144",9,35,NA
"145",9,37,1.7
"146",9,38,1.5
"147",9,39,2
"148",9,41,1.9
"149",9,42,1.9
"150",9,47,1.4
"151",9,48,0.8
"152",9,52,1.1
"153",9,54,NA
"154",9,56,1.8
"155",9,57,1.6
"156",9,58,0.5
"157",9,61,NA
"158",9,65,1.2
"159",9,67,1.7
"160",9,68,1.7
"161",9,70,1.2
"162",9,73,1
"163",9,80,1.7
"164",9,82,1.7
"165",9,84,1.7
"166",9,85,1.3
"167",9,89,1.9
"168",9,93,2
"169",9,94,1.3
"170",9,95,1.759
"171",9,96,NA
"172",9,97,2
"173",9,98,1.5
"174",9,99,NA
"175",9,101,NA
"176",9,102,1.3
"177",9,103,1.9
"178",9,104,1.8
"179",9,105,1.7
"180",9,107,1.6
"181",9,108,1.5138525
"182",9,109,NA
"183",9,110,1.7
"184",21,1,1.9
"185",21,2,1.8
"186",21,3,1.8
"187",21,4,1.8
"188",21,5,1.5
"189",21,7,2
"190",21,8,2
"191",21,14,1.6
"192",21,15,1.75
"193",21,16,1.9
"194",21,20,1.9
"195",21,22,1.8
"196",21,23,3
"197",21,24,1.9
"198",21,26,1.8
"199",21,28,NA
"200",21,29,2.1
"201",21,30,1.9
"202",21,31,1.8
"203",21,32,NA
"204",21,33,2.3
"205",21,35,NA
"206",21,37,2.2
"207",21,38,NA
"208",21,39,1.8
"209",21,41,1.9
"210",21,42,1.8
"211",21,47,1.9
"212",21,48,0.8
"213",21,52,1.7
"214",21,54,2
"215",21,56,2
"216",21,57,NA
"217",21,58,1.3
"218",21,61,NA
"219",21,65,2
"220",21,67,NA
"221",21,68,1.9
"222",21,70,1.8
"223",21,73,NA
"224",21,80,NA
"225",21,82,NA
"226",21,84,2
"227",21,85,NA
"228",21,89,2
"229",21,93,2
"230",21,94,1.6
"231",21,95,1.7835
"232",21,96,NA
"233",21,97,2
"234",21,98,2.1
"235",21,99,2.2
"236",21,101,NA
"237",21,102,2
"238",21,103,2.1
"239",21,104,2
"240",21,105,2.1
"241",21,107,1.8
"242",21,108,1.7529775
"243",21,109,2
"244",21,110,2
