"","horizon","economist","forecast"
"1",2,1,2.2
"2",2,5,2
"3",2,7,1.9
"4",2,9,1.9
"5",2,11,2
"6",2,14,2.1
"7",2,16,2
"8",2,17,2
"9",2,18,2
"10",2,19,2
"11",2,20,2
"12",2,23,1.9
"13",2,24,2.1
"14",2,26,2.1
"15",2,28,2
"16",2,30,2
"17",2,31,2.1
"18",2,32,2
"19",2,33,2.5
"20",2,35,2.1
"21",2,37,2.1
"22",2,38,2.2
"23",2,39,2.2
"24",2,41,2.1
"25",2,42,2
"26",2,45,2.1
"27",2,47,2.1
"28",2,48,2
"29",2,50,1.9
"30",2,52,2
"31",2,54,2
"32",2,56,2
"33",2,57,2
"34",2,59,2.1
"35",2,60,1.9
"36",2,63,1.9
"37",2,70,2
"38",2,72,2.1
"39",2,73,2
"40",2,76,2
"41",2,80,2.3
"42",2,82,1.9
"43",2,84,2
"44",2,85,2.1
"45",2,89,2.1
"46",2,90,2.1
"47",2,92,2.1
"48",2,94,2.1
"49",2,95,2.1
"50",2,96,2.1
"51",2,97,2.1
"52",2,98,2.1
"53",6,1,1.8
"54",6,5,1.8
"55",6,7,1.5
"56",6,9,1.6
"57",6,11,1.6
"58",6,14,1.7
"59",6,16,1.6
"60",6,17,1.8
"61",6,18,2.2
"62",6,19,2
"63",6,20,1.8
"64",6,23,1.5
"65",6,24,2
"66",6,26,2
"67",6,28,1.3
"68",6,30,1.6
"69",6,31,1.6
"70",6,32,1.5
"71",6,33,2.5
"72",6,35,2.1
"73",6,37,2.1
"74",6,38,1.7
"75",6,39,1.7
"76",6,41,2
"77",6,42,1.7
"78",6,45,1.8
"79",6,47,1.9
"80",6,48,2
"81",6,50,1.7
"82",6,52,1.6
"83",6,54,1.8
"84",6,56,1.7
"85",6,57,1.6
"86",6,59,1.7
"87",6,60,1.5
"88",6,63,1.6
"89",6,70,1.7
"90",6,72,1.9
"91",6,73,2.1
"92",6,76,1.6
"93",6,80,1.7
"94",6,82,1.3
"95",6,84,1.8
"96",6,85,1.6
"97",6,89,2
"98",6,90,1.6
"99",6,92,1.9
"100",6,94,1.8
"101",6,95,1.8
"102",6,96,2
"103",6,97,1.6
"104",6,98,1.9
"105",10,1,1.9
"106",10,5,1.9
"107",10,7,1.7
"108",10,9,1.7
"109",10,11,1.5
"110",10,14,1.5
"111",10,16,1.8
"112",10,17,1.7
"113",10,18,2.2
"114",10,19,2
"115",10,20,1.7
"116",10,23,1.8
"117",10,24,1.6
"118",10,26,2
"119",10,28,1.8
"120",10,30,1.5
"121",10,31,1.7
"122",10,32,1.7
"123",10,33,2.5
"124",10,35,NA
"125",10,37,2
"126",10,38,1.7
"127",10,39,1.9
"128",10,41,1.9
"129",10,42,1.6
"130",10,45,NA
"131",10,47,NA
"132",10,48,NA
"133",10,50,1.8
"134",10,52,1.6
"135",10,54,1.8
"136",10,56,2
"137",10,57,1.8
"138",10,59,1.9
"139",10,60,1.7
"140",10,63,1.8
"141",10,70,1.8
"142",10,72,2
"143",10,73,2.2
"144",10,76,NA
"145",10,80,1.6
"146",10,82,NA
"147",10,84,1.8
"148",10,85,NA
"149",10,89,2
"150",10,90,1.5
"151",10,92,1.8
"152",10,94,1.8
"153",10,95,1.8
"154",10,96,2
"155",10,97,2
"156",10,98,1.7
"157",22,1,2.3
"158",22,5,1.9
"159",22,7,NA
"160",22,9,1.9
"161",22,11,NA
"162",22,14,1.8
"163",22,16,2
"164",22,17,2
"165",22,18,2
"166",22,19,2
"167",22,20,2
"168",22,23,2
"169",22,24,1.9
"170",22,26,2
"171",22,28,1.9
"172",22,30,NA
"173",22,31,1.8
"174",22,32,NA
"175",22,33,3
"176",22,35,NA
"177",22,37,2
"178",22,38,NA
"179",22,39,1.9
"180",22,41,1.8
"181",22,42,1.6
"182",22,45,NA
"183",22,47,NA
"184",22,48,NA
"185",22,50,1.8
"186",22,52,2
"187",22,54,1.8
"188",22,56,NA
"189",22,57,NA
"190",22,59,1.9
"191",22,60,2.1
"192",22,63,2
"193",22,70,1.9
"194",22,72,2
"195",22,73,NA
"196",22,76,NA
"197",22,80,1.82
"198",22,82,NA
"199",22,84,1.8
"200",22,85,2
"201",22,89,1.8
"202",22,90,1.5
"203",22,92,1.79
"204",22,94,2.2
"205",22,95,1.8
"206",22,96,NA
"207",22,97,1.7
"208",22,98,2.1
