"","horizon","economist","forecast"
"1",2,4,0.7
"2",2,6,0.7
"3",2,7,0.8
"4",2,14,0.6
"5",2,15,0.7
"6",2,16,0.7
"7",2,20,0.7
"8",2,22,0.7
"9",2,23,0.7
"10",2,24,0.7
"11",2,26,0.5
"12",2,29,0.5
"13",2,30,0.6
"14",2,32,0.8
"15",2,35,0.7
"16",2,36,0.6
"17",2,37,0.7
"18",2,38,0.7
"19",2,39,0.6
"20",2,41,0.7
"21",2,42,0.7
"22",2,45,0.65
"23",2,47,0.6
"24",2,48,0.7
"25",2,52,0.6
"26",2,57,1
"27",2,59,0.6
"28",2,63,1
"29",2,67,NA
"30",2,68,0.7
"31",2,70,0.7
"32",2,72,0.7
"33",2,80,0.4694
"34",2,82,0.6
"35",2,84,0.7
"36",2,85,0.5906690789
"37",2,88,0.7
"38",2,89,0.8
"39",2,90,0.8
"40",2,91,0.7
"41",2,92,0.5489284509
"42",2,93,0.8
"43",2,94,0.9
"44",2,95,0.7805
"45",2,96,0.7
"46",2,98,0.8
"47",2,99,0.7
"48",2,101,NA
"49",2,102,0.7
"50",2,103,0.8
"51",2,104,0.6
"52",2,105,0.8
"53",2,108,0.9938857496
"54",2,110,0.7
"55",2,111,NA
"56",2,112,1.3
"57",2,113,0.8
"58",2,114,0.6
"59",2,115,0.7
"60",6,4,1.5
"61",6,6,1.3
"62",6,7,1.2
"63",6,14,1.3
"64",6,15,1.4
"65",6,16,0.8
"66",6,20,1.1
"67",6,22,1.1
"68",6,23,1.1
"69",6,24,1.2
"70",6,26,1
"71",6,29,0.8
"72",6,30,1.1
"73",6,32,1.5
"74",6,35,NA
"75",6,36,1.1
"76",6,37,1.2
"77",6,38,1.2
"78",6,39,1.2
"79",6,41,1.1
"80",6,42,1.1
"81",6,45,1.15
"82",6,47,1
"83",6,48,1.2
"84",6,52,1.1
"85",6,57,1.4
"86",6,59,1.3
"87",6,63,1.5
"88",6,67,NA
"89",6,68,1.1
"90",6,70,0.8
"91",6,72,1.7
"92",6,80,1.0211
"93",6,82,0.8
"94",6,84,1.3
"95",6,85,1.0821246691
"96",6,88,1.3
"97",6,89,1.5
"98",6,90,1.3
"99",6,91,1
"100",6,92,0.9871315072
"101",6,93,1.5
"102",6,94,1.6
"103",6,95,1.2855
"104",6,96,1.2
"105",6,98,1.4
"106",6,99,1
"107",6,101,NA
"108",6,102,1.2
"109",6,103,1.5
"110",6,104,1.2
"111",6,105,1.2
"112",6,108,1.3052250238
"113",6,110,1
"114",6,111,NA
"115",6,112,1.6
"116",6,113,0.8
"117",6,114,1.1
"118",6,115,1.1
"119",10,4,1.9
"120",10,6,1.6
"121",10,7,NA
"122",10,14,2
"123",10,15,1.7
"124",10,16,1.1
"125",10,20,1.4
"126",10,22,1.4
"127",10,23,1.5
"128",10,24,1.6
"129",10,26,1.5
"130",10,29,1.1
"131",10,30,NA
"132",10,32,NA
"133",10,35,NA
"134",10,36,1.3
"135",10,37,1.5
"136",10,38,1.5
"137",10,39,1.4
"138",10,41,1.5
"139",10,42,1.6
"140",10,45,1.5
"141",10,47,1.5
"142",10,48,1.2
"143",10,52,1.5
"144",10,57,1.5
"145",10,59,1.5
"146",10,63,1.6
"147",10,67,NA
"148",10,68,1.4
"149",10,70,NA
"150",10,72,1.6
"151",10,80,1.7168
"152",10,82,NA
"153",10,84,1.7
"154",10,85,1.4590378038
"155",10,88,1.5
"156",10,89,1.6
"157",10,90,1.5
"158",10,91,1.3
"159",10,92,NA
"160",10,93,1.8
"161",10,94,1.9
"162",10,95,1.5505
"163",10,96,1.5
"164",10,98,1.7
"165",10,99,1.4
"166",10,101,NA
"167",10,102,1.3
"168",10,103,1.7
"169",10,104,1.6
"170",10,105,1.7
"171",10,108,1.5873196165
"172",10,110,NA
"173",10,111,NA
"174",10,112,1.8
"175",10,113,NA
"176",10,114,1.3
"177",10,115,1.6
"178",22,4,2
"179",22,6,2.1
"180",22,7,2
"181",22,14,NA
"182",22,15,1.9
"183",22,16,1.7
"184",22,20,2
"185",22,22,1.7
"186",22,23,2
"187",22,24,1.9
"188",22,26,1.7
"189",22,29,1.5
"190",22,30,1.9
"191",22,32,NA
"192",22,35,NA
"193",22,36,3.2
"194",22,37,2
"195",22,38,NA
"196",22,39,1.5
"197",22,41,NA
"198",22,42,1.8
"199",22,45,1.7
"200",22,47,1.9
"201",22,48,1.2
"202",22,52,1.9
"203",22,57,2
"204",22,59,1.9
"205",22,63,1.8
"206",22,67,NA
"207",22,68,1.8
"208",22,70,1.8
"209",22,72,2
"210",22,80,1.8554
"211",22,82,NA
"212",22,84,1.9
"213",22,85,2
"214",22,88,1.85
"215",22,89,2
"216",22,90,2
"217",22,91,1.9
"218",22,92,NA
"219",22,93,2
"220",22,94,1.7
"221",22,95,1.7755
"222",22,96,1.6
"223",22,98,2
"224",22,99,1.7
"225",22,101,NA
"226",22,102,1.4
"227",22,103,2
"228",22,104,1.8
"229",22,105,2
"230",22,108,1.8034280386
"231",22,110,2
"232",22,111,NA
"233",22,112,2
"234",22,113,1.3
"235",22,114,1.7
"236",22,115,1.9
