"","horizon","economist","forecast"
"1",3,1,1.8
"2",3,2,1.7
"3",3,3,1.75
"4",3,4,1.6
"5",3,6,1.5
"6",3,7,1.5
"7",3,8,1.8
"8",3,15,1.7
"9",3,16,1.5
"10",3,20,1.5
"11",3,22,1.6
"12",3,23,1.6
"13",3,24,1.6
"14",3,26,1.7
"15",3,29,1.8
"16",3,30,1.7
"17",3,31,1.6
"18",3,32,1.7
"19",3,37,1.6
"20",3,38,1.6
"21",3,39,1.7
"22",3,41,1.8
"23",3,47,1.7
"24",3,48,1.6
"25",3,49,1.7
"26",3,52,1.7
"27",3,54,1.5
"28",3,57,1.7
"29",3,58,1.7
"30",3,67,1.8
"31",3,68,1.6
"32",3,70,1.5
"33",3,82,1.7
"34",3,84,1.6
"35",3,85,1.6
"36",3,88,1.8
"37",3,89,1.8
"38",3,92,1.6043531174
"39",3,93,1.8
"40",3,94,2
"41",3,95,1.87
"42",3,96,1.62
"43",3,98,1.5
"44",3,101,1.6
"45",3,103,1.7
"46",3,104,1.7
"47",3,105,1.7
"48",3,106,1.5
"49",3,107,1.6043531174
"50",3,108,1.8704651976
"51",3,110,1.8
"52",3,111,NA
"53",3,112,1.9
"54",7,1,1.7
"55",7,2,1.9
"56",7,3,1.4
"57",7,4,1.6
"58",7,6,1.6
"59",7,7,1.6
"60",7,8,1.7
"61",7,15,1.8
"62",7,16,1.3
"63",7,20,1.4
"64",7,22,1.4
"65",7,23,1.8
"66",7,24,1.6
"67",7,26,1.9
"68",7,29,1.8
"69",7,30,1.6
"70",7,31,1.5
"71",7,32,1.7
"72",7,37,2
"73",7,38,1.8
"74",7,39,1.8
"75",7,41,1.7
"76",7,47,1.7
"77",7,48,1.1
"78",7,49,1.9
"79",7,52,1.3
"80",7,54,1.5
"81",7,57,1.6
"82",7,58,1.5
"83",7,67,2
"84",7,68,1.4
"85",7,70,1.3
"86",7,82,1.5
"87",7,84,1.7
"88",7,85,1.5
"89",7,88,1.7
"90",7,89,1.9
"91",7,92,1.4106107756
"92",7,93,2
"93",7,94,2.4
"94",7,95,1.515
"95",7,96,1.45
"96",7,98,1.4
"97",7,101,1.4
"98",7,103,1.6
"99",7,104,1.6
"100",7,105,1.7
"101",7,106,1.2
"102",7,107,1.4106107756
"103",7,108,1.6604113062
"104",7,110,1.4
"105",7,111,NA
"106",7,112,1.7
"107",11,1,1.9
"108",11,2,2
"109",11,3,2
"110",11,4,2
"111",11,6,2
"112",11,7,NA
"113",11,8,1.7
"114",11,15,1.9
"115",11,16,1.5
"116",11,20,1.7
"117",11,22,1.6
"118",11,23,2.2
"119",11,24,1.8
"120",11,26,1.9
"121",11,29,1.8
"122",11,30,NA
"123",11,31,2.1
"124",11,32,NA
"125",11,37,2.1
"126",11,38,1.9
"127",11,39,1.8
"128",11,41,1.6
"129",11,47,NA
"130",11,48,NA
"131",11,49,2.1
"132",11,52,1.8
"133",11,54,2
"134",11,57,1.8
"135",11,58,1.3
"136",11,67,2
"137",11,68,1.4
"138",11,70,NA
"139",11,82,NA
"140",11,84,1.9
"141",11,85,1.7
"142",11,88,1.7
"143",11,89,2
"144",11,92,1.7
"145",11,93,2
"146",11,94,2.6
"147",11,95,1.515
"148",11,96,1.5
"149",11,98,1.8
"150",11,101,1.6
"151",11,103,2
"152",11,104,1.8
"153",11,105,1.9
"154",11,106,1.5
"155",11,107,1.7
"156",11,108,1.8100061937
"157",11,110,NA
"158",11,111,NA
"159",11,112,1.8
"160",19,1,1.9
"161",19,2,2
"162",19,3,2
"163",19,4,2
"164",19,6,2
"165",19,7,2
"166",19,8,2
"167",19,15,1.9
"168",19,16,1.7
"169",19,20,2
"170",19,22,1.8
"171",19,23,2.5
"172",19,24,2
"173",19,26,1.9
"174",19,29,2
"175",19,30,1.9
"176",19,31,2
"177",19,32,NA
"178",19,37,2.5
"179",19,38,NA
"180",19,39,1.9
"181",19,41,NA
"182",19,47,1.8
"183",19,48,NA
"184",19,49,2
"185",19,52,2.4
"186",19,54,1.9
"187",19,57,2
"188",19,58,2.3
"189",19,67,NA
"190",19,68,1.7
"191",19,70,1.8
"192",19,82,NA
"193",19,84,1.9
"194",19,85,NA
"195",19,88,1.9
"196",19,89,1.9
"197",19,92,1.9
"198",19,93,2
"199",19,94,1.8
"200",19,95,1.835
"201",19,96,1.5
"202",19,98,2.2
"203",19,101,NA
"204",19,103,2
"205",19,104,2
"206",19,105,2
"207",19,106,1.8
"208",19,107,1.9
"209",19,108,1.7657703751
"210",19,110,1.9
"211",19,111,NA
"212",19,112,2.5
