"","horizon","economist","forecast"
"1",4,1,2.1
"2",4,2,2.1
"3",4,4,2.1
"4",4,5,2.2
"5",4,7,2.1
"6",4,10,2.1
"7",4,11,1.7
"8",4,14,2
"9",4,15,1.9
"10",4,16,2.1
"11",4,17,2.1
"12",4,18,2
"13",4,19,1.8
"14",4,20,2
"15",4,22,2.1
"16",4,23,1.8
"17",4,24,1.9
"18",4,26,2.3
"19",4,29,2.3
"20",4,30,1.9
"21",4,31,2.1
"22",4,32,2.2
"23",4,33,2.3
"24",4,35,2.1
"25",4,36,2
"26",4,37,2.2
"27",4,38,2.3
"28",4,39,2.3
"29",4,40,NA
"30",4,41,2.2
"31",4,42,2.2
"32",4,45,NA
"33",4,47,2.1
"34",4,48,1.9
"35",4,50,2.1
"36",4,52,2
"37",4,54,1.9
"38",4,56,2.1
"39",4,57,1.9
"40",4,59,1.9
"41",4,60,1.9
"42",4,61,1.9
"43",4,63,1.6
"44",4,67,2.3
"45",4,68,2
"46",4,70,2
"47",4,73,2.2
"48",4,76,1.8
"49",4,80,2.1
"50",4,82,1.9
"51",4,84,2.1
"52",4,85,2
"53",4,88,1.9
"54",4,89,2.2
"55",4,90,1.9
"56",4,91,2.1
"57",4,93,2.1
"58",4,94,2.1
"59",4,95,2
"60",4,96,2
"61",4,97,1.9
"62",4,99,1.8
"63",4,100,2
"64",8,1,2.1
"65",8,2,1.9
"66",8,4,2.1
"67",8,5,1.9
"68",8,7,2
"69",8,10,2
"70",8,11,1.7
"71",8,14,2.3
"72",8,15,1.7
"73",8,16,2
"74",8,17,2.1
"75",8,18,1.8
"76",8,19,2
"77",8,20,1.9
"78",8,22,2.1
"79",8,23,1.8
"80",8,24,2.1
"81",8,26,2.1
"82",8,29,2.2
"83",8,30,1.8
"84",8,31,1.9
"85",8,32,2.2
"86",8,33,2
"87",8,35,NA
"88",8,36,2.2
"89",8,37,2.1
"90",8,38,2
"91",8,39,2.2
"92",8,40,NA
"93",8,41,1.9
"94",8,42,1.9
"95",8,45,NA
"96",8,47,NA
"97",8,48,NA
"98",8,50,NA
"99",8,52,1.7
"100",8,54,2
"101",8,56,2.1
"102",8,57,2.5
"103",8,59,1.7
"104",8,60,2
"105",8,61,1.8
"106",8,63,1.7
"107",8,67,2.4
"108",8,68,2.1
"109",8,70,2
"110",8,73,2.3
"111",8,76,1.4
"112",8,80,2
"113",8,82,1.9
"114",8,84,2.2
"115",8,85,1.9
"116",8,88,2
"117",8,89,2.2
"118",8,90,1.8
"119",8,91,1.9
"120",8,93,2
"121",8,94,1.9
"122",8,95,2
"123",8,96,2.1
"124",8,97,2.1
"125",8,99,1.7
"126",8,100,2.2
"127",20,1,2
"128",20,2,1.5
"129",20,4,2.1
"130",20,5,1.8
"131",20,7,1.9
"132",20,10,2
"133",20,11,2
"134",20,14,1.8
"135",20,15,1.6
"136",20,16,2
"137",20,17,NA
"138",20,18,2
"139",20,19,2
"140",20,20,2
"141",20,22,1.7
"142",20,23,2
"143",20,24,1.9
"144",20,26,2
"145",20,29,NA
"146",20,30,NA
"147",20,31,1.9
"148",20,32,NA
"149",20,33,2.5
"150",20,35,NA
"151",20,36,1.8
"152",20,37,2
"153",20,38,NA
"154",20,39,1.9
"155",20,40,NA
"156",20,41,1.8
"157",20,42,1.6
"158",20,45,NA
"159",20,47,1.9
"160",20,48,NA
"161",20,50,NA
"162",20,52,2
"163",20,54,1.8
"164",20,56,2
"165",20,57,NA
"166",20,59,2
"167",20,60,2.1
"168",20,61,NA
"169",20,63,1.7
"170",20,67,NA
"171",20,68,1.8
"172",20,70,1.9
"173",20,73,NA
"174",20,76,NA
"175",20,80,1.8
"176",20,82,1.8
"177",20,84,1.9
"178",20,85,NA
"179",20,88,1.8
"180",20,89,1.8
"181",20,90,1.8
"182",20,91,1.8
"183",20,93,2
"184",20,94,2.2
"185",20,95,1.8
"186",20,96,NA
"187",20,97,1.8
"188",20,99,1.8
"189",20,100,2.1
