"","horizon","economist","forecast"
"1",4,1,1
"2",4,2,1
"3",4,3,0.8
"4",4,4,1.2
"5",4,5,0.8
"6",4,6,0.9
"7",4,7,0.8
"8",4,9,0.7
"9",4,10,1.2
"10",4,11,1.2
"11",4,14,1
"12",4,16,1.2
"13",4,17,1.2
"14",4,18,0.8
"15",4,19,0.8
"16",4,20,0.8
"17",4,23,1.1
"18",4,24,1.3
"19",4,26,1.2
"20",4,28,1
"21",4,29,1
"22",4,31,1.4
"23",4,32,1
"24",4,33,1.4
"25",4,34,1.4
"26",4,35,1.2
"27",4,36,1
"28",4,37,1.5
"29",4,38,1
"30",4,39,1.1
"31",4,40,0.9
"32",4,43,0.5
"33",4,45,1.2
"34",4,46,0.68
"35",4,47,0.9
"36",4,50,0.6
"37",4,52,1
"38",4,53,1.4
"39",4,54,0.7
"40",4,55,0.8
"41",4,56,0.8
"42",4,59,1.1
"43",4,60,1.2
"44",4,61,1.2
"45",4,62,1.2
"46",4,63,1.2
"47",4,64,1
"48",4,65,0.8
"49",4,67,1
"50",4,68,0.6
"51",4,70,1
"52",4,71,1.1
"53",4,72,0.7
"54",4,73,0.5
"55",4,76,1.1
"56",4,85,0.6
"57",4,86,1.1
"58",4,87,0.9
"59",4,88,1.2
"60",4,89,1
"61",4,90,1
"62",4,91,1.2
"63",4,92,0.97
"64",4,93,1.1
"65",4,94,0.9
"66",4,95,0.8
"67",8,1,1.5
"68",8,2,1.2
"69",8,3,1
"70",8,4,1.6
"71",8,5,1.4
"72",8,6,1.3
"73",8,7,0.8
"74",8,9,0.6
"75",8,10,1.3
"76",8,11,1.5
"77",8,14,1.5
"78",8,16,1.8
"79",8,17,1.7
"80",8,18,1.1
"81",8,19,1
"82",8,20,1.4
"83",8,23,1.9
"84",8,24,1.8
"85",8,26,1.5
"86",8,28,1
"87",8,29,1.3
"88",8,31,1.7
"89",8,32,1.5
"90",8,33,1.8
"91",8,34,1.6
"92",8,35,NA
"93",8,36,1.3
"94",8,37,1.9
"95",8,38,1.4
"96",8,39,1.6
"97",8,40,1.2
"98",8,43,0.7
"99",8,45,1.3
"100",8,46,0.64
"101",8,47,1.2
"102",8,50,0.3
"103",8,52,1.3
"104",8,53,1.5
"105",8,54,1
"106",8,55,1.6
"107",8,56,1.1
"108",8,59,1.4
"109",8,60,1.6
"110",8,61,1.8
"111",8,62,1.4
"112",8,63,1.7
"113",8,64,1.2
"114",8,65,1.2
"115",8,67,1.4
"116",8,68,0.7
"117",8,70,1.5
"118",8,71,1.4
"119",8,72,1.5
"120",8,73,0.7
"121",8,76,1.4
"122",8,85,0.7
"123",8,86,1.5
"124",8,87,1.3
"125",8,88,1.6
"126",8,89,1.3
"127",8,90,1.5
"128",8,91,1.6
"129",8,92,1.38
"130",8,93,1.2
"131",8,94,1.5
"132",8,95,1
"133",20,1,1.8
"134",20,2,1.6
"135",20,3,1.7
"136",20,4,2
"137",20,5,1.8
"138",20,6,1.9
"139",20,7,NA
"140",20,9,1.3
"141",20,10,1.6
"142",20,11,2
"143",20,14,1.5
"144",20,16,2.5
"145",20,17,2
"146",20,18,1.8
"147",20,19,2
"148",20,20,2.3
"149",20,23,2.5
"150",20,24,2.7
"151",20,26,1.9
"152",20,28,1.8
"153",20,29,1.5
"154",20,31,2
"155",20,32,2
"156",20,33,2.7
"157",20,34,2
"158",20,35,NA
"159",20,36,2.2
"160",20,37,2.5
"161",20,38,2.2
"162",20,39,1.9
"163",20,40,1.5
"164",20,43,1.5
"165",20,45,NA
"166",20,46,0.28
"167",20,47,1.9
"168",20,50,2
"169",20,52,1.9
"170",20,53,2.2
"171",20,54,1.6
"172",20,55,1.9
"173",20,56,NA
"174",20,59,1.5
"175",20,60,2
"176",20,61,2
"177",20,62,1.6
"178",20,63,1.8
"179",20,64,2.5
"180",20,65,1.6
"181",20,67,1.5
"182",20,68,1
"183",20,70,1.5
"184",20,71,1.5
"185",20,72,2
"186",20,73,NA
"187",20,76,2
"188",20,85,2.3
"189",20,86,2.2
"190",20,87,1.5
"191",20,88,2
"192",20,89,1.6
"193",20,90,2
"194",20,91,1.8
"195",20,92,2.2
"196",20,93,1.7
"197",20,94,1.9
"198",20,95,1.5
