"","horizon","economist","forecast"
"1",4,1,1.8
"2",4,2,1.5
"3",4,3,1.7
"4",4,4,1.9
"5",4,5,1.8
"6",4,7,2
"7",4,9,1.9
"8",4,10,1.8
"9",4,11,1.5
"10",4,13,2.4
"11",4,14,1.5
"12",4,15,2
"13",4,16,1.6
"14",4,23,1.8
"15",4,24,1.75
"16",4,26,1.8
"17",4,28,1.7
"18",4,29,1.6
"19",4,30,1.8
"20",4,32,1.8
"21",4,33,2.2
"22",4,35,2
"23",4,36,1.6
"24",4,37,1.8
"25",4,38,2
"26",4,39,1.6
"27",4,40,1.8
"28",4,41,1.8
"29",4,42,1.8
"30",4,44,2
"31",4,45,1.8
"32",4,46,1.56
"33",4,47,1.7
"34",4,48,1.8
"35",4,49,1.7
"36",4,50,1.8
"37",4,53,1.7
"38",4,54,1.7
"39",4,55,1.7
"40",4,57,1.7
"41",4,61,1.7
"42",4,62,1.6
"43",4,64,1.7
"44",4,65,1.9
"45",4,66,2.05
"46",4,67,1.7
"47",4,70,1.7
"48",4,71,1.5
"49",4,72,1.5
"50",4,73,1.7
"51",4,76,1.7
"52",4,85,1.6
"53",4,87,1.75
"54",4,89,1.9
"55",4,90,1.7
"56",4,91,1.1
"57",4,92,1.9
"58",4,93,1.6
"59",4,94,1.7
"60",4,95,1.5
"61",8,1,1.8
"62",8,2,1.8
"63",8,3,1.8
"64",8,4,1.9
"65",8,5,1.9
"66",8,7,1.7
"67",8,9,1.7
"68",8,10,1.7
"69",8,11,1.5
"70",8,13,2.4
"71",8,14,1.5
"72",8,15,1.8
"73",8,16,1.2
"74",8,23,1.8
"75",8,24,1.9
"76",8,26,1.7
"77",8,28,1.6
"78",8,29,1.7
"79",8,30,1.8
"80",8,32,1.8
"81",8,33,2.2
"82",8,35,NA
"83",8,36,1.9
"84",8,37,1.8
"85",8,38,1.8
"86",8,39,1.7
"87",8,40,1.6
"88",8,41,1.4
"89",8,42,1.3
"90",8,44,2.1
"91",8,45,1.8
"92",8,46,1.1
"93",8,47,1.6
"94",8,48,1.7
"95",8,49,1.6
"96",8,50,1.4
"97",8,53,1.6
"98",8,54,1.5
"99",8,55,1.7
"100",8,57,1.5
"101",8,61,1.4
"102",8,62,1.8
"103",8,64,2
"104",8,65,1.7
"105",8,66,1.7
"106",8,67,1.9
"107",8,70,1.8
"108",8,71,1.2
"109",8,72,1.7
"110",8,73,2
"111",8,76,1.8
"112",8,85,1.5
"113",8,87,1.6
"114",8,89,1.9
"115",8,90,1.5
"116",8,91,1
"117",8,92,1.9
"118",8,93,1.8
"119",8,94,1.3
"120",8,95,1.6
"121",20,1,1.8
"122",20,2,1.5
"123",20,3,NA
"124",20,4,1.8
"125",20,5,1.8
"126",20,7,NA
"127",20,9,1.5
"128",20,10,1.5
"129",20,11,1.9
"130",20,13,2.2
"131",20,14,1.5
"132",20,15,1.7
"133",20,16,1.3
"134",20,23,2.5
"135",20,24,2
"136",20,26,1.7
"137",20,28,NA
"138",20,29,NA
"139",20,30,1.5
"140",20,32,NA
"141",20,33,2.3
"142",20,35,NA
"143",20,36,2.2
"144",20,37,2.2
"145",20,38,1.9
"146",20,39,1.9
"147",20,40,1.7
"148",20,41,1.5
"149",20,42,1.5
"150",20,44,2.1
"151",20,45,NA
"152",20,46,0.74
"153",20,47,NA
"154",20,48,1.7
"155",20,49,1.5
"156",20,50,1.5
"157",20,53,2.4
"158",20,54,1.5
"159",20,55,1.8
"160",20,57,NA
"161",20,61,1.8
"162",20,62,NA
"163",20,64,2.4
"164",20,65,1.6
"165",20,66,1.6
"166",20,67,1.9
"167",20,70,NA
"168",20,71,1.5
"169",20,72,2.3
"170",20,73,2
"171",20,76,NA
"172",20,85,1.6
"173",20,87,1.5
"174",20,89,1.8
"175",20,90,2.1
"176",20,91,1.1
"177",20,92,2.2
"178",20,93,NA
"179",20,94,1.6
"180",20,95,1.6
