"","horizon","economist","forecast"
"1",2,4,2.8
"2",2,5,2.6
"3",2,6,2.7
"4",2,7,2.5
"5",2,8,2.7
"6",2,14,3
"7",2,15,2.6
"8",2,16,2.7
"9",2,20,2.7
"10",2,23,2.6
"11",2,24,2.7
"12",2,26,2.7
"13",2,29,2.8
"14",2,30,2.7
"15",2,31,2.5
"16",2,32,2.5
"17",2,33,2.5
"18",2,37,2.8
"19",2,38,2.7
"20",2,41,2.7
"21",2,42,2.5
"22",2,47,2.6
"23",2,48,2.6
"24",2,49,2.7
"25",2,52,2.9
"26",2,54,2.4
"27",2,56,2.7
"28",2,61,2.7
"29",2,73,2.4
"30",2,82,2.7
"31",2,84,2.6
"32",2,85,2.7
"33",2,88,2.7
"34",2,89,2.5
"35",2,93,2.6
"36",2,94,2.9
"37",2,95,2.7174767442
"38",2,96,2.6
"39",2,98,2.5
"40",2,99,2.7
"41",2,101,2.7
"42",2,102,2.5
"43",2,104,2.6
"44",2,105,2.7
"45",2,107,2.6
"46",2,108,2.29573633
"47",2,109,2.6
"48",2,110,2.5
"49",2,111,2.7
"50",2,112,2.6
"51",6,4,1.8
"52",6,5,2.1
"53",6,6,2.1
"54",6,7,1.6
"55",6,8,2
"56",6,14,2.6
"57",6,15,2
"58",6,16,2
"59",6,20,2
"60",6,23,1.9
"61",6,24,2
"62",6,26,2.2
"63",6,29,1.9
"64",6,30,1.7
"65",6,31,2.2
"66",6,32,1.7
"67",6,33,1.7
"68",6,37,2.1
"69",6,38,1.7
"70",6,41,2.3
"71",6,42,2
"72",6,47,2.1
"73",6,48,2
"74",6,49,1.9
"75",6,52,2.4
"76",6,54,2.5
"77",6,56,1.9
"78",6,61,1.8
"79",6,73,1.9
"80",6,82,1.9
"81",6,84,2
"82",6,85,1.8
"83",6,88,1.9
"84",6,89,1.9
"85",6,93,2
"86",6,94,2.5
"87",6,95,2.0002767442
"88",6,96,1.8
"89",6,98,1.7
"90",6,99,2
"91",6,101,1.7
"92",6,102,1.5
"93",6,104,2
"94",6,105,1.8
"95",6,107,1.6
"96",6,108,2.22117167
"97",6,109,1.7
"98",6,110,1.9
"99",6,111,NA
"100",6,112,1.9
"101",10,4,1.8
"102",10,5,1.8
"103",10,6,2
"104",10,7,1.7
"105",10,8,2
"106",10,14,2
"107",10,15,1.8
"108",10,16,1.8
"109",10,20,2
"110",10,23,2.5
"111",10,24,1.9
"112",10,26,2.1
"113",10,29,2.3
"114",10,30,NA
"115",10,31,2
"116",10,32,NA
"117",10,33,1.7
"118",10,37,2
"119",10,38,2
"120",10,41,2.1
"121",10,42,1.8
"122",10,47,NA
"123",10,48,NA
"124",10,49,NA
"125",10,52,2.2
"126",10,54,2
"127",10,56,1.9
"128",10,61,NA
"129",10,73,NA
"130",10,82,NA
"131",10,84,1.9
"132",10,85,1.6
"133",10,88,2
"134",10,89,1.8
"135",10,93,2
"136",10,94,1.7
"137",10,95,1.9302767442
"138",10,96,NA
"139",10,98,1.9
"140",10,99,1.8
"141",10,101,2
"142",10,102,1.5
"143",10,104,2
"144",10,105,1.7
"145",10,107,1.8
"146",10,108,1.99587075
"147",10,109,NA
"148",10,110,2
"149",10,111,NA
"150",10,112,2.2
"151",22,4,1.8
"152",22,5,1.8
"153",22,6,2
"154",22,7,2
"155",22,8,2
"156",22,14,2
"157",22,15,1.75
"158",22,16,1.9
"159",22,20,2
"160",22,23,3
"161",22,24,1.9
"162",22,26,2
"163",22,29,2.3
"164",22,30,1.9
"165",22,31,1.9
"166",22,32,NA
"167",22,33,2
"168",22,37,2.2
"169",22,38,NA
"170",22,41,2
"171",22,42,1.8
"172",22,47,1.9
"173",22,48,NA
"174",22,49,NA
"175",22,52,2
"176",22,54,2
"177",22,56,2
"178",22,61,NA
"179",22,73,NA
"180",22,82,NA
"181",22,84,1.9
"182",22,85,NA
"183",22,88,1.9
"184",22,89,2
"185",22,93,2
"186",22,94,1.8
"187",22,95,1.8516666667
"188",22,96,NA
"189",22,98,2.1
"190",22,99,2.2
"191",22,101,NA
"192",22,102,2
"193",22,104,2
"194",22,105,2
"195",22,107,1.9
"196",22,108,1.961420175
"197",22,109,2
"198",22,110,2
"199",22,111,NA
"200",22,112,2.5
