"","horizon","economist","forecast"
"1",2,4,2.1
"2",2,7,2
"3",2,9,1.8
"4",2,11,2.1
"5",2,14,2.2
"6",2,15,2.1
"7",2,16,2.2
"8",2,17,2
"9",2,19,2.1
"10",2,20,2.1
"11",2,22,2.1
"12",2,23,2.1
"13",2,24,2.1
"14",2,26,2
"15",2,28,2.2
"16",2,29,2
"17",2,30,2.1
"18",2,31,2.2
"19",2,32,2.1
"20",2,33,2.3
"21",2,35,2.1
"22",2,36,2.2
"23",2,37,2.1
"24",2,38,2.4
"25",2,39,2.1
"26",2,40,2.1
"27",2,41,2.2
"28",2,42,2
"29",2,45,2
"30",2,47,2.2
"31",2,48,1.9
"32",2,49,2.1
"33",2,52,NA
"34",2,54,2.1
"35",2,56,2.1
"36",2,57,2.1
"37",2,60,2
"38",2,65,2.1
"39",2,66,2.1
"40",2,70,2
"41",2,71,2.1
"42",2,72,1.9
"43",2,73,NA
"44",2,76,2.2
"45",2,80,2.2
"46",2,82,2.1
"47",2,84,2
"48",2,85,2
"49",2,88,2.1
"50",2,89,2.2
"51",2,90,2.1
"52",2,91,2.2
"53",2,92,2.2
"54",2,93,2.1
"55",2,94,1.9
"56",2,95,2.1
"57",2,96,2.2
"58",2,97,2.1
"59",2,98,2.1
"60",2,99,2
"61",6,4,2.2
"62",6,7,1.4
"63",6,9,1.8
"64",6,11,1.5
"65",6,14,2
"66",6,15,1.8
"67",6,16,1.7
"68",6,17,1.8
"69",6,19,1.9
"70",6,20,1.9
"71",6,22,1.8
"72",6,23,2
"73",6,24,1.9
"74",6,26,1.8
"75",6,28,1.9
"76",6,29,1.7
"77",6,30,1.9
"78",6,31,2
"79",6,32,1.9
"80",6,33,2.2
"81",6,35,2
"82",6,36,2.1
"83",6,37,1.9
"84",6,38,1.8
"85",6,39,2
"86",6,40,2
"87",6,41,2
"88",6,42,1.9
"89",6,45,1.8
"90",6,47,2.2
"91",6,48,1.7
"92",6,49,2
"93",6,52,NA
"94",6,54,1.8
"95",6,56,1.7
"96",6,57,1.9
"97",6,60,1.7
"98",6,65,1.7
"99",6,66,2.5
"100",6,70,1.9
"101",6,71,1.8
"102",6,72,1.9
"103",6,73,NA
"104",6,76,1.4
"105",6,80,1.8
"106",6,82,1.5
"107",6,84,1.7
"108",6,85,1.9
"109",6,88,1.7
"110",6,89,2.1
"111",6,90,1.7
"112",6,91,2
"113",6,92,1.9
"114",6,93,1.7
"115",6,94,1.8
"116",6,95,1.9
"117",6,96,2.3
"118",6,97,1.6
"119",6,98,1.9
"120",6,99,1.9
"121",10,4,NA
"122",10,7,1.8
"123",10,9,1.8
"124",10,11,1.4
"125",10,14,1.5
"126",10,15,1.75
"127",10,16,1.9
"128",10,17,2.2
"129",10,19,2
"130",10,20,2
"131",10,22,1.9
"132",10,23,2.3
"133",10,24,2
"134",10,26,1.8
"135",10,28,2
"136",10,29,NA
"137",10,30,1.8
"138",10,31,1.8
"139",10,32,NA
"140",10,33,2.2
"141",10,35,NA
"142",10,36,1.8
"143",10,37,2
"144",10,38,1.8
"145",10,39,1.9
"146",10,40,NA
"147",10,41,1.9
"148",10,42,1.8
"149",10,45,NA
"150",10,47,NA
"151",10,48,NA
"152",10,49,2.3
"153",10,52,NA
"154",10,54,1.9
"155",10,56,1.8
"156",10,57,NA
"157",10,60,1.6
"158",10,65,1.6
"159",10,66,2.3
"160",10,70,2
"161",10,71,1.9
"162",10,72,1.8
"163",10,73,NA
"164",10,76,1
"165",10,80,1.6
"166",10,82,1.4
"167",10,84,1.9
"168",10,85,NA
"169",10,88,1.9
"170",10,89,2
"171",10,90,1.7
"172",10,91,2
"173",10,92,NA
"174",10,93,1.8
"175",10,94,2.1
"176",10,95,1.8
"177",10,96,2.1
"178",10,97,1.6
"179",10,98,1.7
"180",10,99,1.8
"181",22,4,2.2
"182",22,7,1.9
"183",22,9,1.8
"184",22,11,1.8
"185",22,14,1.5
"186",22,15,1.7
"187",22,16,2
"188",22,17,1.5
"189",22,19,2
"190",22,20,2
"191",22,22,1.7
"192",22,23,2
"193",22,24,1.9
"194",22,26,1.8
"195",22,28,2
"196",22,29,NA
"197",22,30,2.1
"198",22,31,1.8
"199",22,32,NA
"200",22,33,2.5
"201",22,35,NA
"202",22,36,2.3
"203",22,37,2
"204",22,38,NA
"205",22,39,1.9
"206",22,40,NA
"207",22,41,1.8
"208",22,42,1.5
"209",22,45,NA
"210",22,47,NA
"211",22,48,NA
"212",22,49,2.2
"213",22,52,NA
"214",22,54,1.7
"215",22,56,1.8
"216",22,57,NA
"217",22,60,2.2
"218",22,65,1.7
"219",22,66,NA
"220",22,70,2.2
"221",22,71,2
"222",22,72,2
"223",22,73,NA
"224",22,76,2
"225",22,80,1.6
"226",22,82,1.8
"227",22,84,1.8
"228",22,85,2
"229",22,88,1.9
"230",22,89,1.8
"231",22,90,2
"232",22,91,2
"233",22,92,NA
"234",22,93,2.4
"235",22,94,2.3
"236",22,95,1.8
"237",22,96,NA
"238",22,97,1.6
"239",22,98,2
"240",22,99,1.8
