"","horizon","economist","forecast"
"1",2,1,2.8
"2",2,3,2.4
"3",2,5,2.8
"4",2,7,2.9
"5",2,10,2.7
"6",2,11,2.8
"7",2,14,2.5
"8",2,15,2.6
"9",2,19,2.7
"10",2,22,2.7
"11",2,23,2.8
"12",2,24,2.7
"13",2,26,2.7
"14",2,28,2.8
"15",2,29,3
"16",2,30,2.9
"17",2,31,2.6
"18",2,32,2.7
"19",2,33,2.7
"20",2,35,2.7
"21",2,36,2.6
"22",2,37,2.7
"23",2,39,2.7
"24",2,41,2.8
"25",2,42,2.8
"26",2,45,2.7
"27",2,47,2.8
"28",2,49,2.8
"29",2,53,2.8
"30",2,54,2.5
"31",2,56,2.7
"32",2,57,2.7
"33",2,59,2.7
"34",2,61,2.4
"35",2,63,2.7
"36",2,68,2.8
"37",2,70,2.4
"38",2,73,2.4
"39",2,80,3
"40",2,84,2.7
"41",2,85,2.3
"42",2,87,2.5
"43",2,89,2.9
"44",2,90,2.8
"45",2,91,2.8
"46",2,92,2.8
"47",2,93,2.5
"48",2,94,2.8
"49",2,95,2.7
"50",2,96,2.8
"51",6,1,2
"52",6,3,1.9
"53",6,5,1.9
"54",6,7,1.75
"55",6,10,2
"56",6,11,1.8
"57",6,14,1.7
"58",6,15,1.9
"59",6,19,2.1
"60",6,22,1.8
"61",6,23,2.1
"62",6,24,2
"63",6,26,1.7
"64",6,28,1.7
"65",6,29,1.9
"66",6,30,2
"67",6,31,1.9
"68",6,32,2
"69",6,33,2
"70",6,35,NA
"71",6,36,2.2
"72",6,37,1.8
"73",6,39,1.8
"74",6,41,1.9
"75",6,42,1.9
"76",6,45,2.1
"77",6,47,2
"78",6,49,1.7
"79",6,53,1.8
"80",6,54,1.5
"81",6,56,1.7
"82",6,57,1.9
"83",6,59,1.6
"84",6,61,1.8
"85",6,63,1.9
"86",6,68,1.9
"87",6,70,1.7
"88",6,73,2
"89",6,80,2.1
"90",6,84,2.1
"91",6,85,1.9
"92",6,87,1.5
"93",6,89,2.3
"94",6,90,2.2
"95",6,91,2.3
"96",6,92,2
"97",6,93,1.8
"98",6,94,2.4
"99",6,95,2
"100",6,96,2.2
"101",10,1,1.9
"102",10,3,2
"103",10,5,1.8
"104",10,7,NA
"105",10,10,1.7
"106",10,11,1.8
"107",10,14,1.5
"108",10,15,1.75
"109",10,19,1.8
"110",10,22,1.7
"111",10,23,2.2
"112",10,24,1.9
"113",10,26,1.7
"114",10,28,NA
"115",10,29,NA
"116",10,30,1.8
"117",10,31,1.8
"118",10,32,NA
"119",10,33,2
"120",10,35,NA
"121",10,36,2
"122",10,37,1.9
"123",10,39,1.8
"124",10,41,1.8
"125",10,42,1.3
"126",10,45,NA
"127",10,47,NA
"128",10,49,1.7
"129",10,53,1.9
"130",10,54,1.4
"131",10,56,NA
"132",10,57,1.7
"133",10,59,1.5
"134",10,61,1.4
"135",10,63,NA
"136",10,68,1.9
"137",10,70,1.8
"138",10,73,1.9
"139",10,80,1.8
"140",10,84,1.9
"141",10,85,1.8
"142",10,87,1.5
"143",10,89,2.1
"144",10,90,2.1
"145",10,91,2
"146",10,92,2
"147",10,93,1.5
"148",10,94,2
"149",10,95,1.8
"150",10,96,2
"151",22,1,2
"152",22,3,2
"153",22,5,1.8
"154",22,7,NA
"155",22,10,NA
"156",22,11,1.9
"157",22,14,1.5
"158",22,15,1.75
"159",22,19,2
"160",22,22,1.7
"161",22,23,2.5
"162",22,24,1.9
"163",22,26,1.8
"164",22,28,1.5
"165",22,29,NA
"166",22,30,NA
"167",22,31,1.5
"168",22,32,NA
"169",22,33,2
"170",22,35,NA
"171",22,36,2
"172",22,37,2
"173",22,39,1.8
"174",22,41,1.8
"175",22,42,1.6
"176",22,45,NA
"177",22,47,NA
"178",22,49,1.7
"179",22,53,2
"180",22,54,1.5
"181",22,56,NA
"182",22,57,NA
"183",22,59,1.5
"184",22,61,NA
"185",22,63,NA
"186",22,68,1.7
"187",22,70,1.8
"188",22,73,NA
"189",22,80,NA
"190",22,84,1.7
"191",22,85,2
"192",22,87,1.5
"193",22,89,1.8
"194",22,90,2
"195",22,91,1.8
"196",22,92,NA
"197",22,93,1.7
"198",22,94,2.2
"199",22,95,1.7
"200",22,96,NA
