"","horizon","economist","forecast"
"1",3,1,0.3
"2",3,2,0.2
"3",3,3,0.2
"4",3,4,0.2
"5",3,5,0.2
"6",3,6,0
"7",3,7,0
"8",3,8,-0.1
"9",3,15,0.1
"10",3,16,0
"11",3,20,0.2
"12",3,23,-0.1
"13",3,24,0
"14",3,26,0
"15",3,30,0
"16",3,31,0.2
"17",3,32,0
"18",3,35,0.2
"19",3,36,0.3
"20",3,37,0
"21",3,38,-0.1
"22",3,39,0.3
"23",3,41,0
"24",3,42,0.1
"25",3,45,0.15
"26",3,47,0.3
"27",3,49,0
"28",3,52,0
"29",3,54,0.1
"30",3,59,0
"31",3,61,0
"32",3,67,NA
"33",3,68,0
"34",3,70,-0.3
"35",3,80,-0.36
"36",3,82,-0.1
"37",3,84,0
"38",3,85,0.1388818785
"39",3,88,-0.1
"40",3,89,0.3
"41",3,91,0.2
"42",3,92,0.0811440214
"43",3,93,0.2
"44",3,94,0.2
"45",3,95,0.193935
"46",3,96,0.05
"47",3,98,-0.2
"48",3,99,0.2
"49",3,101,0.2
"50",3,102,0.042179847
"51",3,103,0.1
"52",3,105,NA
"53",3,107,0.0811440214
"54",3,108,0.8953895
"55",3,110,0
"56",3,112,0.2
"57",3,114,0.5
"58",3,115,0.1
"59",3,116,0
"60",7,1,1.3
"61",7,2,0.6
"62",7,3,1
"63",7,4,1.2
"64",7,5,1.2
"65",7,6,1
"66",7,7,1.1
"67",7,8,1.2
"68",7,15,0.8
"69",7,16,0.8
"70",7,20,1.3
"71",7,23,1.2
"72",7,24,1.4
"73",7,26,1.3
"74",7,30,0.9
"75",7,31,1.3
"76",7,32,1.1
"77",7,35,NA
"78",7,36,0.5
"79",7,37,1.2
"80",7,38,1.4
"81",7,39,1.3
"82",7,41,1.2
"83",7,42,0.6
"84",7,45,0.65
"85",7,47,1.3
"86",7,49,1.3
"87",7,52,1.3
"88",7,54,1.2
"89",7,59,1.4
"90",7,61,NA
"91",7,67,NA
"92",7,68,1.1
"93",7,70,0.9
"94",7,80,1.42
"95",7,82,0.8
"96",7,84,1.3
"97",7,85,1.281030141
"98",7,88,1.2
"99",7,89,1.6
"100",7,91,1.5
"101",7,92,1.2647808215
"102",7,93,1.5
"103",7,94,1.7
"104",7,95,1.192
"105",7,96,1.04
"106",7,98,1.2
"107",7,99,1.3
"108",7,101,1.1
"109",7,102,1.2639334138
"110",7,103,1.2
"111",7,105,NA
"112",7,107,1.2647808215
"113",7,108,1.4125
"114",7,110,1.1
"115",7,112,1.2
"116",7,114,1.3
"117",7,115,1.5
"118",7,116,1.2
"119",11,1,1.8
"120",11,2,1.2
"121",11,3,1.8
"122",11,4,1.7
"123",11,5,1.3
"124",11,6,1.7
"125",11,7,NA
"126",11,8,1.5
"127",11,15,1.7
"128",11,16,1.1
"129",11,20,1.7
"130",11,23,1.5
"131",11,24,1.8
"132",11,26,1.5
"133",11,30,NA
"134",11,31,1.7
"135",11,32,NA
"136",11,35,NA
"137",11,36,1
"138",11,37,1.8
"139",11,38,1.6
"140",11,39,1.6
"141",11,41,1.4
"142",11,42,NA
"143",11,45,0.95
"144",11,47,1.7
"145",11,49,1.6
"146",11,52,1.5
"147",11,54,1.7
"148",11,59,1.7
"149",11,61,NA
"150",11,67,NA
"151",11,68,1.3
"152",11,70,1.5
"153",11,80,2.13
"154",11,82,NA
"155",11,84,1.6
"156",11,85,1.8982480147
"157",11,88,1.6
"158",11,89,1.6
"159",11,91,1.6
"160",11,92,1.365067306
"161",11,93,1.8
"162",11,94,2
"163",11,95,1.4065
"164",11,96,1.5
"165",11,98,1.2
"166",11,99,1.7
"167",11,101,1.3
"168",11,102,1.5093959049
"169",11,103,1.7
"170",11,105,NA
"171",11,107,1.365067306
"172",11,108,1.5425
"173",11,110,NA
"174",11,112,1.6
"175",11,114,1.5
"176",11,115,1.8
"177",11,116,1.5
"178",19,1,1.8
"179",19,2,1.5
"180",19,3,2
"181",19,4,1.7
"182",19,5,1.3
"183",19,6,2
"184",19,7,NA
"185",19,8,2
"186",19,15,1.9
"187",19,16,1.7
"188",19,20,1.9
"189",19,23,2
"190",19,24,1.85
"191",19,26,1.8
"192",19,30,1.9
"193",19,31,1.8
"194",19,32,NA
"195",19,35,NA
"196",19,36,2
"197",19,37,2.2
"198",19,38,NA
"199",19,39,1.8
"200",19,41,NA
"201",19,42,1.8
"202",19,45,1.7
"203",19,47,1.8
"204",19,49,NA
"205",19,52,1.9
"206",19,54,2
"207",19,59,2
"208",19,61,NA
"209",19,67,NA
"210",19,68,1.8
"211",19,70,1.8
"212",19,80,2.23
"213",19,82,NA
"214",19,84,1.9
"215",19,85,1.95
"216",19,88,1.85
"217",19,89,2
"218",19,91,1.7
"219",19,92,NA
"220",19,93,2
"221",19,94,1.7
"222",19,95,1.7715
"223",19,96,1.6
"224",19,98,2
"225",19,99,1.7
"226",19,101,1.6
"227",19,102,NA
"228",19,103,1.9
"229",19,105,NA
"230",19,107,NA
"231",19,108,1.7003
"232",19,110,NA
"233",19,112,2
"234",19,114,1.7
"235",19,115,1.9
"236",19,116,1.5
