"","horizon","economist","forecast"
"1",3,1,2.6
"2",3,2,2.9
"3",3,4,3.1
"4",3,7,3.1
"5",3,8,3.2
"6",3,10,3
"7",3,14,3.1
"8",3,15,2.8
"9",3,16,3.1
"10",3,22,2.9
"11",3,23,3.2
"12",3,24,3
"13",3,26,3.4
"14",3,28,3.3
"15",3,29,3.1
"16",3,30,3
"17",3,32,3
"18",3,33,3.3
"19",3,35,2.3
"20",3,37,3.1
"21",3,38,3.2
"22",3,39,3.2
"23",3,41,3.2
"24",3,42,3
"25",3,45,2.8
"26",3,47,3
"27",3,48,2.9
"28",3,52,3.1
"29",3,54,3.1
"30",3,57,3
"31",3,59,3.2
"32",3,60,3
"33",3,61,2.7
"34",3,63,3
"35",3,67,3
"36",3,68,2.6
"37",3,73,2.6
"38",3,76,2.8
"39",3,82,3.1
"40",3,84,2.9
"41",3,88,3.2
"42",3,89,3
"43",3,90,2.8
"44",3,93,3
"45",3,94,2.6
"46",3,95,3
"47",3,96,3.1
"48",3,97,3.2
"49",3,99,2.6
"50",3,100,3
"51",3,101,2.6
"52",3,102,3.3
"53",3,103,3
"54",3,104,2.9
"55",3,105,3.2
"56",3,107,3.1
"57",3,108,3
"58",7,1,2.2
"59",7,2,2
"60",7,4,1.9
"61",7,7,2.1
"62",7,8,2.3
"63",7,10,2.1
"64",7,14,2.3
"65",7,15,2
"66",7,16,2.3
"67",7,22,1.8
"68",7,23,2.4
"69",7,24,1.9
"70",7,26,2.1
"71",7,28,3.5
"72",7,29,2.8
"73",7,30,2.3
"74",7,32,2.3
"75",7,33,2.5
"76",7,35,2.1
"77",7,37,2.2
"78",7,38,2.3
"79",7,39,2.1
"80",7,41,2.4
"81",7,42,2.3
"82",7,45,2.5
"83",7,47,2.1
"84",7,48,2
"85",7,52,2
"86",7,54,2
"87",7,57,2.2
"88",7,59,2.2
"89",7,60,2.2
"90",7,61,2
"91",7,63,2.1
"92",7,67,2.5
"93",7,68,NA
"94",7,73,2
"95",7,76,1.5
"96",7,82,2.1
"97",7,84,2.1
"98",7,88,2.2
"99",7,89,2.5
"100",7,90,1.8
"101",7,93,2
"102",7,94,2.1
"103",7,95,2.3
"104",7,96,2.2
"105",7,97,2
"106",7,99,2.1
"107",7,100,2.1
"108",7,101,1.9
"109",7,102,2.1
"110",7,103,2.1
"111",7,104,2
"112",7,105,1.9
"113",7,107,2.1
"114",7,108,2.2
"115",19,1,2
"116",19,2,1.7
"117",19,4,2.1
"118",19,7,1.9
"119",19,8,2.1
"120",19,10,1.9
"121",19,14,1.7
"122",19,15,1.6
"123",19,16,2
"124",19,22,1.9
"125",19,23,2
"126",19,24,1.9
"127",19,26,1.9
"128",19,28,2
"129",19,29,2
"130",19,30,1.9
"131",19,32,2
"132",19,33,2
"133",19,35,NA
"134",19,37,2
"135",19,38,NA
"136",19,39,2
"137",19,41,2
"138",19,42,1.9
"139",19,45,NA
"140",19,47,2
"141",19,48,2
"142",19,52,NA
"143",19,54,1.8
"144",19,57,NA
"145",19,59,2
"146",19,60,2
"147",19,61,NA
"148",19,63,2
"149",19,67,2
"150",19,68,NA
"151",19,73,NA
"152",19,76,1.9
"153",19,82,1.9
"154",19,84,2
"155",19,88,1.9
"156",19,89,2
"157",19,90,2
"158",19,93,2
"159",19,94,1.9
"160",19,95,1.9
"161",19,96,2
"162",19,97,2
"163",19,99,2
"164",19,100,2
"165",19,101,NA
"166",19,102,NA
"167",19,103,2
"168",19,104,2
"169",19,105,1.9
"170",19,107,2
"171",19,108,1.8
