"","horizon","economist","forecast"
"1",2,2,2.2
"2",2,4,2.2
"3",2,5,1.9
"4",2,9,2
"5",2,10,2.132
"6",2,11,2.1
"7",2,14,1.9
"8",2,15,2
"9",2,17,2.1
"10",2,19,2.3
"11",2,22,2.1
"12",2,24,2.2
"13",2,26,2.1
"14",2,28,2.2
"15",2,29,2.1
"16",2,30,2.1
"17",2,31,2.1
"18",2,32,2.2
"19",2,33,2.2
"20",2,35,2.1
"21",2,36,2.1
"22",2,37,2.2
"23",2,39,2.2
"24",2,41,2.1
"25",2,42,2.1
"26",2,45,2
"27",2,47,2.1
"28",2,48,2.2
"29",2,52,2.2
"30",2,53,2.3
"31",2,54,2.1
"32",2,56,2.2
"33",2,57,2.2
"34",2,59,2.2
"35",2,60,2.1
"36",2,61,2.1
"37",2,63,2.2
"38",2,66,2
"39",2,71,2.1
"40",2,73,1.7
"41",2,76,2.2
"42",2,80,2.3
"43",2,84,2.2
"44",2,85,2.4
"45",2,87,2.2
"46",2,89,2.3
"47",2,90,2.3
"48",2,91,2.1
"49",2,92,2.3
"50",2,93,2.3
"51",2,94,2.3
"52",2,95,2.1
"53",2,96,2.3
"54",6,2,2
"55",6,4,1.7
"56",6,5,1.8
"57",6,9,1.8
"58",6,10,1.928
"59",6,11,1.7
"60",6,14,1.6
"61",6,15,1.6
"62",6,17,1.7
"63",6,19,1.8
"64",6,22,1.9
"65",6,24,2
"66",6,26,1.7
"67",6,28,1.5
"68",6,29,1.6
"69",6,30,1.8
"70",6,31,1.7
"71",6,32,1.9
"72",6,33,2
"73",6,35,NA
"74",6,36,1.9
"75",6,37,2
"76",6,39,1.8
"77",6,41,1.7
"78",6,42,1.7
"79",6,45,1.6
"80",6,47,1.8
"81",6,48,1.9
"82",6,52,1.6
"83",6,53,1.7
"84",6,54,1.8
"85",6,56,1.8
"86",6,57,1.7
"87",6,59,1.5
"88",6,60,1.9
"89",6,61,1.8
"90",6,63,1.7
"91",6,66,2.5
"92",6,71,1.7
"93",6,73,1.7
"94",6,76,1.6
"95",6,80,1.7
"96",6,84,2.2
"97",6,85,2.4
"98",6,87,1.95
"99",6,89,1.9
"100",6,90,2.1
"101",6,91,2
"102",6,92,1.9
"103",6,93,1.9
"104",6,94,1.9
"105",6,95,1.8
"106",6,96,2.3
"107",10,2,2
"108",10,4,1.7
"109",10,5,1.9
"110",10,9,2
"111",10,10,1.931
"112",10,11,1.9
"113",10,14,1.8
"114",10,15,1.6
"115",10,17,1.4
"116",10,19,2
"117",10,22,2
"118",10,24,1.8
"119",10,26,1.9
"120",10,28,1.5
"121",10,29,NA
"122",10,30,NA
"123",10,31,1.8
"124",10,32,1.9
"125",10,33,2
"126",10,35,NA
"127",10,36,1.8
"128",10,37,2
"129",10,39,2
"130",10,41,1.8
"131",10,42,1.7
"132",10,45,NA
"133",10,47,NA
"134",10,48,1.7
"135",10,52,2
"136",10,53,2
"137",10,54,1.9
"138",10,56,1.7
"139",10,57,NA
"140",10,59,1.8
"141",10,60,2
"142",10,61,1.8
"143",10,63,1.9
"144",10,66,2.5
"145",10,71,1.75
"146",10,73,1.5
"147",10,76,1.8
"148",10,80,1.6
"149",10,84,2
"150",10,85,NA
"151",10,87,1.7
"152",10,89,1.8
"153",10,90,2
"154",10,91,2
"155",10,92,1.9
"156",10,93,2
"157",10,94,2.2
"158",10,95,1.6
"159",10,96,2
"160",22,2,2
"161",22,4,1.8
"162",22,5,2
"163",22,9,1.8
"164",22,10,1.9
"165",22,11,1.8
"166",22,14,1.5
"167",22,15,1.8
"168",22,17,1.5
"169",22,19,2
"170",22,22,1.7
"171",22,24,1.8
"172",22,26,1.8
"173",22,28,1.5
"174",22,29,NA
"175",22,30,NA
"176",22,31,1.75
"177",22,32,NA
"178",22,33,2
"179",22,35,NA
"180",22,36,2
"181",22,37,2
"182",22,39,1.9
"183",22,41,1.8
"184",22,42,1.5
"185",22,45,NA
"186",22,47,NA
"187",22,48,1.5
"188",22,52,1.7
"189",22,53,2
"190",22,54,1.9
"191",22,56,1.8
"192",22,57,NA
"193",22,59,1.9
"194",22,60,2.2
"195",22,61,NA
"196",22,63,1.8
"197",22,66,2.7
"198",22,71,1.75
"199",22,73,NA
"200",22,76,2
"201",22,80,1.7
"202",22,84,1.8
"203",22,85,2
"204",22,87,1.45
"205",22,89,1.8
"206",22,90,2
"207",22,91,2
"208",22,92,NA
"209",22,93,2
"210",22,94,2.3
"211",22,95,1.6
"212",22,96,NA
