"","horizon","economist","forecast"
"1",4,1,1.8
"2",4,2,2.1
"3",4,3,1.75
"4",4,4,1.7
"5",4,6,1.5
"6",4,7,1.5
"7",4,8,2
"8",4,15,1.8
"9",4,16,1.9
"10",4,20,1.9
"11",4,22,1.8
"12",4,23,1.9
"13",4,24,1.6
"14",4,26,2
"15",4,30,1.8
"16",4,31,1.9
"17",4,32,1.9
"18",4,33,2.2
"19",4,36,2.3
"20",4,37,1.7
"21",4,38,1.6
"22",4,39,1.8
"23",4,41,1.9
"24",4,42,2
"25",4,47,1.9
"26",4,48,1.9
"27",4,49,2
"28",4,52,1.8
"29",4,57,1.8
"30",4,63,1.9
"31",4,67,2
"32",4,68,1.7
"33",4,70,1.5
"34",4,72,1.6
"35",4,82,1.8
"36",4,84,1.9
"37",4,85,1.6033154439
"38",4,89,2.5
"39",4,91,1
"40",4,92,1.7
"41",4,93,2
"42",4,94,2.1
"43",4,95,1.95375
"44",4,96,1.6
"45",4,98,1.5
"46",4,99,1.9
"47",4,103,2
"48",4,104,1.9
"49",4,105,1.7
"50",4,106,1.5
"51",4,107,1.7
"52",4,108,1.9233735
"53",4,110,1.8
"54",4,111,NA
"55",4,112,2
"56",4,113,1.8
"57",8,1,1.9
"58",8,2,2.2
"59",8,3,1.4
"60",8,4,1.5
"61",8,6,1.6
"62",8,7,1.6
"63",8,8,1.8
"64",8,15,1.8
"65",8,16,1.8
"66",8,20,1.8
"67",8,22,1.8
"68",8,23,1.9
"69",8,24,1.6
"70",8,26,1.9
"71",8,30,NA
"72",8,31,2
"73",8,32,1.8
"74",8,33,2.5
"75",8,36,2.3
"76",8,37,2.1
"77",8,38,1.8
"78",8,39,1.9
"79",8,41,1.6
"80",8,42,1.8
"81",8,47,1.7
"82",8,48,NA
"83",8,49,1.7
"84",8,52,1.4
"85",8,57,1.6
"86",8,63,1.8
"87",8,67,2
"88",8,68,1.4
"89",8,70,1.5
"90",8,72,1.6
"91",8,82,1.6
"92",8,84,1.8
"93",8,85,1.5409332672
"94",8,89,2.1
"95",8,91,0.8
"96",8,92,1.5
"97",8,93,2
"98",8,94,2.4
"99",8,95,1.845
"100",8,96,1.5
"101",8,98,1.5
"102",8,99,1.7
"103",8,103,1.7
"104",8,104,1.8
"105",8,105,1.6
"106",8,106,1.8
"107",8,107,1.5
"108",8,108,1.82608275
"109",8,110,1.8
"110",8,111,NA
"111",8,112,2.2
"112",8,113,1.5
"113",12,1,1.9
"114",12,2,2.2
"115",12,3,2
"116",12,4,1.9
"117",12,6,2
"118",12,7,NA
"119",12,8,1.8
"120",12,15,1.9
"121",12,16,1.8
"122",12,20,1.9
"123",12,22,1.9
"124",12,23,2.2
"125",12,24,1.8
"126",12,26,1.9
"127",12,30,NA
"128",12,31,1.8
"129",12,32,NA
"130",12,33,2.5
"131",12,36,2.3
"132",12,37,2.2
"133",12,38,1.8
"134",12,39,1.9
"135",12,41,1.7
"136",12,42,1.8
"137",12,47,NA
"138",12,48,NA
"139",12,49,1.7
"140",12,52,2
"141",12,57,1.8
"142",12,63,1.8
"143",12,67,2
"144",12,68,1.4
"145",12,70,NA
"146",12,72,1.6
"147",12,82,NA
"148",12,84,2
"149",12,85,1.7
"150",12,89,1.9
"151",12,91,1
"152",12,92,1.7
"153",12,93,2
"154",12,94,2.5
"155",12,95,1.8525
"156",12,96,1.5
"157",12,98,1.9
"158",12,99,2
"159",12,103,2
"160",12,104,1.8
"161",12,105,1.9
"162",12,106,2
"163",12,107,1.7
"164",12,108,1.8701225
"165",12,110,2
"166",12,111,NA
"167",12,112,2.5
"168",12,113,1.4
"169",20,1,1.9
"170",20,2,2
"171",20,3,NA
"172",20,4,2
"173",20,6,2
"174",20,7,2
"175",20,8,2
"176",20,15,1.9
"177",20,16,1.7
"178",20,20,2
"179",20,22,1.8
"180",20,23,2.5
"181",20,24,2
"182",20,26,1.9
"183",20,30,1.9
"184",20,31,2
"185",20,32,NA
"186",20,33,2.5
"187",20,36,2.4
"188",20,37,2.5
"189",20,38,NA
"190",20,39,1.9
"191",20,41,NA
"192",20,42,1.8
"193",20,47,1.9
"194",20,48,NA
"195",20,49,1.9
"196",20,52,2.25
"197",20,57,1.8
"198",20,63,1.8
"199",20,67,NA
"200",20,68,1.8
"201",20,70,1.8
"202",20,72,1.8
"203",20,82,NA
"204",20,84,1.9
"205",20,85,2
"206",20,89,1.9
"207",20,91,NA
"208",20,92,1.9
"209",20,93,2
"210",20,94,1.8
"211",20,95,2.0125
"212",20,96,1.5
"213",20,98,2.2
"214",20,99,2.2
"215",20,103,2
"216",20,104,2
"217",20,105,2
"218",20,106,2
"219",20,107,1.9
"220",20,108,2.018135
"221",20,110,2
"222",20,111,NA
"223",20,112,2.5
"224",20,113,1.7
