"","horizon","economist","forecast"
"1",4,1,1.3
"2",4,2,0.8
"3",4,3,1
"4",4,4,0.5
"5",4,5,1
"6",4,7,0.4
"7",4,8,0.7
"8",4,10,1.05
"9",4,11,1.025
"10",4,14,0.7
"11",4,15,1.25
"12",4,16,0.5
"13",4,18,0.25
"14",4,20,0.5
"15",4,22,0.9
"16",4,23,1
"17",4,24,0.7
"18",4,26,0.8
"19",4,28,0.4
"20",4,29,NA
"21",4,32,0.9
"22",4,33,1.6
"23",4,35,1.2
"24",4,36,1.1
"25",4,37,0.2
"26",4,38,0.8
"27",4,39,1.2
"28",4,41,1.3
"29",4,42,1.1
"30",4,47,1.2
"31",4,48,1.3
"32",4,52,0.6
"33",4,56,1.4
"34",4,57,1.4
"35",4,58,1
"36",4,60,1.2
"37",4,61,1.3
"38",4,65,0.8
"39",4,67,0.5
"40",4,68,1
"41",4,70,0.6
"42",4,72,0.5
"43",4,73,NA
"44",4,82,1.1
"45",4,84,0.7
"46",4,85,0.5
"47",4,88,0.5
"48",4,89,1.1
"49",4,90,0.7
"50",4,91,0.5
"51",4,93,1
"52",4,94,0.7
"53",4,95,0.7
"54",4,96,1.1
"55",4,97,0.7
"56",4,98,0.5
"57",4,99,1.4
"58",4,100,0.6
"59",4,101,0.5
"60",4,103,0.9
"61",4,105,0.9
"62",4,107,0.9
"63",4,108,1.3
"64",8,1,1.3
"65",8,2,1.2
"66",8,3,1
"67",8,4,1.5
"68",8,5,1.5
"69",8,7,0.9
"70",8,8,1.8
"71",8,10,1.64075
"72",8,11,1.45
"73",8,14,1.2
"74",8,15,1.7
"75",8,16,2
"76",8,18,0.5
"77",8,20,1.7
"78",8,22,1.7
"79",8,23,2.5
"80",8,24,2
"81",8,26,1.3
"82",8,28,1.9
"83",8,29,NA
"84",8,32,1.4
"85",8,33,2
"86",8,35,1.5
"87",8,36,1.4
"88",8,37,1
"89",8,38,1.8
"90",8,39,1.8
"91",8,41,1.8
"92",8,42,1.6
"93",8,47,1.7
"94",8,48,NA
"95",8,52,1.1
"96",8,56,1.8
"97",8,57,1.7
"98",8,58,0.7
"99",8,60,2.3
"100",8,61,NA
"101",8,65,1.1
"102",8,67,1.5
"103",8,68,1.2
"104",8,70,1.1
"105",8,72,1.5
"106",8,73,NA
"107",8,82,1.7
"108",8,84,1.3
"109",8,85,1.8
"110",8,88,1.3
"111",8,89,1.9
"112",8,90,1.8
"113",8,91,1.5
"114",8,93,2.1
"115",8,94,1.2
"116",8,95,1.9
"117",8,96,2.3
"118",8,97,1.6
"119",8,98,1
"120",8,99,2.2
"121",8,100,1.8
"122",8,101,2.5
"123",8,103,1.9
"124",8,105,1.8
"125",8,107,2.2
"126",8,108,2
"127",20,1,1.9
"128",20,2,2
"129",20,3,2
"130",20,4,2
"131",20,5,1.8
"132",20,7,2
"133",20,8,2.1
"134",20,10,2
"135",20,11,1.95
"136",20,14,1.7
"137",20,15,NA
"138",20,16,2
"139",20,18,2
"140",20,20,2.1
"141",20,22,1.8
"142",20,23,2
"143",20,24,1.9
"144",20,26,1.8
"145",20,28,1.9
"146",20,29,NA
"147",20,32,2
"148",20,33,2
"149",20,35,NA
"150",20,36,2
"151",20,37,2.2
"152",20,38,NA
"153",20,39,1.9
"154",20,41,2
"155",20,42,1.9
"156",20,47,NA
"157",20,48,NA
"158",20,52,NA
"159",20,56,2
"160",20,57,NA
"161",20,58,0.6
"162",20,60,1.9
"163",20,61,NA
"164",20,65,1.9
"165",20,67,NA
"166",20,68,1.9
"167",20,70,1.9
"168",20,72,2
"169",20,73,NA
"170",20,82,NA
"171",20,84,2
"172",20,85,NA
"173",20,88,1.9
"174",20,89,2
"175",20,90,1.9
"176",20,91,2
"177",20,93,2
"178",20,94,1.9
"179",20,95,1.8
"180",20,96,NA
"181",20,97,1.9
"182",20,98,2.1
"183",20,99,2
"184",20,100,2
"185",20,101,NA
"186",20,103,2.1
"187",20,105,2.1
"188",20,107,2
"189",20,108,2.3
