"","horizon","economist","forecast"
"1",3,1,1.5
"2",3,2,1.4
"3",3,3,0.8
"4",3,4,1.6
"5",3,5,1.5
"6",3,7,1.4
"7",3,8,1.5
"8",3,10,1.3825
"9",3,14,1.3
"10",3,15,1.3
"11",3,16,1.6
"12",3,22,1.6
"13",3,24,1.3
"14",3,29,1.7
"15",3,30,1.4
"16",3,31,1.4
"17",3,32,1.4
"18",3,35,1.4
"19",3,36,1.4
"20",3,37,1.5
"21",3,38,1.5
"22",3,39,1.5
"23",3,41,1.4
"24",3,42,1.4
"25",3,47,1.4
"26",3,48,1.1
"27",3,52,1.4
"28",3,54,1.6
"29",3,56,1.3
"30",3,58,1
"31",3,59,1.3
"32",3,61,1.2
"33",3,67,1.8
"34",3,68,1.2
"35",3,70,0.8
"36",3,73,0.9
"37",3,80,1
"38",3,82,1.4
"39",3,89,1.2
"40",3,90,1.4
"41",3,93,1.5
"42",3,94,1.2
"43",3,95,1.47575
"44",3,96,1.2
"45",3,97,1.2
"46",3,98,1.2
"47",3,99,1.3
"48",3,101,1.4
"49",3,102,1.3
"50",3,105,1.33
"51",3,106,1.5
"52",3,107,1.5
"53",3,108,1.88135002
"54",3,109,1.6211111
"55",7,1,1.6
"56",7,2,1.8
"57",7,3,1
"58",7,4,1.6
"59",7,5,1.8
"60",7,7,1.4
"61",7,8,1.8
"62",7,10,1.6415
"63",7,14,1.3
"64",7,15,1.6
"65",7,16,2
"66",7,22,1.7
"67",7,24,1.3
"68",7,29,2.2
"69",7,30,1.2
"70",7,31,1.8
"71",7,32,1.2
"72",7,35,NA
"73",7,36,2
"74",7,37,1.5
"75",7,38,1.3
"76",7,39,1.4
"77",7,41,1.6
"78",7,42,1.9
"79",7,47,1.3
"80",7,48,1.5
"81",7,52,1
"82",7,54,1.6
"83",7,56,1.5
"84",7,58,1
"85",7,59,1.2
"86",7,61,NA
"87",7,67,2.5
"88",7,68,1.3
"89",7,70,0.8
"90",7,73,0.8
"91",7,80,2
"92",7,82,1.4
"93",7,89,1.6
"94",7,90,1.6
"95",7,93,1.7
"96",7,94,1.3
"97",7,95,1.77042
"98",7,96,1.4
"99",7,97,1.4
"100",7,98,1.3
"101",7,99,1.5
"102",7,101,1.5
"103",7,102,0.7
"104",7,105,1.5
"105",7,106,1.4
"106",7,107,1.4
"107",7,108,1.48711023
"108",7,109,1.61111111
"109",19,1,1.9
"110",19,2,1.8
"111",19,3,1.8
"112",19,4,1.8
"113",19,5,1.7
"114",19,7,2
"115",19,8,2
"116",19,10,2
"117",19,14,1.6
"118",19,15,1.8
"119",19,16,1.9
"120",19,22,1.7
"121",19,24,1.9
"122",19,29,2.5
"123",19,30,1.9
"124",19,31,1.9
"125",19,32,NA
"126",19,35,NA
"127",19,36,1.9
"128",19,37,2.2
"129",19,38,2
"130",19,39,1.9
"131",19,41,1.9
"132",19,42,1.8
"133",19,47,1.9
"134",19,48,1.7
"135",19,52,1.5
"136",19,54,2.1
"137",19,56,2
"138",19,58,2
"139",19,59,NA
"140",19,61,NA
"141",19,67,NA
"142",19,68,1.9
"143",19,70,1.8
"144",19,73,NA
"145",19,80,2
"146",19,82,1.9
"147",19,89,2
"148",19,90,1.9
"149",19,93,2
"150",19,94,1.6
"151",19,95,1.8
"152",19,96,NA
"153",19,97,NA
"154",19,98,2.1
"155",19,99,2.2
"156",19,101,NA
"157",19,102,2
"158",19,105,1.9
"159",19,106,2
"160",19,107,1.8
"161",19,108,1.81975366
"162",19,109,2
