"","horizon","economist","forecast"
"1",1,1,1.5
"2",1,2,1.4
"3",1,3,1.2
"4",1,4,1.4
"5",1,5,1.4
"6",1,6,1.5
"7",1,7,1.2
"8",1,8,1.5
"9",1,14,1.4
"10",1,15,1.5
"11",1,16,1.4
"12",1,20,1.5
"13",1,22,1.4
"14",1,23,1.5
"15",1,24,1.5
"16",1,26,1.5
"17",1,29,1.4
"18",1,31,1.3
"19",1,32,1.4
"20",1,35,1.5
"21",1,37,1.5
"22",1,38,1.5
"23",1,39,1.4
"24",1,41,1.5
"25",1,45,1.6
"26",1,47,1.4
"27",1,48,1.5
"28",1,52,1.5
"29",1,54,1.4
"30",1,57,1.6
"31",1,58,1.6
"32",1,67,0.8
"33",1,68,1.5
"34",1,70,1.5
"35",1,82,1.5
"36",1,84,1.5
"37",1,85,1.4968494169
"38",1,89,1.4
"39",1,91,1.5
"40",1,92,1.4143050566
"41",1,93,1.6
"42",1,94,1.4
"43",1,95,1.35
"44",1,96,1.5
"45",1,98,1.4
"46",1,99,1.4
"47",1,101,1.4
"48",1,103,1.5
"49",1,104,1.5
"50",1,107,1.4143050566
"51",1,110,1.5
"52",1,111,1.4
"53",1,112,1.5
"54",1,113,1.7
"55",5,1,1.5
"56",5,2,1.6
"57",5,3,1.5
"58",5,4,1.3
"59",5,5,1.2
"60",5,6,1.5
"61",5,7,1.2
"62",5,8,1.5
"63",5,14,1.6
"64",5,15,1.5
"65",5,16,1.3
"66",5,20,1.4
"67",5,22,1.2
"68",5,23,1.5
"69",5,24,1.4
"70",5,26,1.6
"71",5,29,1.6
"72",5,31,1.5
"73",5,32,1.4
"74",5,35,1.6
"75",5,37,1.9
"76",5,38,1.4
"77",5,39,1.5
"78",5,41,1.5
"79",5,45,1.5
"80",5,47,1.4
"81",5,48,1.2
"82",5,52,1.3
"83",5,54,1.6
"84",5,57,1.7
"85",5,58,1.5
"86",5,67,1.7
"87",5,68,1.4
"88",5,70,1
"89",5,82,1.3
"90",5,84,1.6
"91",5,85,1.4060079946
"92",5,89,1.4
"93",5,91,1
"94",5,92,1.2339935588
"95",5,93,2
"96",5,94,1.9
"97",5,95,1.615
"98",5,96,1.3
"99",5,98,1.3
"100",5,99,1.4
"101",5,101,1.5
"102",5,103,1.5
"103",5,104,1.5
"104",5,107,1.2339935588
"105",5,110,1.6
"106",5,111,NA
"107",5,112,1.6
"108",5,113,1.4
"109",9,1,1.7
"110",9,2,1.8
"111",9,3,1
"112",9,4,1.7
"113",9,5,1.5
"114",9,6,1.8
"115",9,7,1.2
"116",9,8,1.6
"117",9,14,2
"118",9,15,1.8
"119",9,16,1.5
"120",9,20,1.7
"121",9,22,1.4
"122",9,23,1.8
"123",9,24,1.5
"124",9,26,1.8
"125",9,29,1.6
"126",9,31,1.9
"127",9,32,NA
"128",9,35,NA
"129",9,37,2
"130",9,38,1.8
"131",9,39,1.6
"132",9,41,1.6
"133",9,45,NA
"134",9,47,1.6
"135",9,48,1
"136",9,52,1.3
"137",9,54,2
"138",9,57,1.8
"139",9,58,1.5
"140",9,67,NA
"141",9,68,1.3
"142",9,70,0.9
"143",9,82,NA
"144",9,84,1.9
"145",9,85,1.5544238047
"146",9,89,1.8
"147",9,91,1.1
"148",9,92,1.3749623672
"149",9,93,2
"150",9,94,2.4
"151",9,95,1.6
"152",9,96,1.4
"153",9,98,1.8
"154",9,99,2
"155",9,101,1.7
"156",9,103,2
"157",9,104,1.7
"158",9,107,1.3749623672
"159",9,110,NA
"160",9,111,NA
"161",9,112,1.8
"162",9,113,1.4
"163",21,1,1.9
"164",21,2,2
"165",21,3,1.8
"166",21,4,2
"167",21,5,2
"168",21,6,2
"169",21,7,NA
"170",21,8,2
"171",21,14,2
"172",21,15,1.9
"173",21,16,1.7
"174",21,20,2
"175",21,22,1.8
"176",21,23,2.5
"177",21,24,2
"178",21,26,1.9
"179",21,29,2
"180",21,31,2
"181",21,32,NA
"182",21,35,NA
"183",21,37,2.4
"184",21,38,NA
"185",21,39,1.8
"186",21,41,NA
"187",21,45,NA
"188",21,47,1.9
"189",21,48,1
"190",21,52,2.2
"191",21,54,1.9
"192",21,57,2
"193",21,58,1.9
"194",21,67,NA
"195",21,68,1.7
"196",21,70,1.8
"197",21,82,NA
"198",21,84,1.9
"199",21,85,2
"200",21,89,1.9
"201",21,91,1.8
"202",21,92,NA
"203",21,93,2
"204",21,94,1.8
"205",21,95,1.835
"206",21,96,1.5
"207",21,98,2.2
"208",21,99,2.2
"209",21,101,NA
"210",21,103,2
"211",21,104,2
"212",21,107,1.9
"213",21,110,2
"214",21,111,NA
"215",21,112,2.5
"216",21,113,1.4
