"","horizon","economist","forecast"
"1",1,1,2.3
"2",1,2,2.1
"3",1,3,NA
"4",1,4,2.3
"5",1,5,2.2
"6",1,6,2.3
"7",1,7,2.3
"8",1,9,2.4
"9",1,10,2.3
"10",1,11,2.1
"11",1,14,2.3
"12",1,15,2.3
"13",1,16,2.3
"14",1,17,2.2
"15",1,18,2.3
"16",1,19,2.3
"17",1,20,2.2
"18",1,22,2.3
"19",1,23,2.3
"20",1,24,2.3
"21",1,26,2.3
"22",1,28,2.3
"23",1,29,2.3
"24",1,30,2.3
"25",1,31,2.4
"26",1,32,2.3
"27",1,33,2.3
"28",1,34,2.2
"29",1,35,2.5
"30",1,36,2.2
"31",1,37,2.3
"32",1,38,2.4
"33",1,39,2.3
"34",1,40,2.3
"35",1,41,2.3
"36",1,42,2.3
"37",1,45,2.4
"38",1,46,2.89
"39",1,48,2.3
"40",1,50,1.6
"41",1,52,2.3
"42",1,53,2.4
"43",1,54,2.4
"44",1,55,2.3
"45",1,56,2.3
"46",1,57,2.2
"47",1,59,2.3
"48",1,60,2.1
"49",1,61,2.3
"50",1,62,2.5
"51",1,64,2.3
"52",1,65,2.3
"53",1,67,2.3
"54",1,70,2.3
"55",1,71,2.3
"56",1,72,2.4
"57",1,73,2.2
"58",1,76,2.3
"59",1,85,2.3
"60",1,87,2.3
"61",1,89,2.4
"62",1,90,2.1
"63",1,91,1.9
"64",1,92,2.35
"65",1,93,2.5
"66",1,94,2.3
"67",1,95,2.3
"68",1,96,2.3
"69",5,1,2.1
"70",5,2,2.5
"71",5,3,NA
"72",5,4,2.1
"73",5,5,1.8
"74",5,6,2.2
"75",5,7,2
"76",5,9,2.1
"77",5,10,2.1
"78",5,11,2.1
"79",5,14,1.9
"80",5,15,2.1
"81",5,16,1.7
"82",5,17,1.8
"83",5,18,1.8
"84",5,19,1.8
"85",5,20,1.9
"86",5,22,1.3
"87",5,23,2.2
"88",5,24,2.2
"89",5,26,2.25
"90",5,28,1.7
"91",5,29,1.7
"92",5,30,2.1
"93",5,31,2.2
"94",5,32,2.1
"95",5,33,2.4
"96",5,34,2.1
"97",5,35,2.2
"98",5,36,2.2
"99",5,37,2
"100",5,38,2.2
"101",5,39,2.1
"102",5,40,2
"103",5,41,2
"104",5,42,2.1
"105",5,45,2.1
"106",5,46,2.93
"107",5,48,1.9
"108",5,50,2
"109",5,52,1.8
"110",5,53,2
"111",5,54,1.7
"112",5,55,2.1
"113",5,56,1.8
"114",5,57,1.8
"115",5,59,2
"116",5,60,1.7
"117",5,61,1.7
"118",5,62,2
"119",5,64,2
"120",5,65,2
"121",5,67,2
"122",5,70,2.2
"123",5,71,1.8
"124",5,72,2.2
"125",5,73,2.3
"126",5,76,2.4
"127",5,85,2
"128",5,87,2.1
"129",5,89,2.2
"130",5,90,1.8
"131",5,91,1.7
"132",5,92,2.04
"133",5,93,2
"134",5,94,1.9
"135",5,95,2.1
"136",5,96,2.1
"137",9,1,2
"138",9,2,2.4
"139",9,3,NA
"140",9,4,1.9
"141",9,5,1.8
"142",9,6,2
"143",9,7,1.5
"144",9,9,2
"145",9,10,1.6
"146",9,11,NA
"147",9,14,1.7
"148",9,15,1.7
"149",9,16,1.5
"150",9,17,1.5
"151",9,18,2
"152",9,19,1.8
"153",9,20,1.7
"154",9,22,1.6
"155",9,23,2.2
"156",9,24,1.8
"157",9,26,1.8
"158",9,28,NA
"159",9,29,1.7
"160",9,30,1.8
"161",9,31,1.6
"162",9,32,1.8
"163",9,33,2.2
"164",9,34,2
"165",9,35,NA
"166",9,36,2.2
"167",9,37,2
"168",9,38,1.7
"169",9,39,1.9
"170",9,40,1.7
"171",9,41,1.6
"172",9,42,1.5
"173",9,45,1.8
"174",9,46,2.88
"175",9,48,1.7
"176",9,50,1.5
"177",9,52,1.7
"178",9,53,2
"179",9,54,1.5
"180",9,55,1.9
"181",9,56,NA
"182",9,57,NA
"183",9,59,1.6
"184",9,60,1.8
"185",9,61,1.3
"186",9,62,1.75
"187",9,64,2.2
"188",9,65,1.9
"189",9,67,1.9
"190",9,70,2
"191",9,71,1.7
"192",9,72,1.5
"193",9,73,2.2
"194",9,76,1.8
"195",9,85,1.9
"196",9,87,1.8
"197",9,89,1.8
"198",9,90,1.7
"199",9,91,1.1
"200",9,92,1.5
"201",9,93,1.7
"202",9,94,1.7
"203",9,95,1.6
"204",9,96,1.7
