INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2003,1,1.8,5,10,13,20,25,15,7,3,2,,,,
2003,2,2,,,,,40,60,,,,,,,
2003,4,1.9,,,,,,,,,,,,,
2003,7,1.9,,,,,,,,,,,,,
2003,9,1.9,,,,,60,40,,,,,,,
2003,10,1.91046167,.54283035,1.65790764,6.69373568,15.91125785,24.63780293,24.85956001,16.34486803,7.00066202,2.3513755,,,,
2003,11,1.8,,,,,90,10,,,,,,,
2003,14,2,,,,,50,50,,,,,,,
2003,15,1.8,,,,,70,30,,,,,,,
2003,16,1.8,0,2,10,19,24,21,16,5,3,,,,
2003,17,1.4,,5,10,40,35,10,,,,,,,
2003,19,2.1,,,,,30,70,,,,,,,
2003,20,2,,,,,30,70,,,,,,,
2003,23,2,,,,,50,50,,,,,,,
2003,24,1.8,,,,15,50,30,5,,,,,,
2003,26,1.9,,,,5,45,45,5,,,,,,
2003,29,1.8,,,,15,70,15,,,,,,,
2003,30,2,,,,,50,50,,,,,,,
2003,32,2,,,5,20,30,30,10,5,,,,,
2003,33,2,,,,,50,50,,,,,,,
2003,35,2,,,,,50,50,,,,,,,
2003,36,1.9,,,,10,40,40,10,,,,,,
2003,37,2,,,,,50,50,,,,,,,
2003,39,2,,,,,45,55,,,,,,,
2003,41,1.9,,,,,90,10,,,,,,,
2003,42,2.1,,,,,15,70,15,,,,,,
2003,45,2,,,,,67,33,,,,,,,
2003,47,2,,,,,40,60,,,,,,,
2003,48,1.9,,,,,80,20,,,,,,,
2003,52,1.9,,,,20,70,10,,,,,,,
2003,53,1.9,,,,15,70,15,,,,,,,
2003,54,1.9,,,,,60,40,,,,,,,
2003,56,1.8,,,,2,68,30,,,,,,,
2003,57,1.9,,,,,,,,,,,,,
2003,59,1.9,,,,10,50,30,10,,,,,,
2003,60,2,,,,15,30,35,20,,,,,,
2003,63,1.8,,,,10,60,30,,,,,,,
2003,71,2,0,0,0,5,40,50,5,0,0,,,,
2003,72,2,,,,10,35,35,20,,,,,,
2003,73,2,,,,,10,80,10,,,,,,
2003,76,2,,,,2.5,55,40,2.5,,,,,,
2003,80,2,.00000113,.00073527,.16594865,6.04217864,38.23320446,45.13713303,10.02500086,.39327211,.00252585,,,,
2003,82,1.9,,,,10,40,40,10,,,,,,
2003,84,2,0,0,0,0,45,54,1,0,0,,,,
2003,85,2,,,,5,40,50,5,,,,,,
2003,87,2,,,,15,30,40,15,,,,,,
2003,89,2,,,,,35,50,15,,,,,,
2003,90,2.1,,,,,10,90,,,,,,,
2003,91,2.2,1.40280561,7.61523046,21.74348697,32.26452906,24.8496994,9.91983968,2.00400802,.2004008,0,,,,
2003,92,2.1,0,0,.00316862,.97836625,24.26774187,58.8858122,15.48260838,.38230268,0,,,,
2003,93,1.8,,,,,80,20,,,,,,,
2003,94,,,,10,25,30,25,10,,,,,,
2003,95,1.8,0,0,8,22,38,25,5,0,2,,,,
2003,96,2.1,,,,,30,55,13,2,,,,,
2004,1,1.5,3,7,10,20,25,17,10,5,3,,,,
2004,2,1.8,,,,25,50,25,,,,,,,
2004,4,1.5,,,,,,,,,,,,,
2004,7,1.2,,,,,,,,,,,,,
2004,9,1.8,,,,10,60,30,,,,,,,
2004,10,1.61602058,1.55928339,3.68773022,11.73960586,21.67967377,26.08591221,20.45371166,10.44900008,3.47625033,.86883248,,,,
2004,11,1.4,,,10,50,40,,,,,,,,
2004,14,1.3,,,10,60,30,,,,,,,,
2004,15,1.4,,,10,25,35,25,5,,,,,,
2004,16,1.4,0,2,14,23,20,18,15,5,3,,,,
2004,17,.5,10,20,30,30,10,,,,,,,,
2004,19,1.3,,,,90,10,,,,,,,,
2004,20,1.7,,,,10,80,10,,,,,,,
2004,23,1.5,,,5,20,50,20,5,,,,,,
