INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,
2001,67,2.9,0,0,0,0,0,20,50,30,0,0,0,0
2001,70,3.3,0,0,0,0,0,5,20,45,20,10,0,0
2001,71,3.2,0,0,0,0,0,5,15,60,13,7,0,0
2001,72,3,0,0,0,2,6,12,25,30,15,8,2,0
2001,73,3.6,0,0,0,0,0,0,0,30,60,10,0,0
2001,76,,0,0,0,0,2.5,5,15,25,30,15,5,2.5
2001,82,,,,,,,,,,,,,
2001,85,2.9,0,0,0,0,10,20,30,20,10,10,0,0
2001,87,3.3,0,0,0,0,0,0,40,50,10,0,0,0
2001,89,3.1,0,0,0,0,0,10,10,65,15,0,0,0
2001,90,3,0,0,0,0,0,0,5,80,15,0,0,0
2001,91,,,,,,,,,,,,,
2001,92,3.09,,,,,,,,,,,,
2001,93,3.4,0,0,0,0,0,0,10,60,30,0,0,0
2001,94,2.7,0,0,0,0,0,20,60,20,0,0,0,0
2001,95,3.1,0,0,0,5,8,15,19,19,16,10,5,3
2001,96,2.9,0,0,0,0,0,5,30,55,10,0,0,0
2001Q4,1,3,0,0,0,0,0,7,42,43,8,0,0,0
2001Q4,2,3.1,0,0,0,0,0,10,30,40,20,0,0,0
2001Q4,3,2.8,0,0,0,0,0,20,50,30,0,0,0,0
2001Q4,4,3.1,0,0,0,0,0,0,30,40,30,0,0,0
2001Q4,5,2.9,0,0,0,0,0,20,60,20,0,0,0,0
2001Q4,7,3.1,,,,,,,,,,,,
2001Q4,9,2.9,0,0,0,0,0,0,60,40,0,0,0,0
2001Q4,10,3.1,0,0,0,0,0,0,30,30,30,10,0,0
2001Q4,14,2.8,0,0,0,0,0,10,70,20,0,0,0,0
2001Q4,15,2.5,0,0,0,0,0,4.54545455,40.90909091,27.27272727,22.72727273,4.54545455,0,0
2001Q4,16,2.7,0,1,1,3,10,20,30,20,10,3,1,1
2001Q4,17,3,0,0,0,0,0,5,20,40,30,5,0,0
2001Q4,18,3.6,0,0,0,0,5,10,15,30,25,10,5,0
2001Q4,19,2.5,0,0,0,0,0,0,100,0,0,0,0,0
2001Q4,20,3.2,0,0,0,0,0,0,10,70,20,0,0,0
2001Q4,22,3,1,1,1,4,7,16,25,25,12,5,2,1
2001Q4,23,2.7,0,0,0,0,0,20,40,30,10,0,0,0
2001Q4,24,3.1,0,0,0,0,0,5,30,40,20,5,0,0
2001Q4,26,3.3,0,0,0,0,0,0,25,50,25,0,0,0
2001Q4,28,2.6,0,0,0,0,0,30,40,30,0,0,0,0
2001Q4,31,2.9,,,,,,,,,,,,
2001Q4,32,2.7,0,0,0,10,30,40,15,5,0,0,0,0
2001Q4,33,2.6,0,0,0,0,0,0,90,10,0,0,0,0
2001Q4,34,2.7,0,0,0,0,0,0,20,80,0,0,0,0
2001Q4,35,,,,,,,,,,,,,
2001Q4,36,2.8,0,0,0,0,0,10,60,30,0,0,0,0
2001Q4,37,3,0,0,0,0,0,0,50,50,0,0,0,0
2001Q4,38,3,0,0,0,0,0,0,30,70,0,0,0,0
2001Q4,39,3,0,0,0,0,0,0,45,50,5,0,0,0
2001Q4,40,2.8,0,0,0,0,5,15,40,35,5,0,0,0
2001Q4,41,2.8,0,0,0,0,0,0,75,25,0,0,0,0
2001Q4,42,3.1,,,,,,,,,,,,
2001Q4,44,,,,,,,,,,,,,
2001Q4,45,,,,,,,,,,,,,
2001Q4,46,3.43,1,1,2,4,7,10,12,14,14,12,9,14
2001Q4,48,3.2,0,0,0,0,0,0,30,50,20,0,0,0
2001Q4,53,3.2,0,0,0,0,0,0,10,75,15,0,0,0
2001Q4,55,2.5,0,.1,1.2,5.5,15.4,25.8,26.6,16.6,6.7,1.8,.3,0
2001Q4,56,2.4,0,0,0,0,10,40,30,15,5,0,0,0
2001Q4,57,,0,0,0,0,0,0,50,50,0,0,0,0
2001Q4,59,3.1,0,0,0,0,0,10,30,30,20,10,0,0
2001Q4,61,2.7,0,0,0,0,0,20,50,30,0,0,0,0
2001Q4,62,,,,,,,,,,,,,
2001Q4,63,,,,,,,,,,,,,
2001Q4,64,3,0,1,1,3,5,20,30,25,10,3,1,1
2001Q4,67,2.9,0,0,0,0,0,10,80,10,0,0,0,0
2001Q4,70,3,0,0,0,0,0,10,20,35,20,15,0,0
2001Q4,71,2.6,0,0,0,2.94117647,8.82352941,14.70588235,39.21568627,19.60784314,9.80392157,4.90196078,0,0
2001Q4,72,3,0,0,0,3,7,10,18,25,17,12,6,2
2001Q4,73,3.9,0,0,0,0,0,0,0,25,60,15,0,0
2001Q4,76,,0,0,1,1.5,2.5,5,10,20,25,20,10,5
2001Q4,82,,,,,,,,,,,,,
2001Q4,85,3,0,0,0,0,15,20,30,20,10,5,0,0
2001Q4,87,2.8,0,0,0,0,0,20,50,30,0,0,0,0
2001Q4,89,2.8,0,0,0,0,0,20,50,20,10,0,0,0
2001Q4,90,2.9,0,0,0,0,0,0,20,65,15,0,0,0
2001Q4,91,,,,,,,,,,,,,
2001Q4,92,3.13,,,,,,,,,,,,
2001Q4,93,,,,,,,,,,,,,
2001Q4,94,2.5,0,0,0,0,10,20,50,20,0,0,0,0
2001Q4,95,3,0,0,2,6,10,14,19,17,14,10,5,3
2001Q4,96,2.6,0,0,0,0,5,20,40,25,10,0,0,0
,,,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T7_5,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0,
2000,1,9.2,0,0,0,15,60,20,5,0,0,0,0,
2000,2,9.2,0,0,0,20,80,0,0,0,0,0,0,
2000,3,9.3,0,0,0,0,80,20,0,0,0,0,0,
2000,4,9.2,0,0,0,10,80,10,0,0,0,0,0,
2000,5,9.1,0,0,0,5,55,40,0,0,0,0,0,
2000,7,9.2,,,,,,,,,,,,
2000,9,9.2,0,0,0,40,60,0,0,0,0,0,0,
2000,10,8.8,0,0,0,60,30,10,0,0,0,0,0,
2000,14,9.3,0,0,0,0,100,0,0,0,0,0,0,
2000,15,9,0,0,10,40,45,5,0,0,0,0,0,
2000,16,9.3,0,0,5,10,60,20,5,0,0,0,0,
2000,17,9,0,0,5,30,50,15,0,0,0,0,0,
2000,18,9.1,0,0,5,30,40,20,5,0,0,0,0,
2000,19,9.2,0,0,0,0,80,20,0,0,0,0,0,
2000,20,9.1,0,0,0,5,90,5,0,0,0,0,0,
2000,22,9,1,1,4,25,30,25,10,2,1,1,0,
2000,23,9.1,0,0,0,40,50,10,0,0,0,0,0,
2000,24,9,0,0,0,30,65,5,0,0,0,0,0,
2000,26,9.2,0,0,0,10,85,5,0,0,0,0,0,
2000,28,,,,,,,,,,,,,
2000,31,,,,,,,,,,,,,
2000,32,9.1,0,0,5,30,55,10,0,0,0,0,0,
2000,33,9.2,0,0,0,0,90,10,0,0,0,0,0,
2000,34,,0,0,0,5,90,5,0,0,0,0,0,
2000,35,9.3,0,0,0,20,60,20,0,0,0,0,0,
2000,36,9.4,0,0,0,5,40,40,15,0,0,0,0,
2000,37,9.2,0,0,0,0,90,10,0,0,0,0,0,
2000,38,9.4,0,0,0,0,80,20,0,0,0,0,0,
2000,39,9.1,0,0,0,30,60,10,0,0,0,0,0,
2000,40,8.6,0,5,30,40,20,5,0,0,0,0,0,
2000,41,9.2,0,0,0,10,90,0,0,0,0,0,0,
2000,42,9.3,0,0,0,20,80,0,0,0,0,0,0,
2000,44,9.5,0,0,0,5,20,40,15,10,5,5,0,
2000,45,9.4,0,0,0,0,75,25,0,0,0,0,0,
2000,46,9.36,0,0,0,2.02020202,76.76767677,21.21212121,0,0,0,0,0,
2000,48,9,0,0,0,40,60,0,0,0,0,0,0,
2000,53,9.2,0,0,0,20,75,5,0,0,0,0,0,
2000,55,9.2,0,0,0,1.7,98.1,.2,0,0,0,0,0,
2000,56,,0,0,5,20,70,5,0,0,0,0,0,
2000,57,9.5,0,0,0,30,70,0,0,0,0,0,0,
2000,59,,0,0,0,0,30,60,10,0,0,0,0,
2000,61,9.2,0,0,0,35,55,10,0,0,0,0,0,
2000,62,9.2,0,0,0,0,10,80,10,0,0,0,0,
2000,63,,0,0,0,30,70,0,0,0,0,0,0,
2000,64,9,1,5,15,18,24,15,15,5,1,1,0,
2000,67,9.2,0,0,0,20,60,20,0,0,0,0,0,
2000,70,9.3,0,0,0,20,55,25,0,0,0,0,0,
2000,71,8.8,0,5,15,60,15,5,0,0,0,0,0,
2000,72,9.1,0,0,0,30,65,5,0,0,0,0,0,
2000,73,8.5,0,0,0,60,40,0,0,0,0,0,0,
2000,76,9.1,0,0,5,30,50,10,5,0,0,0,0,
2000,82,,,,,,,,,,,,,
2000,85,9.4,0,0,0,0,50,40,10,0,0,0,0,
2000,87,9.2,0,0,0,20,70,10,0,0,0,0,0,
2000,89,9.3,0,0,0,30,50,20,0,0,0,0,0,
2000,90,9.4,0,0,0,15,75,10,0,0,0,0,0,
2000,91,9,0,0,0,50.05005005,45.24524525,4.7047047,0,0,0,0,0,
2000,92,9.22,0,0,0,6.2,74.46,19.29,.05,0,0,0,0,
2000,93,9.3,0,0,0,20,50,30,0,0,0,0,0,
2000,94,9.5,0,0,0,0,50,50,0,0,0,0,0,
2000,95,9,1.98019802,3.96039604,15.84158416,30.69306931,29.7029703,12.87128713,4.95049505,0,0,0,0,
2000,96,8.6,0,0,10,70,15,5,0,0,0,0,0,
2001,1,8.5,0,0,15,60,20,5,0,0,0,0,0,
2001,2,8.4,0,30,40,30,0,0,0,0,0,0,0,
2001,3,8.6,0,0,0,50,50,0,0,0,0,0,0,
2001,4,8.5,0,0,30,50,20,0,0,0,0,0,0,
2001,5,8.7,0,0,10,55,35,0,0,0,0,0,0,
2001,7,8.5,,,,,,,,,,,,
2001,9,8.6,0,0,10,80,10,0,0,0,0,0,0,
2001,10,8.2,0,0,35,40,20,5,0,0,0,0,0,
2001,14,8.8,0,0,0,80,20,0,0,0,0,0,0,
2001,15,8.75,0,0,18.18181818,45.45454545,31.81818182,4.54545455,0,0,0,0,0,
2001,16,8.7,0,5,20,40,20,10,5,0,0,0,0,
2001,17,8.7,0,5,30,50,15,0,0,0,0,0,0,
2001,18,8,10,25,30,25,10,0,0,0,0,0,0,
2001,19,8.5,0,0,0,80,20,0,0,0,0,0,0,
2001,20,8.6,0,0,20,70,10,0,0,0,0,0,0,
2001,22,8.6,1,1,10,25,25,20,10,5,2,1,0,
2001,23,8.4,0,10,40,40,10,0,0,0,0,0,0,
2001,24,8.1,0,30,50,15,5,0,0,0,0,0,0,
2001,26,8.7,0,0,10,80,10,0,0,0,0,0,0,
2001,28,,,,,,,,,,,,,
2001,31,,,,,,,,,,,,,
2001,32,8.5,0,10,40,40,10,0,0,0,0,0,0,
2001,33,8.5,0,0,5,90,5,0,0,0,0,0,0,
2001,34,,0,0,0,90,10,0,0,0,0,0,0,
2001,35,,,,,,,,,,,,,
2001,36,9.2,0,0,5,15,45,30,5,0,0,0,0,
2001,37,8.4,0,0,10,80,10,0,0,0,0,0,0,
2001,38,9,0,0,0,20,80,0,0,0,0,0,0,
2001,39,8.5,0,5,35,55,5,0,0,0,0,0,0,
2001,40,8.3,0,15,45,25,10,5,0,0,0,0,0,
2001,41,8.4,0,0,60,40,0,0,0,0,0,0,0,
2001,42,8.9,0,0,0,55,45,0,0,0,0,0,0,
2001,44,9.3,0,0,0,10,25,35,20,10,0,0,0,
2001,45,8.8,0,0,0,75,25,0,0,0,0,0,0,
2001,46,9.44,0,2.02020202,8.08080808,17.17171717,26.26262626,24.24242424,15.15151515,6.06060606,1.01010101,0,0,
2001,48,8.1,0,30,50,20,0,0,0,0,0,0,0,
2001,53,8.6,0,0,20,75,5,0,0,0,0,0,0,
2001,55,8.8,0,0,6.09390609,69.93006993,23.67632368,.2997003,0,0,0,0,0,
2001,56,,0,10,50,30,10,0,0,0,0,0,0,
2001,57,8.7,0,0,10,70,20,0,0,0,0,0,0,
2001,59,,0,5,20,50,20,5,0,0,0,0,0,
2001,61,8.6,0,0,30,55,15,0,0,0,0,0,0,
2001,62,8.4,0,0,0,55,45,0,0,0,0,0,0,
2001,63,,0,0,40,50,10,0,0,0,0,0,0,
2001,64,8.4,5,15,30,10,17,8,8,5,1,1,0,
2001,67,8.9,0,0,10,40,40,10,0,0,0,0,0,
2001,70,8.6,0,0,15,55,30,0,0,0,0,0,0,
2001,71,7.9,5,50,30,15,0,0,0,0,0,0,0,
2001,72,8.3,5,5,35,30,20,5,0,0,0,0,0,
2001,73,8.3,0,0,50,20,30,0,0,0,0,0,0,
2001,76,8.3,10,20,40,20,7.5,2.5,0,0,0,0,0,
2001,82,,,,,,,,,,,,,
2001,85,9.3,0,0,0,0,40,30,25,5,0,0,0,
2001,87,8.3,0,20,60,20,0,0,0,0,0,0,0,
2001,89,8.9,0,0,10,50,30,10,0,0,0,0,0,
2001,90,8.9,0,0,10,75,15,0,0,0,0,0,0,
2001,91,8.5,0,0,0,89.48948949,9.90990991,.6006006,0,0,0,0,0,
2001,92,8.84,0,5.89378901,17.94740612,28.65036325,26.88018009,14.81633071,4.79893584,.91067226,.10232273,0,0,
2001,93,8.9,0,0,20,50,30,0,0,0,0,0,0,
2001,94,9.1,0,0,0,30,50,20,0,0,0,0,0,
2001,95,8.2,15.84158416,21.78217822,26.73267327,20.79207921,9.9009901,2.97029703,1.98019802,0,0,0,0,
2001,96,8.2,0,15,50,30,5,0,0,0,0,0,0,
2001Feb,1,8.8,0,0,10,40,40,10,0,0,0,0,0,
2001Feb,2,8.7,0,0,30,70,0,0,0,0,0,0,0,
2001Feb,3,8.9,0,0,0,30,60,10,0,0,0,0,0,
2001Feb,4,8.8,0,0,10,60,30,0,0,0,0,0,0,
2001Feb,5,9,0,0,0,45,50,5,0,0,0,0,0,
2001Feb,7,8.6,,,,,,,,,,,,
2001Feb,9,8.9,0,0,10,70,20,0,0,0,0,0,0,
2001Feb,10,8.3,0,0,0,63.15789474,31.57894737,5.26315789,0,0,0,0,0,
2001Feb,14,9,0,0,0,50,50,0,0,0,0,0,0,
2001Feb,15,8.75,0,0,20,45,30,5,0,0,0,0,0,
2001Feb,16,9,0,0,5,20,40,20,10,5,0,0,0,
2001Feb,17,8.9,0,5,30,50,15,0,0,0,0,0,0,
2001Feb,18,8.5,5,25,30,30,10,0,0,0,0,0,0,
2001Feb,19,8.7,0,0,0,100,0,0,0,0,0,0,0,
2001Feb,20,8.7,0,0,30,60,10,0,0,0,0,0,0,
2001Feb,22,8.8,1,1,5,25,25,23,12,5,2,1,0,
2001Feb,23,8.7,0,0,30,50,20,0,0,0,0,0,0,
2001Feb,24,8.4,0,5,50,40,5,0,0,0,0,0,0,
2001Feb,26,9,0,0,0,40,60,0,0,0,0,0,0,
2001Feb,28,,,,,,,,,,,,,
2001Feb,31,,,,,,,,,,,,,
2001Feb,32,8.6,0,5,35,45,10,5,0,0,0,0,0,
2001Feb,33,8.9,0,0,10,80,10,0,0,0,0,0,0,
2001Feb,34,,0,0,0,0,90,10,0,0,0,0,0,
2001Feb,35,8.7,0,0,20,50,20,10,0,0,0,0,0,
2001Feb,36,9.5,0,0,0,5,40,40,15,0,0,0,0,
2001Feb,37,8.7,0,0,0,90,10,0,0,0,0,0,0,
2001Feb,38,9.2,0,0,0,20,80,0,0,0,0,0,0,
2001Feb,39,8.7,0,0,20,55,25,0,0,0,0,0,0,
2001Feb,40,8.5,0,10,40,30,15,5,0,0,0,0,0,
2001Feb,41,8.7,0,0,0,90,10,0,0,0,0,0,0,
2001Feb,42,9.1,0,0,0,20,80,0,0,0,0,0,0,
2001Feb,44,,,,,,,,,,,,,
2001Feb,45,,,,,,,,,,,,,
2001Feb,46,9.79,0,0,1.01010101,7.07070707,22.22222222,35.35353535,25.25252525,8.08080808,1.01010101,0,0,
2001Feb,48,8.5,0,10,40,40,10,0,0,0,0,0,0,
2001Feb,53,8.9,0,0,10,60,30,0,0,0,0,0,0,
2001Feb,55,8.9,0,0,.3,62.4,37.1,.2,0,0,0,0,0,
2001Feb,56,,0,0,10,60,30,0,0,0,0,0,0,
2001Feb,57,,,,,,,,,,,,,
2001Feb,59,,0,10,20,50,20,0,0,0,0,0,0,
2001Feb,61,8.9,0,0,20,50,30,0,0,0,0,0,0,
2001Feb,62,,,,,,,,,,,,,
2001Feb,63,,,,,,,,,,,,,
2001Feb,64,8.7,3,10,22,15,20,12,11,5,1,1,0,
2001Feb,67,9,0,0,10,40,40,10,0,0,0,0,0,
2001Feb,70,8.8,0,0,10,60,30,0,0,0,0,0,0,
2001Feb,71,8.3,5,30,50,10,5,0,0,0,0,0,0,
2001Feb,72,8.6,0,5,15,40,35,5,0,0,0,0,0,
2001Feb,73,8.5,0,0,0,100,0,0,0,0,0,0,0,
2001Feb,76,8.5,5,10,30,40,10,5,0,0,0,0,0,
2001Feb,82,,,,,,,,,,,,,
2001Feb,85,9.1,0,0,0,0,40,30,25,5,0,0,0,
2001Feb,87,8.8,0,0,10,70,20,0,0,0,0,0,0,
2001Feb,89,8.9,0,0,10,50,30,10,0,0,0,0,0,
2001Feb,90,8.7,0,0,5,85,10,0,0,0,0,0,0,
2001Feb,91,8.3,0,0,0,99,1,0,0,0,0,0,0,
2001Feb,92,8.93,0,2.94768612,14.1750503,30.46277666,31.81086519,16.13682093,3.9637827,.47283702,.03018109,0,0,
2001Feb,93,,,,,,,,,,,,,
2001Feb,94,9,0,0,0,40,60,0,0,0,0,0,0,
2001Feb,95,8.3,12,20,27,23,14,4,0,0,0,0,0,
2001Feb,96,8.5,0,0,30,60,10,0,0,0,0,0,0,
2002Feb,1,8.2,0,10,40,40,10,0,0,0,0,0,0,
2002Feb,2,7.9,0,70,30,0,0,0,0,0,0,0,0,
2002Feb,3,8.4,0,0,0,70,30,0,0,0,0,0,0,
2002Feb,4,8.3,0,10,60,20,10,0,0,0,0,0,0,
2002Feb,5,8.8,0,0,5,60,35,0,0,0,0,0,0,
2002Feb,7,8.4,,,,,,,,,,,,
2002Feb,9,8.3,0,10,70,20,0,0,0,0,0,0,0,
2002Feb,10,8,0,0,35,40,20,5,0,0,0,0,0,
2002Feb,14,8.5,0,0,30,70,0,0,0,0,0,0,0,
2002Feb,15,8.7,0,10,10,50,20,10,0,0,0,0,0,
2002Feb,16,8.4,0,5,10,40,30,10,5,0,0,0,0,
2002Feb,17,8.2,0,5,30,50,15,0,0,0,0,0,0,
2002Feb,18,7.5,45,35,20,0,0,0,0,0,0,0,0,
2002Feb,19,8.1,0,20,80,0,0,0,0,0,0,0,0,
2002Feb,20,8.2,0,0,60,40,0,0,0,0,0,0,0,
2002Feb,22,8.3,1,3,10,25,20,20,12,6,2,1,0,
2002Feb,23,8,0,20,50,20,10,0,0,0,0,0,0,
2002Feb,24,7.7,25,40,25,10,0,0,0,0,0,0,0,
2002Feb,26,8.4,0,5,50,45,0,0,0,0,0,0,0,
2002Feb,28,,,,,,,,,,,,,
2002Feb,31,,,,,,,,,,,,,
2002Feb,32,8.2,5,30,45,15,5,0,0,0,0,0,0,
2002Feb,33,8,0,5,90,5,0,0,0,0,0,0,0,
2002Feb,34,,0,0,0,90,10,0,0,0,0,0,0,
2002Feb,35,,,,,,,,,,,,,
2002Feb,36,9.3,0,0,0,20,45,25,10,0,0,0,0,
2002Feb,37,7.9,0,80,20,0,0,0,0,0,0,0,0,
2002Feb,38,8.8,0,0,10,80,10,0,0,0,0,0,0,
2002Feb,39,8.3,0,15,50,35,0,0,0,0,0,0,0,
2002Feb,40,8.1,0,20,50,25,5,0,0,0,0,0,0,
2002Feb,41,8.1,0,25,75,0,0,0,0,0,0,0,0,
2002Feb,42,8.8,0,0,10,80,10,0,0,0,0,0,0,
2002Feb,44,,,,,,,,,,,,,
2002Feb,45,,,,,,,,,,,,,
2002Feb,46,10.01,.99009901,1.98019802,4.95049505,8.91089109,14.85148515,18.81188119,18.81188119,14.85148515,8.91089109,6.93069307,0,
2002Feb,48,7.5,30,50,20,0,0,0,0,0,0,0,0,
2002Feb,53,8,0,30,60,10,0,0,0,0,0,0,0,
2002Feb,55,8.6,0,1.8,31.3,53.9,12.5,.5,0,0,0,0,0,
2002Feb,56,,0,10,60,30,0,0,0,0,0,0,0,
2002Feb,57,,,,,,,,,,,,,
2002Feb,59,,10,30,30,20,10,0,0,0,0,0,0,
2002Feb,61,8.2,0,10,55,35,0,0,0,0,0,0,0,
2002Feb,62,,,,,,,,,,,,,
2002Feb,63,,,,,,,,,,,,,
2002Feb,64,8.1,5,20,30,14,10,7,7,5,1,1,0,
2002Feb,67,8.7,0,0,30,60,10,0,0,0,0,0,0,
2002Feb,70,8.5,0,0,30,55,15,0,0,0,0,0,0,
2002Feb,71,7.6,10,50,30,7,3,0,0,0,0,0,0,
2002Feb,72,7.9,10,25,25,20,15,5,0,0,0,0,0,
2002Feb,73,8.2,0,0,70,30,0,0,0,0,0,0,0,
2002Feb,76,7.8,32.5,30,20,10,5,2.5,0,0,0,0,0,
2002Feb,82,,,,,,,,,,,,,
2002Feb,85,9.6,0,0,0,0,35,35,20,5,5,0,0,
2002Feb,87,8,0,40,50,10,0,0,0,0,0,0,0,
2002Feb,89,8.6,0,0,20,50,30,0,0,0,0,0,0,
2002Feb,90,8,0,0,60,40,0,0,0,0,0,0,0,
2002Feb,91,7.9,0,0,0,99.7,.3,0,0,0,0,0,0,
2002Feb,92,8.73,0,8.57532236,20.7359262,27.93793899,23.96477618,13.09361568,4.54974316,1.0063948,.13628263,0,0,
2002Feb,93,,,,,,,,,,,,,
2002Feb,94,8.5,0,0,0,60,40,0,0,0,0,0,0,
2002Feb,95,7.4,53,22,16,6,3,0,0,0,0,0,0,
2002Feb,96,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,,,,
