INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2013,1,1.8,,,,,,5,45,45,5,,,,,,,,,,
2013,2,1.7,,,,,4,24,44,24,4,,,,,,,,,,
2013,3,1.75,2.5,2.5,2.5,5,7.5,25,35,15,2.5,2.5,,,,,,,,,
2013,4,1.6,,,,5,15,25,35,15,5,,,,,,,,,,
2013,6,1.5,,,,,,15,70,15,,,,,,,,,,,
2013,7,1.5,,,,,,,,,,,,,,,,,,,
2013,8,1.8,,,1,2,5,25,40,16,7,3,1,,,,,,,,
2013,15,1.7,,,,,,10,80,10,,,,,,,,,,,
2013,16,1.5,0,1,2,3,10,17,25,18,12,8,3,1,,,,,,,
2013,20,1.5,,,,,,40,60,,,,,,,,,,,,
2013,22,1.6,,,,,,35,50,15,,,,,,,,,,,
2013,23,1.6,,,,1,10,25,33,20,10,1,,,,,,,,,
2013,24,1.6,,,,2.5,14,27,30,14,10,2.5,,,,,,,,,
2013,26,1.7,,,,,,15,45,30,10,,,,,,,,,,
2013,29,1.8,,,,,,20,60,20,,,,,,,,,,,
2013,30,1.7,,,,,,20,65,15,,,,,,,,,,,
2013,31,1.6,,,,,,30,60,10,,,,,,,,,,,
2013,32,1.7,,,,3,7,19,37,25,8,1,,,,,,,,,
2013,37,1.6,,,,,,8,50,40,2,,,,,,,,,,
2013,38,1.6,,,,,,20,60,20,,,,,,,,,,,
2013,39,1.7,,,,,5,30,55,10,,,,,,,,,,,
2013,41,1.8,,,,,,25,65,10,,,,,,,,,,,
2013,47,1.7,0,1,3,5,10,17,20,18,15,7,4,0,,,,,,,
2013,48,1.6,,,,,,,,,,,,,,,,,,,
2013,49,1.7,,,,5,10,25,30,20,10,,,,,,,,,,
2013,52,1.7,0,0,0,0,0,30,55,15,0,0,0,0,,,,,,,
2013,54,1.5,,,,,,30,40,30,,,,,,,,,,,
2013,57,1.7,,,,,,,,,,,,,,,,,,,
2013,58,1.7,,,,,10,30,50,10,,,,,,,,,,,
2013,67,1.8,,,,5,10,15,30,20,15,5,,,,,,,,,
2013,68,1.6,,,,,15,25,35,20,5,,,,,,,,,,
2013,70,1.5,,,,,,20,80,,,,,,,,,,,,
2013,82,1.7,,,,,,,,,,,,,,,,,,,
2013,84,1.6,0,0,0,0,0,15,70,15,0,0,0,0,,,,,,,
2013,85,1.6,.015642504,.1496571533,.9917851509,4.273983945,11.9874754587,21.8976518403,26.0630374259,20.2145671227,10.2149637341,3.3615296961,.7198645816,.1098413874,,,,,,,
2013,88,1.8,,,,5,10,21,28,21,10,5,,,,,,,,,
2013,89,1.8,,,,2.5,2.5,20,40,20,10,5,,,,,,,,,
2013,92,1.6043531174,0,.0000000002,.0000052265,.0125519553,2.2435270241,28.1868604595,56.9645995507,12.4431674074,.1488805139,.0004078152,.0000000472,0,,,,,,,
2013,93,1.8,,,,,,15,60,25,,,,,,,,,,,
2013,94,2,,,,,6,15,25,30,15,6,3,,,,,,,,
2013,95,1.87,0,0,0,0,7,16,35,26,10,6,0,0,,,,,,,
2013,96,1.62,,,,,10,25,45,15,5,,,,,,,,,,
2013,98,1.5,,,,,5,40,45,8,2,,,,,,,,,,
2013,101,1.6,,,,,,10,80,5,5,,,,,,,,,,
2013,103,1.7,,,,,5,30,40,20,5,,,,,,,,,,
2013,104,1.7,0,0,0,0,5,20,40,25,10,0,0,0,,,,,,,
2013,105,1.7,,,,,,10,80,10,,,,,,,,,,,
2013,106,1.5,,,,,,30,70,,,,,,,,,,,,
2013,107,1.6043531174,0,.0000000002,.0000052265,.0125519553,2.2435270241,28.1868604595,56.9645995507,12.4431674074,.1488805139,.0004078152,.0000000472,0,,,,,,,
2013,108,1.8704651976,,,,,4.92,17.53,30.2,28.58,15.59,3.18,,,,,,,,,
2013,110,1.8,,,,,,5,60,34,1,,,,,,,,,,
2013,111,,,,,,,,,,,,,,,,,,,,
2013,112,1.9,,,,,10,20,40,20,10,,,,,,,,,,
2014,1,1.7,,,,,5,10,40,30,10,5,,,,,,,,,
2014,2,1.9,,,,,2,12,37,35,12,2,,,,,,,,,
2014,3,1.4,2.5,2.5,2.5,10,20,25,20,10,2.5,2.5,2.5,,,,,,,,
2014,4,1.6,,,5,10,15,20,30,15,5,,,,,,,,,,
2014,6,1.6,,,,,,20,60,20,,,,,,,,,,,
2014,7,1.6,,,,,,,,,,,,,,,,,,,
2014,8,1.7,1,2,3,4,10,21,28,15,10,3,2,1,,,,,,,
2014,15,1.8,,,,,,25,45,25,5,,,,,,,,,,
2014,16,1.3,1,2,3,8,14,20,18,13,10,7,3,1,,,,,,,
2014,20,1.4,,,5,15,20,35,20,5,,,,,,,,,,,
2014,22,1.4,,,,,20,40,25,15,,,,,,,,,,,
2014,23,1.8,,,,5,10,20,25,20,15,3,2,,,,,,,,
2014,24,1.6,,,1.5,7.5,15,22,24,12.5,10,5,2.5,,,,,,,,
