INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2008,1,2.3,,,,5,20,40,30,5,,,,,
2008,2,2.5,,,,,20,30,35,15,,,,,
2008,4,2.6,,,,,,45,50,5,,,,,
2008,5,2.6,,,,,,15,70,15,,,,,
2008,7,2.6,,,,,,,,,,,,,
2008,14,2.3,,,,,,80,20,,,,,,
2008,15,2.5,,,,,10,35,45,10,,,,,
2008,16,2.5,0,0,2,16,18,22,28,13,1,,,,
2008,20,2.5,,,,,10,40,50,,,,,,
2008,22,2.5,,,,,20,50,30,,,,,,
2008,23,2.4,0,1,3,10,20,30,25,10,1,,,,
2008,26,2.5,,,,,10,37.5,42.5,10,,,,,
2008,28,2.6,,,1,10,18,28,29,12,2,,,,
2008,29,1.9,,,,,60,40,,,,,,,
2008,30,2.5,,,,,,32,68,,,,,,
2008,31,2,,,,,30,50,20,,,,,,
2008,32,2.6,0,0,4,10,15,22,32,15,2,,,,
2008,33,2.8,,,,,,,60,40,,,,,
2008,35,2,,,,,20,70,10,,,,,,
2008,36,2.6,,,,,15,35,45,5,,,,,
2008,38,2.6,,,,,,10,40,40,10,,,,
2008,39,2.6,,,,,,15,75,10,,,,,
2008,41,2.4,,,,,20,60,20,,,,,,
2008,42,2.5,,,,,5,40,50,5,,,,,
2008,45,2.6,,,,,,15,70,15,,,,,
2008,47,2.5,0,0,2,8,19,30,31,10,0,,,,
2008,48,2.6,,,,,,,,,,,,,
2008,52,2.5,,,,,,30,70,,,,,,
2008,54,2.8,,,,,10,40,50,0,,,,,
2008,56,2.4,,,,,10,70,20,,,,,,
2008,57,2.5,,,,,,,,,,,,,
2008,58,2.3,0,0,0,0,18.1,57.8,24.1,0,0,,,,
2008,59,2.6,,,,,,15,80,5,,,,,
2008,60,2.4,,,,,10,70,20,,,,,,
2008,61,2.6,,,,,,25,50,25,,,,,
2008,63,2.5,,,,,0,45,55,,,,,,
2008,67,2.6,,,,10,15,20,30,20,5,,,,
2008,70,2.4,,,,,5,85,10,,,,,,
2008,72,2.3,,,,,,,,,,,,,
2008,73,2.2,,,,,25,50,25,,,,,,
2008,76,2.18498157370184,.00000334713831139443,.00152394362531688,.162290927167868,4.16115469173955,26.6906411729749,44.52345371361,21.3081326986418,3.02639316553596,.126406339566365,,,,
2008,82,2.6,,,,,,22.5,60,17.5,,,,,
2008,84,2.4,0,0,0,0,12,38,35,15,0,,,,
2008,88,2.5,,,3,7,15,25,30,15,5,,,,
2008,89,2.3,,,,,25,40,35,,,,,,
2008,90,2.5,0,0,0,0,10,70,20,0,0,,,,
2008,93,2.5,0,1,3,4,15,25,35,15,2,,,,
2008,94,2.4,,,,5,10,42,35,8,,,,,
2008,95,2.3,0,0,0,0,30,48,22,0,0,,,,
2008,96,2.4,,,,,5,65,30,,,,,,
2008,97,2.5,0,1,3,4,15,25,35,15,2,,,,
2008,98,2.5,,,,,10,40,40,10,,,,,
2008,99,2.3,,,,,10,70,20,,,,,,
2008,102,,,,,,,,,,,,,,
2008Dec,1,2.2,,,,10,20,35,25,10,,,,,
2008Dec,2,2.1,,,,2,10,38,38,12,,,,,
2008Dec,4,2,,,,,15,70,15,,,,,,
2008Dec,5,2.4,,,,5,25,40,25,5,,,,,
2008Dec,7,2,,,,,,,,,,,,,
2008Dec,14,1.9,,,,,,,,,,,,,
2008Dec,15,1.75,,,,5,50,35,10,,,,,,
2008Dec,16,2.2,0,0,2,19,24,28,24,2,1,,,,
2008Dec,20,1.8,,,,5,45,40,5,5,,,,,
2008Dec,22,1.8,,,,5,50,45,,,,,,,
2008Dec,23,1.8,,3,10,20,30,24,10,3,,,,,
2008Dec,26,1.7,,,,30,40,25,5,,,,,,
2008Dec,28,2.1,,3,5,24,26,27,11,3,1,,,,
2008Dec,29,1.9,,,,,60,40,,,,,,,
2008Dec,30,1.8,,,,,70,30,,,,,,,
2008Dec,31,2,,,,10,40,40,10,,,,,,
2008Dec,32,2.4,0,1,4,12,18,25,25,12,3,,,,
2008Dec,33,2.5,,,,,,50,50,,,,,,
2008Dec,35,,,,,,,,,,,,,,
2008Dec,36,2.3,,,,,25,45,30,,,,,,
2008Dec,38,2.5,,,,,,20,60,20,,,,,
2008Dec,39,2.3,,,,,15,75,10,,,,,,
2008Dec,41,2,,,,,,,,,,,,,
2008Dec,42,2.3,,,,5,25,50,20,,,,,,
2008Dec,45,,,,,,,,,,,,,,
2008Dec,47,1.7,0,2,5,12,31,30,15,5,0,,,,
2008Dec,48,2.5,,,,,,,,,,,,,
2008Dec,52,1.5,,,,30,70,,,,,,,,
2008Dec,54,2.1,,,,10,40,40,10,,,,,,
2008Dec,56,1.7,,,,5,70,20,5,,,,,,
2008Dec,57,,,,,,,,,,,,,,
2008Dec,58,,,,,,,,,,,,,,
2008Dec,59,1.8,,,,,70,30,,,,,,,
2008Dec,60,2,,,,,40,50,10,,,,,,
2008Dec,61,2,,,,5,40,40,15,,,,,,
2008Dec,63,2,,,,,45,50,5,,,,,,
2008Dec,67,2,,,,10,25,30,25,10,,,,,
2008Dec,70,1.9,,,,,60,40,,,,,,,
2008Dec,72,2.2,,,,,,,,,,,,,
2008Dec,73,,,,,,,,,,,,,,
2008Dec,76,1.02575466669503,,,,,,,,,,,,,
2008Dec,82,1.7,,,,20,60,20,,,,,,,
2008Dec,84,2,0,0,0,2,35,38,20,5,0,,,,
2008Dec,88,1.8,,3,7,15,25,20,15,10,5,,,,
2008Dec,89,2,,,,,10,40,35,15,,,,,
2008Dec,90,1.8,0,0,0,0,70,30,0,0,0,,,,
2008Dec,93,1.9,0,1,3,10,35,30,10,10,1,,,,
2008Dec,94,2.1,,,,15,20,40,21,4,,,,,
2008Dec,95,2,0,0,0,11,36,40,13,0,0,,,,
2008Dec,96,2,,,,,30,60,10,,,,,,
2008Dec,97,1.9,0,1,3,10,35,30,10,10,1,,,,
2008Dec,98,1.9,,,,10,40,35,15,,,,,,
2008Dec,99,2.1,,,,,30,70,,,,,,,
2008Dec,102,,,,,,,,,,,,,,
2009,1,2.2,,,2,8,20,35,25,8,2,,,,
2009,2,2,,,,4,10,36,36,14,,,,,
2009,4,2,,,,,15,70,15,,,,,,
2009,5,2.1,,,,,20,60,20,,,,,,
2009,7,1.8,,,,,,,,,,,,,
2009,14,1.8,,,,10,60,30,,,,,,,
2009,15,1.7,,,,5,60,30,5,,,,,,
2009,16,2,0,0,2,15,28,33,19,2,1,,,,
2009,20,2,,,,5,35,50,10,,,,,,
2009,22,1.7,,,,10,60,30,,,,,,,
2009,23,1.8,0,1,10,15,30,20,15,8,1,,,,
2009,26,1.8,,,2.5,17.5,35,35,10,,,,,,
2009,28,2.1,,5,8,20,24,27,12,3,1,,,,
2009,29,1.9,,,,,60,40,,,,,,,
2009,30,2,,,,,35,65,,,,,,,
2009,31,1.9,,,,10,50,30,10,,,,,,
2009,32,2.2,0,1,5,15,20,25,20,10,4,,,,
2009,33,2.3,,,,,10,80,10,,,,,,
2009,35,2,,,,,20,80,,,,,,,
2009,36,2.3,,,,,20,45,30,5,,,,,
2009,38,2.3,,,,,10,40,40,10,,,,,
2009,39,2.1,,,,,35,60,5,,,,,,
2009,41,1.9,,,,,60,40,,,,,,,
2009,42,2.2,,,,5,30,55,10,,,,,,
2009,45,2.5,,,,,10,40,40,10,,,,,
2009,47,2.1,0,1,5,7,33,35,12,5,2,,,,
2009,48,,,,,,,,,,,,,,
2009,52,1.7,,,,,70,30,,,,,,,
2009,54,2.1,,,,10,40,40,10,,,,,,
2009,56,1.8,,,,5,70,25,,,,,,,
2009,57,2.1,,,,,,,,,,,,,
2009,58,1.8,0,0,0,16.8,55.2,27.9,.1,0,0,,,,
2009,59,2.3,,,,,10,55,35,,,,,,
2009,60,2.1,,,,5,30,50,15,,,,,,
2009,61,2,,,,5,40,40,15,,,,,,
2009,63,2.1,,,,,30,60,10,,,,,,
2009,67,2,,,,10,25,30,25,10,,,,,
2009,70,1.7,,,,,70,30,,,,,,,
2009,72,2,,,,,,,,,,,,,
2009,73,1.9,,,,10,40,30,20,,,,,,
2009,76,1.35718030340455,7.16773536494038,10.4590868784562,16.9203018596066,20.6337088318508,19.1898433890749,13.6722426363835,7.48438673676761,3.14760122377732,1.32509307914256,,,,
2009,82,1.9,,,,17.5,60,22.5,,,,,,,
2009,84,2,0,0,0,7,41,40,11,1,0,,,,
2009,88,2,,5,10,15,25,20,15,7,3,,,,
2009,89,2.2,,,,10,35,40,15,,,,,,
2009,90,1.9,0,0,0,0,70,30,0,0,0,,,,
2009,93,1.7,0,1,3,10,35,20,15,15,1,,,,
2009,94,2,,,,10,30,35,20,5,,,,,
2009,95,2,0,0,0,5,41,46,8,0,0,,,,
2009,96,2,,,,,25,65,10,,,,,,
2009,97,1.7,0,1,3,10,35,20,15,15,1,,,,
2009,98,2.3,,,,5,25,45,25,,,,,,
2009,99,2,,,,,40,60,,,,,,,
2009,102,,,,,,,,,,,,,,
2009Dec,1,2.1,,,4,12,17,25,20,15,7,,,,
2009Dec,2,1.7,,3,10,21,27,21,12,4,2,,,,
2009Dec,4,2.1,,,,,15,70,15,,,,,,
2009Dec,5,2,,,,10,25,40,20,5,,,,,
2009Dec,7,1.7,,,,,,,,,,,,,
2009Dec,14,,,,,,,,,,,,,,
2009Dec,15,1.7,,,,10,45,30,10,5,,,,,
2009Dec,16,1.9,0,0,2,25,35,25,10,2,1,,,,
2009Dec,20,2,,,,5,40,40,10,5,,,,,
2009Dec,22,1.8,,,,10,60,30,,,,,,,
2009Dec,23,1.9,1,5,8,18,22,20,18,7,1,,,,
2009Dec,26,1.9,,,5,20,35,30,10,,,,,,
2009Dec,28,2.1,1,5,8,20,23,26,12,4,1,,,,
2009Dec,29,1.8,,,,,70,30,,,,,,,
2009Dec,30,1.7,,,,,80,20,,,,,,,
2009Dec,31,1.9,,,,10,60,20,10,,,,,,
2009Dec,32,2,0,1,5,17,22,23,18,10,4,,,,
2009Dec,33,2.2,,,,,5,80,15,,,,,,
2009Dec,35,,,,,,,,,,,,,,
2009Dec,36,2.1,,,,,30,50,20,,,,,,
2009Dec,38,2.2,,,,,20,60,20,,,,,,
2009Dec,39,1.9,,,5,20,65,10,,,,,,,
2009Dec,41,1.8,,,,,,,,,,,,,
2009Dec,42,2.1,,,,5,35,55,5,,,,,,
2009Dec,45,,,,,,,,,,,,,,
2009Dec,47,2.5,0,0,5,10,15,24,26,15,5,,,,
2009Dec,48,,,,,,,,,,,,,,
2009Dec,52,2,,,,,40,60,,,,,,,
2009Dec,54,2.1,,,,10,40,40,10,,,,,,
2009Dec,56,1.9,,,,5,70,25,,,,,,,
2009Dec,57,,,,,,,,,,,,,,
2009Dec,58,,,,,,,,,,,,,,
2009Dec,59,2.5,,,,,20,30,50,,,,,,
2009Dec,60,2.1,,,,5,30,50,15,,,,,,
2009Dec,61,2,,,,5,40,40,15,,,,,,
2009Dec,63,2.2,,,,,40,55,5,,,,,,
2009Dec,67,2,,,,10,25,30,25,10,,,,,
2009Dec,70,1.6,,,,30,60,10,,,,,,,
2009Dec,72,2,,,,,,,,,,,,,
2009Dec,73,,,,,,,,,,,,,,
