INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN2_0,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,
2009,24,-4.44778807634688,,,5,35,40,15,5,,,,,,,,,,,,,,,
2009,29,-4,,,,,10,60,30,,,,,,,,,,,,,,,
2009,30,-4.6,,,,,,,,,,,,,,,,,,,,,,
2009,31,-4.5,,,,15,40,30,15,,,,,,,,,,,,,,,
2009,32,-4.3,,2,10,23,30,23,10,2,,,,,,,,,,,,,,
2009,33,-4.5,,,10,40,40,10,,,,,,,,,,,,,,,,
2009,35,-4.3,,,,20,60,20,,,,,,,,,,,,,,,,
2009,36,,,,,,5,15,25,30,15,5,5,,,,,,,,,,,
2009,37,-4.1,,,,5,44,36,12,3,,,,,,,,,,,,,,
2009,38,-4.9,,,10,60,30,,,,,,,,,,,,,,,,,
2009,39,-4.6,,,10,50,30,10,,,,,,,,,,,,,,,,
2009,40,-4.7,,,10,90,,,,,,,,,,,,,,,,,,
2009,41,-4.7,,,20,60,20,,,,,,,,,,,,,,,,,
2009,42,-4.4,,,,40,50,10,,,,,,,,,,,,,,,,
2009,47,-4.3,5,6,9,16,20,17,12,8,5,2,,,,,,,,,,,,
2009,48,-4.8,,,,,,,,,,,,,,,,,,,,,,
2009,52,-4.5,,,,20,50,20,10,,,,,,,,,,,,,,,
2009,54,-4.4,,2.5,15,20,30,20,10,2.5,,,,,,,,,,,,,,
2009,57,-4,,,,,,,,,,,,,,,,,,,,,,
2009,63,-4.5,,5,15,20,50,10,,,,,,,,,,,,,,,,
2009,70,-4.6,,,10,65,25,,,,,,,,,,,,,,,,,
2009,72,-4.9,,,,,,,,,,,,,,,,,,,,,,
2009,73,-5,,,,80,15,5,,,,,,,,,,,,,,,,
2009,80,-4.662,7.1395,10.2867,16.685,20.609,19.3859,13.8871,7.5754,3.1464,.9949,.2395,.0439,.0061,.0006,,,,,,,,,
2009,82,-4.3,,,,,,,,,,,,,,,,,,,,,,
2009,84,-4.6,,1,12,60,25,2,,,,,,,,,,,,,,,,
2009,85,-4.3,.00106957,.05663893,2.2172915,20.3876,46.4838,26.8477,3.8709,.1339,.0011,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,88,-4.4,,5,10,20,30,20,10,5,,,,,,,,,,,,,,
2009,89,-4.5,,,20,30,30,20,,,,,,,,,,,,,,,,
2009,90,-4.9,,,,60,40,,,,,,,,,,,,,,,,,
2009,93,-4.1,,,,,50,50,,,,,,,,,,,,,,,,
2009,94,-4.5,,,12.5,30,52.5,3.5,1.5,,,,,,,,,,,,,,,
2009,95,-4.41,,,5,31,44,19,1,,,,,,,,,,,,,,,
2009,96,-4.4,,,5,35,50,10,,,,,,,,,,,,,,,,
2009,97,-4.4,,,,,,,,,,,,,,,,,,,,,,
2009,98,-4.8,5,10,15,25,30,10,5,,,,,,,,,,,,,,,
2009,99,-4.2,,,5,5,70,15,5,,,,,,,,,,,,,,,
2009,101,-4.1,,,,20,45,30,5,,,,,,,,,,,,,,,
2009,103,-3.6,,,,20,30,35,15,,,,,,,,,,,,,,,
2009,104,-4.4,,5,10,25,40,15,5,,,,,,,,,,,,,,,
2009,105,-4.8,,,5,70,20,5,,,,,,,,,,,,,,,,
2009,106,-4.5,,,,15,70,15,,,,,,,,,,,,,,,,
2009,107,-4.47,,.04,3.47,36.67,50.36,9.26,.2,0,,,,,,,,,,,,,,
2009,108,-4.8,,,21,40,18.7,14.7,5.6,,,,,,,,,,,,,,,
2010,1,0,,,,,,,,3,5,10,12,15,20,20,10,5,,,,,,
2010,7,-.2,,,,,,,,,,,,,,,,,,,,,,
2010,8,.1,,,,,,,,,,2,5,8,20,25,20,13,7,,,,,
2010,14,.3,,,,,,,,,,,,,,,,,,,,,,
2010,15,.25,,,,,,,,,,,5,15,10,35,25,10,,,,,,
2010,16,-.2,,,,,,1,2,4,6,8,12,14,16,13,10,8,4,2,,,,
2010,19,-.1,,,,,,,,,,5,10,15,25,20,15,5,5,,,,,
2010,20,.3,,,,,,,,,,,,10,20,40,25,5,,,,,,
2010,22,.3,,,,,,,,,,,,5,25,50,20,,,,,,,
2010,23,.7,,,,,,,,,,,1,5,10,20,25,20,15,4,,,,
2010,24,.409087345365977,,,,,,,,,,,5,15,20,20,15,10,10,5,,,,
2010,29,.3,,,,,,,,,,,,,20,50,30,,,,,,,
2010,30,-.3,,,,,,,,,,,,,,,,,,,,,,
2010,31,1,,,,,,,,,,,,5,15,20,30,20,10,,,,,
2010,32,.4,,,,,,1,1,2,4,5,8,10,14,18,15,10,6,3,2,1,,
2010,33,0,,,,,,,,,,,,10,40,40,10,,,,,,,
2010,35,.3,,,,,,,,,,,,,10,60,30,,,,,,,
2010,36,,,,,,,,,,,,,,5,20,35,25,10,5,,,,
2010,37,.7,,,,,,,,,,,,1,5,22,44,22,5,1,,,,
2010,38,0,,,,,,,,,,,,,10,60,30,,,,,,,
2010,39,.4,,,,,,,,,,,,5,30,50,10,5,,,,,,
2010,40,0,,,,,,,,,,,,,15,80,5,,,,,,,
2010,41,.3,,,,,,,,,,,,,25,50,25,,,,,,,
2010,42,.9,,,,,,,,,,,,,,10,50,40,,,,,,
2010,47,-.1,,,,,,,,2,5,8,10,15,20,15,10,8,5,2,,,,
2010,48,-.3,,,,,,,,,,,,,,,,,,,,,,
2010,52,-.2,,,,,,,,,,,10,20,40,30,,,,,,,,
2010,54,.6,,,,,,,,,,,,5,10,20,30,20,10,5,,,,
2010,57,1.3,,,,,,,,,,,,,,,,,,,,,,
2010,63,.3,,,,,,,,,,,,5,20,50,20,5,,,,,,
2010,70,-.3,,,,,,,,,,,,20,60,20,,,,,,,,
2010,72,.4,,,,,,,,,,,,,,,,,,,,,,
2010,73,-1,,,,,,,,,,,20,50,20,10,,,,,,,,
2010,80,.278,.0046,.0113,.0339,.093,.2321,.5267,1.0872,2.0415,3.4872,5.4187,7.6596,9.8493,11.5212,12.2597,11.8674,10.4502,8.3711,6.1,4.0437,2.4384,1.3376,1.16560000000001
2010,82,.1,,,,,,,,,,,,,,,,,,,,,,
2010,84,.1,,,,,,1,1,1,1,2,3,10,20,22,20,12,5,2,,,,
2010,85,-.3,0,0,0,0,.00000001,.00000189,.00015133,.00616994,.12867283,1.378004,7.60809,21.73251,32.2025,24.7767,9.8922,2.0447,.218,.012,.0003,0,0,0
2010,88,.5,,,,,,,,,,,2.5,5,10,20,25,20,10,5,2.5,,,
2010,89,.5,,,,,,,,,,,,5,15,30,30,15,5,,,,,
2010,90,-.3,,,,,,,,,,,,10,50,30,10,,,,,,,
2010,93,.5,,,,,,,,,,,,,10,30,60,,,,,,,
2010,94,-.2,,,,,,,,,,2,6,17.5,42.5,20,10,2,,,,,,
2010,95,.48,,,,,,,,,,,1,5,26,35,16,9,6,2,,,,
2010,96,.7,,,,,,,,,,,,,5,30,45,15,5,,,,,
2010,97,1.2,,,,,,,,,,,,,,,,,,,,,,
2010,98,-.4,,,,,,,,,,5,20,30,25,15,5,,,,,,,
2010,99,.8,,,,,,,,,,,,,5,15,60,15,5,,,,,
2010,101,1.3,,,,,,,,,,,,,,5,40,50,5,,,,,
2010,103,1.7,,,,,,,,,,,,,,5,20,25,30,15,5,,,
2010,104,.5,,,,,,,,,,,,,,30,40,20,10,,,,,
2010,105,0,,,,,,,,,,,,5,30,50,15,,,,,,,
2010,106,1.4,,,,,,,,,,,,,,10,30,40,20,,,,,
2010,107,.647,,,,,,,,,0,.05,.5,3.09,11.16,23.59,29.14,21.05,8.89,2.19,.32,.02,0,
2010,108,.1,,,,,,,,,,2.42,8.6,14.84,21.07,24.45,17.4,9.4,1.82,,,,,
2010Q1,1,-.2,,,,,,,,4,5,8,10,15,20,18,15,5,,,,,,
2010Q1,7,-1.4,,,,,,,,,,,,,,,,,,,,,,
2010Q1,8,-.8,,,,,,,,,2,10,20,30,25,10,3,,,,,,,
2010Q1,14,.1,,,,,,,,,,,,,,,,,,,,,,
2010Q1,15,-1,,,,,,,,,5,15,25,40,10,5,,,,,,,,
2010Q1,16,-.8,,,,,1,2,3,6,8,11,15,20,13,9,8,3,1,,,,,
2010Q1,19,-1.2,,,,,,,,,,,,,,,,,,,,,,
2010Q1,20,-1,,,,,,,,,10,15,25,30,15,5,,,,,,,,
2010Q1,22,-.3,,,,,,,,,,5,15,20,50,10,,,,,,,,
2010Q1,23,-.2,,,,,,,,,,5,8,15,25,23,15,7,2,,,,,
2010Q1,24,-.44389813711222,,,,,,,,,5,10,15,20,20,15,10,5,,,,,,
2010Q1,29,.3,,,,,,,,,,,,,20,50,30,,,,,,,
2010Q1,30,,,,,,,,,,,,,,,,,,,,,,,
2010Q1,31,1.5,,,,,,,,,,,,,,20,25,30,15,10,,,,
2010Q1,32,,,,,,,,,,,,,,,,,,,,,,,
2010Q1,33,-.3,,,,,,,,,,,,20,60,20,,,,,,,,
2010Q1,35,,,,,,,,,,,,,,,,,,,,,,,
2010Q1,36,,,,,,,,,,,,,,5,20,35,25,10,5,,,,
2010Q1,37,.4,,,,,,,,,,,,3,22,41,31,3,,,,,,
2010Q1,38,-1.2,,,,,,,,,,10,60,30,,,,,,,,,,
2010Q1,39,-.6,,,,,,,,,,15,20,30,20,15,,,,,,,,
2010Q1,40,,,,,,,,,,,,,,,,,,,,,,,
2010Q1,41,-.7,,,,,,,,,,,,,,,,,,,,,,
2010Q1,42,-.2,,,,,,,,,,,5,15,40,25,15,,,,,,,
2010Q1,47,.3,,,,,,,,,2,5,9,10,19,20,18,10,5,2,,,,
2010Q1,48,-1.2,,,,,,,,,,,,,,,,,,,,,,
2010Q1,52,-.2,,,,,,,,,,,10,20,40,30,,,,,,,,
2010Q1,54,-.3,,,,,,,,,,5,10,20,30,20,10,5,,,,,,
2010Q1,57,,,,,,,,,,,,,,,,,,,,,,,
2010Q1,63,.8,,,,,,,,,,,,,,20,50,20,10,,,,,
2010Q1,70,-1.3,,,,,,,,,,25,65,10,,,,,,,,,,
2010Q1,72,-1,,,,,,,,,,,,,,,,,,,,,,
2010Q1,73,,,,,,,,,,,,,,,,,,,,,,,
2010Q1,80,-.8,,,,,,,,,,,,,,,,,,,,,,
2010Q1,82,-.4,,,,,,,,,,,,,,,,,,,,,,
2010Q1,84,,,,,,,,,,,,,,,,,,,,,,,
2010Q1,85,-.6,0,0,0,0,0,.0000001,.00002861,.00313989,.1318274,2.140004,13.5905,34.1345,34.1345,13.5905,2.14,.1318,.0032,0,0,0,0,0
2010Q1,88,-.2,,,,,,,,,2.5,5,10,20,25,20,10,5,2.5,,,,,
2010Q1,89,-.9,,,,,,,,,5,15,30,30,15,5,,,,,,,,
2010Q1,90,-1.3,,,,,,,,,,,60,30,10,,,,,,,,,
2010Q1,93,-.1,,,,,,,,,,,,10,50,30,10,,,,,,,
2010Q1,94,-1,,,,,,,,2,6,10,20,40,15,5,2,,,,,,,
2010Q1,95,-.22,,,,,,,,,,3,8,16,37,21,13,2,,,,,,
2010Q1,96,-.3,,,,,,,,,,,5,45,45,5,,,,,,,,
2010Q1,97,.1,,,,,,,,,,,,,,,,,,,,,,
2010Q1,98,-2,,,,,,,10,25,35,20,10,,,,,,,,,,,
2010Q1,99,.5,,,,,,,,,,,,,10,15,60,10,5,,,,,
2010Q1,101,1,,,,,,,,,,,,,,10,40,45,5,,,,,
2010Q1,103,1.8,,,,,,,,,,,,,,5,10,25,35,20,5,,,
2010Q1,104,-.5,,,,,,,,,,,,30,40,20,10,,,,,,,
2010Q1,105,-1.1,,,,,,,,,,10,60,20,10,,,,,,,,,
2010Q1,106,-.1,,,,,,,,,,,,,,,,,,,,,,
2010Q1,107,-.476,,,,,,0,.03,.27,1.57,5.91,14.62,23.71,25.23,17.61,8.07,2.42,.48,.06,.01,.01,,
2010Q1,108,-.9,,,,,,,,1.21,7.28,13.86,20.44,24.79,18.49,10.8,3.13,,,,,,,
2011,1,1.5,,,,,,,,,,,,2,7,11,18,21,21,16,3,1,,
2011,7,1.8,,,,,,,,,,,,,,,,,,,,,,
2011,8,1.4,,,,,,,,,,,,1,6,12,20,22,20,12,6,1,,
2011,14,1.8,,,,,,,,,,,,,,,,,,,,,,
2011,15,2.25,,,,,,,,,,,,,,10,10,10,10,40,15,5,,
2011,16,1.3,,,,,,,1,2,3,4,5,6,8,12,14,16,11,8,5,4,1,
2011,19,1.8,,,,,,,,,,,,5,10,20,20,20,15,5,5,,,
2011,20,1.8,,,,,,,,,,,,,5,10,15,20,30,15,5,,,
2011,22,1.4,,,,,,,,,,,,,,5,15,50,20,10,,,,
2011,23,1.5,,,,,,,,,,,,,2,5,10,25,31,20,5,2,,
2011,24,1.51511776203481,,,,,,,,,,,,,,,10,20,40,20,10,,,
2011,29,.7,,,,,,,,,,,,,,40,30,30,,,,,,
2011,30,,,,,,,,,,,,,,,,,,,,,,,
2011,31,2,,,,,,,,,,,,,,,10,20,30,30,10,,,
2011,32,,,,,,,,,,,,,,,,,,,,,,,
2011,33,1.5,,,,,,,,,,,,,,,20,30,30,20,,,,
2011,35,,,,,,,,,,,,,,,,,,,,,,,
2011,36,,,,,,,,,,,,,,,5,15,25,30,15,10,,,
2011,37,1.3,,,,,,,,,,,,,2,8,20,31,22,10,6,1,,
2011,38,1.2,,,,,,,,,,,,,,,20,60,20,,,,,
2011,39,1.8,,,,,,,,,,,,,,,10,30,40,20,,,,
2011,40,,,,,,,,,,,,,,,,,,,,,,,
2011,41,1.6,,,,,,,,,,,,,,,,40,60,,,,,
2011,42,1.35,,,,,,,,,,,,,,5,10,40,35,10,,,,
2011,47,1,,,,,,,,,,,1,3,8,12,18,20,16,14,5,2,1,
2011,48,,,,,,,,,,,,,,,,,,,,,,,
2011,52,1.2,,,,,,,,,,,,,5,20,50,20,5,,,,,
2011,54,1.8,,,,,,,,,,,,,,5,15,20,25,20,10,5,,
2011,57,1.9,,,,,,,,,,,,,,,,,,,,,,
2011,63,1.9,,,,,,,,,,,,,,,10,20,50,15,5,,,
2011,70,1.1,,,,,,,,,,,,,,,25,65,10,,,,,
2011,72,1.8,,,,,,,,,,,,,,,,,,,,,,
2011,73,1,,,,,,,,,,,,,,15,40,40,5,,,,,
2011,80,1.981,.0002,.0006,.0019,.0061,.0178,.0479,.1185,.2702,.5675,1.0983,1.9582,3.217,4.8694,6.791,8.7262,10.3313,11.2698,11.327,10.4893,8.9499,7.0359,12.906
2011,82,,,,,,,,,,,,,,,,,,,,,,,
2011,84,1.4,,,,,,,,,1,1,1,2,3,9,12,21,24,15,8,2,1,
2011,85,1.1,0,0,0,0,0,.00000021,.00000741,.00017988,.0029811,.0337445,.2610679,1.381339,5.00138,12.3979,21.0506,24.488,19.5173,10.6574,3.9857,1.0204,.1787,.0233
2011,88,1.2,,,,,,,,,,,,2.5,7.5,12.5,17.5,20,17.5,12.5,7.5,2.5,,
2011,89,1.75,,,,,,,,,,,,,,,10,15,30,20,15,10,,
2011,90,1,,,,,,,,,,,,,,5,15,50,20,10,,,,
2011,93,1.8,,,,,,,,,,,,,,,,5,70,20,5,,,
2011,94,.3,,,,,,,,,,,2.5,4,22.5,35,25.5,8,2.5,,,,,
2011,95,1.21,,,,,,,,,,,,,8,17,23,26,15,11,,,,
2011,96,,,,,,,,,,,,,,,,,,,,,,,
2011,97,2.4,,,,,,,,,,,,,,,,,,,,,,
2011,98,1.8,,,,,,,,,,,,,,10,15,20,25,20,10,,,
2011,99,1.5,,,,,,,,,,,,,,,10,15,60,10,5,,,
2011,101,1.4,,,,,,,,,,,,,,5,35,50,10,,,,,
2011,103,1.9,,,,,,,,,,,,,,5,10,20,30,20,10,5,,
2011,104,1.8,,,,,,,,,,,,,,,,20,40,30,10,,,
2011,105,1.1,,,,,,,,,,,,,,10,30,50,10,,,,,
2011,106,2.5,,,,,,,,,,,,,,,,5,20,25,30,20,,
2011,107,1.837,,,,,,,,,,,0,.04,.36,2.16,8.06,18.71,27.02,24.26,13.54,4.7,1.01,.14
2011,108,1.4,,,,,,,,,,,,,2.88,10.18,17.52,24.86,24.88,14.87,4.81,,,
2011Q1,1,1.2,,,,,,,,,,,,2,8,11,20,22,20,13,3,1,,
2011Q1,7,1.3,,,,,,,,,,,,,,,,,,,,,,
2011Q1,8,1.14,,,,,,,,,,,,3,5,11,20,25,18,11,5,2,,
2011Q1,14,1,,,,,,,,,,,,,,,,,,,,,,
2011Q1,15,1.25,,,,,,,,,,,,,5,5,25,40,15,5,5,,,
2011Q1,16,.6,,,,,.5,1,1.5,3,4,5,6,8,10,13,16,11,8,6,4,2,1,
2011Q1,19,1.2,,,,,,,,,,,,,,,,,,,,,,
2011Q1,20,1.5,,,,,,,,,,,,,,5,15,25,35,15,5,,,
2011Q1,22,1.1,,,,,,,,,,,,,,10,20,45,20,5,,,,
2011Q1,23,1.1,,,,,,,,,,,,,3,12,20,25,20,15,5,,,
2011Q1,24,1.23484076835005,,,,,,,,,,,,,5,10,15,20,20,15,10,5,,
2011Q1,29,.7,,,,,,,,,,,,,,40,30,30,,,,,,
2011Q1,30,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,31,2.3,,,,,,,,,,,,,,,10,10,30,35,15,,,
2011Q1,32,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,33,1,,,,,,,,,,,,,,20,30,30,20,,,,,
2011Q1,35,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,36,,,,,,,,,,,,,,5,15,25,30,15,10,,,,
2011Q1,37,1,,,,,,,,,,,,,2,8,30,39,18,3,,,,
2011Q1,38,1,,,,,,,,,,,,,,,20,60,20,,,,,
2011Q1,39,1.3,,,,,,,,,,,,,,10,20,30,30,10,,,,
2011Q1,40,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,41,1.5,,,,,,,,,,,,,,,,,,,,,,
2011Q1,42,2,,,,,,,,,,,,,,,,15,30,35,20,,,
2011Q1,47,1.5,,,,,,,,,,,1,2,5,8,10,18,22,18,10,5,1,
2011Q1,48,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,52,.3,,,,,,,,,,,,5,15,50,25,5,,,,,,
2011Q1,54,1.5,,,,,,,,,,,,,,5,10,20,30,20,10,5,,
2011Q1,57,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,63,1.6,,,,,,,,,,,,,,,20,50,20,10,,,,
2011Q1,70,1.3,,,,,,,,,,,,,,,10,65,25,,,,,
2011Q1,72,1,,,,,,,,,,,,,,,,,,,,,,
2011Q1,73,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,80,1.5,,,,,,,,,,,,,,,,,,,,,,
2011Q1,82,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,84,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,85,.5,0,0,0,0,0,.00000023,.00001332,.00046114,.0097172,.1248041,.978544,4.6906,13.76406,24.7517,27.2948,18.4582,7.6521,1.9429,.3018,.0286,.0016,.00010001
2011Q1,88,1.1,,,,,,,,,,,,2.5,7.5,12.5,17.5,20,17.5,12.5,7.5,2.5,,
2011Q1,89,1.6,,,,,,,,,,,,,,10,15,25,25,15,10,,,
2011Q1,90,.5,,,,,,,,,,,,,,10,50,30,10,,,,,
2011Q1,93,1.2,,,,,,,,,,,,,,,25,50,20,5,,,,
2011Q1,94,1,,,,,,,,,,,,2.5,7.5,15,22.5,30,12.5,6,4,,,
2011Q1,95,.89,,,,,,,,,,,,6,13,18,31,16,8,6,2,,,
2011Q1,96,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,97,2.1,,,,,,,,,,,,,,,,,,,,,,
2011Q1,98,1.5,,,,,,,,,,,,,,10,15,30,25,15,5,,,
2011Q1,99,1.2,,,,,,,,,,,,,,,10,10,60,10,10,,,
2011Q1,101,1.3,,,,,,,,,,,,,,15,25,45,15,,,,,
2011Q1,103,1.4,,,,,,,,,,,,,,5,10,30,25,15,10,5,,
2011Q1,104,1.5,,,,,,,,,,,,,,,5,30,40,20,5,,,
2011Q1,105,1,,,,,,,,,,,,,,5,20,50,20,5,,,,
2011Q1,106,2.3,,,,,,,,,,,,,,,,,,,,,,
2011Q1,107,1.663,,,,,,,,,0,.01,.06,.4,1.75,5.51,12.41,20.01,23.07,19.03,11.23,4.74,1.43,.35
2011Q1,108,1.4,,,,,,,,,,,,,2.53,10.12,17.86,25.59,25.54,14.6,3.76,,,
2014,1,2,,,,,,,,,,,,,3,8,11,20,20,20,13,3,2,
2014,7,1.7,,,,,,,,,,,,,,,,,,,,,,
2014,8,1.7,,,,,,,,,,,1,3,5,8,12,16,20,15,11,5,3,1
2014,14,,,,,,,,,,,,,,,,,,,,,,,
2014,15,1.75,,,,,,,,,,,,,,5,10,15,35,20,10,5,,
2014,16,1.8,,,,,,,,,,,,3,5,7,8,15,17,15,11,10,6,3
2014,19,2.3,,,,,,,,,,,,,,,,,,,,,,
2014,20,2.3,,,,,,,,,,,,,,,5,15,25,35,15,5,,
2014,22,1.8,,,,,,,,,,,,,,,5,25,45,25,,,,
2014,23,1.8,,,,,,,,,,,,1,2,5,15,18,23,18,15,2,1,
2014,24,1.78031338719749,,,,,,,,,,,,,,5,10,20,25,15,10,10,5,
2014,29,1.3,,,,,,,,,,,,,,10,20,40,30,,,,,
2014,30,,,,,,,,,,,,,,,,,,,,,,,
2014,31,2.5,,,,,,,,,,,,,,,10,20,25,30,10,5,,
2014,32,,,,,,,,,,,,,,,,,,,,,,,
2014,33,2,,,,,,,,,,,,,,,,20,30,30,20,,,
2014,35,,,,,,,,,,,,,,,,,,,,,,,
2014,36,,,,,,,,,,,,,,,,5,10,20,30,20,10,5,
2014,37,1.9,,,,,,,,,,,,,2,3,5,22,37,23,6,2,,
2014,38,,,,,,,,,,,,,,,,,,,,,,,
2014,39,1.8,,,,,,,,,,,,,,5,15,25,30,20,5,,,
2014,40,,,,,,,,,,,,,,,,,,,,,,,
2014,41,2,,,,,,,,,,,,,,,,,,,,,,
2014,42,2,,,,,,,,,,,,,,,,10,35,40,15,,,
2014,47,1.7,,,,,,,,,,,,,,,,,,,,,,
2014,48,,,,,,,,,,,,,,,,,,,,,,,
2014,52,,,,,,,,,,,,,,,,,,,,,,,
2014,54,2.1,,,,,,,,,,,,,,5,10,15,25,25,15,5,,
2014,57,,,,,,,,,,,,,,,,,,,,,,,
2014,63,1.8,,,,,,,,,,,,,,,,20,60,20,,,,
2014,70,1.9,,,,,,,,,,,,,,,,20,55,25,,,,
2014,72,1.6,,,,,,,,,,,,,,,,,,,,,,
2014,73,,,,,,,,,,,,,,,,,,,,,,,
2014,80,,,,,,,,,,,,,,,,,,,,,,,
2014,82,,,,,,,,,,,,,,,,,,,,,,,
2014,84,1.9,,,,,,,,1,1,1,1,2,3,7,13,15,20,17,12,6,1,
2014,85,,,,,,,,,,,,,,,,,,,,,,,
2014,88,1.9,,,,,,,,,,,,,,5,10,22.5,25,22.5,10,5,,
2014,89,2,,,,,,,,,,,,,,5,10,15,20,20,15,10,5,
2014,90,1.8,,,,,,,,,,,,,,,,20,50,30,,,,
2014,93,2,,,,,,,,,,,,,,,,10,35,45,10,,,
2014,94,1.6,,,,,,,,,,,,2,4,8,10,12,25,20,12.5,6.5,,
2014,95,1.9,,,,,,,,,,,,,2,4,7,14,26,19,14,9,5,
2014,96,,,,,,,,,,,,,,,,,,,,,,,
2014,97,2.2,,,,,,,,,,,,,,,,,,,,,,
2014,98,1.9,,,,,,,,,,,,,,,,15,40,35,10,,,
2014,99,1.7,,,,,,,,,,,,,,,,10,10,60,10,10,,
2014,101,,,,,,,,,,,,,,,,,,,,,,,
2014,103,1.9,,,,,,,,,,,,,,5,10,15,30,25,10,5,,
2014,104,2.3,,,,,,,,,,,,,,,,15,20,40,20,5,,
2014,105,2.1,,,,,,,,,,,,,,,,10,30,50,10,,,
2014,106,2.25,,,,,,,,,,,,,,,,,,,,,,
2014,107,2.578,,,,,,,,,,,,0,.03,.23,1.38,5.32,13.56,22.83,25.38,18.64,9.03,3.6
2014,108,1.3,,,,,,,,,,,,,,3.1,12.7,32.2,29.7,15.1,7.2,,,
,,,,,,,,,,,,,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,
2009,1,10,,,,,,,,1,8,37,40,13,1,,,,,,,,,
2009,7,9.9,,,,,,,,,,,,,,,,,,,,,,
2009,8,9.7,,,,,,,,,10,65,25,,,,,,,,,,,
2009,14,9.7,,,,,,,,,,,,,,,,,,,,,,
2009,15,9.4,,,,,,,,,55,40,5,,,,,,,,,,,
2009,16,9.8,,,,,1,3,8,13,20,30,20,5,,,,,,,,,,
2009,19,9.7,,,,,,,,,,,,,,,,,,,,,,
2009,20,9.6,,,,,,,,,30,65,5,,,,,,,,,,,
2009,22,9.8,,,,,,,,,10,70,15,5,,,,,,,,,,
2009,23,9.5,,,,,,,,,35,60,5,,,,,,,,,,,
2009,24,9.3,,,,,,,,10,55,35,,,,,,,,,,,,
2009,29,9.5,,,,,,,,,30,40,30,,,,,,,,,,,
2009,30,9.7,,,,,,,,,,,,,,,,,,,,,,
2009,31,9.8,,,,,,,,,10,40,25,15,10,,,,,,,,,
2009,32,9.5,,,,,,,,5,23,33,25,10,3,1,,,,,,,,
2009,33,10,,,,,,,,,10,40,40,10,,,,,,,,,,
2009,35,9.4,,,,,,,,10,50,40,,,,,,,,,,,,
2009,36,,,,,,,,,30,35,25,10,,,,,,,,,,,
2009,37,9.7,,,,,,,,,8,72,20,,,,,,,,,,,
2009,38,9.7,,,,,,,,,20,60,20,,,,,,,,,,,
2009,39,9.4,,,,,,,,,35,30,30,5,,,,,,,,,,
2009,40,,,,,,,,,,,,,,,,,,,,,,,
2009,41,9.5,,,,,,,,,10,90,,,,,,,,,,,,
2009,42,10.1,,,,,,,,,5,25,50,15,5,,,,,,,,,
2009,47,9.8,,,,,,,,7,18,20,18,15,10,7,4,1,,,,,,
2009,48,9.7,,,,,,,,,,,,,,,,,,,,,,
2009,52,9.8,,,,,,,,15,25,45,15,,,,,,,,,,,
2009,54,10.2,,,,,,,,,,25,35,30,10,,,,,,,,,
2009,57,9.6,,,,,,,,,,,,,,,,,,,,,,
2009,63,9.8,,,,,,,,,,80,10,10,,,,,,,,,,
2009,70,9.3,,,,,,,,,65,35,,,,,,,,,,,,
2009,72,9.7,,,,,,,,,,,,,,,,,,,,,,
2009,73,10,,,,,,,,,,30,70,,,,,,,,,,,
2009,80,9.4,0,0,0,0,0,.005,.551,10.873,43.762,37.662,6.89,.254,.00299999999999745,0,0,0,0,0,0,0,0,
2009,82,9.7,,,,,,,,,,,,,,,,,,,,,,
2009,84,9.7,,,,,,,,,5,75,18,2,,,,,,,,,,
2009,85,9.7,0,0,0,0,0,0,0,0,15.482458,58.8854,24.2676,.9783,.0032,0,0,0,0,0,0,0,.383042,
2009,88,9.5,,,,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,
2009,89,9.8,,,,,,,,5,15,30,30,15,5,,,,,,,,,
2009,90,9.5,,,,,,,,,20,60,20,,,,,,,,,,,
2009,93,9.8,,,,,,,,,,77.5,17.5,5,,,,,,,,,,
