INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2015,4,.4,5,10,30,35,15,5,,,,,,,,,,,,,
2015,6,0,,10,30,55,5,,,,,,,,,,,,,,
2015,7,,,,,,,,,,,,,,,,,,,,
2015,14,.3,,,,,,,,,,,,,,,,,,,
2015,15,.3,,,15,55,30,,,,,,,,,,,,,,
2015,16,.1,4,12,20,24,17,9,7,4,2,1,0,0,,,,,,,
2015,20,.2,,,27,50,23,,,,,,,,,,,,,,
2015,22,.2,,,30,40,30,,,,,,,,,,,,,,
2015,23,.3,1,10,25,35,25,4,,,,,,,,,,,,,
2015,24,.25,,12.5,20,30,22.5,15,,,,,,,,,,,,,
2015,29,.2,,,30,50,20,,,,,,,,,,,,,,
2015,30,.2,,,15,60,25,,,,,,,,,,,,,,
2015,31,.3,,5,30,40,20,5,,,,,,,,,,,,,
2015,32,.3,.0000000444,.0011044804,2.9662174147,65.1650836487,31.6337076626,.2338759743,.0000107747,0,0,0,0,0,,,,,,,
2015,35,.3,,,,80,20,,,,,,,,,,,,,,
2015,37,.3,,,5,87,8,,,,,,,,,,,,,,
2015,38,.3,,,20,60,20,,,,,,,,,,,,,,
2015,39,.3,,,20,55,25,,,,,,,,,,,,,,
2015,41,0,,,10,70,20,,,,,,,,,,,,,,
2015,42,.3,,,15,50,25,10,,,,,,,,,,,,,
2015,45,.25,,,15,60,25,,,,,,,,,,,,,,
2015,47,.3,0,0,15,65,20,0,0,0,0,0,0,0,,,,,,,
2015,48,.2,,,15,70,15,,,,,,,,,,,,,,
2015,49,.3,,,,,,,,,,,,,,,,,,,
2015,52,.2,0,2,22,40,24,8,3,1,0,0,0,0,,,,,,,
2015,54,.3,,,10,75,15,,,,,,,,,,,,,,
2015,57,.3,,,,,,,,,,,,,,,,,,,
2015,61,.4,,,15,60,25,,,,,,,,,,,,,,
2015,67,,,,,,,,,,,,,,,,,,,,
2015,70,0,,,25,75,,,,,,,,,,,,,,,
2015,72,.3,,,,,,,,,,,,,,,,,,,
2015,80,-.2,0,18.8679245283,61.5094339623,19.6226415094,0,0,0,0,0,0,0,0,,,,,,,
2015,82,.2,1,5,15,65,10,3,1,,,,,,,,,,,,
2015,84,.3,0,3,34,50,13,0,0,0,0,0,0,0,,,,,,,
2015,85,.2528056284,.0003251296,.2233508701,11.7556929482,56.8368561568,29.6347167763,1.5424924234,.0065636933,.0000020023,0,0,0,0,,,,,,,
2015,88,.2,5,12,21,26,21,10,5,,,,,,,,,,,,
2015,89,.4,,5,20,35,25,10,5,,,,,,,,,,,,
2015,91,.3,0,2.5,30,52.5,15,0,0,0,0,0,0,0,,,,,,,
2015,93,.4,,,7.5,45,47.5,,,,,,,,,,,,,,
2015,94,.2,5,10,26,28,14,8,4,2,1.5,1,.5,,,,,,,,
2015,95,.3105,0,4.3,17,43.1,25.6,7.9,2.1,0,0,0,0,0,,,,,,,
2015,96,.2584097924,,2,20,43,30,5,,,,,,,,,,,,,
2015,98,.2,,10,15,45,20,10,,,,,,,,,,,,,
2015,99,.36,,,,100,,,,,,,,,,,,,,,
2015,101,.3,,,,65,35,,,,,,,,,,,,,,
2015,102,.1862168955,5,15,40,10,10,5,5,5,5,0,0,0,,,,,,,
2015,103,.3,,,20,50,30,,,,,,,,,,,,,,
2015,105,,,,,60,40,,,,,,,,,,,,,,
2015,110,.2,0,.0000604564,3.4355990288,85.3180534671,11.2452055691,.0010814786,0,0,0,0,0,0,,,,,,,
2015,111,-.1,,,100,,,,,,,,,,,,,,,,
2015,112,.2,,5,20,35,25,10,5,,,,,,,,,,,,
2015,114,.5,,5,10,35,45,5,,,,,,,,,,,,,
2015,115,.3,7.8503454694,8.7307296174,17.3111396268,21.6763587722,20.0938940183,13.7895791166,7.0049953734,2.6336977442,.7327062887,.15079317,.0229501035,.0028106996,,,,,,,
2015,116,.2,,10,20,50,20,,,,,,,,,,,,,,
2016,4,1.4,,5,5,15,25,30,15,5,,,,,,,,,,,
2016,6,1,,,5,15,35,40,5,,,,,,,,,,,,
2016,7,,,,,,,,,,,,,,,,,,,,
2016,14,1,,,,,,,,,,,,,,,,,,,
2016,15,1.1,,,5,10,20,35,25,5,,,,,,,,,,,
2016,16,.8,1,2,7,14,18,17,14,11,9,4,2,1,,,,,,,
2016,20,1.3,,,,10,25,35,25,5,,,,,,,,,,,
2016,22,1.4,,,,10,20,45,25,,,,,,,,,,,,
2016,23,1.2,,,5,15,20,25,20,10,5,,,,,,,,,,
2016,24,1.4,,,2.5,10,20,22,20,15,10.5,,,,,,,,,,
2016,29,.5,,,20,30,40,10,,,,,,,,,,,,,
2016,30,1.1,,,,,30,50,20,,,,,,,,,,,,
2016,31,1.3,,,,15,30,45,10,,,,,,,,,,,,
2016,32,1.3,.0013392612,.0247895086,.5032280969,4.4880554564,18.2430285995,33.9829520482,29.0905231146,11.4355980134,2.0561356566,.1680479221,.0061990582,.0001032643,,,,,,,
2016,35,,,,,,,,,,,,,,,,,,,,
2016,37,1.5,,,,1,9,38,41,10,1,,,,,,,,,,
2016,38,1,,,,,20,60,20,,,,,,,,,,,,
2016,39,1.3,,,,10,25,40,25,,,,,,,,,,,,
2016,41,1.2,,,,,10,60,30,,,,,,,,,,,,
2016,42,.7,,,5,25,50,20,,,,,,,,,,,,,
2016,45,.85,,,5,15,25,55,,,,,,,,,,,,,
2016,47,1.4,0,0,0,0,10,45,35,10,0,0,0,0,,,,,,,
2016,48,1.1,,,,,25,60,15,,,,,,,,,,,,
2016,49,1.4,,,,,,,,,,,,,,,,,,,
2016,52,1.5,0,0,0,2,12,32,35,14,3,1,1,0,,,,,,,
2016,54,1.3,,,,5,15,50,25,5,,,,,,,,,,,
2016,57,1.5,,,,,,,,,,,,,,,,,,,
2016,61,1.5,,,,,10,30,45,15,,,,,,,,,,,
2016,67,,,,,,,,,,,,,,,,,,,,
2016,70,.8,,,,20,75,5,,,,,,,,,,,,,
2016,72,1.2,,,,,,,,,,,,,,,,,,,
2016,80,1.6,0,0,0,.3773584906,12.0754716981,30.1886792453,39.2452830189,16.2264150943,1.8867924528,0,0,0,,,,,,,
2016,82,.9,1,1,2,15,45,25,6,1,1,1,1,1,,,,,,,
2016,84,1.3,2,6,9,15,20,26,20,2,0,0,0,0,,,,,,,
2016,85,1.380957708,.6551495923,1.7246512366,4.551091353,9.3997877011,15.1966479644,19.2323037837,19.0538059007,14.7774180217,8.9715518997,4.263451347,1.5857685916,.5883726083,,,,,,,
2016,88,1.2,,,5,11,21.5,25,21.5,11,5,,,,,,,,,,
2016,89,1.6,,2.5,2.5,5,12.5,17.5,25,20,10,5,,,,,,,,,
2016,91,1.5,0,0,0,5,10,37.5,42.5,5,0,0,0,0,,,,,,,
2016,93,1.7,,,,,7.5,10,67.5,15,,,,,,,,,,,
