INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,
2009Q2,10,.3,9.13301578552411,10.9390404684466,16.4142065818502,19.3992703792284,18.0586870410852,13.2408911964345,7.6465303500436,3.47774925928249,1.24559251027089,.351282356482241,.078000865539174,.0157332058125848,
2009Q2,14,-.3,,20,40,30,10,,,,,,,,
2009Q2,15,.5,,,10,35,35,10,10,,,,,,
2009Q2,16,0,1,10,26,32,22,5,3,1,0,0,0,0,
2009Q2,19,.4,,,,,,,,,,,,,
2009Q2,20,-.2,,20,45,25,10,,,,,,,,
2009Q2,22,-.1,,10,40,35,15,,,,,,,,
2009Q2,23,0,3,12,30,30,20,5,,,,,,,
2009Q2,24,0,,,60,20,10,10,,,,,,,
2009Q2,26,.4,5,10,10,30,30,10,5,,,,,,
2009Q2,29,.6,,,,10,60,30,,,,,,,
2009Q2,30,,,,,,,,,,,,,,
2009Q2,31,.2,5,15,30,40,10,,,,,,,,
2009Q2,32,-.2,6,21,27,22,15,7,2,,,,,,
2009Q2,36,.4,,5,20,35,30,10,,,,,,,
2009Q2,38,-.5,,40,60,,,,,,,,,,
2009Q2,39,.4,,,10,50,30,10,,,,,,,
2009Q2,40,,,,,,,,,,,,,,
2009Q2,41,.2,,,,,,,,,,,,,
2009Q2,42,-.3,,20,50,30,,,,,,,,,
2009Q2,47,.2,5,10,20,30,20,10,5,0,0,,,,
2009Q2,48,.7,,,,,,,,,,,,,
2009Q2,52,-.5,,30,70,,,,,,,,,,
2009Q2,54,0,,,30,40,30,,,,,,,,
2009Q2,56,.3,,,20,60,20,,,,,,,,
2009Q2,57,,,,,,,,,,,,,,
2009Q2,58,-.2,10,30,40,20,,,,,,,,,
2009Q2,59,-.2,,10,70,20,,,,,,,,,
2009Q2,60,0,,,30,65,5,,,,,,,,
2009Q2,61,,,,,,,,,,,,,,
2009Q2,67,,,,,,,,,,,,,,
2009Q2,68,1,,,,25,25,50,,,,,,,
2009Q2,70,.4,,,,60,40,,,,,,,,
2009Q2,72,.2,,,,,,,,,,,,,
2009Q2,73,,,,,,,,,,,,,,
2009Q2,82,.2,,5,30,50,10,5,,,,,,,
2009Q2,84,,,,,,,,,,,,,,
2009Q2,88,0,5,10,25,30,20,7.5,2.5,,,,,,
2009Q2,89,0,,15,25,25,25,10,,,,,,,
2009Q2,90,-.1,5,25,40,25,5,0,0,0,0,0,0,0,
2009Q2,93,.4,,,5,60,30,5,,,,,,,
2009Q2,94,-1,20,40,12.5,10,8,5.5,4,,,,,,
2009Q2,95,-.1,8,23,37,19,7,4,2,0,0,0,0,0,
2009Q2,96,-.9,40,40,15,5,,,,,,,,,
2009Q2,98,0,10,10,25,30,15,10,,,,,,,
2009Q2,100,.5,,,10,30,50,10,,,,,,,
2009Q2,101,,,,,,,,,,,,,,
2009Q2,103,.6,,15,20,30,35,,,,,,,,
2009Q2,104,.2,0,0,20,40,30,10,0,0,0,0,0,0,
2009Q2,107,.797703315273149,.294344461794949,2.50308408391975,8.28696170702443,18.6287527017759,29.5109377576721,24.893323072749,12.0067312169968,3.30759445320741,.519450549917644,.0463999959891437,.00235145887261812,.0000685400802780123,
2009Q2,108,1.2618,,,,5,18,54,23,,,,,,
2010,1,1.3,,,4,12,23,35,20,5,1,,,,
2010,2,1.8,,2,4,7,10,15,20,22,14,4,2,,
2010,3,,,,10,30,40,20,,,,,,,
2010,4,1.3,,,,10,20,60,10,,,,,,
2010,5,1.5,,,,,10,40,40,10,,,,,
2010,7,1.5,,,,,,,,,,,,,
2010,8,1.3,,,3,12,20,35,25,5,,,,,
2010,10,1,2.01821477599853,4.03886231285089,8.62883099589458,14.4300574177811,18.8901471643306,19.3583632106305,15.5299128977915,9.7526811791561,4.79413106600155,1.84451751390571,.555387650702999,.158893814955996,
2010,14,1.5,,10,10,10,10,25,25,10,0,,,,
2010,15,1.7,,,,5,10,25,35,20,5,,,,
2010,16,1.5,0,1,3,5,16,22,31,16,5,1,0,0,
2010,19,1.3,,,10,15,25,25,15,10,,,,,
2010,20,1.5,,,,5,20,35,35,5,,,,,
2010,22,1.2,,5,10,15,20,35,10,5,,,,,
2010,23,1.5,1,4,8,12,16,20,20,15,4,,,,
2010,24,1.6,,,,5,5,30,40,15,5,,,,
2010,26,1,,5,10,10,25,25,10,10,5,,,,
2010,29,1.4,,,,,10,50,40,,,,,,
2010,30,,,,,,,,,,,,,,
2010,31,.8,,5,10,20,30,20,15,,,,,,
2010,32,,,,,,,,,,,,,,
2010,36,1.5,,,,10,15,30,35,10,,,,,
2010,38,1.1,,,,,30,60,10,,,,,,
2010,39,1.5,,,,,10,30,50,10,,,,,
2010,40,,,,,,,,,,,,,,
2010,41,1.8,,,,,,30,60,10,,,,,
2010,42,1.3,,,,5,15,50,25,5,,,,,
2010,47,,,,,,,,,,,,,,
2010,48,,,,,,,,,,,,,,
2010,52,1.5,,,,,,20,80,,,,,,
2010,54,1.4,,,,10,30,30,30,,,,,,
2010,56,1.4,,,,,20,60,20,,,,,,
2010,57,1.8,,,,,,,,,,,,,
2010,58,1.5,,,,,10,30,40,20,,,,,
2010,59,1.7,,,,,5,25,60,10,,,,,
2010,60,1.8,,,,,5,20,60,15,,,,,
2010,61,,,,,,,,,,,,,,
2010,67,0,5,15,20,30,15,10,5,,,,,,
2010,68,1.9,,,,,,25,50,25,,,,,
2010,70,1.2,,,,,35,65,,,,,,,
2010,72,1,,,,,,,,,,,,,
2010,73,,,,,,30,60,10,,,,,,
2010,82,1.3,,,,5,23,50,17,5,,,,,
2010,84,1.5,1,2,3,10,15,23,25,15,4,2,,,
2010,88,1.5,,,,5,12.5,22.5,25,17.5,12.5,5,,,
2010,89,1.2,,,1,10,20,30,20,19,,,,,
2010,90,1,0,0,0,5,25,50,20,0,0,0,0,0,
2010,93,1.7,,,,,,20,70,10,,,,,
2010,94,-.6,15,30,20,15,10,6,4,,,,,,
2010,95,1.3,0,2,4,11,30,36,13,4,0,0,0,0,
2010,96,1.5,,,,5,15,35,40,5,,,,,
2010,98,1.8,,,,5,10,20,30,25,10,,,,
2010,100,,,,,,,,,,,,,,
2010,101,1.5,,,,,20,30,40,10,,,,,
2010,103,2,,,,,5,15,35,40,5,,,,
2010,104,1.9,0,0,0,0,0,10,40,30,20,0,0,0,
2010,107,2.05201860873132,.0000661393599887816,.00360740463133391,.0536897813201986,.499128371458157,3.48158739133351,12.966796035694,26.5737638746629,30.0079081635431,18.6760956216497,6.40029289764339,1.20539818485872,.131666133844832,
2010,108,1.2484,,,,,31,38,25,6,,,,,
2010Q2,1,1,,8,10,15,25,25,15,2,,,,,
2010Q2,2,1.6,,2,4,7,10,16,20,21,14,4,2,,
2010Q2,3,,,,10,40,30,20,,,,,,,
2010Q2,4,1,,,,10,20,60,10,,,,,,
2010Q2,5,1.4,,,,5,25,35,25,10,,,,,
2010Q2,7,1.5,,,,,,,,,,,,,
2010Q2,8,1.2,,,5,15,20,35,23,2,,,,,
2010Q2,10,1,2.01821477599853,4.03886231285089,8.62883099589458,14.4300574177811,18.8901471643306,19.3583632106305,15.5299128977915,9.7526811791561,4.79413106600155,1.84451751390571,.555387650702999,.158893814955996,
2010Q2,14,,,,,,,,,,,,,,
2010Q2,15,1.6,,,,5,15,30,35,10,5,,,,
2010Q2,16,1.3,1,4,5,9,18,24,19,11,6,2,1,0,
2010Q2,19,.8,,,,,,,,,,,,,
2010Q2,20,1.4,,,5,10,20,40,25,,,,,,
2010Q2,22,.9,,5,10,20,40,20,5,,,,,,
2010Q2,23,1.3,,,,5,25,30,20,14,4,2,,,
2010Q2,24,1.6,,,,,10,25,50,10,5,,,,
2010Q2,26,.9,,5,10,10,25,25,10,10,5,,,,
2010Q2,29,1.2,,,,,10,50,40,,,,,,
2010Q2,30,,,,,,,,,,,,,,
2010Q2,31,.5,5,15,25,35,15,5,,,,,,,
2010Q2,32,,1,3,6,10,12,15,18,18,12,4,1,,
2010Q2,36,1.3,,,,10,25,35,25,5,,,,,
2010Q2,38,1.1,,,,,20,60,20,,,,,,
2010Q2,39,1.4,,,,,20,50,30,,,,,,
2010Q2,40,,,,,,,,,,,,,,
2010Q2,41,1.7,,,,,,,,,,,,,
2010Q2,42,.9,,,,15,45,30,10,,,,,,
2010Q2,47,,,,,,,,,,,,,,
2010Q2,48,,,,,,,,,,,,,,
2010Q2,52,1.4,,,,,,70,30,,,,,,
2010Q2,54,.4,,,30,40,30,,,,,,,,
2010Q2,56,1.3,,,,,20,60,20,,,,,,
2010Q2,57,,,,,,,,,,,,,,
2010Q2,58,1.5,,,,,,,,,,,,,
2010Q2,59,2,,,,,,,30,60,10,,,,
2010Q2,60,1.6,,,,,5,20,60,15,,,,,
2010Q2,61,,,,,,,,,,,,,,
2010Q2,67,,,,,,,,,,,,,,
2010Q2,68,1.9,,,,,,25,50,25,,,,,
2010Q2,70,1,,,,,45,55,,,,,,,
2010Q2,72,1,,,,,,,,,,,,,
2010Q2,73,,,,,,,,,,,,,,
2010Q2,82,1.9,,,,,5,30,50,10,5,,,,
2010Q2,84,,,,,,,,,,,,,,
2010Q2,88,1.4,,,,15,20,30,20,15,,,,,
2010Q2,89,1.2,,,5,10,20,30,20,15,,,,,
2010Q2,90,1,0,0,0,0,25,50,25,0,0,0,0,0,
2010Q2,93,1.7,,,,,,20,70,10,,,,,
2010Q2,94,-.8,17.5,40,15,10,8,5.5,4,,,,,,
2010Q2,95,1.2,0,1,4,15,28,32,13,7,0,0,0,0,
2010Q2,96,,,,,,,,,,,,,,
2010Q2,98,1.9,,,,,10,15,30,25,15,5,,,
2010Q2,100,,,,,,,,,,,,,,
2010Q2,101,,,,,,,,,,,,,,
2010Q2,103,2,,,,,5,15,35,40,5,,,,
2010Q2,104,.8,0,0,0,15,40,30,15,0,0,0,0,0,
2010Q2,107,2.04298523008825,.0014516113031271,.0292598746490791,.219336695116923,1.18091526020194,5.22759171904793,14.1026289860808,24.1558557553092,26.2823931416711,18.165987367439,7.97385542827463,2.22127417336658,.439449987539686,
2010Q2,108,.5677,,,,11,65,18,6,,,,,,
2013,1,2,,,3,8,11,20,20,20,13,3,2,,
2013,2,1.5,2,5,8,16,22,20,15,7,4,1,,,
2013,3,,,,,,,,20,50,30,,,,
2013,4,2,,,,,,,50,50,,,,,
2013,5,1.5,,,,,10,30,30,20,10,,,,
2013,7,1.8,,,,,,,,,,,,,
2013,8,2,,,,2,5,13,27,30,16,7,,,
2013,10,2,.114427582947585,.424189466793545,1.4795977262574,4.03886231285089,8.62883099589458,14.4300574177811,18.8901471643305,19.3583632106305,15.5299128977915,9.7526811791561,4.79413106600155,2.5587989795647,
2013,14,3,,,,,,,,,,,,,
2013,15,2.25,,,,5,5,5,15,35,30,5,,,
2013,16,2.2,0,0,5,6,7,8,14,17,16,11,10,6,
2013,19,1.9,,,,,,,,,,,,,
2013,20,2.3,,,,,5,15,30,35,15,,,,
2013,22,2,,,,,5,10,25,30,23,7,,,
2013,23,1.8,,,2,3,8,15,25,20,15,8,3,1,
2013,24,1.9,,,,,5,10,40,40,5,,,,
2013,26,2,,,,5,10,10,25,25,10,10,5,,
2013,29,2,,,,,,,30,40,30,,,,
2013,30,,,,,,,,,,,,,,
2013,31,2,,,,5,10,15,20,30,15,5,,,
2013,32,,,,,,,,,,,,,,
2013,36,2,,,,,10,15,30,35,10,,,,
2013,38,,,,,,,,,,,,,,
2013,39,2,,,,,,,40,60,,,,,
2013,40,,,,,,,,,,,,,,
2013,41,2.3,,,,,,,,,,,,,
2013,42,1.9,,,,,5,20,40,30,5,,,,
2013,47,1.8,,,,,,,,,,,,,
2013,48,,,,,,,,,,,,,,
2013,52,2.2,,,,,,,20,80,,,,,
2013,54,2.2,,,5,5,10,15,20,25,10,10,,,
2013,56,2,,,,,,,40,50,10,,,,
2013,57,,,,,,,,,,,,,,
2013,58,1.9,,,,,,,,,,,,,
2013,59,1.8,,,,,10,20,50,20,,,,,
2013,60,1.8,,,,,,30,50,20,,,,,
2013,61,,,,,,,,,,,,,,
2013,67,,,,,,,,,,,,,,
2013,68,2,,,,,,,25,50,25,,,,
2013,70,1.9,,,,,,15,60,25,,,,,
2013,72,1.5,,,,,,,,,,,,,
2013,73,,,,,,,,,,,,,,
2013,82,1.9,,,,,5,20,50,20,5,,,,
2013,84,1.9,1,1,2,4,10,12,25,20,18,5,1,1,
2013,88,2,,,,5,12.5,25,30,17.5,10,,,,
2013,89,2.2,,,0,0,5,10,30,35,15,5,,,
2013,90,2,0,0,0,0,0,0,35,55,10,0,0,0,
2013,93,2.5,,,,,,,10,30,60,,,,
2013,94,2.1,,,,4,8,12,20,30,15,8,3,,
2013,95,2.2,0,0,1,2,5,10,15,24,18,14,8,3,
2013,96,,,,,,,,,,,,,,
2013,98,2.1,,,,,,10,30,50,10,,,,
2013,100,2.3,,,,3,5,10,15,35,15,10,5,2,
2013,101,,,,,,,,,,,,,,
2013,103,2.2,,,,,,5,25,40,25,5,,,
2013,104,2.6,0,0,0,0,0,0,20,30,40,10,0,0,
2013,107,2.07025942003123,.000126501442243576,.00547993181152506,.0698234235048223,.575384937011836,3.64825265323618,12.7899590105127,25.5991726907056,29.2840400832308,19.1505019685646,7.15442754485167,1.52463735068212,.19819390444592,
2013,108,2.3051,,,,,10,17,20,16,18,13,6,,
,,,,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0
2008,1,7.2,,,,5,80,15,,,,,,,
2008,2,7.4,,,,,60,40,,,,,,,
2008,3,,,,,,50,50,,,,,,,
2008,4,7.4,,,,,60,40,,,,,,,
2008,5,7.5,,,,,30,70,,,,,,,
2008,7,7.5,,,,,,,,,,,,,
2008,8,7.4,,,,,53,47,,,,,,,
2008,10,7.4,.0000000315080628254805,.0000617832254024009,2.57273963067596,13.8947440421645,41.9942256626027,38.0748260683118,3.43863766259913,.0247520708441584,.0000130475997450752,.000000000468636240924525,0,0,0
2008,14,7.5,,,,,50,50,,,,,,,
2008,15,7.5,,,,,40,60,,,,,,,
2008,16,7.4,0,0,0,3,50,43,4,0,0,0,0,0,0
2008,19,7.4,,,,15,50,25,10,,,,,,
2008,20,7.5,,,,,45,55,,,,,,,
2008,22,7.5,,,,,45,55,,,,,,,
2008,23,7.3,,,,,90,10,,,,,,,
2008,24,7.4,,,,10,50,40,,,,,,,
2008,26,7.4,,,,,70,30,,,,,,,
2008,29,7.7,,,,,,70,30,,,,,,
2008,30,7.4,,,,,,,,,,,,,
2008,31,7.5,,,,,,,,,,,,,
2008,32,7.3,,,,,70,30,,,,,,,
2008,36,8,,,,,15,35,40,10,,,,,
2008,38,7.3,,,,10,80,10,,,,,,,
2008,39,7.5,,,,,30,70,,,,,,,
2008,40,,,,,,,,,,,,,,
2008,41,7.4,,,,,80,20,,,,,,,
2008,42,7.5,,,,,30,50,20,,,,,,
2008,47,7.4,0,2,10,16,44,16,10,2,0,0,0,0,0
2008,48,7.4,,,,,,,,,,,,,
2008,52,7.4,,,,,80,20,,,,,,,
2008,54,7.8,,,,,,60,30,10,,,,,
2008,56,7.4,,,,,80,20,,,,,,,
2008,57,7.4,,,,,,,,,,,,,
2008,58,7.3,,,,,,,,,,,,,
2008,59,7.5,,,,,30,60,10,,,,,,
2008,60,7.5,,,,,10,90,,,,,,,
2008,61,,,,,,,,,,,,,,
2008,67,7.4,,,5,10,50,30,5,,,,,,
2008,68,7.4,,,,5,50,45,,,,,,,
2008,70,7.4,,,,,80,20,,,,,,,
2008,72,7.5,,,,,,,,,,,,,
2008,73,,,,,,40,60,,,,,,,
2008,82,7.4,,,,,80,20,,,,,,,
2008,84,7.4,,,,,90,10,,,,,,,
2008,88,7.5,,,,5,25,45,20,5,,,,,
2008,89,7.2,,,,,50,50,,,,,,,
2008,90,7.4,0,0,0,0,75,25,0,0,0,0,0,0,0
2008,93,7.6,,,,,40,50,10,,,,,,
2008,94,7.7,,,,5,35,60,,,,,,,
2008,95,7.51797399471623,0,0,0,0,40,60,0,0,0,0,0,0,0
2008,96,7.5,,,,,40,60,,,,,,,
2008,98,7.4,,,,,60,40,,,,,,,
2008,100,7.4,,,,,50,45,5,,,,,,
2008,101,7.3,,,,,80,20,,,,,,,
2008,103,7.4,,,,,70,30,,,,,,,
2008,104,7.5,0,0,0,15,30,40,15,0,0,0,0,0,0
2008,107,7.3121802441433,0,0,.0000000000000000000000000000000000000000000000000000000130943990953295,.000000000678045373761607,99.496374380751,.503625618570958,0,0,0,0,0,0,0
2008,108,7.51,,,,,50,45,5,,,,,,
2009,1,7.6,,,,2,30,45,18,5,,,,,
2009,2,7.7,,2,8,12,25,35,14,4,,,,,
2009,3,,,,,,,20,50,30,,,,,
2009,4,7.7,,,,,10,60,30,,,,,,
2009,5,7.9,,,,,30,40,30,,,,,,
2009,7,8.6,,,,,,,,,,,,,
2009,8,8,,,,,,40,50,10,,,,,
2009,10,8.2,.0200104907372545,.112061039518274,.832113432605663,3.74889735877904,10.9916678056013,20.9880825780515,26.1111601038806,21.1686299510456,11.1816566102296,3.84657228793488,.861167336169855,.125366940645366,.0126140648011308
2009,14,8.4,,,,,,10,60,30,,,,,
2009,15,7.75,,,,5,20,40,25,10,,,,,
2009,16,8,0,0,1,3,8,27,33,22,5,1,0,0,0
2009,19,8,,,,10,25,45,10,10,,,,,
2009,20,8.2,,,,,,30,50,20,,,,,
2009,22,8.3,,,,,10,25,50,15,,,,,
2009,23,7.8,,,,5,20,50,25,,,,,,
2009,24,7.5,,,5,10,30,40,10,5,,,,,
2009,26,7.9,,,,,,50,35,15,,,,,
2009,29,8,,,,,,40,60,,,,,,
2009,30,8,,,,,,,,,,,,,
2009,31,7.8,,,,,,,,,,,,,
2009,32,7.8,,,,2,15,32,25,18,5,2,1,,
2009,36,8.5,,,,,,25,30,40,5,,,,
2009,38,7.9,,,,,10,60,30,,,,,,
2009,39,8.1,,,,,,40,50,10,,,,,
2009,40,,,,,,,,,,,,,,
2009,41,7.4,,,,,70,30,,,,,,,
2009,42,8.4,,,,,,20,50,30,,,,,
2009,47,8.3,0,0,5,10,15,20,30,15,5,0,0,0,0
2009,48,7.7,,,,,,,,,,,,,
2009,52,8.3,,,,,,,80,20,,,,,
2009,54,9,,,,,,,15,35,40,10,,,
2009,56,7.9,,,,,10,60,30,,,,,,
2009,57,8,,,,,,,,,,,,,
2009,58,7.8,,,,,,,,,,,,,
2009,59,8.6,,,,,,5,35,50,10,,,,
2009,60,8.3,,,,,,10,70,20,,,,,
2009,61,,,,,,,,,,,,,,
2009,67,8,,,,5,10,15,35,25,10,,,,
2009,68,7.6,,,,,15,50,35,,,,,,
2009,70,7.6,,,,,10,60,30,,,,,,
2009,72,8.6,,,,,,,,,,,,,
2009,73,,,,,,25,65,10,,,,,,
2009,82,8.3,,,,,,5,55,30,10,,,,
2009,84,7.7,,,,,19,60,21,,,,,,
2009,88,8.3,,,,5,10,20,30,25,10,,,,
2009,89,7.6,,,,,10,40,40,10,,,,,
2009,90,7.7,0,0,0,0,10,60,30,0,0,0,0,0,0
2009,93,7.9,,,,,10,50,40,,,,,,
2009,94,8.6,,,,5,7.5,12.5,15,30,20,10,,,
2009,95,8.19409224207836,0,0,0,0,0,17,77,6,0,0,0,0,0
2009,96,8.1,,,,,,10,65,25,,,,,
2009,98,8.2,,,,,,30,45,20,5,,,,
2009,100,8,,,,1,10,30,40,15,4,,,,
2009,101,7.6,,,,,,65,35,,,,,,
2009,103,7.8,,,,,10,40,35,15,,,,,
2009,104,8,0,0,0,0,0,20,40,30,10,0,0,0,0
2009,107,7.44776795458843,.0000000000000000000839615814661003,.0000000000121224231483003,.0000534811975606473,.747149603122665,49.6881586574233,48.8613081515809,.703282237845659,.0000478688074956324,.0000000000103028696685215,0,0,0,0
2009,108,7.82,,,,,24,35,20,13,8,,,,
2009Aug,1,7.7,,,,9,20,35,30,5,1,,,,
2009Aug,2,7.6,,2,8,12,25,35,14,4,,,,,
2009Aug,3,,,,,,,20,50,30,,,,,
2009Aug,4,7.8,,,,,10,60,30,,,,,,
2009Aug,5,7.8,,,,,15,40,35,10,,,,,
2009Aug,7,8.8,,,,,,,,,,,,,
2009Aug,8,8.1,,,,,,25,50,25,,,,,
2009Aug,10,8.3,.293466267414932,.632667315599367,2.25367152508279,5.59107870320024,10.8566686285491,16.5019331327041,19.6349731858197,18.2891885597929,13.3358896091964,7.61197408324918,3.40085238132717,1.18917789800495,.408458710059201
2009Aug,14,8.5,,,,,,,,,,,,,
2009Aug,15,7.75,,,,10,25,35,20,10,,,,,
2009Aug,16,8,0,1,2,4,8,25,28,20,10,2,0,0,0
2009Aug,19,,,,,,,,,,,,,,
2009Aug,20,8.2,,,,,,30,50,20,,,,,
2009Aug,22,8.6,,,,,5,10,30,40,15,,,,
2009Aug,23,7.9,,,,5,20,50,25,,,,,,
2009Aug,24,7.5,,,5,10,30,40,10,5,,,,,
2009Aug,26,7.9,,,,,,45,45,10,,,,,
2009Aug,29,8,,,,,,40,60,,,,,,
2009Aug,30,,,,,,,,,,,,,,
2009Aug,31,7.7,,,,,,,,,,,,,
2009Aug,32,7.8,,,,3,17,32,27,15,3,2,1,,
2009Aug,36,8.3,,,,,,35,40,25,,,,,
2009Aug,38,7.9,,,,,10,60,30,,,,,,
2009Aug,39,8.1,,,,,,25,50,25,,,,,
2009Aug,40,,,,,,,,,,,,,,
2009Aug,41,7.4,,,,,,,,,,,,,
2009Aug,42,8.5,,,,,,10,30,50,10,,,,
2009Aug,47,8.5,0,0,0,5,10,15,20,25,15,10,0,0,0
2009Aug,48,7.7,,,,,,,,,,,,,
2009Aug,52,8.5,,,,,,,20,80,,,,,
2009Aug,54,8.6,,,,,,15,35,35,15,,,,
2009Aug,56,7.8,,,,,20,60,20,,,,,,
2009Aug,57,,,,,,,,,,,,,,
2009Aug,58,,,,,,,,,,,,,,
2009Aug,59,8.8,,,,,,15,30,40,15,,,,
2009Aug,60,8.4,,,,,,10,65,25,,,,,
2009Aug,61,,,,,,,,,,,,,,
2009Aug,67,,,,,,,,,,,,,,
2009Aug,68,,,,,,,,,,,,,,
2009Aug,70,7.8,,,,,,65,35,,,,,,
2009Aug,72,8.4,,,,,,,,,,,,,
2009Aug,73,,,,,,,,,,,,,,
2009Aug,82,8.4,,,,,,5,55,30,10,,,,
2009Aug,84,,,,,,,,,,,,,,
2009Aug,88,8.4,,,,,10,22.5,32.5,22.5,12.5,,,,
2009Aug,89,7.6,,,,,5,40,40,15,,,,,
2009Aug,90,7.8,0,0,0,0,0,60,40,0,0,0,0,0,0
2009Aug,93,,,,,,,,,,,,,,
2009Aug,94,8.2,,,,,15,25,35,25,,,,,
2009Aug,95,8.39143075669836,0,0,0,0,0,6,63,27,4,0,0,0,0
2009Aug,96,8.3,,,,,,10,55,35,,,,,
2009Aug,98,8.4,,,,,5,30,35,25,5,,,,
2009Aug,100,7.9,,,,,10,45,35,10,,,,,
2009Aug,101,7.6,,,,,,,,,,,,,
2009Aug,103,7.9,,,,,5,40,40,15,,,,,
2009Aug,104,8.3,0,0,0,0,10,20,40,30,0,0,0,0,0
2009Aug,107,7.49749822988087,.000000000000001480170795828,.00000000297653296492337,.000470646152146555,1.02864040347639,41.0102500783467,55.1782781650744,2.77955357143791,.00280709208242413,.000000040453429495102,0,0,0,0
2009Aug,108,7.937794,,,,,11,39,31,15,4,,,,
2010,1,7.5,,,,5,35,35,20,5,,,,,
2010,2,7.2,,4,18,26,28,18,4,2,,,,,
2010,3,,,,,,10,40,40,10,,,,,
2010,4,8,,,,,,30,60,10,,,,,
2010,5,8,,,,,10,40,40,10,,,,,
2010,7,9.1,,,,,,,,,,,,,
2010,8,8.2,,,,,,20,40,30,10,,,,
2010,10,8.9,.0396879645601866,.116653422256441,.548082055362764,1.82472308538894,4.75432050704074,9.69541660745885,15.4765801286446,19.3391772981734,18.9176859864284,14.4865221982578,8.68383613949409,4.07457849938437,2.0427361075494
2010,14,8.6,,,,,,20,30,40,10,,,,
2010,15,7.6,,,5,10,35,30,10,10,,,,,
2010,16,8.3,0,1,2,4,8,24,28,22,9,2,0,0,0
2010,19,7.9,,,,5,10,30,40,10,5,,,,
2010,20,8.5,,,,,,20,30,35,15,,,,
2010,22,9,,,,,,10,15,25,40,10,,,
2010,23,8.1,,,,5,15,25,30,20,5,,,,
2010,24,7.6,,,5,15,25,25,15,10,5,,,,
2010,26,8,,,,,,30,55,15,,,,,
2010,29,7.9,,,,,,60,40,,,,,,
2010,30,,,,,,,,,,,,,,
2010,31,8,,,,,,,,,,,,,
2010,32,,,,,,,,,,,,,,
2010,36,8.2,,,,,,30,40,30,,,,,
2010,38,7.4,,,,,50,40,10,,,,,,
2010,39,8.4,,,,,,20,60,20,,,,,
2010,40,,,,,,,,,,,,,,
2010,41,7.2,,,,30,70,,,,,,,,
2010,42,7.9,,,,,20,40,30,10,,,,,
2010,47,,,,,,,,,,,,,,
2010,48,,,,,,,,,,,,,,
2010,52,8.7,,,,,,,20,75,5,,,,
2010,54,8.8,,,,,,15,35,35,15,,,,
2010,56,8,,,,,,35,55,10,,,,,
2010,57,7.8,,,,,,,,,,,,,
2010,58,7.7,,,,,,,,,,,,,
2010,59,8.8,,,,,,20,20,50,10,,,,
2010,60,8.3,,,,,,10,60,25,5,,,,
2010,61,,,,,,,,,,,,,,
2010,67,8.5,,,,,5,10,15,30,20,15,5,,
2010,68,7.8,,,,,10,50,40,,,,,,
2010,70,8.1,,,,,,10,70,20,,,,,
2010,72,9.3,,,,,,,,,,,,,
2010,73,,,,,,,,,,,,,,
2010,82,8.7,,,,,,,5,55,30,10,,,
2010,84,8.1,,,,,23,30,35,10,2,,,,
2010,88,8.3,,,,,10,25,30,25,10,,,,
2010,89,7.5,,,,20,30,40,10,,,,,,
2010,90,7.7,0,0,0,10,20,50,20,0,0,0,0,0,0
2010,93,7.8,,,,,20,50,30,,,,,,
2010,94,9.6,,,,,4,6,8,10,12,25,20,15,
2010,95,8.50782996007757,0,0,0,0,0,5,40,48,7,0,0,0,0
2010,96,8.1,,,,,5,25,50,15,5,,,,
2010,98,8,,,,,,35,40,25,,,,,
2010,100,,,,,,,,,,,,,,
2010,101,7.7,,,,,,60,35,5,,,,,
2010,103,7.7,,,,,10,45,35,10,,,,,
2010,104,7.5,0,0,0,10,30,40,20,0,0,0,0,0,0
2010,107,7.34831166598037,.000000968770121323568,.00106872596117138,.315412895585443,10.9865276297773,50.8330670054188,34.4915699193437,3.33169986390931,.0405966065337715,.0000563762729610673,0,0,0,0
2010,108,7.91,,,,6,24,27,15,10,8,6,4,,
2010Aug,1,7.6,,,,10,18,33,28,8,2,1,,,
2010Aug,2,7.1,,4,18,26,28,18,4,2,,,,,
2010Aug,3,,,,,,10,40,40,10,,,,,
2010Aug,4,8.1,,,,,,30,60,10,,,,,
2010Aug,5,8,,,,,10,35,35,20,,,,,
2010Aug,7,9.1,,,,,,,,,,,,,
2010Aug,8,8.2,,,,,,20,40,30,10,,,,
2010Aug,10,9,.0275193990114442,.0850177554905573,.418404385734461,1.46300196617269,4.00336109816485,8.57396425413831,14.3734607515251,18.8621866722851,19.377093655578,15.58304786658,9.81004370608621,4.83415653039758,2.58874195883559
2010Aug,14,,,,,,,,,,,,,,
