INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2014,1,1.4,,,,,,20,70,10,,,,,,,,,,,
2014,4,1,,,,10,25,35,15,10,5,,,,,,,,,,
2014,5,1,,,5,10,35,20,15,10,5,,,,,,,,,,
2014,6,1.1,,,,,30,60,10,,,,,,,,,,,,
2014,8,1.2,,,,5,30,40,20,5,,,,,,,,,,,
2014,14,1.3,,,,,,,,,,,,,,,,,,,
2014,15,1.2,,,,,20,60,20,,,,,,,,,,,,
2014,16,1,1,2,3,12,16,20,17,11,9,5,3,1,,,,,,,
2014,20,1.2,,,5,15,25,35,20,,,,,,,,,,,,
2014,22,1,,,,10,35,40,15,,,,,,,,,,,,
2014,23,.9,,,1,14,30,25,20,9,1,,,,,,,,,,
2014,24,1,,,5,14.5,28,30,15,5,2.5,,,,,,,,,,
2014,26,1.1,,,,7.5,40,45,7.5,,,,,,,,,,,,
2014,30,1.1,,,,3,35,43,19,,,,,,,,,,,,
2014,31,1.2,,,,,30,50,20,,,,,,,,,,,,
2014,32,1.3,,,1,3,23,32,26,10,4,1,,,,,,,,,
2014,37,1,,,,4,43,48,5,,,,,,,,,,,,
2014,38,1.2,,,,,10,60,30,,,,,,,,,,,,
2014,39,1.2,,,5,15,25,35,20,,,,,,,,,,,,
2014,41,1.3,,,,,20,80,,,,,,,,,,,,,
2014,42,1.4,,,,,20,40,35,5,,,,,,,,,,,
2014,47,1.3,0,0,0,0,15,70,15,0,0,0,0,0,,,,,,,
2014,48,1.2,,,,,,,,,,,,,,,,,,,
2014,52,1.0101435658,0,0,1,8,35,41,13,1,1,0,0,0,,,,,,,
2014,57,1.3,,,,,,,,,,,,,,,,,,,
2014,58,1.5,,,,15,20,25,30,10,,,,,,,,,,,
2014,67,1.5,.5,1,3,5,8,25,26.5,15,8,5,2,1,,,,,,,
2014,68,1,,,,20,20,30,30,0,0,0,,,,,,,,,
2014,70,.6,,,,10,90,,,,,,,,,,,,,,
2014,82,1,,,,,,,,,,,,,,,,,,,
2014,84,1.2,0,0,2,13,32,35,15,3,0,0,0,0,,,,,,,
2014,85,.9659871663,.0740344721,.7253180805,4.2511110598,14.144083969,26.7623874155,28.8271942271,17.6791587133,6.1681196791,1.2222910965,.1372684808,.0087145239,.0003182824,,,,,,,
2014,88,1.2,,,5,12,22,26,20,10,5,,,,,,,,,,
2014,89,1.2,,,2.5,15,20,30,15,10,5,2.5,,,,,,,,,
2014,91,1,0,0,0,10,37.5,45,7.5,0,0,0,0,0,,,,,,,
2014,92,.8986048123,.0060510682,.225445868,3.2111916152,17.5393928335,37.1507102661,28.6545153658,11.548854974,1.6045527211,.0576474166,.0016258966,.0000119425,.0000000324,,,,,,,
2014,93,1.6,,,,,,25,70,5,,,,,,,,,,,
2014,94,1.3,,2,4,6,20,30,18,10,6,4,,,,,,,,,
