INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2003,1,2,,,,5,45,45,5,,,,,,
2003,3,2,0,0,0,0,50,50,0,0,0,,,,
2003,4,2.1,,,,,15,80,5,,,,,,
2003,5,2.1,,,,,10,90,,,,,,,
2003,7,2,,,,,,,,,,,,,
2003,10,1.88314718,.60218396,1.79689905,7.09612758,16.47719212,24.92396638,24.56678811,15.77875605,6.60170486,2.15638189,,,,
2003,11,2,,,,,50,50,,,,,,,
2003,14,2.1,,,,,,100,,,,,,,
2003,15,2,,,,,15,85,,,,,,,
2003,16,1.9,0,2,10,18,24,22,16,5,3,,,,
2003,17,1.8,,,,15,40,35,10,,,,,,
2003,19,2.1,,,,,30,70,,,,,,,
2003,20,2,,,,,20,80,,,,,,,
2003,22,2.1,0,0,0,0,15,80,5,,,,,,
2003,23,2,,,,,20,80,,,,,,,
2003,24,2,,,,,50,50,,,,,,,
2003,26,2.1,,,,,5,95,,,,,,,
2003,29,2,,,,,5,85,10,,,,,,
2003,30,2.1,,,,,10,90,,,,,,,
2003,31,2,,,,,30,70,,,,,,,
2003,32,2,,,,,40,60,,,,,,,
2003,33,2,,,,,40,60,,,,,,,
2003,35,2,,,,,30,70,,,,,,,
2003,36,1.9,,,,10,40,40,10,,,,,,
2003,37,2,,,,,50,50,,,,,,,
2003,38,2.1,,,,,10,90,,,,,,,
2003,39,2,,,,,35,65,,,,,,,
2003,40,2.1,,,,,5,95,,,,,,,
2003,41,2.1,,,,,10,90,,,,,,,
2003,42,2.1,,,,,20,70,10,,,,,,
2003,45,2.1,,,,,,,,,,,,,
2003,47,2.1,,,,,20,80,,,,,,,
2003,48,2,,,,,50,50,,,,,,,
2003,49,2,,,,,,100,,,,,,,
2003,50,2,,,,,,100,,,,,,,
2003,52,2.1,,,,25,50,25,,,,,,,
2003,53,2,,,,,30,70,,,,,,,
2003,54,2.01,,,,,30,60,10,,,,,,
2003,56,2,,,,,10,90,,,,,,,
2003,57,2.1,,,,,,,,,,,,,
2003,59,2,,,,,5,80,15,,,,,,
2003,60,2,,,,,45,55,,,,,,,
2003,61,2,,,,,50,50,,,,,,,
2003,62,1.75,,,,10,85,5,,,,,,,
2003,67,2.1,,,,10,30,50,10,,,,,,
2003,68,1.9,1,1,4,10,39,30,10,4,1,,,,
2003,70,2,,,,,15,85,,,,,,,
2003,73,2,,,,,20,60,20,,,,,,
2003,76,2.1,0,0,0,0,15,85,0,0,0,,,,
2003,80,2.1,0,0,0,.0002954,14.79275017,84.47086528,.73608898,.00000016,0,,,,
2003,82,2,,,,,40,60,,,,,,,
2003,84,2.1,0,0,0,0,0,100,0,0,0,,,,
2003,85,2,,,,,10,90,,,,,,,
2003,88,2.1,,,,,5,90,5,,,,,,
2003,89,2.1,,,,,35,50,15,,,,,,
2003,90,2,0,0,0,0,30,70,0,0,0,,,,
2003,91,2.1,0,.4,3,12.5,27.5,31.4,18.6,5.7,.9,,,,
2003,92,2.1,0,0,0,0,2.275,97.59,.135,0,0,,,,
2003,93,1.8,,,,,80,20,,,,,,,
2003,94,2,,,,10,25,30,25,10,,,,,
2003,95,2,0,0,0,0,47,53,0,0,0,,,,
2003,96,2.1,,,,,8,92,,,,,,,
2004,1,1.5,,,5,30,30,20,10,5,,,,,
2004,3,1.6,0,0,10,30,40,20,0,0,0,,,,
2004,4,1.6,,,,10,60,20,10,,,,,,
2004,5,1.7,,,2,10,70,15,3,,,,,,
2004,7,1.5,,,,,,,,,,,,,
2004,10,1.62528585,1.51155508,3.60438469,11.56006655,21.51832297,26.09806399,20.62629156,10.62118632,3.56175124,.89837759,,,,
2004,11,1.6,,,,30,60,10,,,,,,,
2004,14,1.4,,,,70,30,,,,,,,,
2004,15,1.6,,,,20,50,20,10,,,,,,
2004,16,1.6,0,2,14,20,23,18,15,5,3,,,,
2004,17,1.2,5,10,20,30,25,10,,,,,,,
2004,19,1.3,,,,90,10,,,,,,,,
2004,20,1.7,,,,,80,20,,,,,,,
2004,22,1.7,0,5,10,20,40,20,5,,,,,,
2004,23,1.5,,,5,15,40,30,10,,,,,,
2004,24,1.5,,,10,40,40,10,,,,,,,
2004,26,2,,,5,15,30,35,10,5,,,,,
2004,29,1.7,,,,10,80,10,,,,,,,
2004,30,1.8,,,,,80,20,,,,,,,
2004,31,1.5,,,,10,60,30,,,,,,,
2004,32,1.7,,,5,20,35,25,10,5,,,,,
2004,33,1.7,,,,,100,,,,,,,,
2004,35,,,,,,,,,,,,,,
2004,36,2.2,,,,10,35,45,10,,,,,,
2004,37,1.8,,,,,75,25,,,,,,,
2004,38,1.6,,,,,70,30,,,,,,,
2004,39,1.3,,,20,40,30,10,,,,,,,
2004,40,1.7,,,,2,98,,,,,,,,
2004,41,1.8,,,,10,80,10,,,,,,,
2004,42,1.8,,,,20,55,25,,,,,,,
2004,45,1.8,,,,,100,,,,,,,,
2004,47,2,,,,,40,60,,,,,,,
2004,48,1.8,,,,,80,20,,,,,,,
2004,49,1.6,0,5,5,20,40,20,10,,,,,,
2004,50,1.6,,,,,80,20,,,,,,,
2004,52,1.5,,,,25,50,25,,,,,,,
2004,53,1.6,,,,,80,20,,,,,,,
2004,54,1.6,,,,30,40,30,,,,,,,
2004,56,1.6,,,,20,50,30,,,,,,,
2004,57,1.8,,,,,,,,,,,,,
2004,59,1.4,,,5,70,20,5,,,,,,,
2004,60,1.5,,5,15,25,30,15,10,,,,,,
2004,61,1.5,,,,15,50,25,10,,,,,,
2004,62,1.25,,,5,70,25,,,,,,,,
2004,67,1.8,,5,15,20,30,20,10,,,,,,
2004,68,1.5,1,3,10,20,39,20,4,2,1,,,,
2004,70,1.4,,,,55,45,,,,,,,,
2004,73,1.7,,,,20,60,20,,,,,,,
2004,76,1.4,0,2.5,7.5,55,25,7.5,2.5,0,0,,,,
2004,80,1.7,.07255981,.88803228,7.04290987,23.97576069,36.04147468,23.97576069,7.04290987,.90830445,.05228765,,,,
2004,82,1.2,,,10,40,30,20,,,,,,,
2004,84,1.7,0,0,5,23,42,27,3,0,0,,,,
2004,85,1.8,,,,20,70,10,,,,,,,
2004,88,1.6,,,5,25,50,15,5,,,,,,
2004,89,1.8,,,,20,40,30,10,,,,,,
2004,90,1.4,0,0,0,60,35,5,0,0,0,,,,
2004,91,1.9,0,.1,2.2,16.4,40.1,32.1,8.4,.7,0,,,,
2004,92,1.7,.03369925,.432439,5.01397452,21.94610201,38.11851038,26.38307617,7.25606847,.78612909,.03000111,,,,
2004,93,1.7,,,,,95,5,,,,,,,
2004,94,1.8,,,10,25,30,25,10,,,,,,
2004,95,1.7,1,3,6,26,36,20,6,2,0,,,,
2004,96,2,,,5,10,35,35,10,5,,,,,
2004Sep,1,1.5,,,10,20,25,20,15,10,,,,,
2004Sep,3,1.8,0,0,10,20,30,30,10,0,0,,,,
2004Sep,4,1.6,,,,10,60,20,10,,,,,,
2004Sep,5,1.8,,,,15,70,15,,,,,,,
2004Sep,7,1.4,,,,,,,,,,,,,
2004Sep,10,1.59467053,1.67421062,3.88498761,12.15719105,22.04374896,26.04334945,20.05027911,10.05714181,3.28511676,.80397463,,,,
2004Sep,11,1.7,,,,20,70,10,,,,,,,
2004Sep,14,1.5,,,,,,,,,,,,,
2004Sep,15,1.5,,,,30,45,20,5,,,,,,
2004Sep,16,1.6,0,2,10,23,24,18,15,5,3,,,,
2004Sep,17,.8,5,20,35,20,15,5,,,,,,,
2004Sep,19,1.2,,,,100,,,,,,,,,
2004Sep,20,1.8,,,,,80,20,,,,,,,
2004Sep,22,1.8,0,5,10,20,40,20,5,,,,,,
2004Sep,23,1.5,,5,15,30,30,15,5,,,,,,
2004Sep,24,1.3,,5,15,45,30,5,,,,,,,
2004Sep,26,1.9,,,5,15,35,30,10,5,,,,,
2004Sep,29,1.5,,,,15,75,10,,,,,,,
2004Sep,30,,,,,,,,,,,,,,
2004Sep,31,1.5,,,,40,50,10,,,,,,,
2004Sep,32,1.8,,,5,20,35,25,10,5,,,,,
2004Sep,33,1.8,,,,,100,,,,,,,,
