INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2011,2,2.1,,,,,,4,28,42,22,4,,,,,,,,,
2011,3,1.8,,,,,,30,60,10,,,,,,,,,,,
2011,4,2,,,,,5,15,25,30,15,10,,,,,,,,,
2011,5,2,,,,,,10,35,45,10,,,,,,,,,,
2011,7,1.4,,,,,,,,,,,,,,,,,,,
2011,8,2.1,,,,2,5,12,23,30,15,8,5,,,,,,,,
2011,14,1.9,,,,,,,70,30,,,,,,,,,,,
2011,15,2,,,,,,10,35,45,5,5,,,,,,,,,
2011,16,2.2,0,2,3,6,9,12,16,23,17,10,2,0,,,,,,,
2011,19,2,,,,5,5,15,20,20,20,10,5,,,,,,,,
2011,20,2,,,,,,15,35,40,10,,,,,,,,,,
2011,22,2.1,0,,,,,5,35,50,10,,,,,,,,,,
2011,23,2.1,,,,,1,10,25,30,20,10,4,,,,,,,,
2011,24,2.2,,,,,,10,25,30,25,10,,,,,,,,,
2011,26,2.1,,,,,,5,35,40,20,,,,,,,,,,
2011,29,1.3,,,,,10,50,30,10,,,,,,,,,,,
2011,30,1.7,,,,,,20,50,30,,,,,,,,,,,
2011,31,1.7,,,,,15,30,45,10,,,,,,,,,,,
2011,32,1.6,,,,1,2,29,41,24,2,1,,,,,,,,,
2011,33,2.5,,,,,,,,50,50,,,,,,,,,,
2011,36,2.3,,,,,5,15,20,30,20,10,,,,,,,,,
2011,37,1.8,,,,,,2,48,43,7,,,,,,,,,,
2011,38,2.1,,,,,,,20,60,20,,,,,,,,,,
2011,39,2,,,,,,,30,50,20,,,,,,,,,,
2011,41,1.8,,,,,,10,60,30,,,,,,,,,,,
2011,42,1.9,,,,,,10,45,35,10,,,,,,,,,,
2011,47,1.9,0,1,5,10,15,18,20,18,8,5,0,0,,,,,,,
2011,48,1.7,,,,,10,20,40,20,10,,,,,,,,,,
2011,52,1.8,,,,,,20,50,30,,,,,,,,,,,
2011,56,1.8,0,0,0,0,0,10,70,20,0,0,0,0,,,,,,,
2011,59,1.7,,,,,,20,80,,,,,,,,,,,,
2011,67,2.8,,,,,,,10,15,30,25,15,5,,,,,,,
2011,68,1.6,,,,,5,30,45,15,5,,,,,,,,,,
2011,70,1.9,,,,,,,60,40,,,,,,,,,,,
2011,73,2.2,,,,,,,25,60,15,,,,,,,,,,
2011,80,2.3,.0000000001,.0000000369,.0000191028,.0031878332,.1736375305,3.1375062391,19.162210939,40.2297286901,29.2832064368,7.3621025147,.6302028443,.0181978325,,,,,,,
2011,85,1.8,.0001530627,.0030140615,.0739313543,.9044343844,5.699187264,18.5685336278,31.3691295063,27.5160913458,12.5278746347,2.9546127017,.3597751489,.0232629079,,,,,,,
2011,88,1.9,,,,2.5,10,20,30,25,10,2.5,,,,,,,,,
2011,89,1.9,,,,5,10,35,35,10,5,,,,,,,,,,
2011,90,1.8,0,0,0,0,0,10,50,30,10,0,0,0,,,,,,,
2011,93,2.2,,,,,,,5,85,10,,,,,,,,,,
2011,94,2.1,,,,2.5,5,10,22.5,35,15,7.5,2.5,,,,,,,,
2011,95,1.8335762672,0,0,0,0,9.4,15.5,47.8,17.8,7.6,1.9,0,0,,,,,,,
2011,96,2,,,,,,5,30,45,15,5,,,,,,,,,
2011,97,2.2,,,,,,,,,,,,,,,,,,,
2011,98,1.7,,,,5,10,15,30,20,15,5,,,,,,,,,
2011,99,1.8,,,,,,,70,30,,,,,,,,,,,
2011,101,1.8,,,,,,15,50,35,,,,,,,,,,,
2011,102,1.9,,,,,1,15,40,30,10,4,,,,,,,,,
2011,103,1.8,,,,,5,15,50,20,10,,,,,,,,,,
2011,104,1.7,0,0,0,0,0,30,60,10,0,0,0,0,,,,,,,
2011,105,1.8,,,,,5,20,50,20,5,,,,,,,,,,
2011,106,2.2,,,,,,,20,40,30,10,,,,,,,,,
2011,107,2.1,.0000000043,.0000026137,.0005478068,.0399134339,1.023896247,7.6148665091,28.9958683954,42.2065316005,16.3602866178,3.5225872514,.2301238312,.0053756889,,,,,,,
2011,109,2.1,1,1,2,4,8,15,29,30,5,3,1,1,,,,,,,
2011,110,1.5,0,0,0,0,.0004072952,22.8569655211,76.9957545431,.1468726395,.0000000011,0,0,0,,,,,,,
2011Dec,2,1.9,,,,,,4,32,42,18,4,,,,,,,,,
2011Dec,3,1.8,,,,,,30,60,10,,,,,,,,,,,
2011Dec,4,2,,,,5,5,15,20,30,15,10,,,,,,,,,
2011Dec,5,1.8,,,,,5,20,50,20,5,,,,,,,,,,
2011Dec,7,1,,,,,,,,,,,,,,,,,,,
2011Dec,8,1.9,,,,3,7,15,27,25,16,5,2,,,,,,,,
2011Dec,14,1.7,,,,,,,,,,,,,,,,,,,
2011Dec,15,1.8,,,,,5,20,40,25,5,5,,,,,,,,,
2011Dec,16,2,0,2,3,7,8,14,18,22,16,8,2,0,,,,,,,
2011Dec,19,,,,,,,,,,,,,,,,,,,,
2011Dec,20,1.9,,,,,,15,40,35,10,,,,,,,,,,
2011Dec,22,1.7,,,,,,5,55,35,5,,,,,,,,,,
2011Dec,23,1.9,,,,,1,18,30,25,10,10,5,1,,,,,,,
2011Dec,24,2.2,,,,,5,12.5,20,25,20,12.5,5,,,,,,,,
2011Dec,26,1.9,,,,,,15,35,30,20,,,,,,,,,,
2011Dec,29,1.5,,,,,10,40,30,20,,,,,,,,,,,
2011Dec,30,1.3,,,,,,55,45,,,,,,,,,,,,
2011Dec,31,1.6,,,,,5,20,40,20,15,,,,,,,,,,
2011Dec,32,,,,,,,,,,,,,,,,,,,,
