INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2006,1,2.2,,,,5,20,40,25,10,,,,,
2006,2,2.1,,,,10,37,43,10,,,,,,
2006,3,2.2,,,,,20,70,10,,,,,,
2006,4,2.1,,,,,20,75,5,,,,,,
2006,5,2.2,,,,,15,80,5,,,,,,
2006,7,2.4,,,,,,,,,,,,,
2006,9,2.25,,,,,10,60,30,,,,,,
2006,10,2.2,.167678628779089,.65207425816407,3.33206514249319,10.154304207534,20.151708104342,26.0558728018433,21.9539044416807,12.0524634697761,5.47992894538759,,,,
2006,11,1.9,,,,5,45,45,5,,,,,,
2006,14,2.2,,,,,20,80,,,,,,,
2006,15,2.1,,,,,45,50,5,,,,,,
2006,16,2.2,0,0,8,21,20,22,17,8,4,,,,
2006,17,2.5,,,,,,30,40,30,,,,,
2006,18,2.3,,,,,,,,,,,,,
2006,20,2.3,,,,,10,90,,,,,,,
2006,22,2.3,0,0,0,0,10,65,25,0,0,,,,
2006,23,2,,,1,10,30,43,15,1,,,,,
2006,24,2,,,,,40,60,,,,,,,
2006,26,2.1,,,,15,25,45,15,,,,,,
2006,28,2,,,,5,30,40,20,5,,,,,
2006,29,2.1,,,,,10,70,20,,,,,,
2006,31,2,,,,,35,65,,,,,,,
2006,32,,,,,5,18,45,27,5,,,,,
2006,33,2.3,,,,,,60,40,,,,,,
2006,35,2.1,,,,,20,80,,,,,,,
2006,36,2.3,,,,,30,55,15,,,,,,
2006,37,2.2,,,,,15,85,,,,,,,
2006,38,2.1,,,,,10,70,20,,,,,,
2006,39,2.2,,,,,30,50,20,,,,,,
2006,41,2.3,,,,,10,70,20,,,,,,
2006,42,2.2,,,,,20,70,10,,,,,,
2006,45,2.3,,,,10,20,50,20,,,,,,
2006,47,2.2,0,1,2.5,10,20,37,20,7.5,2,,,,
2006,50,2,,,,,25,75,,,,,,,
2006,54,2,,,,20,30,50,,,,,,,
2006,56,2.1,,,,,10,70,20,,,,,,
2006,57,2.1,,,,,,,,,,,,,
2006,59,1.8,,,,,55,45,,,,,,,
2006,60,1.9,,,,15,45,35,5,,,,,,
2006,61,2.1,,,,,40,40,20,,,,,,
2006,63,2.1,,,,,30,50,20,,,,,,
2006,67,2.3,,,,10,25,30,25,10,,,,,
2006,68,2,1,3,8,12,28,29,15,3,1,,,,
2006,70,2.1,,,,,,100,,,,,,,
2006,72,2.1,0,0,0,2,20,68,10,0,0,,,,
2006,73,,,,,,50,50,,,,,,,
2006,76,1.9,0,0,1.6,16.3,44.7,32.1,5.1,.2,0,,,,
2006,80,1.9398,.0000152932550290252,.00419246029438325,.445088613777012,9.3541275521471,41.2705256509443,40.0218862789445,8.52086086973737,.379944683861955,.00335859703828323,,,,
2006,82,2.1,,,,,,,,,,,,,
2006,85,2,,,,,20,80,,,,,,,
2006,88,2,,,,10,20,40,25,5,,,,,
2006,89,2.2,,,,,25,40,35,,,,,,
2006,90,2.2,0,0,0,5,10,60,20,5,0,,,,
2006,91,2,0,0,0,0,35,45,10,10,0,,,,
2006,92,2.2,.0122899,.1227061,1.378004,7.60809,21.73251,32.2025,24.7767,9.8922,2.275,,,,
2006,93,2.1,,,,,30,70,,,,,,,
2006,94,2.2,0,0,0,1,15,50,26,6,2,,,,
2006,95,2.2,0,0,0,0,37,63,0,0,0,,,,
2006,96,2,,,,,27,65,8,,,,,,
2006,97,2.1,,,,,15,60,25,,,,,,
2006,100,2.1,,,,,15,75,10,,,,,,
2007,1,2.2,,,,10,15,35,20,15,5,,,,
2007,2,1.9,,,6,14,35,35,10,,,,,,
2007,3,2.1,,,,,40,50,10,,,,,,
