INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2016,1,.3,,,20,60,20,,,,,,,,,,,,,,
2016,2,.3,,2,8,43,37,8,2,,,,,,,,,,,,
2016,4,.9,0,5,10,25,45,10,5,0,0,0,0,0,,,,,,,
2016,5,.9,,,5,20,30,30,10,5,,,,,,,,,,,
2016,6,.6,,,5,25,45,25,,,,,,,,,,,,,
2016,7,,,,,,,,,,,,,,,,,,,,
2016,14,0,,,,,,,,,,,,,,,,,,,
2016,15,1.2,,,5,5,15,40,30,5,,,,,,,,,,,
2016,16,.7,1,2,7,15,18,16,14,11,9,4,2,1,,,,,,,
2016,20,.7,,,5,25,45,25,,,,,,,,,,,,,
2016,22,.7,,,5,25,40,25,5,,,,,,,,,,,,
2016,23,.6,,1,10,25,30,23,10,1,,,,,,,,,,,
2016,24,.94,,,5,18,30,25,22,,,,,,,,,,,,
2016,26,.32,,,20,45,30,5,,,,,,,,,,,,,
2016,29,.3,,,20,60,20,,,,,,,,,,,,,,
2016,31,1.1,,,5,10,35,40,10,,,,,,,,,,,,
2016,32,.9,.0012935594,.0649233661,1.7047514349,14.127881776,38.4211133977,34.4735426368,10.1968408889,.979458621,.0299089977,.0002844913,.0000008295,.0000000007,,,,,,,
2016,35,.9,,,,20,40,30,10,,,,,,,,,,,,
2016,37,.6,,,2,34,55,9,,,,,,,,,,,,,
2016,38,1,,,,,20,60,20,,,,,,,,,,,,
2016,39,.6,,,,25,40,20,15,,,,,,,,,,,,
2016,41,1,,,,,20,70,10,,,,,,,,,,,,
2016,45,.85,,,,15,50,25,10,,,,,,,,,,,,
2016,47,.9,0,5,10,25,45,10,5,0,0,0,0,0,,,,,,,
2016,48,.9,,,,5,50,45,,,,,,,,,,,,,
2016,49,.7,,,,,,,,,,,,,,,,,,,
2016,52,.5,0,0,9,34,38,15,3,1,0,0,0,0,,,,,,,
2016,54,.9,,,5,10,50,30,5,,,,,,,,,,,,
2016,57,1.1,,,,,,,,,,,,,,,,,,,
2016,61,1,,,,5,40,40,15,,,,,,,,,,,,
2016,63,.5,,,10,30,50,10,,,,,,,,,,,,,
2016,67,,,,,,,,,,,,,,,,,,,,
2016,68,.9,,,,,,,,,,,,,,,,,,,
2016,70,.8,,,,15,75,10,,,,,,,,,,,,,
2016,73,.7,2,8,20,20,20,20,10,0,0,0,0,0,,,,,,,
2016,80,.5,0,.3436426117,7.560137457,40.8934707904,40.206185567,10.6529209622,.3436426117,0,0,0,0,0,,,,,,,
2016,82,.5,,,,,,,,,,,,,,,,,,,
2016,84,.8,2,3,17,25,34,19,0,0,0,0,0,0,,,,,,,
2016,85,.378,1.7342128813,6.3753474319,16.6064361462,26.5138111745,25.9601519113,15.5873296685,5.7362848158,1.2925602857,.1780925643,.0149806718,.0007680309,.0000244178,,,,,,,
2016,88,.9,,5,11,21.5,25,21.5,11,5,,,,,,,,,,,
2016,89,1.3,2.5,2.5,5,10,12.5,15,25,20,5,2.5,,,,,,,,,
2016,91,.9,0,0,0,15,40,35,10,0,0,0,0,0,,,,,,,
2016,92,1.064,.0024660688,.1025591929,1.7148329763,11.5455288278,31.6170431181,32.6176279711,18.3239430174,3.8384352489,.2271304527,.0102975014,.0001349297,.0000006949,,,,,,,
2016,93,1.1,,,,,30,55,15,,,,,,,,,,,,
2016,94,.4,6,8,14,26,24,12,5,2,1.5,1,.5,,,,,,,,
2016,95,1.159,0,0,0,6.3,25.3,45.8,15.5,7.1,0,0,0,0,,,,,,,
2016,96,.4,,5,15,40,25,10,5,,,,,,,,,,,,
2016,98,.06,5,15,25,25,15,10,5,,,,,,,,,,,,
2016,99,.5,,,,30,70,,,,,,,,,,,,,,
2016,101,.8,,,,,65,35,,,,,,,,,,,,,
2016,102,.9,,,5,15,50,30,,,,,,,,,,,,,
2016,103,.7,,,5,30,40,20,5,,,,,,,,,,,,
2016,105,1,,,,,45,55,,,,,,,,,,,,,
2016,110,.7,.0039542688,.1230970695,3.0350600787,21.1418999099,43.5768966123,26.9141498819,4.9383146276,.2626732825,.0039379966,.000016254,.0000000182,0,,,,,,,
2016,112,1,,,5,10,15,40,15,10,5,,,,,,,,,,
2016,114,.8,,,3,10,45,25,10,6,1,,,,,,,,,,
2016,115,.7,,,,,,,,,,,,,,,,,,,
2016Dec,1,.4,,,20,60,20,,,,,,,,,,,,,,
2016Dec,2,.8,,,9,16,26,24,16,9,,,,,,,,,,,
2016Dec,4,1.9,,,,,,,,,,,,,,,,,,,
2016Dec,5,1.1,,,5,10,30,30,15,5,5,,,,,,,,,,
2016Dec,6,.8,,,,15,45,30,10,,,,,,,,,,,,
2016Dec,7,,,,,,,,,,,,,,,,,,,,
2016Dec,14,.2,,,,,,,,,,,,,,,,,,,
2016Dec,15,1.4,,,,10,15,30,25,15,5,,,,,,,,,,
2016Dec,16,1,1,6,12,14,17,19,15,8,4,3,1,0,,,,,,,
2016Dec,20,1,,,5,20,30,35,10,,,,,,,,,,,,
2016Dec,22,.9,,,5,25,40,25,5,,,,,,,,,,,,
2016Dec,23,1.3,,1,8,18,25,30,15,3,,,,,,,,,,,
2016Dec,24,1.81,,,,4,13,20,23,20,12,8,,,,,,,,,
2016Dec,26,1.05,,,,10,40,30,15,5,,,,,,,,,,,
2016Dec,29,.4,,,10,60,20,10,,,,,,,,,,,,,
2016Dec,31,.9,,,5,20,35,35,5,,,,,,,,,,,,
2016Dec,32,1.3,,,,,,,,,,,,,,,,,,,
2016Dec,35,,,,,,,,,,,,,,,,,,,,
2016Dec,37,1.2,,,,5,39,48,8,,,,,,,,,,,,
2016Dec,38,1.3,,,,,20,60,20,,,,,,,,,,,,
2016Dec,39,1.3,,,,5,25,45,20,5,,,,,,,,,,,
2016Dec,41,,,,,,,,,,,,,,,,,,,,
2016Dec,45,,,,,,,,,,,,,,,,,,,,
2016Dec,47,1.9,,,,,,,,,,,,,,,,,,,
2016Dec,48,.9,,,,5,50,45,,,,,,,,,,,,,
2016Dec,49,1.1,,,,,,,,,,,,,,,,,,,
2016Dec,52,.9,0,0,2,15,36,32,11,3,1,0,0,0,,,,,,,
2016Dec,54,1,,,,10,30,50,10,,,,,,,,,,,,
2016Dec,57,1.4,,,,,,,,,,,,,,,,,,,
2016Dec,61,1.4,,,,,20,50,20,10,,,,,,,,,,,
2016Dec,63,.8,,,5,25,60,10,,,,,,,,,,,,,
2016Dec,67,,,,,,,,,,,,,,,,,,,,
2016Dec,68,1.3,,,,,,,,,,,,,,,,,,,
2016Dec,70,,,,,,,,,,,,,,,,,,,,
2016Dec,73,1.4,,,5,10,25,30,20,10,,,,,,,,,,,
2016Dec,80,,,,,,,,,,,,,,,,,,,,
2016Dec,82,,,,,,,,,,,,,,,,,,,,
2016Dec,84,,,,,,,,,,,,,,,,,,,,
2016Dec,85,.789,.5888495805,2.6117933276,8.5918568343,18.4040120266,25.6827868581,23.3549594257,13.8386509072,5.3410445845,1.3418386028,.2192532326,.0232769968,.0016776233,,,,,,,
2016Dec,88,1.1,,,5,11,21.5,25,21.5,11,5,,,,,,,,,,
2016Dec,89,1.5,2.5,2.5,2.5,2.5,12.5,20,25,20,10,2.5,,,,,,,,,
2016Dec,91,1.3,0,0,2.5,15,35,40,7.5,0,0,0,0,0,,,,,,,
2016Dec,92,1.5405,.365112596,1.1939703048,3.6303522466,8.4040416955,14.8140394001,17.7849125269,20.5351317297,17.7239995672,8.7159308637,4.6444527888,1.6406674443,.5473888364,,,,,,,
2016Dec,93,1.1,,,,,30,55,15,,,,,,,,,,,,
2016Dec,94,.9,2,4,8,20,26,16,8,6,4,3,2,1,,,,,,,
2016Dec,95,1.2645,0,0,0,3.3,23.1,40.6,24.5,7.4,1.1,0,0,0,,,,,,,
2016Dec,96,.87,,2,5,15,40,25,10,3,,,,,,,,,,,
2016Dec,98,.4,,10,20,25,25,15,5,,,,,,,,,,,,
2016Dec,99,1.4,,,,,10,70,20,,,,,,,,,,,,
2016Dec,101,1.2,,,,,,,,,,,,,,,,,,,
2016Dec,102,1.9,,,,5,10,20,50,15,,,,,,,,,,,
2016Dec,103,1.6,,,,10,20,30,35,5,,,,,,,,,,,
2016Dec,105,.9,,,,,90,10,,,,,,,,,,,,,
2016Dec,110,1.1,1.1553824165,2.1407086013,6.4168014865,12.733109171,18.9898373698,21.2869967691,17.9359405976,11.3588713845,5.406386937,1.93364263,.5195862294,.1227364073,,,,,,,
2016Dec,112,1.1,,,5,10,20,30,20,10,5,,,,,,,,,,
2016Dec,114,1.8,,,,7,10,20,40,12,6,5,,,,,,,,,
2016Dec,115,1.5,,,,,,,,,,,,,,,,,,,
2017,1,.7,,,,20,60,20,,,,,,,,,,,,,
2017,2,1,,1,8,16,24,26,16,8,1,,,,,,,,,,
2017,4,1.6,0,0,0,0,20,30,35,10,5,0,0,0,,,,,,,
2017,5,1.2,,,5,5,25,30,25,5,5,,,,,,,,,,
2017,6,1.5,,,,,15,30,45,10,,,,,,,,,,,
2017,7,,,,,,,,,,,,,,,,,,,,
2017,14,.5,,,,,,,,,,,,,,,,,,,
2017,15,1.6,,,,5,10,25,30,20,10,,,,,,,,,,
2017,16,1.3,1,2,7,14,16,18,15,11,9,4,2,1,,,,,,,
2017,20,1.3,,,,5,20,40,25,10,,,,,,,,,,,
2017,22,1.3,,,,10,30,40,20,,,,,,,,,,,,
2017,23,1.7,,1,2,6,12,23,28,22,5,1,,,,,,,,,
2017,24,1.6,,,,11,13,16,24,17,11,8,,,,,,,,,
2017,26,1.46,,,,5,15,30,30,15,5,,,,,,,,,,
2017,29,.5,,,10,30,40,20,,,,,,,,,,,,,
2017,31,1.6,,,,5,15,30,35,10,5,,,,,,,,,,
2017,32,1.7,.0003397673,.0085019612,.1680550954,1.6765682028,8.6811025278,23.2506035263,32.307733763,23.3116445574,8.726804231,1.6908020965,.1689435928,.0089006785,,,,,,,
2017,35,,,,,,,,,,,,,,,,,,,,
2017,37,1.5,,,,,8,42,44,6,,,,,,,,,,,
2017,38,1.7,,,,,,20,60,20,,,,,,,,,,,
2017,39,1.5,,,,5,20,30,40,5,,,,,,,,,,,
2017,41,1.5,,,,,,30,70,,,,,,,,,,,,
2017,45,1.275,,,,5,20,35,35,5,,,,,,,,,,,
2017,47,1.6,0,0,0,0,20,30,35,10,5,0,0,0,,,,,,,
2017,48,1.3,,,,,,55,45,,,,,,,,,,,,
2017,49,1.7,,,,,,,,,,,,,,,,,,,
