INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,
2000,94,3.6,0,0,0,0,0,0,0,30,70,0,0,0
2000,95,3.5,0,0,0,0,0,0,5,45,45,5,0,0
2000,96,3.5,0,0,0,0,0,0,5,55,35,5,0,0
2001,1,3.2,0,0,0,2,6,10,35,35,10,2,0,0
2001,2,3,0,0,0,0,0,0,30,60,10,0,0,0
2001,3,,0,0,0,0,0,0,50,50,0,0,0,0
2001,4,3.5,0,0,0,0,0,0,20,40,40,0,0,0
2001,5,3.2,0,0,0,0,0,0,30,60,10,0,0,0
2001,6,3.2,0,0,0,0,0,10,25,40,25,0,0,0
2001,7,3,,,,,,,,,,,,
2001,9,3,0,0,0,0,0,0,40,60,0,0,0,0
2001,10,3.1,0,0,0,0,0,5,40,40,15,0,0,0
2001,11,3.4,0,0,0,0,0,0,10,50,40,0,0,0
2001,14,3,0,0,0,0,0,0,50,50,0,0,0,0
2001,15,3,0,0,0,0,0,5,40,50,5,0,0,0
2001,16,2.9,0,0,.9900990099,.9900990099,2.9702970297,4.9504950495,29.702970297,29.702970297,14.8514851485,9.900990099,4.9504950495,.9900990099
2001,17,3.3,0,0,0,0,0,10,20,40,20,10,0,0
2001,18,3.2,0,0,0,0,0,5,20,40,30,5,0,0
2001,19,3,0,0,0,0,0,0,20,80,0,0,0,0
2001,20,3,0,0,0,0,0,0,50,50,0,0,0,0
2001,22,3,0,0,2,5,5,20,30,30,5,3,0,0
2001,23,3,0,0,0,0,0,20,40,40,0,0,0,0
2001,24,3.5,0,0,0,0,0,5,20,30,40,5,0,0
2001,26,3.3,0,0,0,0,0,10,25,40,20,5,0,0
2001,28,3.1,0,0,0,0,0,20,30,40,10,0,0,0
2001,29,2.8,0,0,0,0,0,0,90,10,0,0,0,0
2001,30,2.8,0,0,0,0,0,10,80,10,0,0,0,0
2001,31,2.9,0,0,0,0,0,25,50,25,0,0,0,0
2001,32,2.9,0,0,0,0,5,20,40,25,10,0,0,0
2001,33,2.8,0,0,0,0,0,0,90,10,0,0,0,0
2001,34,2.9,0,0,0,0,0,0,60,40,0,0,0,0
2001,35,3.2,0,0,0,0,0,0,30,50,20,0,0,0
2001,36,3,0,0,0,0,0,10,40,45,5,0,0,0
2001,37,3.1,0,0,0,0,0,0,0,70,30,0,0,0
2001,38,2.9,0,0,0,0,0,0,80,20,0,0,0,0
2001,39,3.2,0,0,0,0,0,0,15,65,20,0,0,0
2001,40,2.8,0,0,0,0,5,10,50,30,5,0,0,0
2001,41,3.3,0,0,0,0,0,0,10,70,20,0,0,0
2001,42,3,0,0,0,0,0,0,40,50,10,0,0,0
2001,45,2.8,0,0,0,0,0,0,75,25,0,0,0,0
2001,46,4.87,0,0,0,.03,.17,.7,2.21,5.5,10.72,16.37,19.58,44.72
2001,48,3,0,0,0,0,0,10,40,40,10,0,0,0
2001,50,3.1,0,0,0,0,0,0,30,70,0,0,0,0
2001,52,2.8,0,0,5,5,10,30,40,10,0,0,0,0
2001,53,3,0,0,0,0,0,0,25,70,5,0,0,0
2001,54,3.3,0,0,0,0,0,0,20,50,30,0,0,0
2001,55,2.9,0,0,.0999000999,1.0989010989,6.4935064935,20.2797202797,33.7662337662,27.972027972,8.991008991,1.1988011988,.0999000999,0
2001,56,3,0,0,0,0,0,5,35,50,10,0,0,0
2001,57,3,0,0,0,0,0,0,0,80,20,0,0,0
2001,59,3,0,0,0,0,0,10,30,30,20,10,0,0
2001,60,2.8,0,0,0,0,0,10,60,30,0,0,0,0
2001,61,2.7,0,0,0,0,0,25,60,15,0,0,0,0
2001,62,3.5,0,0,0,0,0,5,45,45,5,0,0,0
2001,64,3,0,1,1,3,5,10,25,30,20,3,1,1
2001,65,3.5,0,0,0,0,0,0,0,20,50,30,0,0
2001,67,2.9,0,0,0,0,0,20,60,20,0,0,0,0
2001,70,3.1,0,0,0,0,0,0,25,70,5,0,0,0
2001,71,3.2,0,0,0,0,5,10,20,40,20,5,0,0
2001,72,3.1,0,0,0,1,5,12,25,30,15,8,3,1
2001,73,3.6,0,0,0,0,0,0,0,30,65,5,0,0
2001,76,,,,,,,,,,,,,
2001,85,2.5,0,0,0,0,11,34,52,3,0,0,0,0
2001,87,3.2,0,0,0,0,0,10,30,50,10,0,0,0
2001,89,3,0,0,0,0,0,0,30,50,20,0,0,0
2001,90,3.3,0,0,0,0,0,0,10,90,0,0,0,0
2001,91,3.1,0,0,0,0,0,0,0,15.9,84.1,0,0,0
2001,92,3.09,0,0,0,3.6254728878,7.797393863,13.377469525,18.2849936948,19.9348465742,17.3182009248,13.0411937789,6.6204287516,0
2001,93,3,0,0,0,0,0,0,20,70,10,0,0,0
2001,94,3,0,0,0,0,0,0,30,60,10,0,0,0
2001,95,3.1,0,0,0,3.0303030303,6.0606060606,15.1515151515,22.2222222222,22.2222222222,18.1818181818,9.0909090909,3.0303030303,1.0101010101
2001,96,2.9,0,0,0,0,2,15,32,32,17,2,0,0
2001Q2,1,3,0,0,0,0,3,20,30,30,15,2,0,0
2001Q2,2,3,0,0,0,0,0,0,30,60,10,0,0,0
2001Q2,3,,0,0,0,0,0,0,40,50,10,0,0,0
2001Q2,4,3.5,0,0,0,0,0,0,0,50,50,0,0,0
2001Q2,5,2.7,0,0,0,0,0,6,50,40,4,0,0,0
2001Q2,6,3.3,0,0,0,0,0,20,25,40,15,0,0,0
2001Q2,7,3.2,,,,,,,,,,,,
2001Q2,9,3.2,0,0,0,0,0,0,30,60,10,0,0,0
2001Q2,10,3.2,0,0,0,0,0,5,30,50,15,0,0,0
2001Q2,11,3.4,0,0,0,0,0,0,10,40,50,0,0,0
2001Q2,14,2.7,0,0,0,0,0,20,60,20,0,0,0,0
2001Q2,15,3,0,0,0,0,0,0,45,45,10,0,0,0
2001Q2,16,2.9,0,0,1,1,7,10,30,20,15,10,5,1
2001Q2,17,3.3,0,0,0,0,0,10,10,35,35,10,0,0
2001Q2,18,,,,,,,,,,,,,
2001Q2,19,3,0,0,0,0,0,0,90,10,0,0,0,0
2001Q2,20,3.1,0,0,0,0,0,0,40,60,0,0,0,0
2001Q2,22,2.9,0,0,0,5,10,25,30,25,5,0,0,0
2001Q2,23,3,0,0,0,0,20,40,40,0,0,0,0,0
2001Q2,24,3.6,0,0,0,0,0,5,10,40,40,5,0,0
2001Q2,26,3.3,0,0,0,0,0,15,20,30,20,15,0,0
2001Q2,28,,,,,,,,,,,,,
2001Q2,29,2.9,0,0,0,0,0,0,70,30,0,0,0,0
2001Q2,30,,,,,,,,,,,,,
2001Q2,31,2.9,0,0,0,0,0,15,60,25,0,0,0,0
2001Q2,32,2.9,0,0,0,0,0,15,40,35,10,0,0,0
2001Q2,33,2.8,0,0,0,0,0,0,80,20,0,0,0,0
2001Q2,34,3,0,0,0,0,0,0,45,50,5,0,0,0
2001Q2,35,2.9,0,0,0,0,0,20,40,40,0,0,0,0
2001Q2,36,3,0,0,0,0,10,15,30,35,10,0,0,0
2001Q2,37,3.2,0,0,0,0,0,0,0,70,30,0,0,0
2001Q2,38,2.9,0,0,0,0,0,0,20,60,20,0,0,0
2001Q2,39,3.3,0,0,0,0,0,0,10,60,30,0,0,0
2001Q2,40,2.8,0,0,0,0,5,15,50,25,5,0,0,0
2001Q2,41,3.4,0,0,0,0,0,0,0,60,40,0,0,0
2001Q2,42,2.7,,,,,,,,,,,,
2001Q2,45,,,,,,,,,,,,,
2001Q2,46,,,,,,,,,,,,,
2001Q2,48,2.9,0,0,0,0,0,5,50,40,5,0,0,0
2001Q2,50,3.3,0,0,0,0,0,0,10,80,10,0,0,0
2001Q2,52,3,0,0,5,5,10,10,30,30,10,0,0,0
2001Q2,53,2.9,0,0,0,0,0,0,60,40,0,0,0,0
2001Q2,54,3.5,0,0,0,0,0,0,10,40,50,0,0,0
2001Q2,55,3,0,0,0,.3996003996,3.4965034965,15.2847152847,31.968031968,32.2677322677,13.7862137862,2.5974025974,.1998001998,0
2001Q2,56,3,0,0,0,0,0,0,35,55,10,0,0,0
2001Q2,57,,0,0,0,0,0,0,0,40,60,0,0,0
2001Q2,59,3.1,0,0,0,0,0,20,30,30,20,0,0,0
2001Q2,60,3,0,0,0,0,0,0,25,50,25,0,0,0
2001Q2,61,2.5,0,0,0,0,0,40,60,0,0,0,0,0
2001Q2,62,,,,,,,,,,,,,
2001Q2,64,3,0,1,1,3,5,10,25,30,20,3,1,1
2001Q2,65,,,,,,,,,,,,,
2001Q2,67,3.3,0,0,0,0,0,0,20,60,20,0,0,0
2001Q2,70,3,0,0,0,0,0,0,20,80,0,0,0,0
2001Q2,71,3.2,0,0,0,0,5,15,20,25,20,15,0,0
2001Q2,72,3.1,0,0,0,1,5,12,25,30,15,8,3,1
2001Q2,73,3.5,0,0,0,0,0,0,0,50,50,0,0,0
2001Q2,76,,,,,,,,,,,,,
2001Q2,85,2.5,0,0,0,0,7,45,42,6,0,0,0,0
2001Q2,87,3.1,0,0,0,0,0,10,35,45,10,0,0,0
2001Q2,89,3.2,0,0,0,0,0,0,20,60,20,0,0,0
2001Q2,90,3.5,0,0,0,0,0,0,0,25,75,0,0,0
2001Q2,91,2.8,0,0,0,0,.4004004004,5.005005005,21.9219219219,38.1381381381,26.4264264264,7.3073073073,.8008008008,0
2001Q2,92,3.07,0,0,0,2.4510813594,6.6941297631,13.5427394439,20.2677651905,22.4510813594,18.403707518,11.1740473738,5.0154479918,0
2001Q2,93,2.8,0,0,0,0,0,0,25,60,15,0,0,0
2001Q2,94,3.4,0,0,0,0,0,0,20,60,20,0,0,0
2001Q2,95,3.3,0,0,.9900990099,3.9603960396,5.9405940594,10.8910891089,16.8316831683,19.801980198,16.8316831683,12.8712871287,7.9207920792,3.9603960396
2001Q2,96,2.9,0,0,0,0,7,17,30,30,13,3,0,0
2002,1,2.7,0,0,2,3,10,25,30,15,10,3,2,0
2002,2,3,0,0,0,0,0,0,30,60,10,0,0,0
2002,3,,0,0,0,0,10,40,40,10,0,0,0,0
2002,4,3.1,0,0,0,0,0,10,20,40,20,10,0,0
2002,5,2.9,0,0,0,0,0,5,50,35,10,0,0,0
2002,6,2.8,0,0,0,0,10,20,30,30,10,0,0,0
2002,7,3,,,,,,,,,,,,
2002,9,2.8,0,0,0,0,0,10,60,30,0,0,0,0
2002,10,2.8,0,0,0,0,0,20,50,20,10,0,0,0
2002,11,,,,,,,,,,,,,
2002,14,2.5,0,0,0,0,0,40,60,0,0,0,0,0
2002,15,2.7,0,0,0,0,0,10,65,20,5,0,0,0
2002,16,3,1,2,3,4,6,10,30,20,15,5,3,1
2002,17,3.1,0,0,0,0,5,10,20,40,20,5,0,0
2002,18,3.1,0,0,0,0,5,10,20,35,25,5,0,0
2002,19,2.8,0,0,0,0,0,0,100,0,0,0,0,0
2002,20,3,0,0,0,0,0,0,50,50,0,0,0,0
2002,22,2.6,0,1,2,5,10,20,30,20,10,2,0,0
2002,23,2.5,0,0,0,0,9.0909090909,36.3636363636,45.4545454545,9.0909090909,0,0,0,0
2002,24,2.8,0,0,0,5,10,20,30,25,10,0,0,0
2002,26,2.9,0,0,0,0,5,20,30,25,15,5,0,0
2002,28,,,,,,,,,,,,,
2002,29,,,,,,,,,,,,,
2002,30,2.6,0,0,0,0,0,5,80,15,0,0,0,0
2002,31,2.6,0,0,0,0,0,30,50,20,0,0,0,0
2002,32,2.5,0,0,0,0,10,25,40,20,5,0,0,0
2002,33,2.9,0,0,0,0,0,0,80,20,0,0,0,0
2002,34,3.1,0,0,0,0,0,0,5,90,5,0,0,0
2002,35,,,,,,,,,,,,,
2002,36,2.7,0,0,0,0,5,20,40,30,5,0,0,0
2002,37,3,0,0,0,0,0,0,25,50,25,0,0,0
2002,38,3.2,0,0,0,0,0,0,0,80,20,0,0,0
2002,39,3.1,0,0,0,0,0,0,35,55,10,0,0,0
2002,40,3,0,0,0,5,5,15,30,40,5,0,0,0
2002,41,3,0,0,0,0,0,0,40,50,10,0,0,0
2002,42,2.9,0,0,0,0,0,0,65,35,0,0,0,0
2002,45,3.2,0,0,0,0,0,0,25,50,25,0,0,0
2002,46,5.91,0,0,0,0,0,.03,.15,.62,2.01,5.12,10.21,81.86
2002,48,3.1,0,0,0,0,0,5,40,50,5,0,0,0
2002,50,2.9,0,0,0,0,0,0,50,50,0,0,0,0
2002,52,2.8,0,0,0,5,10,20,30,20,10,5,0,0
2002,53,2.8,0,0,0,0,0,20,70,10,0,0,0,0
2002,54,3,0,0,0,0,0,15,35,35,15,0,0,0
2002,55,2.6,0,.1996007984,1.2974051896,5.8882235529,16.6666666667,29.5409181637,31.4371257485,12.9740518962,1.8962075848,.0998003992,0,0
2002,56,,,,,,,,,,,,,
2002,57,,,,,,,,,,,,,
2002,59,2.6,0,0,0,0,10,20,30,20,15,5,0,0
2002,60,2.6,0,0,0,0,0,20,60,20,0,0,0,0
2002,61,3,0,0,0,0,0,10,40,40,10,0,0,0
2002,62,3,0,0,0,0,0,5,45,45,5,0,0,0
2002,64,2.6,0,1,1,3,5,25,30,25,5,3,1,1
2002,65,3,0,0,0,0,0,0,15,50,25,10,0,0
2002,67,2.5,0,0,0,0,10,40,40,10,0,0,0,0
2002,70,2.7,0,0,0,0,0,40,50,10,0,0,0,0
2002,71,2.8,0,2,3,5,10,15,30,15,10,5,3,2
2002,72,2.8,0,0,1,2,7,15,25,22,15,8,3,2
2002,73,3,0,0,0,0,0,0,25,65,10,0,0,0
2002,76,,,,,,,,,,,,,
2002,85,2.1,0,0,15,21,21,26,11,5,1,0,0,0
2002,87,3,0,0,0,0,0,10,35,45,10,0,0,0
2002,89,2.8,0,0,0,0,0,20,50,30,0,0,0,0
2002,90,3,0,0,0,0,0,0,10,90,0,0,0,0
2002,91,2.8,0,0,0,0,0,0,6.7,77.5,15.8,0,0,0
2002,92,3.13,,,,,,,,,,,,
2002,93,3.2,0,0,0,0,0,5,40,50,5,0,0,0
2002,94,2.6,0,0,0,0,10,20,50,20,0,0,0,0
2002,95,2.8,0,2.0408163265,3.0612244898,8.1632653061,12.2448979592,16.3265306122,16.3265306122,14.2857142857,12.2448979592,8.1632653061,4.0816326531,3.0612244898
2002,96,2.5,0,0,2,5,12,25,30,17,7,2,0,0
2002Q2,1,2.5,0,2,5,10,15,20,20,15,10,2,1,0
2002Q2,2,3,0,0,0,0,0,0,30,60,10,0,0,0
2002Q2,3,,0,0,0,0,0,30,50,20,0,0,0,0
2002Q2,4,3.1,0,0,0,0,0,10,20,40,20,10,0,0
2002Q2,5,3,0,0,0,0,0,2,55,40,3,0,0,0
2002Q2,6,2.7,0,0,0,0,15,20,30,20,15,0,0,0
2002Q2,7,3,,,,,,,,,,,,
2002Q2,9,3,0,0,0,0,0,0,60,40,0,0,0,0
2002Q2,10,3,0,0,0,0,0,10,50,30,10,0,0,0
2002Q2,11,,,,,,,,,,,,,
2002Q2,14,,,,,,,,,,,,,
2002Q2,15,2.7,0,0,0,0,0,15,55,25,5,0,0,0
2002Q2,16,3.2,1,2,3,4,6,10,20,30,15,5,3,1
2002Q2,17,3.1,0,0,0,0,5,10,20,40,20,5,0,0
2002Q2,18,,,,,,,,,,,,,
2002Q2,19,2.9,0,0,0,0,0,0,100,0,0,0,0,0
2002Q2,20,3,0,0,0,0,0,0,50,50,0,0,0,0
2002Q2,22,2.7,0,0,0,3,15,25,25,20,10,2,0,0
2002Q2,23,2.5,0,0,0,10,40,40,10,0,0,0,0,0
2002Q2,24,2.9,0,0,0,5,10,20,30,25,10,0,0,0
2002Q2,26,3,0,0,0,0,10,15,25,25,15,10,0,0
2002Q2,28,,,,,,,,,,,,,
2002Q2,29,,,,,,,,,,,,,
2002Q2,30,,,,,,,,,,,,,
2002Q2,31,2.6,0,0,0,0,0,35,45,20,0,0,0,0
2002Q2,32,2.5,0,0,0,0,10,25,40,20,5,0,0,0
2002Q2,33,2.9,0,0,0,0,0,0,80,20,0,0,0,0
2002Q2,34,3.2,0,0,0,0,0,0,5,85,10,0,0,0
2002Q2,35,,,,,,,,,,,,,
2002Q2,36,2.7,0,0,0,0,5,20,40,30,5,0,0,0
2002Q2,37,3,0,0,0,0,0,0,15,70,15,0,0,0
2002Q2,38,3.3,0,0,0,0,0,0,0,70,30,0,0,0
2002Q2,39,3.2,0,0,0,0,0,0,23.8095238095,61.9047619048,14.2857142857,0,0,0
2002Q2,40,3.2,0,0,0,5,5,20,30,35,5,0,0,0
2002Q2,41,3.1,0,0,0,0,0,0,30,50,20,0,0,0
2002Q2,42,2.8,,,,,,,,,,,,
2002Q2,45,,,,,,,,,,,,,
2002Q2,46,,,,,,,,,,,,,
2002Q2,48,3.3,0,0,0,0,0,10,30,40,20,0,0,0
2002Q2,50,2.75,0,0,0,0,0,0,50,50,0,0,0,0
2002Q2,52,2.8,0,0,0,5,10,20,30,20,10,5,0,0
2002Q2,53,2.8,0,0,0,0,0,20,70,10,0,0,0,0
2002Q2,54,3.2,0,0,0,0,0,0,20,50,30,0,0,0
2002Q2,55,2.4,.1002004008,.8016032064,3.4068136273,9.9198396794,19.7394789579,26.753507014,23.9478957916,11.623246493,3.2064128257,.501002004,0,0
2002Q2,56,,,,,,,,,,,,,
2002Q2,57,,,,,,,,,,,,,
2002Q2,59,2.8,0,0,0,0,10,20,30,20,15,5,0,0
2002Q2,60,2.7,0,0,0,0,0,25,50,25,0,0,0,0
2002Q2,61,3.2,0,0,0,0,0,10,40,40,10,0,0,0
2002Q2,62,,,,,,,,,,,,,
2002Q2,64,2.6,0,1,1,3,5,25,30,25,5,3,1,1
2002Q2,65,,,,,,,,,,,,,
2002Q2,67,2.7,0,0,0,0,0,25,50,25,0,0,0,0
2002Q2,70,2.8,0,0,0,0,0,27.2727272727,54.5454545455,18.1818181818,0,0,0,0
2002Q2,71,2.9,0,2.1276595745,3.1914893617,5.3191489362,12.7659574468,15.9574468085,21.2765957447,15.9574468085,13.829787234,5.3191489362,2.1276595745,2.1276595745
2002Q2,72,2.8,0,0,1,2,7,15,25,22,15,8,3,2
2002Q2,73,3.3,,,,,,,,,,,,
2002Q2,76,,,,,,,,,,,,,
2002Q2,85,2,0,0,17,19,20,23,12,7,2,0,0,0
2002Q2,87,3.2,0,0,0,0,0,5,35,45,15,0,0,0
2002Q2,89,2.8,0,0,0,0,0,20,50,30,0,0,0,0
2002Q2,90,3,0,0,0,0,0,0,20,80,0,0,0,0
2002Q2,91,2.1,0,0,.3996003996,3.2967032967,12.1878121878,27.4725274725,31.3686313686,18.5814185814,5.6943056943,.8991008991,.0999000999,0
2002Q2,92,3.13,,,,,,,,,,,,
2002Q2,93,3.1,0,0,0,0,0,10,50,40,0,0,0,0
2002Q2,94,2.7,0,0,0,0,0,20,60,20,0,0,0,0
2002Q2,95,3,0,.9803921569,2.9411764706,6.862745098,9.8039215686,13.7254901961,16.6666666667,14.7058823529,13.7254901961,9.8039215686,5.8823529412,4.9019607843
2002Q2,96,2.5,0,0,0,4,16,28,28,16,6,2,0,0
,,,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T7_0,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5,
2000,1,9.1,0,0,0,0,25,70,5,0,0,0,0,
2000,2,9.1,0,0,0,0,0,100,0,0,0,0,0,
2000,3,,0,0,0,0,20,80,0,0,0,0,0,
2000,4,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,5,9,0,0,0,0,30,70,0,0,0,0,0,
2000,6,9,0,0,0,0,20,80,0,0,0,0,0,
2000,7,9,,,,,,,,,,,,
2000,9,9,0,0,0,0,40,60,0,0,0,0,0,
2000,10,9.1,0,0,0,0,20,60,20,0,0,0,0,
2000,11,9.1,0,0,0,5,15,80,0,0,0,0,0,
2000,14,9,0,0,0,0,40,60,0,0,0,0,0,
2000,15,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,16,9.1,0,0,0,0,20,80,0,0,0,0,0,
2000,17,9.1,0,0,0,5,40,50,5,0,0,0,0,
2000,18,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,19,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,20,9.2,0,0,0,0,10,90,0,0,0,0,0,
2000,22,9.2,0,0,0,5,30,45,15,5,0,0,0,
2000,23,9.1,0,0,0,0,20,80,0,0,0,0,0,
2000,24,9.1,0,0,0,0,0,100,0,0,0,0,0,
2000,26,9.1,0,0,0,0,0,100,0,0,0,0,0,
2000,28,9,0,0,0,10,40,40,10,0,0,0,0,
2000,29,9.1,0,0,0,0,5,95,0,0,0,0,0,
2000,30,9,0,0,0,0,20,80,0,0,0,0,0,
2000,31,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,32,9,0,0,0,0,45,55,0,0,0,0,0,
2000,33,9,0,0,0,0,5,90,5,0,0,0,0,
2000,34,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,35,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,36,9.3,0,0,0,0,20,45,35,0,0,0,0,
2000,37,9.1,0,0,0,0,0,100,0,0,0,0,0,
2000,38,9.1,0,0,0,0,20,80,0,0,0,0,0,
2000,39,9.1,0,0,0,0,0,100,0,0,0,0,0,
2000,40,9.1,0,0,0,0,5,95,0,0,0,0,0,
2000,41,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,42,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,45,9,0,0,0,0,10,90,0,0,0,0,0,
2000,46,9.28,0,0,0,.3299670033,15.898410159,61.0138986101,22.097790221,.6599340066,0,0,0,
2000,48,9.1,0,0,0,0,40,60,0,0,0,0,0,
2000,50,9,0,0,0,0,10,90,0,0,0,0,0,
2000,52,9.2,0,0,0,0,10,80,10,0,0,0,0,
2000,53,9.2,0,0,0,0,15.7894736842,78.9473684211,5.2631578947,0,0,0,0,
2000,54,8.6,0,0,0,10,85,5,0,0,0,0,0,
2000,55,9.1,0,0,0,0,46.3,53.7,0,0,0,0,0,
2000,56,9.1,0,0,0,0,20,70,10,0,0,0,0,
2000,57,9,0,0,0,0,30,70,0,0,0,0,0,
2000,59,9.1,0,0,0,0,10,70,20,0,0,0,0,
2000,60,9,0,0,0,0,0,100,0,0,0,0,0,
2000,61,9.2,0,0,0,0,25,75,0,0,0,0,0,
2000,62,9,0,0,0,0,5,80,15,0,0,0,0,
2000,64,9.1,0,0,0,0,30,70,0,0,0,0,0,
2000,65,9.2,0,0,0,0,0,100,0,0,0,0,0,
2000,67,9.2,0,0,0,0,50,50,0,0,0,0,0,
2000,70,9,0,0,0,0,10,90,0,0,0,0,0,
2000,71,8.9,0,0,0,1,50,45,4,0,0,0,0,
2000,72,9.1,0,0,0,0,5,95,0,0,0,0,0,
2000,73,8.5,0,0,0,20,80,0,0,0,0,0,0,
2000,76,9.1,0,0,0,0,20,75,5,0,0,0,0,
2000,85,9.2,0,0,0,0,0,100,0,0,0,0,0,
2000,87,9,0,0,0,0,40,60,0,0,0,0,0,
2000,89,9.1,0,0,0,0,30,60,10,0,0,0,0,
2000,90,9,0,0,0,0,10,90,0,0,0,0,0,
2000,91,9,0,0,4.7094188377,45.2905811623,45.2905811623,4.7094188377,0,0,0,0,0,
2000,92,9.11,0,0,0,0,1.7898210179,98.0201979802,.1899810019,0,0,0,0,
2000,93,8.9,0,0,0,0,65,35,0,0,0,0,0,
2000,94,9.2,0,0,0,0,20,70,10,0,0,0,0,
2000,95,8.9,0,0,0,0,80,20,0,0,0,0,0,
2000,96,8.6,0,0,0,30,65,5,0,0,0,0,0,
2001,1,8.4,0,0,10,40,40,10,0,0,0,0,0,
2001,2,8.5,0,0,0,20,70,10,0,0,0,0,0,
2001,3,,0,0,0,60,40,0,0,0,0,0,0,
2001,4,8.3,0,0,0,50,50,0,0,0,0,0,0,
2001,5,8.7,0,0,0,6,45,45,4,0,0,0,0,
2001,6,8.5,0,0,15,30,40,15,0,0,0,0,0,
2001,7,8.3,,,,,,,,,,,,
2001,9,8.3,0,0,0,60,40,0,0,0,0,0,0,
2001,10,8.6,0,0,0,30,50,20,0,0,0,0,0,
2001,11,8.7,0,0,0,30,40,30,0,0,0,0,0,
2001,14,8.5,0,0,0,40,60,0,0,0,0,0,0,
2001,15,8.75,0,0,0,20,50,25,5,0,0,0,0,
2001,16,8.4,0,0,10,40,30,10,10,0,0,0,0,
2001,17,8.5,0,0,14.2857142857,38.0952380952,42.8571428571,4.7619047619,0,0,0,0,0,
2001,18,8.4,0,5,15,35,25,15,5,0,0,0,0,
2001,19,8.6,0,0,0,0,100,0,0,0,0,0,0,
2001,20,8.7,0,0,0,35,65,0,0,0,0,0,0,
2001,22,8.7,0,0,5,10,25,25,20,10,3,2,0,
2001,23,8.5,0,0,0,0,50,50,0,0,0,0,0,
2001,24,8.2,0,0,15,50,30,5,0,0,0,0,0,
2001,26,8.4,0,0,0,50,45,5,0,0,0,0,0,
2001,28,8.4,0,0,20,30,30,20,0,0,0,0,0,
2001,29,8.6,0,0,0,15,85,0,0,0,0,0,0,
2001,30,8.2,0,0,15,80,5,0,0,0,0,0,0,
2001,31,8.2,0,0,10,70,20,0,0,0,0,0,0,
2001,32,8.3,0,0,10,40,30,15,5,0,0,0,0,
2001,33,8.5,0,0,0,10,90,0,0,0,0,0,0,
2001,34,8.2,0,0,0,20,80,0,0,0,0,0,0,
2001,35,8.4,0,0,0,60,40,0,0,0,0,0,0,
2001,36,9.1,0,0,0,0,20,50,30,0,0,0,0,
2001,37,8.4,0,0,0,70,30,0,0,0,0,0,0,
2001,38,8.6,0,0,0,20,80,0,0,0,0,0,0,
2001,39,8.6,0,0,0,28,70,2,0,0,0,0,0,
2001,40,8.4,0,0,10,40,30,15,5,0,0,0,0,
2001,41,8.2,0,0,0,90,10,0,0,0,0,0,0,
2001,42,8.6,0,0,0,0,70,30,0,0,0,0,0,
2001,45,8.5,0,0,0,25,75,0,0,0,0,0,0,
2001,46,9.23,0,0,0,.0502512563,20.4422110553,61.5879396985,17.5175879397,.4020100503,0,0,0,
2001,48,8.3,0,0,20,50,30,0,0,0,0,0,0,
2001,50,8.5,0,0,0,25,75,0,0,0,0,0,0,
2001,52,8.7,0,0,5,20,40,30,5,0,0,0,0,
2001,53,8.4,0,0,0,70,30,0,0,0,0,0,0,
2001,54,7.6,0,10,40,40,10,0,0,0,0,0,0,
2001,55,8.8,0,0,0,6.0939060939,69.9300699301,23.6763236763,.2997002997,0,0,0,0,
2001,56,8.3,0,0,10,50,30,10,0,0,0,0,0,
2001,57,8.5,0,0,0,20,80,0,0,0,0,0,0,
2001,59,8.6,0,0,0,25,50,25,0,0,0,0,0,
2001,60,8.3,0,0,0,70,30,0,0,0,0,0,0,
2001,61,8.6,0,0,0,30,60,10,0,0,0,0,0,
2001,62,8.75,0,0,0,5,70,25,0,0,0,0,0,
2001,64,8.5,0,3,10,35,37,10,3,2,0,0,0,
2001,65,8.9,0,0,0,0,80,20,0,0,0,0,0,
2001,67,8.8,0,0,0,30,70,0,0,0,0,0,0,
2001,70,8.3,0,0,10,70,20,0,0,0,0,0,0,
2001,71,8.3,0,0,0,20,40,30,10,0,0,0,0,
2001,72,8.5,0,0,20,30,35,15,0,0,0,0,0,
2001,73,8.3,0,0,11.1111111111,66.6666666667,22.2222222222,0,0,0,0,0,0,
2001,76,8.3,0,5,20,50,20,5,0,0,0,0,0,
2001,85,9.5,0,0,0,0,0,30,65,5,0,0,0,
