INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2013,4,1.4,,,,5,15,31,29,15,5,,,,,,,,,,
2013,6,1.5,,,,,,30,65,5,,,,,,,,,,,
2013,7,,,,,,,,,,,,,,,,,,,,
2013,8,1.5,,,,,5,42,48,5,,,,,,,,,,,
2013,14,1.6,,,,,,,,,,,,,,,,,,,
2013,15,1.5,,,,,,40,60,,,,,,,,,,,,
2013,16,1.5,0,1,2,3,10,17,25,18,12,8,3,1,,,,,,,
2013,22,1.6,,,,,,35,50,15,,,,,,,,,,,
2013,23,1.5,,,,1,10,27,31,20,10,1,,,,,,,,,
2013,24,1.5,,,,5,14,27,30,14,7.5,2.5,,,,,,,,,
2013,26,1.5,,,,,5,40,50,5,,,,,,,,,,,
2013,29,1.5,,,,,,20,70,10,,,,,,,,,,,
2013,30,1.6,,,,,5,30,40,25,,,,,,,,,,,
2013,32,1.4,,,,3,20,38,22,13,3,1,,,,,,,,,
2013,36,1.8,,,,5,10,20,35,20,5,5,,,,,,,,,
2013,37,1.5,,,,,,34,66,,,,,,,,,,,,
2013,38,1.5,,,,,,10,80,10,,,,,,,,,,,
2013,41,1.5,,,,,,20,65,15,,,,,,,,,,,
2013,45,1.6,,,,,,10,90,,,,,,,,,,,,
2013,47,1.57,0,1,2,7,18,20,21,15,10,5,1,0,,,,,,,
2013,49,1.5,0,1,2,5,17,28,26,15,5,1,0,0,,,,,,,
2013,52,1.4,0,0,1,3,13,37,34,11,1,0,0,0,,,,,,,
2013,54,1.5,,,,,,40,50,10,,,,,,,,,,,
2013,56,1.4,,,,,10,50,40,,,,,,,,,,,,
2013,57,1.6,,,,,,,,,,,,,,,,,,,
2013,58,1.6,,,,,20,35,40,5,,,,,,,,,,,
2013,68,1.5,,,,,15,30,40,15,,,,,,,,,,,
2013,70,1.4,,,,,,75,25,,,,,,,,,,,,
2013,82,1.4,,,,,,,,,,,,,,,,,,,
2013,84,1.5,0,0,0,0,0,35,65,0,0,0,0,0,,,,,,,
2013,85,1.4842255664,0,0,0,.0000005768,.1052960908,32.7724139705,65.6898523536,1.4323651808,.0000718275,0,0,0,,,,,,,
2013,88,1.7,,,,5,10,21,28,21,10,5,,,,,,,,,
2013,89,1.5,,,,5,10,30,40,10,5,,,,,,,,,,
2013,91,1.5,0,0,0,0,2.5,45,50,2.5,0,0,0,0,,,,,,,
2013,92,1.5,0,0,0,.0000000003,.0289830473,36.5097333229,63.3634929061,.0977907231,.0000000003,0,0,0,,,,,,,
2013,93,1.6,,,,,,25,65,10,,,,,,,,,,,
2013,94,1.7,,,,,6,23,40,22,6,2,1,,,,,,,,
2013,95,1.4117362563,0,0,3,8,19,40,14,10,4,2,0,0,,,,,,,
2013,96,1.4,,,,,7,48,40,5,,,,,,,,,,,
2013,98,1.4,,,,,3,50,45,2,,,,,,,,,,,
2013,99,1.5,,,,,,40,60,,,,,,,,,,,,
2013,101,1.1947130502,,,,,15,80,5,,,,,,,,,,,,
2013,102,1.6,,,,,,49,51,,,,,,,,,,,,
2013,103,1.4,,,,,7.5,45,40,7.5,,,,,,,,,,,
2013,104,1.6,0,0,0,0,5,30,45,15,5,0,0,0,,,,,,,
2013,107,1.5,0,0,0,.0000000003,.0289830473,36.5097333229,63.3634929061,.0977907231,.0000000003,0,0,0,,,,,,,
2013,108,1.598325,,,,,5.19,27.65,42.73,22.29,2.14,,,,,,,,,,
