INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2004,1,2.1,,,,,30,50,20,,,,,,
2004,2,2.1,,,,,15,80,5,,,,,,
2004,4,2.2,,,,,1,98,1,,,,,,
2004,5,2.1,,,,,30,70,,,,,,,
2004,7,2.2,,,,,,,,,,,,,
2004,9,2.1,,,,,40,60,,,,,,,
2004,10,2.03934946,.32727198,1.1142376,4.99494862,13.26131346,22.93233808,25.83935231,18.9724844,9.07571772,3.48233583,,,,
2004,14,2.2,,,,,,100,,,,,,,
2004,15,2.1,,,,,2,98,,,,,,,
2004,16,2.1,0,0,3,10,20,33,26,5,3,,,,
2004,17,2.1,0,0,0,5,40,40,10,5,0,,,,
2004,18,2,0,10,20,20,25,15,5,2.5,2.5,,,,
2004,19,2.1,,,,,,100,,,,,,,
2004,20,2.1,,,,,,100,,,,,,,
2004,22,2.1,0,0,0,0,15,80,5,0,0,,,,
2004,23,2.1,,,,,10,90,,,,,,,
2004,24,2.1,,,,,20,80,,,,,,,
2004,26,2.1,,,,,10,90,,,,,,,
2004,28,2.1,,,,,30,60,10,,,,,,
2004,29,2.1,,,,,10,90,,,,,,,
2004,30,2.1,,,,,20,80,,,,,,,
2004,31,2.1,,,,,2,98,,,,,,,
2004,32,2.1,,,,5,30,45,20,,,,,,
2004,33,2.1,,,,,20,80,,,,,,,
2004,35,2.1,,,,,,100,,,,,,,
2004,37,2.1,,,,,,100,,,,,,,
2004,38,2.1,,,,,5,90,5,,,,,,
2004,39,2.1,,,,,,100,,,,,,,
2004,40,2.1,,,,,,100,,,,,,,
2004,41,2.2,,,,,,100,,,,,,,
2004,42,2.1,,,,,20,75,5,,,,,,
2004,45,2.2,,,,,,100,,,,,,,
2004,47,2.2,,,,,,100,,,,,,,
2004,48,2.1,,,,,2.5,95,2.5,,,,,,
2004,50,2.2,,,,,,100,,,,,,,
2004,52,2.2,,,,,,70,30,,,,,,
2004,54,2.1,,,,,5,90,5,,,,,,
2004,56,2.1,,,,,5,95,,,,,,,
2004,57,2.1,,,,,,,,,,,,,
2004,59,2.1,,,,,10,85,5,,,,,,
2004,60,2.2,,,,,10,70,20,,,,,,
2004,61,2.1,,,,,15,85,,,,,,,
2004,63,2.2,,,,,10,70,20,,,,,,
2004,67,2,,,,5,35,45,10,5,,,,,
2004,68,2.1,1,2,8,10,23,39,10,6,1,,,,
2004,73,2.2,,,,,10,90,,,,,,,
2004,76,2.2,,,,,5,90,5,,,,,,
2004,80,2.2,0,0,0,.00001,4.07321093,91.85356086,4.07321093,.00001,0,,,,
2004,82,2.1,,,,,,,,,,,,,
2004,84,2.1,0,0,0,0,0,100,0,0,0,,,,
2004,85,2.2,,,,,10,90,,,,,,,
2004,89,2.1,,,,,25,50,25,,,,,,
2004,90,2.1,0,0,0,5,10,60,20,5,0,,,,
2004,91,2.1,,,,,30,60,10,,,,,,
2004,92,2.1,.01228683,.12267543,1.37765959,7.60618845,21.72707823,32.19445139,24.77050737,9.88972757,2.29942514,,,,
2004,93,2.1,,,,,30,70,,,,,,,
2004,94,1.9,,,,10,30,50,10,,,,,,
2004,95,2.1,0,0,0,0,39,54,7,0,0,,,,
2004,96,2.2,,,,,,100,,,,,,,
2004,97,2.1,,,,,,99,1,,,,,,
2004,98,2.1,,,,,5,90,5,,,,,,
2004,99,2.1,,,,,15,60,25,,,,,,
2005,1,1.9,,,10,20,25,25,15,5,,,,,
2005,2,1.8,,,,10,40,40,10,,,,,,
2005,4,2.2,,,,,10,70,20,,,,,,
2005,5,1.8,,,,5,60,30,5,,,,,,
2005,7,2,,,,,,,,,,,,,
2005,9,2.2,,,,,30,70,,,,,,,
2005,10,2.05941626,.30174198,1.04467036,4.76016587,12.85747231,22.61965587,25.92886851,19.36830879,9.42584164,3.69327467,,,,
2005,14,2,,,,,40,60,,,,,,,
2005,15,1.9,,,,5,55,25,15,,,,,,
2005,16,1.7,0,0,8,15,25,20,18,10,4,,,,
2005,17,1.6,,5,15,20,30,20,10,,,,,,
2005,18,1.5,0,10,20,20,25,15,5,2.5,2.5,,,,
2005,19,1.9,,,,,70,30,,,,,,,
2005,20,1.9,,,,15,50,35,,,,,,,
2005,22,2,0,0,0,20,25,40,15,0,0,,,,
2005,23,2.1,,,,5,40,50,5,,,,,,
2005,24,2,,,,10,35,45,10,,,,,,
2005,26,1.9,,,,15,40,30,15,,,,,,
2005,28,1.9,,,5,15,35,30,10,5,,,,,
2005,29,1.7,,,,,95,5,,,,,,,
2005,30,1.9,,,,,50,50,,,,,,,
2005,31,1.9,,,,,55,45,,,,,,,
2005,32,1.9,,,5,15,35,30,10,5,,,,,
2005,33,1.9,,,,,50,50,,,,,,,
2005,35,1.9,,,,,70,30,,,,,,,
2005,37,2,,,,,50,50,,,,,,,
2005,38,2,,,,,5,90,5,,,,,,
2005,39,2.1,,,,,35,45,20,,,,,,
2005,40,2,,,,,,100,,,,,,,
2005,41,2.2,,,,,20,60,20,,,,,,
2005,42,2,,,,5,40,55,,,,,,,
2005,45,2.3,,,,,,80,20,,,,,,
2005,47,2.2,,,,,15,70,15,,,,,,
2005,48,1.8,,,,2.5,85,12.5,,,,,,,
2005,50,1.9,,,,,50,50,,,,,,,
2005,52,1.8,,,,,65,35,,,,,,,
2005,54,1.8,,,,20,60,20,,,,,,,
2005,56,1.9,,,,5,45,40,10,,,,,,
2005,57,1.9,,,,,,,,,,,,,
2005,59,1.7,,,,10,60,30,,,,,,,
2005,60,1.7,,,5,20,40,25,10,,,,,,
2005,61,2.1,,,,,40,40,20,,,,,,
2005,63,1.9,,,,,60,40,,,,,,,
2005,67,2,,5,10,15,25,30,10,5,,,,,
2005,68,1.8,1,3,8,16,40,20,8,3,1,,,,
2005,73,2.2,,,,,40,60,,,,,,,
2005,76,1.6,,,4,15,55,20,6,,,,,,
2005,80,2.2,.00188841,.05039923,.90830445,7.04290987,23.97576069,36.04147468,23.97576069,7.04290987,.9605921,,,,
2005,82,1.7,,,,,,,,,,,,,
2005,84,1.9,0,0,0,1,45,42,12,0,0,,,,
2005,85,1.9,,,,,60,40,,,,,,,
2005,89,2,,,,10,30,40,20,,,,,,
2005,90,1.6,0,0,0,10,55,30,5,0,0,,,,
2005,91,2.2,,,,,20,60,20,,,,,,
2005,92,1.9,.87779161,2.16303256,7.52826119,16.03985178,23.4108707,23.4108707,16.03985178,7.5282812,3.00118847,,,,
2005,93,1.7,,,,,95,5,,,,,,,
2005,94,1.9,,,10,25,30,25,10,,,,,,
2005,95,1.9,0,0,0,17,48,27,8,0,0,,,,
2005,96,2.3,,,,,30,45,20,5,,,,,
2005,97,1.7,,,,10,70,20,,,,,,,
2005,98,2,,,5,10,30,45,10,,,,,,
2005,99,1.9,,,,5,50,35,10,,,,,,
2005Sep,1,1.8,,,5,20,30,23,15,7,,,,,
2005Sep,2,1.8,,,2,8,40,40,8,2,,,,,
2005Sep,4,2.2,,,,,20,60,20,,,,,,
2005Sep,5,1.8,,,,20,60,20,,,,,,,
2005Sep,7,1.7,,,,,,,,,,,,,
2005Sep,9,2.2,,,,,30,70,,,,,,,
2005Sep,10,2.03550593,.332378,1.12799155,5.04082449,13.33904804,22.99090947,25.82020966,18.89610966,9.009445,3.44308413,,,,
2005Sep,14,1.8,,,,,,,,,,,,,
2005Sep,15,1.8,,,,10,50,25,15,,,,,,
2005Sep,16,1.6,0,0,10,22,23,22,15,5,3,,,,
2005Sep,17,1.8,,5,15,20,30,25,5,,,,,,
