INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,
2010,70,.3,,,15,40,45,,,,,,,,
2010,72,.2,,,,,,,,,,,,,
2010,73,,,15,40,40,5,,,,,,,,
2010,82,.8,,,5,20,55,15,5,,,,,,
2010,84,.2,10,12,18,23,20,12,3,1,1,,,,
2010,85,.6,1.11354,3.21026,11.5417,22.8891,27.8338,20.7568,9.4903,2.65810000000001,.455499999999998,.047699999999995,.00310000000000032,.000100000000002876,
2010,88,1,,,5,15,25,30,17.5,7.5,,,,,
2010,89,1.1,2.5,5,7.5,10,30,30,10,5,,,,,
2010,90,.6,5,15,20,30,25,5,,,,,,,
2010,91,.7,5,10,15,15,35,15,5,,,,,,
2010,93,1.1,,,,5,20,75,,,,,,,
2010,94,.3,7.5,10,15,30,15,12.5,10,,,,,,
2010,95,.6,4,8,14,19,26,14,10,4,1,,,,
2010,96,.5,,,10,35,45,10,,,,,,,
2010,97,1.6,1,3,5,5,10,15,25,20,10,4,1,1,
2010,98,.8,,,10,25,35,25,5,,,,,,
2010,99,1,,,,5,20,70,5,,,,,,
2010,100,.9,,4,10,20,40,20,5,1,,,,,
2010,101,1.6,,5,5,10,15,25,35,5,,,,,
2010,103,1.8,,,,5,15,30,35,10,5,,,,
2010,105,.4,,,10,60,25,5,,,,,,,
2010,107,.778478947112,.29,1.89,8.22,20.48,29.42,24.35,11.61,3.19,.5,.05,0,0,
2010,108,.3,,.2,15.4,65.7,15.6,3.1,,,,,,,
2010Q3,1,.9,1,4,10,20,32,27,5,1,,,,,
2010Q3,2,-.6,32,20,14,10,7,6,5,4,2,,,,
2010Q3,3,0,,20,30,40,10,,,,,,,,
2010Q3,4,1.2,,,,10,40,50,,,,,,,
2010Q3,5,.5,,,20,30,40,10,,,,,,,
2010Q3,7,1,,,,,,,,,,,,,
2010Q3,8,1,1,3,6,14,25,30,17,4,,,,,
2010Q3,10,.4,8.16,8.96,15.54,19.28,18.9,14.44,8.64,4.05,1.48,.43,.1,.02,
2010Q3,11,1.008,1,1.5,2.5,7.5,30,40,12.5,5,,,,,
2010Q3,14,.1,,,,,,,,,,,,,
2010Q3,15,1.5,,,5,10,15,25,25,15,5,,,,
2010Q3,16,.7,1,4,12,21,25,18,10,6,2,1,,,
2010Q3,18,.5,,,,,,,,,,,,,
2010Q3,20,.9,5,10,15,20,25,20,5,,,,,,
2010Q3,22,.8,,5,15,25,30,20,5,,,,,,
2010Q3,23,1.1,,2,5,10,25,25,20,10,3,,,,
2010Q3,24,1.3,,,,,25,40,25,10,,,,,
2010Q3,26,-.8,40,25,15,10,5,5,,,,,,,
2010Q3,28,1.2,4,6,10,12,16,20,20,6,3,2,1,,
2010Q3,29,.5,,,30,30,20,20,,,,,,,
2010Q3,32,.5,10,13,17,20,22,12,5,1,,,,,
2010Q3,33,1,,,,10,40,40,10,,,,,,
2010Q3,35,,,,,,,,,,,,,,
2010Q3,36,.5,,5,20,30,35,10,,,,,,,
2010Q3,37,1,,,,20,35,40,5,,,,,,
2010Q3,38,1,,,,,20,60,20,,,,,,
2010Q3,39,1.1,,,,20,30,30,20,,,,,,
2010Q3,41,.8,,,,,,,,,,,,,
2010Q3,42,.9,,,10,30,40,20,,,,,,,
2010Q3,47,1.2,,5,10,15,20,25,20,5,,,,,
2010Q3,48,,,,,,,,,,,,,,
2010Q3,52,.6,2,4.5,12,23.5,28,18.5,8,2.5,1,,,,
2010Q3,56,1.2,,,,,30,60,10,,,,,,
2010Q3,57,,,,,,,,,,,,,,
2010Q3,58,,,,,,,,,,,,,,
2010Q3,60,1.4,,,,10,30,40,20,,,,,,
2010Q3,61,,,,,,,,,,,,,,
2010Q3,65,1.5,,,,,,,,,,,,,
2010Q3,67,,,,,,,,,,,,,,
2010Q3,68,1.3,,,,,,,,,,,,,
2010Q3,70,.7,,,,10,65,25,,,,,,,
2010Q3,72,-.6,,,,,,,,,,,,,
2010Q3,73,,,,,,,,,,,,,,
2010Q3,82,1,,,5,20,55,15,5,,,,,,
2010Q3,84,,,,,,,,,,,,,,
2010Q3,85,.8,.506401,1.768599,7.65211,18.45819,27.2948,24.7517,13.7641,4.6906,.978500000000004,.124799999999992,.00970000000000137,.000500000000003276,
2010Q3,88,1.3,,5,7.5,12.5,20,25,15,10,5,,,,
2010Q3,89,1.2,,,5,10,35,35,10,5,,,,,
2010Q3,90,.8,,10,15,25,30,15,5,,,,,,
2010Q3,91,1.1,5,5,10,15,25,35,5,,,,,,
2010Q3,93,1.3,,,,5,5,65,25,,,,,,
2010Q3,94,.7,2.5,5,7.5,20,35,12.5,10,5,2.5,,,,
2010Q3,95,.7,5,8,15,18,22,15,10,5,2,,,,
2010Q3,96,,,,,,,,,,,,,,
2010Q3,97,2.2,1,3,5,5,10,15,20,25,10,4,1,1,
2010Q3,98,1.2,,,5,15,20,30,20,10,,,,,
2010Q3,99,,,,,,,,,,,,,,
2010Q3,100,1.2,,1,4,10,17.5,35,17.5,10,4,1,,,
2010Q3,101,2,,,,,5,20,30,40,5,,,,
2010Q3,103,2,,,,,5,20,30,35,10,,,,
2010Q3,105,.5,,,,20,60,20,,,,,,,
2010Q3,107,.989524631213,.48,1.98,6.73,15.32,23.49,24.24,16.83,7.87,2.47,.52,.07,0,
2010Q3,108,.1,,.5,22.7,40.1,25.7,10.5,.5,,,,,,
2013,1,1.8,,,3,8,11,20,20,20,13,3,2,,
2013,2,1.5,2,5,8,16,22,20,15,7,4,1,,,
2013,3,2.5,,,,,,10,40,40,10,,,,
2013,4,2,,,,,,,50,50,,,,,
2013,5,1.5,,,,,10,40,40,10,,,,,
2013,7,1.8,,,,,,,,,,,,,
2013,8,2,,,,2,5,13,27,30,16,7,,,
2013,10,2,.15,.4,1.48,4.02,8.62,14.42,18.88,19.36,15.54,9.76,4.8,2.57,
2013,11,1.761,,,,,3,15,50,20,10,2,,,
2013,14,2.5,,,,,,,,,,,,,
2013,15,2.25,,,,5,5,5,15,35,30,5,,,
2013,16,2,,,5,6,7,8,15,17,15,11,10,6,
2013,18,2,,,,,,,,,,,,,
2013,20,2,,,,,10,15,20,25,20,10,,,
2013,22,2,,,,,5,10,25,30,23,7,,,
2013,23,1.8,,,2,3,8,15,25,20,15,8,3,1,
2013,24,1.9,,,,,5,10,40,40,5,,,,
2013,26,1.8,,5,5,5,10,15,20,15,10,5,5,5,
2013,28,2,2,3,3,5,7,9,19,16,16,9,8,3,
2013,29,1.9,,,,,,,60,40,,,,,
2013,32,2,,,,,,,,,,,,,
2013,33,2,,,,,,20,30,30,20,,,,
2013,35,,,,,,,,,,,,,,
2013,36,2,,,,,5,15,25,35,15,5,,,
2013,37,2,,,,,5,25,30,35,5,,,,
2013,38,,,,,,,,,,,,,,
2013,39,1.9,,,,,,20,40,30,10,,,,
2013,41,2.1,,,,,,,,,,,,,
2013,42,2.1,,,,,5,20,30,40,5,,,,
2013,47,1.8,,,,5,10.5,22,25,22,10.5,5,,,
2013,48,,,,,,,,,,,,,,
2013,52,,,,,,,,,,,,,,
2013,56,2,,,,,,,40,50,10,,,,
2013,57,,,,,,,,,,,,,,
2013,58,2.1,,,,,,,,,,,,,
2013,60,1.8,,,,,,30,50,20,,,,,
2013,61,,,,,,,,,,,,,,
2013,65,2,,,,,,5,25,40,25,5,,,
2013,67,,,,,,,,,,,,,,
2013,68,1.9,,,,,,,50,50,,,,,
2013,70,2,,,,,,10,35,55,,,,,
2013,72,1.5,,,,,,,,,,,,,
2013,73,,,,,,,,,,,,,,
2013,82,,,,,,,30,60,10,,,,,
2013,84,1.9,1,1,2,4,10,12,25,20,18,5,1,1,
2013,85,,,,,,,,,,,,,,
2013,88,1.9,,,,5,10,20,30,20,10,5,,,
2013,89,2,,,,5,5,10,30,30,10,5,5,,
2013,90,1.5,,,,10,15,25,40,10,,,,,
2013,91,1.9,,,,,10,20,35,25,10,,,,
2013,93,2,,,,,,10,35,45,10,,,,
2013,94,2,,,,2.5,5,10,35,25,15,5,2.5,,
2013,95,2,,,2,4,7,11,16,24,17,13,6,,
2013,96,,,,,,,,,,,,,,
2013,97,2.1,1,3,5,5,10,15,25,20,10,4,1,1,
2013,98,2,,,,,,10,30,50,10,,,,
2013,99,,,,,,,,,,,,,,
2013,100,2.1,,,,,7.5,10,22.5,30,20,7.5,2.5,,
2013,101,,,,,,,,,,,,,,
2013,103,2,,,,,5,15,30,35,10,5,,,
2013,105,2.5,,,,,,,,20,60,20,,,
2013,107,2.26622213297,0,0,.09,.7,3.29,9.92,19.78,25.84,22.13,12.41,4.56,1.28,
2013,108,1.3,,,,.5,17.6,35.5,26.8,15.4,4.2,,,,
,,,,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0
2009,1,8.4,,,,,1,19,40,35,5,,,,
2009,2,7.7,,,,4,12,20,34,22,6,2,,,
2009,3,8.5,,,,,,,40,40,20,,,,
2009,4,8.5,,,,,,,30,60,10,,,,
2009,5,8.5,,,,,,10,40,40,10,,,,
2009,7,9.5,,,,,,,,,,,,,
2009,8,8.6,,,,,,,30,40,25,5,,,
2009,10,8.8,,.01,.08,.58,2.87,9.17,19.08,25.87,22.85,13.15,4.93,1.2,.21
2009,11,8.675,,,,,,,35,40,20,5,,,
2009,14,9.3,,,,,,,,10,60,30,,,
2009,15,8.25,,,,,5,15,55,20,5,,,,
2009,16,9.1,,,,,1,3,10,18,30,18,15,5,
2009,18,8.5,,,,,,,,,,,,,
2009,20,8.5,,,,,,,40,60,,,,,
2009,22,9,,,,,,5,15,25,40,15,,,
2009,23,8.2,,,,,,20,50,30,,,,,
2009,24,8.6,,,,,,10,40,40,10,,,,
2009,26,8.4,,,,,,,40,40,15,5,,,
2009,28,8.9,,,,,3,5,14,21,20,12,8,7,10
2009,29,8.2,,,,,,30,50,20,,,,,
2009,32,8.7,,,,,,6,20,28,23,16,6,1,
2009,33,9,,,,,,,,50,50,,,,
2009,35,8.3,,,,,,10,70,20,,,,,
2009,36,8.2,,,,,10,35,40,15,,,,,
2009,37,8.8,,,,,,,5,90,5,,,,
2009,38,8.8,,,,,,,30,50,20,,,,
2009,39,8.7,,,,,,5,20,40,25,10,,,
2009,41,8.5,,,,,,,,60,40,,,,
2009,42,9.2,,,,,,,5,40,55,,,,
2009,47,8.7,,,,,5,10,15,20,20,15,10,5,
2009,48,8.2,,,,,,,,,,,,,
2009,52,9.4,,,,,.5,3.1,10.5,21.9,27.9,21.9,10.5,3.1,.6
2009,56,8.1,,,,,,10,60,30,,,,,
2009,57,8.5,,,,,,,,,,,,,
2009,58,8.2,,,,,,,,,,,,,
2009,60,8.8,,,,,,5,30,40,25,,,,
2009,61,,,,,,,,,,,,,,
2009,65,9,,,,,,,5,20,50,20,5,,
2009,67,8.5,,,,,,10,25,35,20,10,,,
2009,68,8.6,,,,,,,20,50,30,,,,
2009,70,8.5,,,,,,,10,60,30,,,,
2009,72,9.3,,,,,,,,,,,,,
2009,73,,,,,,,50,40,10,,,,,
2009,82,8.7,,,,,,,10,55,35,,,,
2009,84,8.6,,,,,,,10,75,15,,,,
2009,85,8.3,,,.00723723,.24828077,3.337492,17.59239,36.7408,30.5669,10.1166,1.3216,.0673999999999952,.00130000000000408,0
2009,88,8.6,,,,,,10,20,30,25,15,,,
2009,89,8,,,,,10,40,40,10,,,,,
2009,90,8.5,,,,,,5,20,50,15,10,,,
2009,91,9.1,,,,,,,15,20,50,15,,,
2009,93,8.5,,,,,,,40,60,,,,,
2009,94,9.3,,,,,,,2.5,7.5,60,30,,,
2009,95,9.5207570846144,,,,,,,,5,38,44,12,1,
2009,96,9.3,,,,,,,,,55,40,5,,
2009,97,8,,,,,,,40,30,20,10,,,
2009,98,8.6,,,,,,5,25,40,25,5,,,
2009,99,9.1,,,,,,,5,10,70,10,5,,
2009,100,9.3,,,,,,,4,17.5,50,22.5,6,,
2009,101,8.7,,,,,,,15,50,30,5,,,
2009,103,8.9,,,,,,,15,35,30,15,5,,
2009,105,9.3,,,,,,,,10,80,10,,,
2009,107,7.94981647198,0,0,0,.00000168,.288735893,49.75169755,49.67261407,.286949143,.000001664,0,0,0,0
2009,108,8.5,,,,,,3.3,51.3,44,1.4,,,,
2009Nov,1,8.8,,,,,,2,22,35,32,8,1,,
2009Nov,2,7.6,,,2,5,10,16,30,20,10,5,2,,
2009Nov,3,9,,,,,,,20,50,30,,,,
2009Nov,4,8.5,,,,,,,20,60,20,,,,
2009Nov,5,9,,,,,,,5,40,50,5,,,
2009Nov,7,10.5,,,,,,,,,,,,,
2009Nov,8,9,,,,,,,14,30,35,21,,,
2009Nov,10,9.4,.01,.02,.13,.55,1.82,4.75,9.7,15.48,19.34,18.92,14.49,8.68,6.11
2009Nov,11,8.875,,,,,,,20,40,25,15,,,
2009Nov,14,10.2,,,,,,,,,,,,,
2009Nov,15,8.5,,,,,5,30,25,25,10,5,,,
2009Nov,16,9.3,,,,,1,3,10,18,30,18,15,5,
2009Nov,18,9,,,,,,,,,,,,,
2009Nov,20,8.9,,,,,,,,50,40,10,,,
2009Nov,22,10,,,,,,,,5,15,20,40,15,5
2009Nov,23,8.2,,,,,,20,50,30,,,,,
2009Nov,24,8.9,,,,,,5,15,40,35,5,,,
2009Nov,26,8.9,,,,,,,10,40,35,10,5,,
2009Nov,28,9.2,,,,,2,5,14,20,21,13,8,7,10
2009Nov,29,8.8,,,,,,,10,50,40,,,,
2009Nov,32,9.1,,,,,,,,,,,,,
2009Nov,33,9,,,,,,,10,40,40,10,,,
2009Nov,35,,,,,,,,,,,,,,
2009Nov,36,8.1,,,,,5,25,35,25,10,,,,
2009Nov,37,9.3,,,,,,,,10,80,10,,,
2009Nov,38,9.2,,,,,,,,30,50,20,,,
2009Nov,39,9,,,,,,,10,35,35,15,5,,
2009Nov,41,8.9,,,,,,,,,,,,,
2009Nov,42,9.3,,,,,,,5,35,55,5,,,
2009Nov,47,9.4,,,,,,,10,20,25,20,15,10,
2009Nov,48,8.5,,,,,,,,,,,,,
2009Nov,52,9.6,,,,,.1,.8,4.7,13.8,24.8,27.3,18.5,7.7,2.3
2009Nov,56,8.3,,,,,,10,60,30,,,,,
2009Nov,57,,,,,,,,,,,,,,
2009Nov,58,,,,,,,,,,,,,,
2009Nov,60,9.2,,,,,,,5,20,40,35,,,
2009Nov,61,,,,,,,,,,,,,,
2009Nov,65,9.4,,,,,,,,,,,,,
2009Nov,67,,,,,,,,,,,,,,
2009Nov,68,,,,,,,,,,,,,,
2009Nov,70,9,,,,,,,,20,60,20,,,
2009Nov,72,10.2,,,,,,,,,,,,,
2009Nov,73,,,,,,,,,,,,,,
2009Nov,82,9.1,,,,,,,,10,55,35,,,
2009Nov,84,,,,,,,,,,,,,,
2009Nov,85,8.5,,,,.0673849,1.3216191,10.11656,30.5669,36.7408,17.5924,3.3375,.248300000000001,.00839999999999322,.000136000000002876
2009Nov,88,9,,,,,,,10,25,30,25,10,,
2009Nov,89,8.3,,,,,10,40,40,10,,,,,
2009Nov,90,9.2,,,,,,,0,15,60,25,,,
2009Nov,91,9.9,,,,,,,10,15,20,40,10,5,
2009Nov,93,,,,,,,,,,,,,,
2009Nov,94,10,,,,,,,,2.5,10,30,45,12.5,
2009Nov,95,9.65416109287217,,,,,,,1,2,24,44,26,2,1
2009Nov,96,10.2,,,,,,,,,,5,50,40,5
2009Nov,97,9.2,,,,,,,10,20,30,25,10,5,
2009Nov,98,9,,,,,,5,25,30,30,10,,,
2009Nov,99,8.9,,,,,,5,10,60,20,5,,,
2009Nov,100,9.8,,,,,,,,2.5,20,45,25,7.5,
2009Nov,101,9,,,,,,,,15,50,30,5,,
2009Nov,103,9.4,,,,,,,5,20,35,30,10,,
2009Nov,105,9.2,,,,,,,,5,85,10,,,
2009Nov,107,8.21845386805,0,0,.00000000022,.0000341,.13117564,14.53064008,67.10581265,18.02326572,.209000604,.0000712,.00000000578,0,0
2009Nov,108,8.6,,,,,,11.7,31.1,37,18.2,2,,,
2010,1,9,,,,,,1,6,35,37,18,3,,
2010,2,7.2,,,2,6,10,16,28,18,12,6,2,,
2010,3,9.3,,,,,,,,30,40,30,,,
2010,4,9.5,,,,,,,,,40,60,,,
2010,5,9.3,,,,,,,5,40,50,5,,,
2010,7,10.8,,,,,,,,,,,,,
2010,8,9.5,,,,,,,,10,25,35,20,10,
2010,10,9.8,,,.03,.18,.71,2.25,5.59,10.86,16.5,19.64,18.29,13.34,12.61
2010,11,9.2,,,,,,,5,25,40,25,5,,
2010,14,11,,,,,,,,,,,20,40,40
2010,15,8.5,,,,,5,20,35,30,10,,,,
2010,16,9.9,,,,,,2,4,10,18,25,21,13,7
2010,18,10.5,,,,,,,,,,,,,
2010,20,9,,,,,,,,50,50,,,,
2010,22,10.2,,,,,,,,5,15,20,35,20,5
2010,23,8.5,,,,,,10,30,40,20,,,,
2010,24,9.3,,,,,,,10,20,45,20,5,,
2010,26,9.7,,,,,,,,5,10,60,20,5,
2010,28,9.1,,,,,3,5,14,20,21,12,8,7,10
2010,29,8.6,,,,,,,20,50,30,,,,
2010,32,9.3,,,,,2,5,12,18,23,18,12,8,2
2010,33,9,,,,,,,10,40,40,10,,,
2010,35,8.2,,,,,,10,80,10,,,,,
2010,36,8.5,,,,,5,20,30,35,10,,,,
2010,37,9.1,,,,,,,,20,70,10,,,
2010,38,8.8,,,,,,,30,50,20,,,,
2010,39,9,,,,,,,5,35,35,20,5,,
2010,41,9.4,,,,,,,,,50,40,10,,
2010,42,9.8,,,,,,,,10,20,45,25,,
2010,47,9.2,,,,,,5,10,15,20,20,15,10,5
2010,48,,,,,,,,,,,,,,
2010,52,10.75,,,,,,,0,.6,3.1,10.5,21.9,27.9,36
2010,56,8.6,,,,,,,30,60,10,,,,
2010,57,8.8,,,,,,,,,,,,,
2010,58,8.9,,,,,,,,,,,,,
2010,60,9.5,,,,,,,,10,30,40,20,,
2010,61,,,,,,,,,,,,,,
2010,65,10,,,,,,,,,10,20,40,20,10
2010,67,9,,,,,,,,20,35,25,20,,
2010,68,9.1,,,,,,,,10,50,40,,,
2010,70,9.7,,,,,,,,,20,55,25,,
2010,72,10.7,,,,,,,,,,,,,
2010,73,,,,,,5,60,30,5,,,,,
2010,82,9.2,,,,,,,,10,55,35,,,
2010,84,9.4,,,,,,,3,12,35,32,12,5,1
2010,85,8.9,,.001001403,.016804397,.1959872,1.392477,6.05013,16.096,26.2476,26.2476,16.0961,6.0501,1.39250000000001,.213699999999994
2010,88,9.4,,,,,,,10,20,30,25,15,,
2010,89,9,,,,,,5,10,35,35,10,5,,
2010,90,9,,,,,,,5,20,55,20,,,
2010,91,10.1,,,,,,,,10,15,20,35,15,5
2010,93,9,,,,,,,5,35,50,10,,,
2010,94,10.1,,,,,,,,7.5,10,15,42.5,20,5
2010,95,10.1547636365603,,,,,,,,,3,27,46,20,4
2010,96,10.8,,,,,,,,,,5,35,50,10
2010,97,8.9,,,,,,5,10,20,30,20,10,5,
2010,98,9,,,,,,5,25,30,30,10,,,
2010,99,10,,,,,,,,5,10,70,10,5,
2010,100,10.2,,,,,,,,1,5,17.5,40,22.5,14
2010,101,9.4,,,,,,,,15,50,30,5,,
2010,103,9.8,,,,,,,5,10,20,30,25,10,
2010,105,10.2,,,,,,,,,,15,70,15,
2010,107,8.22370974401,0,.000000000012,.000000561,.002054103,.634356067,18.27071735,57.78167964,22.34337856,.963882547,.003929805,.00000136,.000000006988,0
2010,108,9.5,,,,,,2.8,8.9,14.9,21,21.7,15.9,10.1,4.7
2010Nov,1,9.3,,,,,,3,13,21,33,24,5,1,
2010Nov,2,7.1,,,2,6,10,16,28,18,12,6,2,,
2010Nov,3,9.5,,,,,,,,25,50,25,,,
2010Nov,4,9.5,,,,,,,,,30,70,,,
2010Nov,5,9.2,,,,,,,10,40,40,10,,,
2010Nov,7,10.4,,,,,,,,,,,,,
2010Nov,8,9.7,,,,,,,2,5,20,30,23,13,7
2010Nov,10,9.8,,,.03,.18,.71,2.25,5.59,10.86,16.5,19.63,18.29,13.34,12.62
2010Nov,11,9.25,,,,,,,5,20,40,30,5,,
2010Nov,14,11.1,,,,,,,,,,,,,
2010Nov,15,8.25,,,,,10,25,30,20,10,5,,,
2010Nov,16,10.1,,,,,,2,4,10,15,20,25,15,9
2010Nov,18,11,,,,,,,,,,,,,
2010Nov,20,9,,,,,,,5,35,45,10,5,,
2010Nov,22,10.8,,,,,,,,,5,10,15,50,20
2010Nov,23,8.6,,,,,,10,25,30,25,10,,,
2010Nov,24,9.3,,,,,,,10,20,45,20,5,,
2010Nov,26,9.8,,,,,,,,,10,60,20,5,5
2010Nov,28,9,,,,,3,5,14,20,21,12,8,7,10
2010Nov,29,8.5,,,,,,,30,50,20,,,,
2010Nov,32,9.2,,,,,,,,,,,,,
2010Nov,33,8,,,,,10,40,40,10,,,,,
2010Nov,35,,,,,,,,,,,,,,
2010Nov,36,8.3,,,,,,30,40,30,,,,,
2010Nov,37,8.8,,,,,,,2,70,25,3,,,
2010Nov,38,8.6,,,,,,,30,50,20,,,,
2010Nov,39,8.9,,,,,,,20,40,30,10,,,
2010Nov,41,9.5,,,,,,,,,,,,,
2010Nov,42,9.5,,,,,,,,5,35,45,15,,
2010Nov,47,8.8,,,,,5,10,15,20,20,15,10,5,
2010Nov,48,,,,,,,,,,,,,,
2010Nov,52,10.9,,,,,,,,.3,1.9,7.7,18.5,27.3,44.3
2010Nov,56,8.6,,,,,,,30,60,10,,,,
2010Nov,57,,,,,,,,,,,,,,
2010Nov,58,,,,,,,,,,,,,,
2010Nov,60,9.6,,,,,,,,10,30,40,20,,
2010Nov,61,,,,,,,,,,,,,,
2010Nov,65,10.5,,,,,,,,,,,,,
2010Nov,67,,,,,,,,,,,,,,
2010Nov,68,,,,,,,,,,,,,,
2010Nov,70,9.8,,,,,,,,,25,65,10,,
2010Nov,72,11.2,,,,,,,,,,,,,
2010Nov,73,,,,,,,,,,,,,,
2010Nov,82,9.2,,,,,,,,10,55,35,,,
2010Nov,84,,,,,,,,,,,,,,
2010Nov,85,8.7,.000242448,.002926152,.0476993,.4555331,2.658129,9.49027,20.7568,27.8338,22.8891,11.5417,3.5659,.674200000000003,.0836999999999977
2010Nov,88,9.7,,,,,,,,10,25,30,25,10,
2010Nov,89,9.3,,,,,,5,10,35,35,10,5,,
2010Nov,90,8.8,,,,,,,15,50,25,10,,,
2010Nov,91,10,,,,,,,,5,10,25,35,15,10
2010Nov,93,,,,,,,,,,,,,,
2010Nov,94,9.8,,,,,,,,2.5,17.5,47.5,32.5,,
2010Nov,95,10.2197837708575,,,,,,,,1,2,24,45,25,3
2010Nov,96,,,,,,,,,,,,,,
2010Nov,97,8.6,,,,,5,10,20,30,15,10,5,5,
2010Nov,98,8.8,,,,,,5,25,30,30,10,,,
2010Nov,99,10,,,,,,,,,10,20,60,10,
2010Nov,100,10.3,,,,,,,,5,7.5,20,35,20,12.5
2010Nov,101,9.5,,,,,,,,,20,50,30,,
2010Nov,103,9.8,,,,,,,,10,20,35,25,10,
2010Nov,105,10,,,,,,,,,,20,65,15,
2010Nov,107,8.18883070089,0,.0000000193,.0000582,.026575005,1.91587825,23.2714986,51.5234801,21.59660236,1.644831295,.02103386,.0000423,.0000000107,0
2010Nov,108,9.6,,,,,.6,4.3,8.5,12.6,16.7,18.9,15.4,11.5,11.5
2013,1,7,,5,15,22,25,18,10,3,2,,,,
2013,2,6.2,22,30,22,9,6,4,3,2,1,1,,,
2013,3,7.5,,,,,30,40,30,,,,,,
2013,4,7.5,,,,,10,40,40,10,,,,,
2013,5,8,,,,,,10,60,20,10,,,,
2013,7,7.6,,,,,,,,,,,,,
2013,8,7.4,,1,9,17,35,30,7,1,,,,,
2013,10,8.7,.08,.21,.91,2.76,6.51,12.04,17.42,19.74,17.51,12.16,6.61,2.81,1.24
2013,11,7.6,,,,5,35,35,20,5,,,,,
2013,14,10.95,,,,,,,,,,,,,
2013,15,7,,5,15,25,30,15,5,5,,,,,
2013,16,8,,3,7,9,10,15,19,15,11,8,3,,
2013,18,10,,,,,,,,,,,,,
2013,20,8,,,,,10,25,30,20,10,5,,,
2013,22,7.5,,,,10,20,30,20,15,5,,,,
2013,23,8,,,3,7,15,20,25,15,8,5,2,,
2013,24,7.8,,,5,10,20,25,25,10,5,,,,
2013,26,8.2,,,,,5,20,40,20,5,5,5,,
2013,28,7.3,,,,,,,,,,,,,
2013,29,8.3,,,,,,20,60,20,,,,,
2013,32,,,,,,,,,,,,,,
2013,33,6.5,,,20,30,30,20,,,,,,,
2013,35,,,,,,,,,,,,,,
2013,36,7.2,,,5,15,35,25,15,5,,,,,
2013,37,7.3,,,,5,55,25,10,5,,,,,
2013,38,,,,,,,,,,,,,,
2013,39,8.6,,,,,5,15,25,30,20,5,,,
2013,41,7,,,,,,,,,,,,,
2013,42,8.2,,,,,,10,45,35,10,,,,
2013,47,,,,,,,,,,,,,,
2013,48,,,,,,,,,,,,,,
2013,52,,,,,,,,,,,,,,
2013,56,6.5,,,30,60,10,,,,,,,,
2013,57,,,,,,,,,,,,,,
2013,58,8.7,,,,,,,,,,,,,
2013,60,7.5,,,,,20,60,20,,,,,,
2013,61,,,,,,,,,,,,,,
2013,65,8,,,,,,,,,,,,,
2013,67,,,,,,,,,,,,,,
2013,68,7.5,,,,,50,50,,,,,,,
2013,70,7.5,,,,,,55,45,,,,,,
2013,72,8,,,,,,,,,,,,,
2013,73,,,,,,,,,,,,,,
2013,82,,,,,,,,,,,,,,
2013,84,7.5,,,2,10,25,35,18,8,2,,,,
2013,85,,,,,,,,,,,,,,
2013,88,8.2,,,,5,12.5,17.5,25,20,15,5,,,
2013,89,7.5,,5,5,10,30,30,10,5,5,,,,
2013,90,8,,,,,,20,50,25,5,,,,
2013,91,8,,,,5,10,20,35,15,10,5,,,
2013,93,7.5,,,,20,30,30,20,,,,,,
2013,94,7.4,,5,7.5,12.5,27.5,25,15,5,2.5,,,,
2013,95,7.95540671145175,,,1,2,8,34,45,6,3,1,,,
2013,96,,,,,,,,,,,,,,
2013,97,6.9,10,15,20,25,10,10,5,5,,,,,
2013,98,7,,,10,25,30,25,10,,,,,,
2013,99,,,,,,,,,,,,,,
2013,100,,,,,,,,,,,,,,
2013,101,,,,,,,,,,,,,,
2013,103,,,,,,,,,,,,,,
2013,105,8,,,,,,10,80,10,,,,,
2013,107,6.91429563409,.240485295,2.487291054,15.00465988,35.10481766,32.88601858,12.32943372,1.837195867,.107626783,.002449664,.0000214,.000000097,0,0
2013,108,10.6,,,,,,,,,,4.6,19.5,17.6,58.3
,,,,,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,OIL,USD,IR,LAB,,,,,,,,,,
2009,1,,,,,,,,,,,,,,
2009,2,,,,2.8,,,,,,,,,,
2009,3,,,,1.5,,,,,,,,,,
2009,4,,,,2.5,,,,,,,,,,
2009,5,,,,1.5,,,,,,,,,,
2009,7,,,,2.6,,,,,,,,,,
2009,8,,,,2.4,,,,,,,,,,
2009,10,,,,2.8,,,,,,,,,,
2009,11,,,,,,,,,,,,,,
2009,14,,,,2.8,,,,,,,,,,
2009,15,,,,,,,,,,,,,,
2009,16,,,,3.1,,,,,,,,,,
