INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2014,1,.4,,,,50,50,,,,,,,,,,,,,,
2014,2,.5,,,,40,60,,,,,,,,,,,,,,
2014,3,.5,,2.5,5,45,45,2.5,,,,,,,,,,,,,
2014,6,.5,,,,10,90,,,,,,,,,,,,,,
2014,7,.8,,,,,,,,,,,,,,,,,,,
2014,14,.4,,,,,,,,,,,,,,,,,,,
2014,15,.5,,,,10,90,,,,,,,,,,,,,,
2014,16,.6,1,2,3,25,45,16,5,2,1,0,0,0,,,,,,,
2014,20,.5,,,,35,50,15,,,,,,,,,,,,,
2014,23,.5,,,,25,70,5,,,,,,,,,,,,,
2014,24,.5,,5,15,25,30,15,7.5,2.5,,,,,,,,,,,
2014,26,.5,,,5,45,45,5,,,,,,,,,,,,,
2014,29,.5,,,,30,60,10,,,,,,,,,,,,,
2014,30,.5,,,,10,90,,,,,,,,,,,,,,
2014,31,.5,,,,25,75,,,,,,,,,,,,,,
2014,32,.6,,,3,34,50,12,1,,,,,,,,,,,,
2014,35,.5,,,,40,60,,,,,,,,,,,,,,
2014,36,.3,,,,80,20,,,,,,,,,,,,,,
2014,37,.5,,,,5,95,,,,,,,,,,,,,,
2014,38,.6,,,,10,80,10,,,,,,,,,,,,,
2014,39,.6,,,,5,95,,,,,,,,,,,,,,
2014,41,.5,,,,20,70,10,,,,,,,,,,,,,
2014,45,.55,,,,30,70,,,,,,,,,,,,,,
2014,47,.5,0,0,0,20,80,0,0,0,0,0,0,0,,,,,,,
2014,48,.5,0,0,0,50,50,,,,,,,,,,,,,,
2014,49,.5,,,,,,,,,,,,,,,,,,,
2014,52,.5,0,0,3,38,45,10,3,1,0,0,0,0,,,,,,,
2014,54,.7,,,5,20,65,10,,,,,,,,,,,,,
2014,57,.7,,,,,,,,,,,,,,,,,,,
2014,58,.5,,,,40,60,,,,,,,,,,,,,,
2014,59,.5,,,,40,60,,,,,,,,,,,,,,
2014,61,.5,,,,40,60,,,,,,,,,,,,,,
2014,63,.5,,,,85,15,,,,,,,,,,,,,,
2014,67,.5,,,5,45,33.9,10,5,1,.1,0,0,0,,,,,,,
2014,68,.6,,,,25,28,27,20,0,0,0,,,,,,,,,
2014,70,.5,,,,15,85,,,,,,,,,,,,,,
2014,80,.547436893,0,0,0,41.568627451,54.9019607843,3.5294117647,0,0,0,0,0,0,,,,,,,
2014,82,.5,,,,8,90,2,,,,,,,,,,,,,
2014,84,.6,0,0,0,40,60,0,0,0,0,0,0,0,,,,,,,
2014,85,.5498982501,.0000019026,.0063277452,1.5079788372,29.3513872696,56.9739035474,11.9303183741,.2297430983,.0003391908,.0000000348,0,0,0,,,,,,,
2014,88,.5000317608,,5,12,22,26,20,10,5,,,,,,,,,,,
2014,89,.6,,2.5,15,25,30,15,10,2.5,,,,,,,,,,,
2014,90,.5,0,0,20,40,40,0,0,0,0,0,0,0,,,,,,,
2014,91,.5,0,0,0,40,60,0,0,0,0,0,0,0,,,,,,,
2014,92,.5180047839,0,0,.0000000001,40.3815480764,59.6184519199,.0000000036,0,0,0,0,0,0,,,,,,,
2014,93,.5,,,,45,55,,,,,,,,,,,,,,
2014,94,.6,.5,2,4,35,40,10,5,2,1,.5,,,,,,,,,
2014,95,.46,0,7,16.7,30.9,20.5,14.6,8.2,2.1,0,0,0,0,,,,,,,
2014,96,.5,,,5,40,45,10,,,,,,,,,,,,,
2014,98,.5,,,10,30,40,20,,,,,,,,,,,,,
2014,99,.7,,,,10,90,,,,,,,,,,,,,,
2014,101,.5,,,,40,60,,,,,,,,,,,,,,
2014,102,.5,,,1,49,49,1,,,,,,,,,,,,,
2014,104,.5,0,0,0,45,55,0,0,0,0,0,0,0,,,,,,,
2014,107,.5180047839,0,0,.0000000001,40.3815480764,59.6184519199,.0000000036,0,0,0,0,0,0,,,,,,,
2014,108,.58826,,,5.27,28.06,42.81,21.91,1.95,,,,,,,,,,,,
2014,110,.5,0,0,.0000061374,18.9007471426,81.0781713198,.0210754002,0,0,0,0,0,0,,,,,,,
2014,111,.5,,,,,100,,,,,,,,,,,,,,
2014,112,.5,,,10,20,40,20,10,,,,,,,,,,,,
2014,114,.5,,,,30,70,,,,,,,,,,,,,,
2014,115,.6,2.6814040698,4.7915303339,12.8266494242,20.9748947168,23.8982535008,18.9730194307,10.4946544865,4.0434753967,1.0847573115,.2025301798,.0263013473,.002529802,,,,,,,
2015,1,.9,,,,25,50,25,,,,,,,,,,,,,
2015,2,.75,,,5,20,50,20,5,,,,,,,,,,,,
2015,3,.5,2.5,5,15,30,25,15,5,2.5,,,,,,,,,,,
2015,6,1,,,,10,35,55,,,,,,,,,,,,,
2015,7,1.2,,,,,,,,,,,,,,,,,,,
2015,14,1.1,,,,,,,,,,,,,,,,,,,
2015,15,1.2,,,,10,25,35,15,15,,,,,,,,,,,
2015,16,.7,1,3,10,15,19,16,11,9,7,6,2,1,,,,,,,
2015,20,.8,,,5,25,40,25,5,,,,,,,,,,,,
2015,23,1,,,1,10,27,30,20,8,3,1,,,,,,,,,
2015,24,1.1,,1,6,12.5,22,24,17.5,10,7,,,,,,,,,,
2015,26,.8,,,5,15,35,35,10,,,,,,,,,,,,
2015,29,.7,,,,20,60,20,,,,,,,,,,,,,
2015,30,.8,,,,30,60,10,,,,,,,,,,,,,
2015,31,1,,,,15,35,40,10,,,,,,,,,,,,
2015,32,1.1,,1,5,16,22,24,17,10,4,1,,,,,,,,,
2015,35,1.2,,,,,20,60,20,,,,,,,,,,,,
2015,36,.2,,,10,70,20,,,,,,,,,,,,,,
2015,37,1.1,,,,5,27,58,10,,,,,,,,,,,,
2015,38,1.2,,,,,20,60,20,,,,,,,,,,,,
2015,39,.9,,,5,15,45,30,5,,,,,,,,,,,,
2015,41,1,,,,,10,70,20,,,,,,,,,,,,
2015,45,.875,,,,5,55,40,,,,,,,,,,,,,
2015,47,.9,0,0,0,20,60,20,0,0,0,0,0,0,,,,,,,
2015,48,.6,,,5,15,80,,,,,,,,,,,,,,
2015,49,.9,,,,,,,,,,,,,,,,,,,
2015,52,.9,0,0,2,17,32,29,14,5,1,0,0,0,,,,,,,
2015,54,1.1,,,,5,30,50,15,,,,,,,,,,,,
2015,57,1.1,,,,,,,,,,,,,,,,,,,
2015,58,.85,,,15,25,30,25,5,,,,,,,,,,,,
2015,59,1,,,5,15,35,40,5,,,,,,,,,,,,
2015,61,1.1,,,,5,30,50,15,,,,,,,,,,,,
2015,63,1,,,5,10,20,55,10,,,,,,,,,,,,
2015,67,1,,,5,15,33.9,30,10,5,1,.1,0,0,,,,,,,
2015,68,1,,,,5,30,35,30,0,0,0,,,,,,,,,
2015,70,.6,,,,20,70,10,,,,,,,,,,,,,
2015,80,.862219751,0,.7843137255,2.3529411765,16.862745098,43.1372549019,31.7647058824,4.3137254902,.7843137255,0,0,0,0,,,,,,,
2015,82,.9,1,1,3,12,60,12,5,2,1,1,1,1,,,,,,,
2015,84,1,3,6,12,20,25,26,8,0,0,0,0,0,,,,,,,
2015,85,.9844536129,1.0277508198,2.8883685541,7.4950406119,14.3930625124,20.4576956747,21.5239112238,16.7630098995,9.6632434621,4.1226579331,1.3014589626,.30392977,.059870576,,,,,,,
2015,88,1.1001167724,,,6,13,24,25,19,9,4,,,,,,,,,,
2015,89,1.2,,,5,15,17.5,25,20,10,5,2.5,,,,,,,,,
2015,90,.9,0,0,10,20,30,30,10,0,0,0,0,0,,,,,,,
2015,91,.8,0,2.5,5,25,45,20,2.5,0,0,0,0,0,,,,,,,
2015,92,.9397203943,.1470698289,1.2177812213,6.1187494944,17.527579649,28.6704046535,24.6168743553,15.6308404743,5.233027105,.7348560204,.0968756315,.0057450922,.0001964742,,,,,,,
2015,93,1.5,,,,,5,35,60,,,,,,,,,,,,
2015,94,1.4,.5,1,3,8,16,24,19.5,14,8,5,1,,,,,,,,
2015,95,1.046,0,0,4.7,13.9,21.9,31.6,22.8,5.1,0,0,0,0,,,,,,,
