INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,
2000,55,10,2.0979020979,12.2877122877,30.6693306693,32.3676323676,17.0829170829,4.6953046953,.6993006993,.0999000999,,
2000,56,9.9,,,70,30,,,,,,
2000,59,9.9,,,60,40,,,,,,
2000,62,10.5,,,,30,65,5,,,,
2000,63,9.5,,30,50,20,,,,,,
2000,64,9.9,1,10,35,30,12,6,4,2,,
2000,65,9.9,,20,50,30,,,,,,
2000,67,10,,,15,70,15,,,,,
2000,70,9.3,5,55,35,5,,,,,,
2000,72,9.8,,15,50,30,5,,,,,
2000,73,,,,,,50,50,,,,
2000,76,9.7,15,20,30,20,10,5,,,,
2000,85,10,,,30,55,15,,,,,
2000,87,10,,5,25,50,20,,,,,
2000,88,9.8,,10,45,30,15,,,,,
2000,90,10,,,15,85,,,,,,
2000,91,10.1,.7,8.4,32.1,40.1,16.4,2.2,.1,,,
2000,93,10.5,,4.5454545455,4.5454545455,18.1818181818,31.8181818182,22.7272727273,9.0909090909,9.0909090909,,
2000,94,10.8,,,,10,80,10,,,,
2000,95,9.6,19,29.5,29.5,11,11,,,,,
2000May,1,10,,,9.0909090909,45.4545454545,27.2727272727,18.1818181818,,,,
2000May,3,10.3,,,10,60,30,,,,,
2000May,5,9.7,,20,40,35,5,,,,,
2000May,7,10,,,,,,,,,,
2000May,9,10.5,,,,50,50,,,,,
2000May,10,9.7,,45,50,5,,,,,,
2000May,11,10.1,,,15,75,10,,,,,
2000May,14,10,,,85,15,,,,,,
2000May,16,10.1,,5,20,35,30,10,,,,
2000May,19,10.1,,,,75,25,,,,,
2000May,20,9.7,,10,40,40,10,,,,,
2000May,23,9.8,,30,50,20,,,,,,
2000May,26,10.1,,,25,70,5,,,,,
2000May,28,9.9,,10,50,30,10,,,,,
2000May,29,9.9,,1,60,35,4,,,,,
2000May,31,9.7,,,,,,,,,,
2000May,32,9.9,,5,45,40,10,,,,,
2000May,33,9,,90,10,,,,,,,
2000May,34,9.6,,,50,50,,,,,,
2000May,35,9.7,5,10,40,40,5,,,,,
2000May,36,9.9,,,40,40,20,,,,,
2000May,37,9.8,,,50,50,,,,,,
2000May,38,9.9,,10,90,,,,,,,
2000May,39,10,,5,45,40,10,,,,,
2000May,41,9.9,,20,60,20,,,,,,
2000May,42,10,,,50,50,,,,,,
2000May,45,,,,,,,,,,,
2000May,46,10.39,,8.3583583584,8.3583583584,38.1881881882,38.1881881882,3.4534534535,3.4534534535,,,
2000May,47,,,,,,,,,,,
2000May,48,9.8,,,60,40,,,,,,
2000May,52,9.7,,20,70,10,,,,,,
2000May,53,10.1,,,,80,20,,,,,
2000May,54,9.8,,,40,40,20,,,,,
2000May,55,10.1,1.4985014985,9.6903096903,27.972027972,34.0659340659,19.8801198801,5.8941058941,.8991008991,.0999000999,,
2000May,56,10,,,30,70,,,,,,
2000May,59,9.9,,,50,50,,,,,,
2000May,62,,,,,,,,,,,
2000May,63,,,,,,,,,,,
2000May,64,9.9,1,10,35,30,12,6,4,2,,
2000May,65,9.7,,30,50,20,,,,,,
2000May,67,9.8,,,60,40,,,,,,
2000May,70,9.6,5,55,35,5,,,,,,
2000May,72,9.9,,15,45,35,5,,,,,
2000May,73,,,,,,,,,,,
2000May,76,9.8,15,20,30,20,10,5,,,,
2000May,85,10.1,,,20,55,25,,,,,
2000May,87,10.2,,,10,55,25,10,,,,
2000May,88,10,,5,35,45,15,,,,,
2000May,90,10.2,,,25,75,,,,,,
2000May,91,10.2,.1,3.9,26.8,46.5,20.4,2.2,.1,,,
2000May,93,,,,,,,,,,,
2000May,94,10.8,,,,,,,,,,
2000May,95,9.8,8.9108910891,28.7128712871,28.7128712871,15.8415841584,15.8415841584,.9900990099,.9900990099,,,
2001May,1,9.5,,10,50,25,15,,,,,
2001May,3,10.1,,,30,60,10,,,,,
2001May,5,9.5,3,25,50,20,2,,,,,
2001May,7,9.8,,,,,,,,,,
2001May,9,10.2,,,10,60,30,,,,,
2001May,10,9.2,10,60,30,,,,,,,
2001May,11,9.6,,10,75,15,,,,,,
2001May,14,9.5,,15,70,15,,,,,,
2001May,16,9.6,,15,30,30,20,5,,,,
2001May,19,9.9,,,75,25,,,,,,
2001May,20,9.3,,50,40,10,,,,,,
2001May,23,9.5,,33.3333333333,44.4444444444,22.2222222222,,,,,,
2001May,26,9.9,,5,50,45,,,,,,
2001May,28,,,40,40,20,,,,,,
2001May,29,,,,,,,,,,,
2001May,31,9,,,,,,,,,,
2001May,32,9.6,,10,40,40,10,,,,,
2001May,33,8,70,20,10,,,,,,,
2001May,34,9.4,,20,60,20,,,,,,
2001May,35,,,,,,,,,,,
2001May,36,9.9,,,40,40,20,,,,,
2001May,37,9.4,,40,60,,,,,,,
2001May,38,9.3,,60,40,,,,,,,
2001May,39,9.7,,30,45,20,5,,,,,
2001May,41,9.7,5,45,50,,,,,,,
2001May,42,9.8,,,70,30,,,,,,
2001May,45,,,,,,,,,,,
2001May,46,10.64,.3003003003,7.0570570571,7.0570570571,28.9289289289,28.9289289289,13.2632632633,13.2632632633,1.2012012012,,
2001May,47,,,,,,,,,,,
2001May,48,9.2,,60,40,,,,,,,
2001May,52,9,10,40,40,10,,,,,,
2001May,53,9.8,,,50,40,10,,,,,
2001May,54,9.3,,10,40,40,10,,,,,
2001May,55,9.9,9,21,33.6,26.9,8.5,1,,,,
2001May,56,9.6,,10,90,,,,,,,
2001May,59,9.7,,10,60,30,,,,,,
2001May,62,,,,,,,,,,,
2001May,63,,,,,,,,,,,
2001May,64,9.5,10,20,35,22,6,3,3,1,,
2001May,65,9.5,,40,50,10,,,,,,
2001May,67,9.4,,40,60,,,,,,,
2001May,70,8.9,25,40,35,,,,,,,
2001May,72,9.4,15,35,30,15,5,,,,,
2001May,73,,,,,,,,,,,
2001May,76,9.2,35,30,20,10,5,,,,,
2001May,85,9.8,,,50,50,,,,,,
2001May,87,9.7,,10,45,30,15,,,,,
2001May,88,9.6,5,15,40,25,10,5,,,,
2001May,90,9.5,,25,75,,,,,,,
2001May,91,10,3.5035035035,14.7147147147,31.8318318318,31.8318318318,14.7147147147,3.1031031031,.3003003003,,,
2001May,93,,,,,,,,,,,
2001May,94,10.7,,,,10,80,10,,,,
2001May,95,9.3,30,27.5,27.5,7.5,7.5,,,,,
,,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,,
