INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2011,4,2.8,,,,,,,10,20,50,20,,,,,,,,,
2011,5,2.6,,,,,,,10,40,50,,,,,,,,,,
2011,6,2.7,,,,,,,,30,70,,,,,,,,,,
2011,7,2.5,,,,,,,,,,,,,,,,,,,
2011,8,2.7,,,,,,,,15,75,10,,,,,,,,,
2011,14,3,,,,,,,,,,,,,,,,,,,
2011,15,2.6,,,,,,,,10,90,,,,,,,,,,
2011,16,2.7,0,0,0,1,2,3,6,20,39,26,3,0,,,,,,,
2011,20,2.7,,,,,,,,25,75,,,,,,,,,,
2011,23,2.6,,,,,,,5,40,50,5,,,,,,,,,
2011,24,2.7,,,,,,5,10,15,47.5,22.5,,,,,,,,,
2011,26,2.7,,,,,,,,25,50,25,,,,,,,,,
2011,29,2.8,,,,,,,,20,50,30,,,,,,,,,
2011,30,2.7,,,,,,,,15,80,5,,,,,,,,,
2011,31,2.5,,,,,,,,40,60,,,,,,,,,,
2011,32,2.5,,,,,,1,2,47,47,2,1,,,,,,,,
2011,33,2.5,,,,,,,,50,50,,,,,,,,,,
2011,37,2.8,,,,,,,,4,91,5,,,,,,,,,
2011,38,2.7,,,,,,,,10,80,10,,,,,,,,,
2011,41,2.7,,,,,,,,30,70,,,,,,,,,,
2011,42,2.5,,,,,,5,10,35,45,5,,,,,,,,,
2011,47,2.6,0,0,2,5,10,12,15,16,16,12,9,3,,,,,,,
2011,48,2.6,,,,,,,,,,,,,,,,,,,
2011,49,2.7,,,,,2,5,15,20,35,15,8,,,,,,,,
2011,52,2.9,0,0,0,0,0,0,0,5,90,5,0,0,,,,,,,
2011,54,2.4,,,,,,10,30,50,10,,,,,,,,,,
2011,56,2.7,0,0,0,0,0,0,0,15,70,15,0,0,,,,,,,
2011,61,2.7,,,,,,,,15,60,25,,,,,,,,,
2011,73,2.4,,,,,,,10,70,20,,,,,,,,,,
2011,82,2.7,,,,,,,,,,,,,,,,,,,
2011,84,2.6,0,0,0,0,0,0,0,35,65,0,0,0,,,,,,,
2011,85,2.7,0,0,0,0,0,.000000004,.0031671202,6.6775530027,77.45375448,15.8422624852,.0232628092,.0000000987,,,,,,,
2011,88,2.7,,,,,,5,10,20,30,20,10,5,,,,,,,
2011,89,2.5,,,,,0,10,15,35,35,5,,,,,,,,,
2011,93,2.6,,,,,,,,20,80,,,,,,,,,,
2011,94,2.9,,,,,,,5,15,35,25,15,5,,,,,,,
2011,95,2.7174767442,0,.0813953488,.3255813953,1.0813953488,1.7325581395,4.9534883721,12.9302325581,26.6279069767,27.2093023258,13.5697674419,7.3255813953,4.1627906977,,,,,,,
2011,96,2.6,,,,,,,10,20,60,10,,,,,,,,,
2011,98,2.5,,,,,,,5,40,50,5,,,,,,,,,
2011,99,2.7,,,,,,,,20,80,,,,,,,,,,
2011,101,2.7,,,,,,,,30,60,10,,,,,,,,,
2011,102,2.5,,,,,,,,25,70,5,,,,,,,,,
2011,104,2.6,0,0,0,0,0,0,0,20,50,25,5,0,,,,,,,
2011,105,2.7,,,,,,,,25,70,5,,,,,,,,,
2011,107,2.6,0,0,0,0,0,0,.0001905465,23.854326377,75.504004713,.6414782881,.0000000754,0,,,,,,,
2011,108,2.29573633,,,,,.23,7.91,19.1,30.02,25.71,14.04,2.99,,,,,,,,
2011,109,2.6,0,0,.5,1,2,6,10,24.5,38,12,5,1,,,,,,,
2011,110,2.5,0,0,0,0,0,.0000000309,.0370526816,28.6578379588,70.0803787039,1.2247097588,.000020866,0,,,,,,,
2011,111,2.7,,,,,,,,100,,,,,,,,,,,
2011,112,2.6,,,,,,,,30,60,10,,,,,,,,,
2012,4,1.8,,,,5,10,15,30,20,15,5,,,,,,,,,
2012,5,2.1,,,,,,10,40,40,10,,,,,,,,,,
2012,6,2.1,,,,,,10,35,50,5,,,,,,,,,,
2012,7,1.6,,,,,,,,,,,,,,,,,,,
2012,8,2,,1,2,4,6,18,24,26,15,3,1,,,,,,,,
2012,14,2.6,,,,,,,,,,,,,,,,,,,
2012,15,2,,,,,,5,45,35,15,,,,,,,,,,
2012,16,2,1,2,3,7,9,10,20,25,14,6,2,1,,,,,,,
2012,20,2,,,,,,10,35,40,10,5,,,,,,,,,
2012,23,1.9,,,,1,5,15,28,22,20,8,1,,,,,,,,
2012,24,2,,,,2.5,7.5,10,30,35,15,,,,,,,,,,
2012,26,2.2,,,,,,5,25,40,25,5,,,,,,,,,
2012,29,1.9,,,,,,10,50,40,,,,,,,,,,,
2012,30,1.7,,,,,,10,80,10,,,,,,,,,,,
2012,31,2.2,,,,,,10,30,40,20,,,,,,,,,,
2012,32,1.7,,,,1,6,29,36,22,5,1,,,,,,,,,
2012,33,1.7,,,,,,25,50,25,,,,,,,,,,,
2012,37,2.1,,,,,,5,20,51,19,5,,,,,,,,,
2012,38,1.7,,,,,,10,60,30,,,,,,,,,,,
