INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,
2001Q3,16,3.3,,,.95238095,.95238095,2.85714286,14.28571429,23.80952381,33.33333333,14.28571429,9.52380952
2001Q3,23,2.5,,,,,,20,50,30,,
2001Q3,24,2.7,,,,,,30,50,20,,
2001Q3,26,3.1,,,,,,20,30,30,20,
2001Q3,28,2.9,,,,,,10.52631579,21.05263158,42.10526316,21.05263158,5.26315789
2001Q3,29,,,,,,,,,,,
2001Q3,30,2.8,,,,,,,55,45,,
2001Q3,32,2.5,,,,,15,35,35,15,,
2001Q3,33,2.8,,,,,,5,80,15,,
2001Q3,35,,,,,,,,,,,
2001Q3,36,2.9,,,,,,10,60,30,,
2001Q3,37,3,,,,,,,50,50,,
2001Q3,38,2.8,,,,,,,50,50,,
2001Q3,39,3,,,,,,,25,65,10,
2001Q3,40,2.7,,,,,5,15,40,35,5,
2001Q3,41,3,,,,,,,30,70,,
2001Q3,42,3,,,,,,,30,70,,
2001Q3,44,,,,,,,,,,,
2001Q3,45,,,,,,,,,,,
2001Q3,46,2.01,,1,4,15,29,30,16,4,1,
2001Q3,47,2.8,,,,,,5,50,40,5,
2001Q3,48,3.2,,,,,,,30,40,30,
2001Q3,49,2.9,,,,,,,,,,
2001Q3,50,3,,,,,,,75,25,,
2001Q3,53,3.3,,,,,,,10,60,30,
2001Q3,54,3,,,,,,10,40,30,20,
2001Q3,55,2.7,,.1,.9,4.2,12.2,23,28,20.1,8.8,2.7
2001Q3,57,,,,,,,,50,50,,
2001Q3,61,2.6,,,,,,20,50,30,,
2001Q3,62,,,,,,,,,,,
2001Q3,64,3,0,1,1,3,5,20,30,25,10,5
2001Q3,65,2.4,,,,,10,40,25,25,,
2001Q3,66,2.5,,,,,,50,50,,,
2001Q3,67,2.7,,,,,,30,70,,,
2001Q3,70,3.3,,,,,5,5,25,50,10,5
2001Q3,71,2.8,,,,,3,7,15,50,15,10
2001Q3,72,3,,,,3,7,10,18,25,17,20
2001Q3,73,3.5,,,,,,,,25,60,15
2001Q3,76,3.6,,,,2.5,5,10,15,20,25,22.5
2001Q3,85,2.4,,,,,,,,,,
2001Q3,87,2.8,,,,,,10,40,30,15,5
2001Q3,89,2.9,,,,,5,10,35,35,15,
2001Q3,90,2.9,,,,,,,55,45,,
2001Q3,91,2.6,,,.3996004,2.997003,12.48751249,27.47252747,31.36863137,18.58141858,5.69430569,.999001
2001Q3,92,2.63,,,,,,,,,,
2001Q3,93,,,,,,,,,,,
2001Q3,94,2.6,,,,,10,20,50,20,,
2001Q3,95,3,,,2,6,10,14,19,17,14,18
2004,1,2.5,,,,,10,40,40,10,,
2004,2,2,,3,7,15,25,25,13,7,3,2
2004,3,,,,,,,,,,,
2004,4,2.5,,,,,,50,50,,,
2004,5,2.8,,,,5,40,50,5,,,
2004,7,,,,,,,,,,,
2004,9,2.7,,,,,,30,50,20,,
2004,10,2.5,,,,,5,30,30,30,5,
2004,11,2.7,,,,,,10,80,10,,
2004,13,2.3,,,5,5,20,30,30,10,,
2004,14,2.5,,,,,,20,80,,,
2004,15,2.3,,,,,20,60,20,,,
2004,16,2.5,1,1,3,5,5,20,30,20,10,5
2004,23,2.5,,,,,18.18181818,54.54545455,27.27272727,,,
2004,24,2.5,,,,10,20,25,25,15,5,
2004,26,2.6,,,,5,10,20,30,20,10,5
2004,28,,,,,,,,,,,
2004,29,,,,,,,,,,,
2004,30,,,,,,,,,,,
2004,32,,,,,,,,,,,
2004,33,2.5,,,,,,50,50,,,
2004,35,,,,,,,,,,,
2004,36,2.4,,,,5,20,40,30,5,,
2004,37,2.5,,,,,,25,50,25,,
2004,38,2.7,,,,,,10,80,10,,
2004,39,2.75,,,,,5,15,50,25,5,
2004,40,2.7,,,5,10,20,25,30,10,,
2004,41,2.8,,,,,,20,60,20,,
2004,42,2.5,,,,,,40,50,10,,
2004,44,2.5,,,,5,20,30,30,10,5,
2004,45,,,,,,,,,,,
2004,46,2.09,,,3.03030303,13.13131313,27.27272727,31.31313131,18.18181818,6.06060606,1.01010101,
2004,47,,,,,,,,,,,
2004,48,2.6,,,,,10,20,60,10,,
2004,49,3,,,,,,20,20,30,20,10
2004,50,2.5,,,,,,50,50,,,
2004,53,3.3,,,,,,,30,70,,
2004,54,2.5,,,,,10,35,45,10,,
2004,55,2.4,.8,3.7,11.6,22,24.3,19.2,11.3,5,1.6,.5
2004,57,,,,,,,,,,,
2004,61,2.2,,,,10,30,30,20,10,,
2004,62,,,,,,,,,,,
2004,64,2.5,1,3,3,8,15,20,20,20,8,2
2004,65,,,,,,,15,60,25,,
2004,66,2.2,,,,,,,,,,
2004,67,2.5,,,,,,50,50,,,
2004,70,,,,,,,,,,,
2004,71,2.8,,,,3,7,20,40,20,7,3
2004,72,2.3,9,4,6,9,12,20,18,10,6,6
2004,73,,,,,,10,70,20,,,
2004,76,,,,,,,,,,,
2004,85,2.5,,,,,,,,,,
2004,87,2.5,,,,5,10,30,35,15,5,
2004,89,2.3,,,,5,10,60,20,5,,
2004,90,2.3,,,,,10,65,25,,,
2004,91,3,,,,,,.6,49.4,49.4,.6,
2004,92,2.2,,,,,,,,,,
2004,93,,,,,,10,10,50,20,10,
2004,94,2.6,,,,,20,30,30,20,,
2004,95,2.4,2.02020202,3.03030303,6.06060606,10.1010101,14.14141414,16.16161616,17.17171717,13.13131313,9.09090909,9.09090909
2004Q3,1,2.5,,,,,10,40,40,10,,
2004Q3,2,2,,3,7,15,25,25,13,7,3,2
2004Q3,3,,,,,,,,,,,
2004Q3,4,2.5,,,,,,50,50,,,
2004Q3,5,2.6,,,,5,40,50,5,,,
2004Q3,7,,,,,,,,,,,
2004Q3,9,2.7,,,,,,30,50,20,,
2004Q3,10,2.5,,,,,5,30,30,30,5,
2004Q3,11,2.7,,,,,,10,80,10,,
2004Q3,13,2.3,,,5,5,20,30,30,10,,
2004Q3,14,2.5,,,,,,20,80,,,
2004Q3,15,,,,,,,,,,,
2004Q3,16,3,1,1,3,5,5,20,20,30,10,5
2004Q3,23,2.5,,,,,18.18181818,54.54545455,27.27272727,,,
2004Q3,24,2.3,,5,5,10,15,20,25,15,5,
2004Q3,26,2.8,,,,5,10,20,30,20,10,5
2004Q3,28,,,,,,,,,,,
2004Q3,29,,,,,,,,,,,
2004Q3,30,,,,,,,,,,,
2004Q3,32,,,,,,,,,,,
2004Q3,33,2.5,,,,,,50,50,,,
2004Q3,35,,,,,,,,,,,
2004Q3,36,2.7,,,,5,20,35,35,5,,
2004Q3,37,2.5,,,,,,,,,,
2004Q3,38,2.7,,,,,,10,80,10,,
2004Q3,39,2.8,,,,,5,15,45,25,10,
2004Q3,40,,,,,,,,,,,
2004Q3,41,2.8,,,,,,20,60,20,,
2004Q3,42,2.7,,,,,,25,50,25,,
2004Q3,44,,,,,,,,,,,
2004Q3,45,,,,,,,,,,,
2004Q3,46,2.09,,,3.03030303,13.13131313,27.27272727,31.31313131,18.18181818,6.06060606,1.01010101,
2004Q3,47,,,,,,,,,,,
2004Q3,48,2.6,,,,,10,20,60,10,,
2004Q3,49,,,,,,,,,,,
2004Q3,50,,,,,,,,,,,
2004Q3,53,3.3,,,,,,,30,70,,
2004Q3,54,,,,,,,,,,,
2004Q3,55,2.4,,,,,,,,,,
2004Q3,57,,,,,,,,,,,
2004Q3,61,,,,,,,,,,,
2004Q3,62,,,,,,,,,,,
2004Q3,64,2.5,1,3,3,8,15,20,20,20,8,2
2004Q3,65,,,,,,,,,,,
2004Q3,66,2.2,,,,,,,,,,
2004Q3,67,2.4,,,,,,60,40,,,
2004Q3,70,,,,,,,,,,,
2004Q3,71,2.8,,,,3,7,20,40,20,7,3
2004Q3,72,2.3,9,4,6,9,12,20,18,10,6,6
2004Q3,73,,,,,,,,,,,
2004Q3,76,,,,,,,,,,,
2004Q3,85,,,,,,,,,,,
2004Q3,87,2.5,,5,10,40,30,10,5,,,
2004Q3,89,2.5,,,,5,15,30,30,15,5,
2004Q3,90,2.2,,,,,5,85,10,,,
2004Q3,91,2.9,,,,,.1,9,53.9,34.7,2.3,
2004Q3,92,2,,,,,,,,,,
2004Q3,93,,,,,,,,,,,
2004Q3,94,2.6,,,,,20,30,30,20,,
2004Q3,95,2.5,3.96039604,3.96039604,6.93069307,9.9009901,11.88118812,13.86138614,13.86138614,11.88118812,9.9009901,13.86138614
,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T9_0,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0,,
2000,1,9.5,10,40,40,10,,,,,,
2000,2,9.8,,20,40,25,15,,,,,
2000,3,9.8,,,80,20,,,,,,
2000,4,9.4,,90,10,,,,,,,
2000,5,9.4,5,50,45,,,,,,,
2000,7,9.25,,,,,,,,,,
2000,9,9.4,,60,40,,,,,,,
2000,10,,,,,,,,,,,
2000,11,9.7,,10,80,10,,,,,,
2000,13,9.1,,40,40,20,,,,,,
2000,14,9.5,,40,60,,,,,,,
2000,15,9,70,15,15,,,,,,,
2000,16,9.4,5,50,40,5,,,,,,
2000,23,9.1,30,60,10,,,,,,,
2000,24,9.3,25,50,25,,,,,,,
2000,26,9.3,5,70,25,,,,,,,
2000,28,9.2,20,50,25,5,,,,,,
2000,29,9.3,5,70,25,,,,,,,
2000,30,9.5,,50,50,,,,,,,
2000,32,9.2,35,55,10,,,,,,,
2000,33,9,15,80,5,,,,,,,
2000,35,9.5,,15,80,5,,,,,,
2000,36,9.7,,10,45,40,5,,,,,
2000,37,9.3,,80,20,,,,,,,
2000,38,9.4,,80,20,,,,,,,
2000,39,9.3,5,65,30,,,,,,,
2000,40,9.2,20,45,25,10,,,,,,
2000,41,9.3,,70,30,,,,,,,
2000,42,9.4,,60,40,,,,,,,
2000,44,9.7,5,20,30,20,10,5,5,5,,
2000,45,9.4,,75,25,,,,,,,
2000,46,9.18,20,73,7,,,,,,,
2000,47,,,,,,,,,,,
2000,48,9,40,60,,,,,,,,
2000,49,9.2,10,70,20,,,,,,,
2000,50,9,50,50,,,,,,,,
2000,53,9.4,,40,60,,,,,,,
2000,54,8.9,55,35,10,,,,,,,
2000,55,9.4,.999001,69.83016983,28.97102897,.1998002,,,,,,
2000,57,9.5,,40,60,,,,,,,
2000,61,9.2,20,70,10,,,,,,,
2000,62,9.6,,20,70,10,,,,,,
2000,64,9,39,24,15,15,5,1,1,,,
2000,65,9.6,,30,50,20,,,,,,
2000,66,9.3,15,60,25,,,,,,,
2000,67,9.8,,20,80,,,,,,,
2000,70,9.5,15,30,45,10,,,,,,
2000,71,9.1,35,50,10,5,,,,,,
2000,72,9.1,,25,70,5,,,,,,
2000,73,8.9,60,40,,,,,,,,
2000,76,9.1,40,40,15,5,,,,,,
2000,85,9.2,10,40,40,10,,,,,,
2000,87,9.3,20,70,10,,,,,,,
2000,89,9.3,20,50,30,,,,,,,
2000,90,9.4,,55,45,,,,,,,
2000,91,9.9,,2.3,66.9,30.7,.1,,,,,
2000,92,9.19,26.33,49.48,23.3,.89,,,,,,
2000,93,9.8,,20,50,20,10,,,,,
2000,94,9.5,,50,50,,,,,,,
2000,95,9.1,40.4040404,32.32323232,18.18181818,7.07070707,2.02020202,,,,,
2000Dec,1,9.2,10,40,40,10,,,,,,
2000Dec,2,9.5,5,30,30,20,12,3,,,,
2000Dec,3,9.6,,30,60,10,,,,,,
2000Dec,4,9,50,50,,,,,,,,
2000Dec,5,9.2,5,55,40,,,,,,,
2000Dec,7,9,,,,,,,,,,
2000Dec,9,9.1,20,80,,,,,,,,
2000Dec,10,,,,,,,,,,,
2000Dec,11,9.5,,20,80,,,,,,,
2000Dec,13,9.1,,40,40,20,,,,,,
2000Dec,14,9.3,,100,,,,,,,,
2000Dec,15,8.8,,,,,,,,,,
2000Dec,16,9,30,35,30,5,,,,,,
2000Dec,23,8.8,70,30,,,,,,,,
2000Dec,24,9,35,50,15,,,,,,,
2000Dec,26,9.1,10,70,20,,,,,,,
2000Dec,28,8.9,70,25,5,,,,,,,
2000Dec,29,9.2,15,80,5,,,,,,,
2000Dec,30,9.1,,60,40,,,,,,,
2000Dec,32,8.8,70,30,,,,,,,,
2000Dec,33,8.8,80,20,,,,,,,,
2000Dec,35,9.3,10,65,20,5,,,,,,
2000Dec,36,9.8,,5.26315789,47.36842105,42.10526316,5.26315789,,,,,
2000Dec,37,8.8,90,10,,,,,,,,
2000Dec,38,9.2,20,80,,,,,,,,
2000Dec,39,9,20,65,15,,,,,,,
2000Dec,40,9.1,40,30,20,10,,,,,,
2000Dec,41,8.9,60,40,,,,,,,,
2000Dec,42,9.3,,70,30,,,,,,,
2000Dec,44,,,,,,,,,,,
2000Dec,45,9,,,,,,,,,,
2000Dec,46,9.16,35,45,18,2,,,,,,
2000Dec,47,,,,,,,,,,,
2000Dec,48,8.5,80,20,,,,,,,,
2000Dec,49,8.9,,,,,,,,,,
2000Dec,50,8.5,100,,,,,,,,,
2000Dec,53,9.2,20,80,,,,,,,,
2000Dec,54,8.5,70,25,5,,,,,,,
2000Dec,55,9.2,.999001,98.5014985,.4995005,,,,,,,
2000Dec,57,,,,,,,,,,,
2000Dec,61,9,40,60,,,,,,,,
2000Dec,62,,,,,,,,,,,
2000Dec,64,8.7,50,20,12,11,5,1,1,,,
2000Dec,65,9.9,,5,75,20,,,,,,
2000Dec,66,9.2,,,,,,,,,,
2000Dec,67,9.6,,20,80,,,,,,,
2000Dec,70,9.2,15,30,45,10,,,,,,
2000Dec,71,8.7,70,20,10,,,,,,,
2000Dec,72,8.7,,60,35,5,,,,,,
2000Dec,73,8.5,100,,,,,,,,,
2000Dec,76,8.7,60,25,15,,,,,,,
2000Dec,85,,,,,,,,,,,
2000Dec,87,9.1,30,60,10,,,,,,,
2000Dec,89,9.1,20,50,30,,,,,,,
2000Dec,90,9,60,35,5,,,,,,,
2000Dec,91,9.4,9.1,53.9,34.7,2.3,,,,,,
2000Dec,92,8.9,57.93,26.21,13.59,2.14,.13,,,,,
2000Dec,93,,,,,,,,,,,
2000Dec,94,9.2,30,60,10,,,,,,,
2000Dec,95,8.6,69.3877551,20.40816327,8.16326531,2.04081633,,,,,,
2001,1,9,15,60,20,5,,,,,,
2001,2,9.1,10,40,20,15,10,5,,,,
2001,3,9.4,10,20,70,,,,,,,
2001,4,8.7,70,30,,,,,,,,
2001,5,9.1,10,50,40,,,,,,,
2001,7,8.75,,,,,,,,,,
2001,9,8.9,70,30,,,,,,,,
2001,10,,,,,,,,,,,
2001,11,9.2,10,80,10,,,,,,,
2001,13,9,19.04761905,38.0952381,28.57142857,9.52380952,4.76190476,,,,,
2001,14,9.3,10,90,,,,,,,,
2001,15,8.5,80,10,10,,,,,,,
2001,16,8.9,35,30,30,5,,,,,,
2001,23,8.4,80,20,,,,,,,,
2001,24,8.5,70,30,,,,,,,,
2001,26,8.8,60,35,5,,,,,,,
2001,28,8.5,70,25,5,,,,,,,
2001,29,,,,,,,,,,,
2001,30,8.7,95,5,,,,,,,,
2001,32,8.6,75,25,,,,,,,,
2001,33,8.5,80,20,,,,,,,,
2001,35,9,40,50,10,,,,,,,
2001,36,9.3,,45,35,20,,,,,,
2001,37,8.6,90,10,,,,,,,,
2001,38,9,20,80,,,,,,,,
2001,39,8.7,35,65,,,,,,,,
2001,40,9,40,30,20,10,,,,,,
2001,41,8.7,70,30,,,,,,,,
2001,42,8.9,60,40,,,,,,,,
2001,44,9.4,10,20,35,20,5,5,5,,,
2001,45,8.8,75,25,,,,,,,,
2001,46,9.2,36,35,22,6,1,,,,,
2001,47,,,,,,,,,,,
2001,48,8,90,10,,,,,,,,
2001,49,8.5,70,20,10,,,,,,,
2001,50,8.1,100,,,,,,,,,
2001,53,9,40,60,,,,,,,,
2001,54,8.2,90,10,,,,,,,,
2001,55,9.1,28.4,66.5,5.1,,,,,,,
2001,57,9,,80,20,,,,,,,
2001,61,8.6,65,35,,,,,,,,
2001,62,9.1,20,70,10,,,,,,,
2001,64,8.4,60,17,8,8,5,1,1,,,
2001,65,9.5,,50,40,10,,,,,,
2001,66,9.1,20,50,20,10,,,,,,
2001,67,9.4,,70,30,,,,,,,
2001,70,9,15,35,40,10,,,,,,
2001,71,8.5,80,15,5,,,,,,,
2001,72,8.3,,70,25,5,,,,,,
2001,73,8.5,70,30,,,,,,,,
2001,76,8.3,70,20,10,,,,,,,
2001,85,9.4,10,30,30,20,10,,,,,
2001,87,8.9,50,40,10,,,,,,,
2001,89,8.9,40,40,20,,,,,,,
2001,90,8.9,55,45,,,,,,,,
2001,91,9.5,.6,49.4,49.4,.6,,,,,,
2001,92,8.73,63.21367863,16.66833317,12.93870613,5.33946605,1.50984902,.289971,.039996,,,
2001,93,9.2,20,50,20,10,,,,,,
2001,94,9.1,30,50,20,,,,,,,
2001,95,8.2,84.15841584,9.9009901,3.96039604,1.98019802,,,,,,
2001Dec,1,8.8,15,60,20,5,,,,,,
2001Dec,2,8.8,35,27,20,8,5,5,,,,
2001Dec,3,9.2,20,40,40,,,,,,,
2001Dec,4,8.5,90,10,,,,,,,,
2001Dec,5,8.9,15,50,35,,,,,,,
2001Dec,7,8.75,,,,,,,,,,
2001Dec,9,8.6,80,20,,,,,,,,
2001Dec,10,,,,,,,,,,,
2001Dec,11,9.1,20,80,,,,,,,,
2001Dec,13,9,19.04761905,38.0952381,28.57142857,9.52380952,4.76190476,,,,,
2001Dec,14,9,30,70,,,,,,,,
2001Dec,15,8.5,,,,,,,,,,
2001Dec,16,8.5,30,30,20,10,5,5,,,,
2001Dec,23,8.2,90,10,,,,,,,,
2001Dec,24,8.2,80,20,,,,,,,,
2001Dec,26,8.6,65,30,5,,,,,,,
2001Dec,28,8.3,80,15,5,,,,,,,
2001Dec,29,,,,,,,,,,,
2001Dec,30,8.3,100,,,,,,,,,
2001Dec,32,8.3,75,25,,,,,,,,
2001Dec,33,8.3,90,10,,,,,,,,
2001Dec,35,,,,,,,,,,,
2001Dec,36,9.5,,40,40,20,,,,,,
2001Dec,37,8.2,100,,,,,,,,,
2001Dec,38,9,10,90,,,,,,,,
2001Dec,39,8.4,60,40,,,,,,,,
2001Dec,40,8.8,50,35,10,5,,,,,,
2001Dec,41,8.6,75,25,,,,,,,,
2001Dec,42,8.7,65,35,,,,,,,,
2001Dec,44,,,,,,,,,,,
2001Dec,45,8.5,,,,,,,,,,
2001Dec,46,9.62,16,27,31,19,6,1,,,,
2001Dec,47,,,,,,,,,,,
2001Dec,48,7.5,90,10,,,,,,,,
2001Dec,49,8.3,,,,,,,,,,
2001Dec,50,7.7,100,,,,,,,,,
2001Dec,53,8.7,80,20,,,,,,,,
2001Dec,54,7.9,90,10,,,,,,,,
2001Dec,55,8.9,62.6,36.7,.7,,,,,,,
2001Dec,57,,,,,,,,,,,
2001Dec,61,8.4,70,30,,,,,,,,
2001Dec,62,,,,,,,,,,,
2001Dec,64,8.1,65,14,7,7,5,1,1,,,
2001Dec,65,9.5,,25,50,25,,,,,,
2001Dec,66,9.3,,,,,,,,,,
2001Dec,67,9.3,,80,20,,,,,,,
2001Dec,70,8.8,15,35,40,10,,,,,,
2001Dec,71,8,80,15,5,,,,,,,
2001Dec,72,8,,59,35,5,1,,,,,
2001Dec,73,8.2,100,,,,,,,,,
2001Dec,76,8,75,20,5,,,,,,,
2001Dec,85,,,,,,,,,,,
2001Dec,87,8.7,50,40,10,,,,,,,
2001Dec,89,8.6,40,40,20,,,,,,,
2001Dec,90,8.2,75,25,,,,,,,,
2001Dec,91,9.2,30.86913087,46.45354645,20.37962038,2.1978022,.0999001,0,,,,
2001Dec,92,8.6,71.61283872,15.72842716,9.48905109,2.65973403,.459954,.049995,,,,
2001Dec,93,,,,,,,,,,,
2001Dec,94,8.9,60,30,10,,,,,,,
2001Dec,95,8.3,78,14,5,3,,,,,,
2004,1,8.5,80,15,5,,,,,,,
2004,2,7.5,80,8,6,4,2,,,,,
2004,3,,,,,,,,,,,
2004,4,,,,,,,,,,,
2004,5,9,50,30,15,5,,,,,,
2004,7,,,,,,,,,,,
2004,9,7.3,90,10,,,,,,,,
2004,10,7,100,,,,,,,,,
2004,11,,,,,,,,,,,
2004,13,8.3,60,20,10,5,5,,,,,
2004,14,8,90,10,,,,,,,,
2004,15,7.3,90,5,5,,,,,,,
2004,16,8.3,40,30,20,5,5,,,,,
2004,23,7.5,90,10,,,,,,,,
2004,24,7.5,80,20,,,,,,,,
2004,26,8,80,10,5,5,,,,,,
2004,28,,,,,,,,,,,
2004,29,,,,,,,,,,,
2004,30,,,,,,,,,,,
2004,32,,,,,,,,,,,
2004,33,8,90,10,,,,,,,,
2004,35,,,,,,,,,,,
2004,36,8.5,55,30,15,,,,,,,
2004,37,7,100,,,,,,,,,
2004,38,8.2,90,10,,,,,,,,
2004,39,8,80,20,,,,,,,,
2004,40,9,35,25,20,10,5,5,,,,
2004,41,8.5,70,30,,,,,,,,
2004,42,9.7,,15,60,25,,,,,,
2004,44,8.8,40,10,10,10,10,10,5,5,,
2004,45,,,,,,,,,,,
2004,46,11.74,,,1.01010101,4.04040404,11.11111111,21.21212121,25.25252525,37.37373737,,
2004,47,,,,,,,,,,,
2004,48,7.5,80,20,,,,,,,,
2004,49,6.5,80,20,,,,,,,,
2004,50,7,100,,,,,,,,,
2004,53,7.5,100,,,,,,,,,
2004,54,,,,,,,,,,,
2004,55,8.1,92.9,6.2,.9,,,,,,,
2004,57,,,,,,,,,,,
2004,61,9.2,30,30,20,20,,,,,,
2004,62,,,,,,,,,,,
2004,64,7.5,65,14,7,7,5,1,1,,,
2004,65,8.7,,50,50,,,,,,,
2004,66,9.5,,,,,,,,,,
2004,67,8.6,100,,,,,,,,,
2004,70,,,,,,,,,,,
2004,71,7,90,5,3,2,,,,,,
2004,72,9,42,20,16,10,6,5,1,,,
2004,73,,60,40,,,,,,,,
2004,76,,,,,,,,,,,
2004,85,9.7,,,,,,,,,,
2004,87,7.5,60,25,10,5,,,,,,
2004,89,7,40,30,20,10,,,,,,
2004,90,8,70,15,10,5,,,,,,
2004,91,7.5,,,,,,,,,,
2004,92,7.1,,,,,,,,,,
2004,93,,60,20,10,10,,,,,,
2004,94,10,,20,30,30,20,,,,,
2004,95,6.7,95,5,,,,,,,,
2004Dec,1,8.5,80,15,5,,,,,,,
2004Dec,2,7.5,80,8,6,4,2,,,,,
2004Dec,3,,,,,,,,,,,
2004Dec,4,,,,,,,,,,,
2004Dec,5,8.8,55,25,15,5,,,,,,
2004Dec,7,,,,,,,,,,,
2004Dec,9,7.1,90,10,,,,,,,,
2004Dec,10,7,100,,,,,,,,,
2004Dec,11,,,,,,,,,,,
2004Dec,13,8.5,60,20,10,5,5,,,,,
2004Dec,14,8,90,10,,,,,,,,
2004Dec,15,,,,,,,,,,,
2004Dec,16,8,30,30,20,10,5,5,,,,
2004Dec,23,7.5,90,10,,,,,,,,
2004Dec,24,7.5,80,20,,,,,,,,
2004Dec,26,8,80,10,5,5,,,,,,
2004Dec,28,,,,,,,,,,,
2004Dec,29,,,,,,,,,,,
2004Dec,30,,,,,,,,,,,
2004Dec,32,,,,,,,,,,,
2004Dec,33,8,90,10,,,,,,,,
2004Dec,35,,,,,,,,,,,
2004Dec,36,9,40,40,20,,,,,,,
2004Dec,37,7,100,,,,,,,,,
2004Dec,38,8,90,10,,,,,,,,
2004Dec,39,7.8,85,15,,,,,,,,
2004Dec,40,,,,,,,,,,,
2004Dec,41,8.5,70,30,,,,,,,,
2004Dec,42,9.8,,10,70,20,,,,,,
2004Dec,44,,,,,,,,,,,
2004Dec,45,,,,,,,,,,,
2004Dec,46,11.99,,,1,3,8,16,22,50,,
2004Dec,47,,,,,,,,,,,
2004Dec,48,7.5,80,20,,,,,,,,
2004Dec,49,,,,,,,,,,,
2004Dec,50,,,,,,,,,,,
2004Dec,53,7.4,100,,,,,,,,,
2004Dec,54,,,,,,,,,,,
2004Dec,55,8.1,,,,,,,,,,
2004Dec,57,,,,,,,,,,,
2004Dec,61,,,,,,,,,,,
2004Dec,62,,,,,,,,,,,
2004Dec,64,7.5,65,14,7,7,5,1,1,,,
2004Dec,65,,,,,,,,,,,
2004Dec,66,9.5,,,,,,,,,,
2004Dec,67,8.4,100,,,,,,,,,
2004Dec,70,,,,,,,,,,,
2004Dec,71,6.5,90,5,3,2,,,,,,
2004Dec,72,9,42,20,16,10,6,5,1,,,
2004Dec,73,,,,,,,,,,,
2004Dec,76,,,,,,,,,,,
2004Dec,85,,,,,,,,,,,
2004Dec,87,7.5,60,25,10,5,,,,,,
2004Dec,89,6.8,40,30,20,10,,,,,,
2004Dec,90,8.3,75,12,8,5,,,,,,
2004Dec,91,7,,,,,,,,,,
2004Dec,92,6.9,,,,,,,,,,
2004Dec,93,,,,,,,,,,,
2004Dec,94,10,,20,30,30,20,,,,,
2004Dec,95,6.5,95,5,,,,,,,,
,,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,,
