INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2012,3,2.5,0,0,0,0,0,0,10,60,30,0,0,0,,,,,,,
2012,6,2.4,,,,,,,30,50,20,,,,,,,,,,
2012,7,2.4,,,,,,,,,,,,,,,,,,,
2012,8,2.3,,,,,,,5,50,43,2,,,,,,,,,
2012,14,2.2,,,,,,,,,,,,,,,,,,,
2012,15,2.3,,,,,,,,70,30,,,,,,,,,,
2012,16,2.3,0,0,0,0,1,4,20,40,30,4,1,0,,,,,,,
2012,20,2.4,,,,,,,,85,15,,,,,,,,,,
2012,22,2.3,,,,,,,10,60,25,5,,,,,,,,,
2012,23,2.6,,,,,,5,10,30,35,15,5,,,,,,,,
2012,24,2.3,,,,,5,17.5,22.5,27.5,17.5,10,,,,,,,,,
2012,26,2.4,,,,,,,15,35,35,15,,,,,,,,,
2012,29,2.3,,,,,,,10,60,30,,,,,,,,,,
2012,30,2.2,,,,,,,,,,,,,,,,,,,
2012,32,2.2,,,,,1,4,22,42,27,3,1,,,,,,,,
2012,33,2.2,,,,,,,10,80,10,,,,,,,,,,
2012,36,2.5,,,,,,,15,40,40,5,,,,,,,,,
2012,37,2.5,,,,,,,,50,50,,,,,,,,,,
2012,38,2.3,,,,,,,10,60,30,,,,,,,,,,
2012,39,2.4,,,,,,,10,60,30,,,,,,,,,,
2012,41,2.3,,,,,,,20,80,,,,,,,,,,,
2012,47,2.01,0,0,1,2,3,8,14,24,20,18,10,0,,,,,,,
2012,48,2.4,,,,,,,,,,,,,,,,,,,
2012,52,2.4,0,0,0,1,4,10,19,45,15,5,1,0,,,,,,,
2012,54,2.4,,,,,,,25,50,25,,,,,,,,,,
2012,56,2.4,,,,,,,10,60,30,,,,,,,,,,
2012,70,2.4,,,,,,,10,90,,,,,,,,,,,
2012,80,2.5,0,0,0,0,.0000000239,.0012348588,1.3568357206,40.6832905238,54.4245713077,3.5272824791,.0067847992,.0000002869,,,,,,,
2012,82,2.3,,,,,,,,,,,,,,,,,,,
2012,84,2.3,0,0,0,0,0,0,0,65,35,0,0,0,,,,,,,
2012,85,2.3089703089,0,0,0,0,0,.0000000681,.3200800255,72.4828815135,27.1929676727,.0040707202,0,0,,,,,,,
2012,88,2.3,,,,,5,10,20,30,20,10,5,,,,,,,,
2012,89,2.2,,,,2.5,7.5,10,15,30,15,10,7.5,2.5,,,,,,,
2012,91,2.3,0,0,0,0,0,0,15,75,10,0,0,0,,,,,,,
2012,92,2.301,0,0,0,0,0,.0000001105,.6810543814,91.224222043,8.0944697375,.0002537276,0,0,,,,,,,
2012,93,2.3,,,,,,,10,70,20,,,,,,,,,,
2012,94,2.8,,,,1,3,4,5,10,40,19,10,8,,,,,,,
2012,95,2.1333333333,0,0,0,0,0,13.3333333333,13.3333333333,53.3333333334,13.3333333333,6.6666666667,0,0,,,,,,,
2012,96,2.2,,,,,,,15,70,15,,,,,,,,,,
2012,98,2.2,,,,,,5,20,45,20,10,,,,,,,,,
2012,101,2.4,0,0,0,,,,25,50,25,,,,,,,,,,
2012,103,2.4,,,,,,,5,75,20,,,,,,,,,,
2012,104,2.3,0,0,0,0,5,10,15,40,25,5,0,0,,,,,,,
2012,105,2.4,,,,,,,10,70,20,,,,,,,,,,
2012,106,2.3,,,,,,,,60,40,,,,,,,,,,
2012,107,2.301,0,0,0,0,0,.0000001105,.6810543814,91.224222043,8.0944697375,.0002537276,0,0,,,,,,,
2012,108,2.294815,,,,,,1.3,18.87,40.33,31.27,8.23,,,,,,,,,
2012,110,2,0,0,0,0,0,0,29,70,1,0,0,0,,,,,,,
2012,111,2.3,,,,,,,,100,,,,,,,,,,,
2012,112,2.2,,,,,,5,20,40,25,10,,,,,,,,,
2013,3,2.2,0,0,0,0,0,5,30,50,10,5,0,0,,,,,,,
2013,6,1.9,,,,,,30,50,20,,,,,,,,,,,
2013,7,1.5,,,,,,,,,,,,,,,,,,,
2013,8,1.8,1,2,3,4,7,16,25,23,13,3,2,1,,,,,,,
2013,14,1.9,,,,,,,,,,,,,,,,,,,
2013,15,1.9,,,,,,5,50,35,10,,,,,,,,,,
2013,16,1.7,1,2,3,4,10,16,23,19,12,6,3,1,,,,,,,
2013,20,1.8,,,,,,20,40,30,10,,,,,,,,,,
2013,22,1.9,,,,,,15,55,20,10,,,,,,,,,,
2013,23,1.9,,,,3,5,20,26,24,14,5,3,,,,,,,,
2013,24,1.7,,,,5,12.5,20,25,20,12.5,5,,,,,,,,,
2013,26,1.9,,,,,5,20,30,25,15,5,,,,,,,,,
2013,29,1.7,,,,,,20,50,30,,,,,,,,,,,
2013,30,1.6,,,,,,,,,,,,,,,,,,,
2013,32,1.8,,,,2,7,17,35,22,15,2,,,,,,,,,
2013,33,2,,,,,,,50,50,,,,,,,,,,,
2013,36,2.3,,,,,5,10,20,35,20,5,5,,,,,,,,
2013,37,1.9,,,,,,5,45,45,5,,,,,,,,,,
2013,38,1.6,,,,,,10,60,30,,,,,,,,,,,
2013,39,1.8,,,,,,20,50,25,5,,,,,,,,,,
2013,41,1.8,,,,,,,70,30,,,,,,,,,,,
2013,47,1.9,0,2,3,5,10,12,24,19,17,5,3,0,,,,,,,
2013,48,1.9,,,,,,,,,,,,,,,,,,,
2013,52,1.9,0,0,0,1,5,13,46,25,9,1,0,0,,,,,,,
2013,54,1.9,,,,,15,20,30,20,15,,,,,,,,,,
2013,56,1.8,,,,,,10,70,20,,,,,,,,,,,
2013,70,1.4,,,,,,65,35,,,,,,,,,,,,
2013,80,1.7,.000227783,.0064386209,.1416099501,1.5421449429,8.4532169005,23.4175217198,32.8776801656,23.4175217198,8.4532169005,1.5421449429,.1416099501,.0066664039,,,,,,,
2013,82,1.6,,,,,,,,,,,,,,,,,,,
2013,84,1.7,0,0,0,1,7,22,30,21,12,6,1,0,,,,,,,
2013,85,1.4493009503,.004390823,.0764735748,.7764868242,4.465668051,14.580334511,27.0736628764,28.6195267556,17.2248040128,5.897391102,1.1467475259,.1263615755,.0081523678,,,,,,,
2013,88,1.8,,,2.5,5,10,20,25,20,10,5,2.5,,,,,,,,
2013,89,1.9,,,2.5,5,10,15,30,15,15,5,2.5,,,,,,,,
2013,91,.6,0,0,2.5,32.5,55,10,0,0,0,0,0,0,,,,,,,
2013,92,1.429,.0513115617,.404859977,2.2145625224,7.7902806618,17.6390506346,23.0321928593,24.8031450383,16.6788643134,5.396162625,1.6745739775,.2822261348,.0327696942,,,,,,,
2013,93,1.9,,,,,,5,50,40,5,,,,,,,,,,
2013,94,2.6,,,,,2,7.5,10,16,32,20,10,2.5,,,,,,,
2013,95,1.6654301075,0,1.5376344086,3.1505376344,4.5376344086,6.8387096774,20.9032258065,29.3548387097,16.4086021505,11.6666666667,3.376344086,1.1505376344,1.0752688172,,,,,,,
2013,96,1.1,,,,5,20,40,20,10,5,,,,,,,,,,
2013,98,1.6,,,,,5,25,40,20,10,,,,,,,,,,
2013,101,2,,,,,,,,,,,,,,,,,,,
2013,103,1.7,,,,5,10,20,40,20,5,,,,,,,,,,
2013,104,1.9,0,0,0,5,10,15,35,20,10,5,0,0,,,,,,,
2013,105,1.7,,,,,5,20,60,15,,,,,,,,,,,
2013,106,1,,,,,30,40,30,,,,,,,,,,,,
