INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2003,1,2,,,,10,30,35,20,5,,,,,
2003,3,1.6,.0286165457588194,.50147819,6.9006093,29.51343638,41.22086494,18.88966531,2.81033261,.13302684,.00196988,,,,
2003,4,1.7,,,,10,60,20,10,,,,,,
2003,5,1.7,,,,5,80,15,,,,,,,
2003,7,1.7,,,,,,,,,,,,,
2003,10,1.76295612,.937136191138688,2.52161031,9.03593265,18.92669087,25.82794615,22.96752448,13.30792917,5.02243261,1.45279757,,,,
2003,11,1.7,,,,20,60,20,,,,,,,
2003,14,1.8,,,,,70,30,,,,,,,
2003,15,1.7,,,,10,60,30,,,,,,,
2003,16,1.8,0,2,10,18,24,23,15,5,3,,,,
2003,17,2.1,,,5,15,30,40,10,,,,,,
2003,19,1.7,,,,,95,5,,,,,,,
2003,20,1.8,,,,10,80,10,,,,,,,
2003,22,1.7,0,0,5,30,40,20,5,0,0,,,,
2003,23,1.6,,,,20,50,20,10,,,,,,
2003,24,1.6,,,10,20,40,25,5,,,,,,
2003,26,1.7,,,10,17.5,45,17.5,10,,,,,,
2003,30,1.9,,,,,70,30,,,,,,,
2003,31,1.8,,,,20,50,30,,,,,,,
2003,32,1.9,,,5,15,40,30,10,,,,,,
2003,33,2,,,,,50,50,,,,,,,
2003,35,2.1,,,,,20,80,,,,,,,
2003,36,2.1,,,5,10,30,40,15,,,,,,
2003,37,1.8,,,,,70,30,,,,,,,
2003,39,1.9,,,,15,40,30,15,,,,,,
2003,41,1.7,,,,,85,15,,,,,,,
2003,42,1.8,,,,15,75,10,,,,,,,
2003,47,1.9,,,,,70,30,,,,,,,
2003,52,1.5,,,,10,60,30,,,,,,,
2003,53,1.8,,,,,60,40,,,,,,,
2003,54,1.7,,,,20,50,20,10,,,,,,
2003,56,1.8,,,5,20,50,20,5,,,,,,
2003,57,1.7,,,,,,,,,,,,,
2003,59,1.6,0,0,10,15,55,15,5,0,0,,,,
2003,60,1.8,,,5,15,40,25,15,,,,,,
2003,61,1.8,,,,20,40,30,10,,,,,,
2003,63,1.7,,,,5,45,35,15,,,,,,
2003,67,2.3,,,,5,20,40,25,5,5,,,,
2003,68,1.8,1,1,4,15,39,25,10,4,1,,,,
2003,70,1.9,,,,10,50,40,,,,,,,
2003,71,1.7,,,6,25,44,20,5,,,,,,
2003,72,2,,,5,25,30,30,8,2,,,,,
2003,73,1.8,,,,5,70,25,,,,,,,
2003,76,1.7,,,10,20,40,20,10,,,,,,
2003,80,1.8,0,0,.3996004,13.08691309,54.74525475,29.77022977,1.998002,,,,,,
2003,84,2.1,0,0,0,2,34,42,20,2,0,,,,
2003,85,2.2,,,,10,30,50,10,,,,,,
2003,87,1.6,,,5,20,45,25,5,,,,,,
2003,89,2,,,,,35,50,15,,,,,,
2003,90,2.1,,,,,5,90,5,,,,,,
2003,91,2.3,,,0,.3996004,15.48451548,58.84115884,24.27572428,.999001,0,,,,
2003,92,2,.00316845741941613,.06554855,1.32156043,10.11610478,30.56552455,36.73914674,17.59160838,3.33734982,.2599883,,,,
2003,93,1.7,,,,5,85,10,,,,,,,
2003,94,2,,,,10,25,30,25,10,,,,,
2003,95,1.8,0,0,5,28,38,22,7,0,0,,,,
2003,96,2.1,,,2,18,30,35,10,5,,,,,
2003Dec,1,1.8,,,5,25,30,20,15,5,,,,,
2003Dec,3,1.7,.920806374276784,.97564098,8.60764684,28.5288093,37.5947779,19.73981467,4.10984087,.33591929,.01078301,,,,
2003Dec,4,1.7,,,,10,60,20,10,,,,,,
2003Dec,5,1.8,,,,10,85,5,,,,,,,
2003Dec,7,1.7,,,,,,,,,,,,,
2003Dec,10,1.65713259,.813174241090098,3.3282218,10.95132754,20.94931455,26.11058152,21.20686357,11.22234724,3.86764333,1.00674615,,,,
2003Dec,11,1.6,,,,30,60,10,,,,,,,
2003Dec,14,1.5,,,40,40,20,,,,,,,,
2003Dec,15,1.7,,,,15,55,20,10,,,,,,
2003Dec,16,1.7,0,2,10,21,24,20,15,5,3,,,,
2003Dec,17,1.7,,,,,,,,,,,,,
2003Dec,19,1.6,,,,25,75,,,,,,,,
2003Dec,20,1.5,,,,10,70,20,,,,,,,
2003Dec,22,1.5,0,0,5,35,40,15,5,0,0,,,,
2003Dec,23,1.4,,,20,30,30,20,,,,,,,
2003Dec,24,1.3,,5,15,35,30,10,5,,,,,,
2003Dec,26,1.7,,5,10,20,30,20,10,5,,,,,
2003Dec,30,,,,,,,,,,,,,,
2003Dec,31,1.8,,,,20,50,30,,,,,,,
2003Dec,32,1.9,,5,10,15,30,25,10,5,,,,,
2003Dec,33,2,,,,,50,50,,,,,,,
2003Dec,35,2.2,,,,,10,90,,,,,,,
2003Dec,36,1.9,,,5,20,40,30,5,,,,,,
2003Dec,37,1.8,,,,,60,40,,,,,,,
2003Dec,39,1.9,,,,15,40,30,15,,,,,,
2003Dec,41,1.8,,,,,,,,,,,,,
2003Dec,42,1.7,,,,20,60,20,,,,,,,
2003Dec,47,1.7,,,,,80,20,,,,,,,
2003Dec,52,1.2,,5,15,30,30,15,5,,,,,,
2003Dec,53,1.8,,,,,80,20,,,,,,,
2003Dec,54,1.4,,,10,40,40,10,,,,,,,
2003Dec,56,1.8,,,,20,40,30,10,,,,,,
2003Dec,57,1.8,,,,,,,,,,,,,
2003Dec,59,1.5,0,0,10,20,55,10,5,0,0,,,,
2003Dec,60,1.8,,,5,17.5,35,27.5,15,,,,,,
2003Dec,61,2,,,,20,40,40,,,,,,,
2003Dec,63,1.5,,,,,,,,,,,,,
2003Dec,67,2.4,,,,5,25,30,25,10,5,,,,
2003Dec,68,,,,,,,,,,,,,,
2003Dec,70,1.8,,,,30,50,20,,,,,,,
2003Dec,71,1.6,,5,10,20,35,20,6,4,,,,,
2003Dec,72,1.7,1,6,12,17,25,17,12,8,2,,,,
2003Dec,73,1.6,,,,,,,,,,,,,
2003Dec,76,1.5,,2,10,30,37.5,15,5,.5,,,,,
2003Dec,80,1.6,,,,,,,,,,,,,
2003Dec,84,1.8,0,0,5,27,37,23,5,3,0,,,,
2003Dec,85,2.3,,,,10,30,50,10,,,,,,
2003Dec,87,1.5,,,15,35,35,15,,,,,,,
2003Dec,89,2.2,,,,,35,50,15,,,,,,
2003Dec,90,2.1,,,,,10,90,,,,,,,
2003Dec,91,2.5,,,.0999001,2.0979021,13.58641359,34.46553447,34.06593407,13.58641359,2.0979021,,,,
2003Dec,92,2.1,.135002075093379,.62295203,3.56604047,11.5422194,22.89013006,27.83505258,20.7577341,9.49072708,3.16014221,,,,
2003Dec,93,1.7,,,,5,85,10,,,,,,,
2003Dec,94,1.8,,,10,25,30,25,10,,,,,,
2003Dec,95,1.7,1,3,13,27,26,18,9,2,1,,,,
2003Dec,96,2.2,,,2,18,30,35,10,5,,,,,
2004,1,2,,,10,15,30,25,15,5,,,,,
2004,3,1.7,.297981858825014,1.56305417,8.70394788,23.2811318,32.30776857,23.2811318,8.70394788,1.68413246,.17690357,,,,
2004,4,1.8,,,,,60,40,,,,,,,
2004,5,1.9,,,,,80,20,,,,,,,
2004,7,1.5,,,,,,,,,,,,,
2004,10,1.73614548,1.03102540594189,2.71028694,9.50419928,19.45515093,25.9462921,22.54897543,12.76863643,4.70930702,1.32612646,,,,
2004,11,1.7,,,,20,60,20,,,,,,,
2004,14,1.4,,,25,50,25,,,,,,,,
2004,15,1.7,,,10,10,40,30,10,,,,,,
2004,16,1.8,0,2,12,19,23,21,15,5,3,,,,
2004,17,1.5,,5,10,20,30,20,10,5,,,,,
2004,19,1.7,,,,,95,5,,,,,,,
2004,20,1.8,,,,10,70,20,,,,,,,
2004,22,1.7,0,0,5,25,45,20,5,0,0,,,,
2004,23,1.8,,,10,20,40,20,10,,,,,,
2004,24,1.4,,,15,30,40,15,,,,,,,
2004,26,1.7,,2.5,10,17.5,40,17.5,10,2.5,,,,,
2004,30,1.9,,,,,70,30,,,,,,,
2004,31,1.7,,,,25,50,25,,,,,,,
2004,32,1.9,,5,10,15,30,25,10,5,,,,,
2004,33,2,,,,10,40,40,10,,,,,,
2004,35,,,,,,,,,,,,,,
2004,36,1.8,,,5,20,40,20,10,5,,,,,
2004,37,2,,,,,50,50,,,,,,,
2004,39,1.7,,,5,20,45,20,10,,,,,,
2004,41,1.8,,,,,80,20,,,,,,,
2004,42,1.6,,,,10,80,10,,,,,,,
2004,47,,,,,,,,,,,,,,
2004,52,1.7,,,,10,50,30,10,,,,,,
2004,53,1.9,,,,,50,50,,,,,,,
2004,54,1.4,,,10,40,30,20,,,,,,,
2004,56,2,,,5,20,30,40,5,,,,,,
2004,57,2.2,,,,,,,,,,,,,
2004,59,1.7,2.5,2.5,5,25,55,10,0,0,0,,,,
2004,60,1.7,,5,10,20,30,20,10,5,,,,,
2004,61,2.1,,,,20,40,40,,,,,,,
2004,63,1.7,,,5,15,50,25,5,,,,,,
2004,67,2.5,,,,5,10,25,30,20,10,,,,
2004,68,1.5,1,3,10,25,39,15,4,2,1,,,,
2004,70,1.9,,,,20,60,20,,,,,,,
2004,71,1.4,,7,13,25,30,15,7,3,,,,,
2004,72,1.6,5,6,10,17,20,17,12,8,5,,,,
2004,73,1.5,,,,10,80,10,,,,,,,
2004,76,1.5,,1.25,15,25,35,15,7.5,1.25,,,,,
2004,80,1.3,.3996003996004,4.1958042,19.78021978,37.46253746,28.47152847,8.69130869,.999001,,,,,,
2004,84,2,0,0,2,13,35,35,13,2,0,,,,
2004,85,2,,,,5,30,50,15,,,,,,
2004,87,1.8,,,5,25,40,25,5,,,,,,
2004,89,1.8,,,,20,40,30,10,,,,,,
2004,90,1.8,,,,,80,20,,,,,,,
2004,91,2.1,,,.7,8.4,32.1,40.1,16.4,2.2,.1,,,,
2004,92,1.8,1.22250112505625,2.78359918,9.0239512,17.82509125,24.12170609,22.36441822,14.20681034,6.18180909,2.27011351,,,,
2004,93,1.8,,,,5,75,20,,,,,,,
2004,94,2.2,,,,10,25,30,25,10,,,,,
2004,95,1.6,0,3,13,28,31,19,6,0,0,,,,
2004,96,2,,,2,25,28,30,10,5,,,,,
2004Dec,1,2.2,,,5,15,20,25,20,15,,,,,
2004Dec,3,1.7,1.99126204984618,2.78646509,10.49157029,21.85040729,27.90150189,21.85040729,10.49157029,3.08630348,.62096799,,,,
2004Dec,4,1.8,,,,,60,40,,,,,,,
2004Dec,5,1.9,,,,,80,20,,,,,,,
2004Dec,7,1.5,,,,,,,,,,,,,
2004Dec,10,1.80221104,.383042512515963,2.26368636,8.37296679,18.13837482,25.59872088,23.54204037,14.10749045,5.50656113,1.65698495,,,,
2004Dec,11,1.8,,,,20,70,10,,,,,,,
2004Dec,14,1.5,,10,20,30,30,10,,,,,,,
2004Dec,15,1.7,,,,10,50,30,10,,,,,,
2004Dec,16,1.8,0,3,12,17,20,19,16,10,3,,,,
2004Dec,17,1.4,,,,,,,,,,,,,
2004Dec,19,1.8,,,,,80,20,,,,,,,
2004Dec,20,1.9,,,,10,60,30,,,,,,,
2004Dec,22,1.8,0,0,5,20,50,20,5,0,0,,,,
2004Dec,23,2.1,,,5,10,20,40,20,5,,,,,
2004Dec,24,1.6,,,5,30,50,10,5,,,,,,
