INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2015,1,.2,,,40,60,,,,,,,,,,,,,,,
2015,2,0,,,45,55,,,,,,,,,,,,,,,
2015,4,.1,5,10,30,35,15,5,,,,,,,,,,,,,
2015,6,0,,,20,80,,,,,,,,,,,,,,,
2015,7,,,,,,,,,,,,,,,,,,,,
2015,8,.1,,,10,90,,,,,,,,,,,,,,,
2015,14,.3,,,,,,,,,,,,,,,,,,,
2015,15,.1,,,30,70,,,,,,,,,,,,,,,
2015,16,.2,1,10,27,40,18,3,1,0,0,0,0,0,,,,,,,
2015,20,0,,,10,90,,,,,,,,,,,,,,,
2015,22,0,,,50,50,,,,,,,,,,,,,,,
2015,23,.1,,2,33,60,5,,,,,,,,,,,,,,
2015,24,.1,,17.5,23,25,22,12.5,,,,,,,,,,,,,
2015,29,.3,,,30,50,20,,,,,,,,,,,,,,
2015,31,.1,,,40,40,20,,,,,,,,,,,,,,
2015,32,0,,,,,,,,,,,,,,,,,,,
2015,35,.1,,,20,80,,,,,,,,,,,,,,,
2015,36,.3,,10,30,50,10,,,,,,,,,,,,,,
2015,37,0,,,30,70,,,,,,,,,,,,,,,
2015,38,.1,,,10,80,10,,,,,,,,,,,,,,
2015,39,.1,,,5,90,5,,,,,,,,,,,,,,
2015,41,.2,,,20,60,20,,,,,,,,,,,,,,
2015,42,.2,,,20,50,25,5,,,,,,,,,,,,,
2015,45,.15,,,10,90,,,,,,,,,,,,,,,
2015,47,.1,0,0,10,80,10,0,0,0,0,0,0,0,,,,,,,
2015,48,.1,,,20,80,,,,,,,,,,,,,,,
2015,49,.1,,,,,,,,,,,,,,,,,,,
2015,52,.1,0,2,21,46,19,8,3,1,0,0,0,0,,,,,,,
2015,54,.2,,,10,75,15,,,,,,,,,,,,,,
2015,57,.1,,,,,,,,,,,,,,,,,,,
2015,61,.1,,,15,75,10,,,,,,,,,,,,,,
2015,65,.4,,,,,,,,,,,,,,,,,,,
2015,67,,1,3,15,42,28,7,3,1,0,0,0,0,,,,,,,
2015,68,.1,,,,,,,,,,,,,,,,,,,
2015,70,0,,,25,75,,,,,,,,,,,,,,,
2015,73,.3,5,10,25,30,20,10,0,0,0,0,0,0,,,,,,,
2015,80,.1,0,.6,35.7,62.8,.9,0,0,0,0,0,0,0,,,,,,,
2015,82,0,,,,,,,,,,,,,,,,,,,
2015,84,0,0,0,40,60,0,0,0,0,0,0,0,0,,,,,,,
2015,85,.139,0,0,11.6,78.8,9.6,0,0,0,0,0,0,0,,,,,,,
2015,89,.2,2.5,10,20,35,25,5,2.5,,,,,,,,,,,,
2015,91,0,0,0,60,40,0,0,0,0,0,0,0,0,,,,,,,
2015,92,.0686,0,0,24.1,75.9,0,0,0,0,0,0,0,0,,,,,,,
2015,93,.2,,,7.5,85,7.5,,,,,,,,,,,,,,
2015,94,.1,5,14,29,35,5,4,3,2,1.5,1,.5,,,,,,,,
2015,95,.0965,0,5,26.3,53.1,15.6,0,0,0,0,0,0,0,,,,,,,
2015,96,0,,2,45,50,3,,,,,,,,,,,,,,
2015,97,.1,0,0,20,80,0,0,0,0,0,0,0,0,,,,,,,
2015,99,.1,,,20,80,,,,,,,,,,,,,,,
