INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2004,4,2.1,,,,,20,80,0,,,,,,
2004,7,2,,,,,,,,,,,,,
2004,9,1.8,,,,,70,30,,,,,,,
2004,11,2.1,,,,,30,70,,,,,,,
2004,14,2.2,,,,,,100,,,,,,,
2004,15,2.1,,,,,35,65,,,,,,,
2004,16,2.2,0,0,3,10,22,33,24,5,3,,,,
2004,17,2,,,,5,40,40,10,5,,,,,
2004,19,2.1,,,,,,100,,,,,,,
2004,20,2.1,,,,,10,90,,,,,,,
2004,22,2.1,0,0,0,5,30,60,5,0,0,,,,
2004,23,2.1,,,,,40,60,,,,,,,
2004,24,2.1,,,,,30,60,10,,,,,,
2004,26,2,,,,10,35,45,10,,,,,,
2004,28,2.2,,,,5,15,60,15,5,,,,,
2004,29,2,,,,,15,70,15,,,,,,
2004,30,2.1,,,,,40,60,,,,,,,
2004,31,2.2,,,,,10,80,10,,,,,,
2004,32,2.1,,,,5,35,45,15,,,,,,
2004,33,2.3,,,,,,80,20,,,,,,
2004,35,2.1,,,,,20,80,,,,,,,
2004,36,2.2,,,,5,20,50,25,,,,,,
2004,37,2.1,,,,,30,70,,,,,,,
2004,38,2.4,,,,,,80,20,,,,,,
2004,39,2.1,,,,,20,80,,,,,,,
2004,40,2.1,,,,,,100,,,,,,,
2004,41,2.2,,,,,15,70,15,,,,,,
2004,42,2,,,,,45,50,5,,,,,,
2004,45,2,,,,,80,20,,,,,,,
2004,47,2.2,,,,,,,,,,,,,
2004,48,1.9,,,,17,40,26,17,,,,,,
2004,49,2.1,,,,,,100,,,,,,,
2004,52,,,,,,35,65,,,,,,,
2004,54,2.1,,,,,10,60,30,,,,,,
2004,56,2.1,0,0,0,2,10,77,8,2,1,,,,
2004,57,2.1,,,,,,,,,,,,,
2004,60,2,,,,5,30,50,15,,,,,,
2004,65,2.1,,,,,15,70,15,,,,,,
2004,66,2.1,,,,,,,,,,,,,
2004,70,2,,,,,45,55,,,,,,,
2004,71,2.1,0,1,2,4,25,55,10,3,0,,,,
2004,72,1.9,,,,,80,20,,,,,,,
2004,73,,,,,,40,60,,,,,,,
2004,76,2.2,,,,5,10,70,10,5,,,,,
2004,80,2.2,0,0,.00002576,.12952017,15.63511102,68.4706861,15.63511102,.12952017,.00002576,,,,
2004,82,2.1,,,,,15,80,5,,,,,,
2004,84,2,0,0,0,0,30,70,0,0,0,,,,
2004,85,2,,,,,20,80,,,,,,,
2004,88,2.1,,,,10,25,40,20,5,,,,,
2004,89,2.2,,,,,25,50,25,,,,,,
2004,90,2.1,0,0,0,5,10,60,20,5,0,,,,
2004,91,2.2,,,,,,100,,,,,,,
2004,92,2.2,.01228683,.12267543,1.37765959,7.60618845,21.72707823,32.19445139,24.77050737,9.88972757,2.29942514,,,,
2004,93,2.1,,,,,30,70,,,,,,,
2004,94,1.9,,,10,20,30,30,10,,,,,,
2004,95,2.1,0,0,0,0,36,49,15,0,0,,,,
2004,96,2.2,,,,,2,88,10,,,,,,
2004,97,2.1,,,,,15,80,5,,,,,,
2004,98,2.1,,,,5,35,45,15,,,,,,
2004,99,2,,,,10,25,55,10,,,,,,
2005,4,2.2,,,,,20,60,20,,,,,,
2005,7,1.4,,,,,,,,,,,,,
2005,9,1.8,,,,,70,30,,,,,,,
2005,11,1.5,,,,40,60,,,,,,,,
2005,14,2,,,,,20,80,,,,,,,
2005,15,1.8,,,,10,50,25,15,,,,,,
2005,16,1.7,0,0,8,18,23,18,19,10,4,,,,
2005,17,1.8,,5,15,20,30,20,10,,,,,,
2005,19,1.9,,,,,70,30,,,,,,,
2005,20,1.9,,,,10,40,35,15,,,,,,
2005,22,1.8,0,0,5,20,40,30,5,0,0,,,,
2005,23,2,,,5,15,30,30,15,5,,,,,
2005,24,1.9,,,,15,45,20,20,,,,,,
2005,26,1.8,,,5,25,35,30,5,,,,,,
2005,28,1.9,,,5,15,35,30,10,5,,,,,
2005,29,1.7,,,,15,70,15,,,,,,,
2005,30,1.9,,,,,50,50,,,,,,,
2005,31,2,,,,,40,60,,,,,,,
2005,32,1.9,,,5,15,35,30,10,5,,,,,
2005,33,2.2,,,,,10,70,20,,,,,,
2005,35,2,,,,,60,40,,,,,,,
2005,36,2.1,,,,10,30,50,10,,,,,,
2005,37,1.9,,,,,55,45,,,,,,,
2005,38,1.8,,,,,50,50,,,,,,,
2005,39,2,,,,15,35,35,15,,,,,,
2005,40,2,,,,,10,90,,,,,,,
2005,41,2,,,,,30,60,10,,,,,,
2005,42,1.9,,,,5,50,45,,,,,,,
2005,45,1.8,,,,,100,,,,,,,,
2005,47,2.2,,,,,,,,,,,,,
2005,48,1.7,,,,25,50,25,,,,,,,
2005,49,2,,,,5,40,40,10,5,,,,,
2005,52,,,,,10,55,35,,,,,,,
2005,54,1.8,,,,20,40,30,10,,,,,,
2005,56,1.7,1,2,7,20,40,20,7,2,1,,,,
2005,57,1.9,,,,,,,,,,,,,
2005,60,1.7,,,10,15,50,15,10,,,,,,
2005,65,1.7,,,,5,60,30,5,,,,,,
2005,66,2.5,,,,,,,,,,,,,
2005,70,1.9,,,,,55,45,,,,,,,
2005,71,1.8,0,5,10,20,28,25,9,3,0,,,,
2005,72,1.9,,,,,80,20,,,,,,,
2005,73,,,,,,40,60,,,,,,,
2005,76,1.4,,2.5,15,50,25,7.5,,,,,,,
2005,80,1.8,.11209415,.98278939,6.35336365,20.16873363,32.43457404,26.46057461,10.94429719,2.28923982,.25433352,,,,
2005,82,1.5,,,5,25,30,25,10,5,,,,,
2005,84,1.7,0,0,0,20,45,30,5,0,0,,,,
2005,85,1.9,,,,,60,40,,,,,,,
2005,88,1.7,,,5,15,40,25,10,5,,,,,
2005,89,2.1,,,,10,30,40,20,,,,,,
2005,90,1.7,0,0,0,10,55,30,5,0,0,,,,
2005,91,2,,,,,30,70,,,,,,,
