INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2005,68,1.7,1,3,8,18,40,18,8,3,1,,,,
2005,70,1.6,,,,,75,25,,,,,,,
2005,71,1.8,3,5,8,22,25,22,8,5,2,,,,
2005,73,1.7,,,,25,55,20,,,,,,,
2005,76,1.1,.5,7.5,15,40,20,10,5,2,,,,,
2005,80,1.6,.82010228,3.40727797,12.2522041,24.61995209,28.92011987,19.86340835,7.97289819,1.86786969,.27616744,,,,
2005,82,1.1,,,25,30,25,20,,,,,,,
2005,84,1.9,0,0,2,18,45,30,5,0,0,,,,
2005,85,1.9,,,,15,50,30,5,,,,,,
2005,88,1.7,,5,10,25,30,15,10,5,,,,,
2005,89,1.8,,,,20,40,30,10,,,,,,
2005,90,1.8,0,1,5,15,60,15,3,1,0,,,,
2005,91,2,.1002004,2.10420842,13.62725451,34.16833667,34.16833667,13.62725451,2.10420842,.1002004,0,,,,
2005,92,1.8,1.22244,2.78346,9.0235,17.8242,24.1205,22.3633,14.2061,6.1815,2.275,,,,
2005,93,2,,,,,50,50,,,,,,,
2005,94,1.9,,,10,25,30,25,10,,,,,,
2005,95,1.6,0,0,6,33,37,19,5,0,0,,,,
2005,96,1.8,,,7,15,40,26,10,2,,,,,
2005,97,1.7,,5,10,20,60,5,,,,,,,
2005Dec,1,1.7,,5,7,18,22,18,15,10,5,,,,
2005Dec,2,2,0,2,8,17,25,27,17,4,0,,,,
2005Dec,4,2,,,,10,40,50,,,,,,,
2005Dec,7,1.6,,,,,,,,,,,,,
2005Dec,9,1.8,,,,25,50,25,,,,,,,
2005Dec,11,1.6,,,,30,60,10,,,,,,,
2005Dec,14,1.8,,,,30,60,10,,,,,,,
2005Dec,15,1.5,,,,40,40,10,10,,,,,,
2005Dec,16,2,0,3,13,15,19,21,16,10,3,,,,
2005Dec,17,1.3,5,5,25,25,25,10,5,,,,,,
2005Dec,18,2,2,2,10,15,50,15,3,2,1,,,,
2005Dec,20,1.9,,,,,70,30,,,,,,,
2005Dec,22,2,0,5,10,20,35,25,5,0,0,,,,
2005Dec,23,2.2,,,,10,35,45,10,,,,,,
2005Dec,24,1.8,,5,5,10,35,35,10,,,,,,
2005Dec,26,1.6,,5,10,20,30,20,10,5,,,,,
2005Dec,28,2.1,,,,10,30,35,20,5,,,,,
2005Dec,29,1.7,,,,25,60,15,,,,,,,
2005Dec,30,2.3,,,,,65,35,,,,,,,
2005Dec,31,1.7,,,,25,50,25,,,,,,,
2005Dec,32,1.9,,,5,15,35,30,10,5,,,,,
2005Dec,33,,,,,,35,65,,,,,,,
2005Dec,35,,,,,,,,,,,,,,
2005Dec,38,1.9,,,,,60,40,,,,,,,
2005Dec,39,1.6,,5,10,25,35,15,10,,,,,,
2005Dec,41,1.8,,,,,,,,,,,,,
2005Dec,42,1.6,,,,25,60,15,,,,,,,
2005Dec,45,,,,,,,,,,,,,,
2005Dec,47,1.7,,,,20,60,20,,,,,,,
2005Dec,48,,,,,,,,,,,,,,
2005Dec,49,2.1,,,5,10,20,30,20,10,5,,,,
2005Dec,50,2.2,,,,,40,60,,,,,,,
2005Dec,53,1.6,,,,10,60,30,,,,,,,
2005Dec,54,1.7,,,,30,40,30,,,,,,,
2005Dec,56,2,,,,10,35,45,10,,,,,,
2005Dec,57,,,,,,,,,,,,,,
2005Dec,59,1.9,,,,15,45,40,,,,,,,
2005Dec,60,1.7,,5,10,20,30,20,10,5,,,,,
2005Dec,61,2,,,,10,40,40,10,,,,,,
2005Dec,63,1.6,,,,,,,,,,,,,
2005Dec,65,,,,,15,60,25,,,,,,,
2005Dec,67,2,,,,,,,,,,,,,
2005Dec,68,,,,,,,,,,,,,,
2005Dec,70,1.9,,,,,55,45,,,,,,,
2005Dec,71,1.9,3,5,8,22,25,22,8,5,2,,,,
2005Dec,73,1.7,,,,,,,,,,,,,
2005Dec,76,1.3,.5,7.5,20,35,25,10,2,,,,,,
2005Dec,80,1.6,,,,,,,,,,,,,
2005Dec,82,1.1,,,,,,,,,,,,,
2005Dec,84,1.9,0,0,3,23,42,27,5,0,0,,,,
2005Dec,85,,,,,,,,,,,,,,
2005Dec,88,1.7,,5,10,25,30,15,10,5,,,,,
2005Dec,89,1.9,,,,20,40,30,10,,,,,,
2005Dec,90,1.8,0,1,5,15,60,15,3,1,0,,,,
2005Dec,91,2,0,1.3,12,36.7,36.7,12,1.3,0,0,,,,
2005Dec,92,1.7,2.94531941,4.4853591,11.27241775,18.24079635,21.84929563,19.37189613,12.71379746,6.17579876,2.94531941,,,,
2005Dec,93,2,,,,,50,50,,,,,,,
2005Dec,94,1.9,,,10,25,30,25,10,,,,,,
2005Dec,95,1.6,0,5,14,27,25,19,7,3,0,,,,
2005Dec,96,1.9,,,7,15,40,26,10,2,,,,,
2005Dec,97,1.7,,5,10,20,50,10,5,,,,,,
2008,1,2,,5,10,15,20,20,15,10,5,,,,
2008,2,2,1,4,8,16,22,22,17,8,2,,,,
2008,4,1.8,,,,,60,40,,,,,,,
2008,7,1.9,,,,,,,,,,,,,
2008,9,1.8,,,5,10,35,35,10,5,,,,,
2008,11,1.8,,,,10,60,30,,,,,,,
2008,14,1.5,,,,,,,,,,,,,
2008,15,1.7,,5,10,20,35,15,15,,,,,,
2008,16,2.1,5,7,9,11,16,18,13,12,9,,,,
2008,17,1.5,,5,15,20,20,20,15,5,,,,,
2008,18,2.5,2,2,10,15,50,15,3,2,1,,,,
2008,20,2,,,,,40,60,,,,,,,
2008,22,1.7,0,5,15,20,40,15,5,0,0,,,,
2008,23,2.3,,,,10,30,35,20,5,,,,,
2008,24,1.9,,,5,10,35,35,15,,,,,,
2008,26,1.8,,5,12.5,20,25,20,12.5,5,,,,,
2008,28,1.9,,,,10,30,35,20,5,,,,,
2008,29,,,,,,,,,,,,,,
2008,30,,,,,,,,,,,,,,
2008,31,1.9,,,,,,,,,,,,,
2008,32,,,,,,,,,,,,,,
2008,33,,,,,,35,65,,,,,,,
2008,35,,,,,,,,,,,,,,
2008,38,,,,,,,,,,,,,,
2008,39,1.9,,,10,20,30,25,10,5,,,,,
2008,41,1.8,,,,,,,,,,,,,
2008,42,1.5,,,,40,60,,,,,,,,
2008,45,,,,,,,,,,,,,,
2008,47,,,,,,,,,,,,,,
2008,48,,,,,,,,,,,,,,
2008,49,2.5,,,,,30,40,30,,,,,,
2008,50,,,,,,,,,,,,,,
2008,53,1.8,,,,,70,30,,,,,,,
2008,54,1.7,,,20,30,30,20,,,,,,,
2008,56,2,1,5,7,15,20,30,10,8,4,,,,
2008,57,,,,,,,,,,,,,,
2008,59,2,,,,5,45,45,5,,,,,,
2008,60,2.2,,,10,15,25,25,15,10,,,,,
2008,61,,,,,,,,,,,,,,
2008,63,1.8,,,,30,40,30,,,,,,,
2008,65,,,,,75,25,,,,,,,,
2008,67,2,,,,,,,,,,,,,
2008,68,,,,,,,,,,,,,,
2008,70,,,,,,,,,,,,,,
2008,71,2,4,7,10,18,22,18,10,7,4,,,,
2008,73,,,,,,,,,,,,,,
2008,76,2,2,2.5,5,10,25,30,15,7.5,3,,,,
2008,80,1.8,,,,,,,,,,,,,
2008,82,1.8,,,,,,,,,,,,,
2008,84,1.8,0,0,3,10,40,27,15,4,1,,,,
2008,85,2,,,,,,,,,,,,,
2008,88,1.9,,5,10,25,40,15,5,,,,,,
2008,89,1.8,,,5,5,40,25,10,10,5,,,,
2008,90,2,1,2,3,18,30,40,3,2,1,,,,
2008,91,2,.5988024,4.19161677,15.46906188,29.74051896,29.74051896,15.46906188,4.19161677,.5988024,0,,,,
2008,92,,,,,,,,,,,,,,
2008,93,2.4,,,,,10,50,40,,,,,,
2008,94,2.25,,,,10,25,30,25,10,,,,,
2008,95,1.6,4,7,13,20,24,18,11,3,0,,,,
2008,96,,,,,,,,,,,,,,
2008,97,1.9,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,
2004,1,1.6,,5,15,25,30,20,5,,,,,,
2004,2,2,0,2,6,14,24,26,18,8,2,0,,,
2004,4,1.9,,,,30,50,20,,,,,,,
2004,7,1.75,,,,,,,,,,,,,
2004,9,1.8,,,,,60,40,,,,,,,
2004,11,1.7,,,,20,60,20,,,,,,,
2004,14,1.5,,,,40,60,,,,,,,,
2004,15,2,,,5,15,35,35,10,,,,,,
2004,16,1.6,4,7,12,18,25,20,9,5,0,0,,,
2004,17,1.6,,5,10,25,25,20,15,,,,,,
2004,18,1,2,5,15,40,20,10,5,1,1,1,,,
2004,20,1.8,,,,20,70,10,,,,,,,
2004,22,1.6,5,8,12,20,35,20,0,0,0,0,,,
2004,23,1.9,,,5,25,35,30,5,,,,,,
2004,24,2,,,5,15,30,30,15,5,,,,,
2004,26,1.7,,,5,20,50,20,5,,,,,,
2004,28,2.6,,,,10,10,30,45,5,,,,,
2004,29,1.7,,,,15,70,15,,,,,,,
2004,30,2,,,,,50,50,,,,,,,
2004,31,1.8,,,,30,60,10,,,,,,,
2004,32,1.9,,5,10,15,35,20,10,5,,,,,
2004,33,,,,,,40,60,,,,,,,
2004,35,2,,,,,50,50,,,,,,,
2004,38,1.6,,,,10,80,10,,,,,,,
2004,39,1.5,,,15,30,35,20,,,,,,,
2004,41,1.8,,,,15,70,15,,,,,,,
2004,42,1.8,,2,10,25,30,25,8,,,,,,
2004,45,2.2,,,,,,100,,,,,,,
2004,47,1.4,,,,80,20,,,,,,,,
2004,48,1.6,,,,20,80,,,,,,,,
2004,49,2.6,,,,,20,30,40,10,,,,,
2004,50,2.1,,,,,,80,20,,,,,,
2004,53,1.6,,,,10,60,30,,,,,,,
2004,54,1.8,,,,30,40,30,,,,,,,
2004,56,1.5,,5,8,27,37,15,5,3,,,,,
2004,57,2,,,,,,,,,,,,,
2004,59,1.8,,,,15,55,30,,,,,,,
2004,60,1.7,,,10,20,40,20,10,,,,,,
2004,61,1.9,,,10,25,40,20,5,,,,,,
2004,63,1.7,,,,30,60,10,,,,,,,
2004,65,1.8,,,,10,60,30,,,,,,,
2004,67,1.6,5,10,15,20,30,15,5,,,,,,
2004,68,2,1,3,10,10,20,30,10,10,5,1,,,
2004,70,1.7,,,,45,55,,,,,,,,
2004,71,2,1,3,8,20,23,23,15,5,2,,,,
2004,73,1.5,,,,50,50,,,,,,,,
2004,76,1.5,,,7.5,30,45,15,2.5,,,,,,
2004,80,2,7.66961905,6.34988635,9.21223907,11.85319746,13.52618561,13.68952692,12.28779397,9.78204357,6.9064709,8.7230371,,,
2004,82,1.7,,,5,30,40,20,5,,,,,,
2004,84,1.8,0,1,15,32,45,5,2,0,0,0,,,
2004,85,1.7,,,5,25,60,10,,,,,,,
2004,88,2.2,,5,10,15,25,30,10,5,,,,,
2004,89,1.7,,,,10,50,40,,,,,,,
2004,90,1.7,0,1,2,6,50,40,1,0,0,0,,,
2004,91,1.5,4.8,8.5,15.6,21.1,21.1,15.6,8.5,3.5,1,.3,,,
2004,92,1.8,1.33200007,2.90213015,9.15087046,17.72920089,23.78670119,22.10130111,14.22180071,6.33660032,1.9542001,.48519502,,,
2004,93,1.9,,,,10,50,40,,,,,,,
2004,94,2.1,,,,10,25,30,25,10,,,,,
2004,95,1.9,0,0,0,18,34,29,19,0,0,0,,,
2004,96,1.7,,,,30,50,20,,,,,,,
2004,97,1.7,,,,20,70,10,,,,,,,
2004Q3,1,1.5,,5,10,25,35,20,5,,,,,,
2004Q3,2,2.2,0,2,6,14,22,26,20,8,2,0,,,
2004Q3,4,2.1,,,,,40,50,10,,,,,,
2004Q3,7,2.2,,,,,,,,,,,,,
2004Q3,9,2,,,,,50,50,,,,,,,
2004Q3,11,1.9,,,,,60,40,,,,,,,
2004Q3,14,1.8,,,,20,50,30,,,,,,,
2004Q3,15,2.25,,,5,5,30,35,20,5,,,,,
2004Q3,16,1.8,0,12,16,19,24,16,6,4,2,1,,,
2004Q3,17,2,,,5,20,25,25,20,5,,,,,
2004Q3,18,1,2,5,15,40,20,10,5,1,1,1,,,
2004Q3,20,2,,,,,10,80,10,,,,,,
2004Q3,22,1.6,0,5,20,20,40,15,0,0,0,0,,,
2004Q3,23,2,,,,15,35,35,15,,,,,,
2004Q3,24,1.8,,5,10,15,30,25,10,5,,,,,
2004Q3,26,1.9,,,5,20,40,30,5,,,,,,
2004Q3,28,3,,,,,5,15,35,35,10,,,,
2004Q3,29,1.8,,,,15,70,15,,,,,,,
2004Q3,30,2.2,,,,,,,,,,,,,
2004Q3,31,2,,,,,49,51,,,,,,,
2004Q3,32,2.1,,5,5,15,25,30,15,5,,,,,
2004Q3,33,,,,,,35,65,,,,,,,
2004Q3,35,2.1,,,,,30,70,,,,,,,
2004Q3,38,2,,,,,50,50,,,,,,,
2004Q3,39,1.7,,,5,15,30,30,15,5,,,,,
2004Q3,41,2.1,,,,,,,,,,,,,
2004Q3,42,2,,0,7,23,32,28,10,,,,,,
2004Q3,45,,,,,,,,,,,,,,
2004Q3,47,1.6,,,,20,80,,,,,,,,
2004Q3,48,,,,,,,,,,,,,,
2004Q3,49,3,,,,,,20,30,40,10,,,,
2004Q3,50,2.1,,,,,,100,,,,,,,
2004Q3,53,1.7,,,,10,70,20,,,,,,,
2004Q3,54,2,,,,20,40,40,,,,,,,
2004Q3,56,1.6,,5,8,27,37,15,5,3,,,,,
2004Q3,57,,,,,,,,,,,,,,
2004Q3,59,2,,,,10,45,45,,,,,,,
2004Q3,60,1.8,,5,10,15,37.5,17.5,10,5,,,,,
2004Q3,61,2.1,,,5,20,40,30,5,,,,,,
2004Q3,63,2,,,,,,,,,,,,,
2004Q3,65,2.2,,,,10,60,30,,,,,,,
2004Q3,67,,,,,,,,,,,,,,
2004Q3,68,2.2,1,3,10,10,16,30,14,10,5,1,,,
2004Q3,70,1.7,,,,10,70,20,,,,,,,
2004Q3,71,2.3,1,3,7,18,23,26,15,5,2,,,,
2004Q3,73,,,,,,,,,,,,,,
2004Q3,76,1.7,,2.5,7.5,20,40,20,7.5,2.5,,,,,
2004Q3,80,2.2,,,,,,,,,,,,,
2004Q3,82,1.8,,,,,,,,,,,,,
2004Q3,84,,,,,,,,,,,,,,
2004Q3,85,1.9,,,5,20,50,20,5,,,,,,
2004Q3,88,2.4,,5,10,15,25,30,10,5,,,,,
2004Q3,89,1.7,,,,30,50,20,,,,,,,
2004Q3,90,1.9,0,1,1,5,45,45,3,0,0,0,,,
2004Q3,91,1.8,.1001001,1.4014014,7.60760761,21.72172172,32.23223223,24.82482482,9.90990991,2.002002,.2002002,0,,,
2004Q3,92,1.9,1.7381891,3.04099339,8.54727061,15.6001304,21.07511655,21.07511655,15.6001304,8.54729061,3.46571783,1.31004454,,,
2004Q3,93,1.7,,,,10,80,10,,,,,,,
2004Q3,94,2.3,,,,10,25,30,25,10,,,,,
2004Q3,95,2.1,0,0,3,13,27,35,19,3,0,0,,,
2004Q3,96,2,,,,25,45,30,,,,,,,
2004Q3,97,1.8,,,,25,60,15,,,,,,,
2005,1,2.3,,5,10,15,20,25,20,5,,,,,
2005,2,2.5,0,2,6,10,15,19,21,17,8,2,,,
2005,4,2.3,,,,,30,60,10,,,,,,
2005,7,2.2,,,,,,,,,,,,,
2005,9,2.3,,,,,40,50,10,,,,,,
2005,11,2,,,,,50,50,,,,,,,
2005,14,2.3,,,,,20,50,30,,,,,,
2005,15,2.5,,,5,5,20,30,30,10,,,,,
2005,16,2,0,2,8,16,22,24,18,7,3,0,,,
2005,17,2.4,,,5,15,20,25,20,10,5,,,,
2005,18,1.5,2,5,15,40,20,10,5,1,1,1,,,
2005,20,2.3,,,,,15,80,5,,,,,,
2005,22,1.9,0,5,10,20,30,25,10,0,0,0,,,
2005,23,2.3,,,5,10,30,30,20,5,,,,,
2005,24,2.5,,,5,5,10,25,30,20,5,,,,
2005,26,2,,,5,15,30,30,15,5,,,,,
2005,28,2.4,1,2,4,8,25,30,25,5,,,,,
2005,29,2.1,,,,,30,60,10,,,,,,
2005,30,2.4,,,,,25,75,,,,,,,
2005,31,2.4,,,,15,35,45,5,,,,,,
2005,32,2.3,,5,5,10,20,30,20,5,5,,,,
2005,33,,,,,,30,70,,,,,,,
2005,35,,,,,,,,,,,,,,
2005,38,2.3,,,,,10,80,10,,,,,,
2005,39,2.1,,,5,10,25,35,20,5,,,,,
2005,41,2.6,,,,,,30,60,10,,,,,
2005,42,2.1,,,,10,25,30,25,10,,,,,
2005,45,1.8,,,,,75,25,,,,,,,
2005,47,1.2,,,20,60,20,,,,,,,,
2005,48,,,,,,,,,,,,,,
2005,49,2.4,,,5,10,20,30,20,10,5,,,,
2005,50,2.75,,,,,,25,75,,,,,,
2005,53,2,,,,,20,70,10,,,,,,
2005,54,2.3,,,,10,30,40,20,,,,,,
2005,56,2,1,3,5,10,20,30,15,9,5,2,,,
2005,57,2.2,,,,,,,,,,,,,
2005,59,2.4,,,,10,30,45,15,,,,,,
2005,60,2.4,,,5,10,15,30,20,15,5,,,,
2005,61,3,,,,10,20,30,30,10,,,,,
2005,63,2,,,,5,45,45,5,,,,,,
2005,65,2,,,,10,50,40,,,,,,,
2005,67,1.6,,5,15,20,30,15,10,5,,,,,
2005,68,2.6,1,2,2,5,9,21,32,15,8,5,,,
2005,70,2.3,,,,,30,60,10,,,,,,
2005,71,2,5,8,12,15,17,17,13,8,5,,,,
2005,73,2,,,,20,40,40,,,,,,,
2005,76,2.4,,,2.5,5,20,35,30,5,2.5,,,,
2005,80,2.4,8.07926458,5.18266741,7.10943003,8.99324693,10.49052237,11.28435856,11.19325573,10.23852092,8.63607036,18.79266311,,,
2005,82,1.5,,5,10,20,25,20,15,5,,,,,
2005,84,2.4,0,1,2,10,25,30,26,6,0,0,,,
2005,85,2.3,,,,5,20,50,20,5,,,,,
2005,88,2.3,,5,10,15,20,30,15,5,,,,,
2005,89,2.2,,,,5,15,40,30,10,,,,,
2005,90,2.1,0,1,3,8,40,45,2,1,0,0,,,
