INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN2_0,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,
2009Q4,52,-3,,,,,,,20,50,20,10,,,,,,,,,,,,
2009Q4,54,-1.8,,,,,,,,10,30,30,20,10,,,,,,,,,,
2009Q4,56,-1.7,,,,,,,,,35,60,5,,,,,,,,,,,
2009Q4,57,,,,,,,,,,,,,,,,,,,,,,,
2009Q4,58,,,,,,,,,,,,,,,,,,,,,,,
2009Q4,60,-1.7,,,,,,,,5,30,45,20,,,,,,,,,,,
2009Q4,61,,,,,,,,,,,,,,,,,,,,,,,
2009Q4,65,-.5,,,,,,,,,,,,,,,,,,,,,,
2009Q4,70,-2.9,,,,,,,35,55,10,,,,,,,,,,,,,
2009Q4,72,-1.2,,,,,,,,,,,,,,,,,,,,,,
2009Q4,82,-2,,,,,,,,5,60,35,,,,,,,,,,,,
2009Q4,85,-2,0,.00000055,.000013,.00046114,.0097172,.1248041,.978544,4.6906,13.76406,24.7517,27.2948,18.4582,7.6521,1.9429,.3018,.0286,.0016,.0001,0,0,.00000001,0
2009Q4,88,-1.8,,,,,,5,7.5,12.5,20,25,15,10,5,,,,,,,,,
2009Q4,90,-2.1,,,,,,,,30,50,20,,,,,,,,,,,,
2009Q4,93,-2.4,,,,,,,5,20,70,5,,,,,,,,,,,,
2009Q4,94,-2.3,,,,,,5,10,17.5,35,15,10,5,2.5,,,,,,,,,
2009Q4,95,-1.8,,,,,,3,5,10,20,33,18,10,1,,,,,,,,,
2009Q4,96,-2.5,,,,,,,10,40,45,5,,,,,,,,,,,,
2009Q4,98,-2.8,,,,,5,10,35,30,15,5,,,,,,,,,,,,
2009Q4,101,-.4,,,,,,,,,,,20,50,30,,,,,,,,,
2009Q4,102,-1.9,,,,,,,,,30,60,10,,,,,,,,,,,
2009Q4,103,-.3,,,,,,,,,5,10,10,30,35,10,,,,,,,,
2009Q4,107,-1.8,.00010239,.00127648,.01243807,.08953703,.476308,1.87292529,5.44506201,11.70666758,18.61639401,21.89953677,19.05771024,12.26834611,5.84168411,2.05705343,.53556308,.10306977,.01465874,.00154022,.00011952,.00000685,.00000029,.00000001
2009Q4,108,-1.4732,0,0,0,0,0,0,.96751992,8.25660628,16.69032056,25.12403485,25.58563966,16.24354055,6.8758701,.25646808,0,0,0,0,0,0,0,0
2010,1,.5,,,,,,1,1,2,3,5,10,12,15,18,18,10,5,,,,,
2010,3,.2,,,,,,,,,,,,,30,40,30,,,,,,,
2010,4,1,,,,,,,,,,,,10,10,20,20,30,10,,,,,
2010,5,.3,,,,,,,,,,,,5,30,40,20,5,,,,,,
2010,7,-.3,,,,,,,,,,,,,,,,,,,,,,
2010,8,.1,,,,,,,,,2,5,10,15,18,22,15,8,5,,,,,
2010,10,-.26142654,.02255962,.04493203,.11781126,.28199492,.61619275,1.22916513,2.23831332,3.72090777,5.64672328,7.82288195,9.89375804,11.42294541,12.03980222,11.56264859,10.17949435,8.16426795,5.97767706,3.99549638,2.43797405,1.35801643,.69055442,.53588307
2010,14,-.8,,,,,,,10,10,10,10,10,20,10,10,10,,,,,,,
2010,15,.5,,,,,,,,,,,5,5,10,30,25,10,5,5,5,,,
2010,16,-.2,,,,,,1,2,4,6,8,12,14,16,13,10,8,4,2,,,,
2010,19,.6,,,,,,,,,,5,10,12.5,17.5,17.5,12.5,10,5,5,5,,,
2010,20,0,,,,,,,,,,5,10,15,20,30,20,,,,,,,
2010,22,.8,,,,,,,,,,,,5,15,20,40,15,5,,,,,
2010,23,0,,,,,,,,,,3,8,13,16,20,16,13,8,3,,,,
2010,24,.3,,,,,,,,,,,5,15,20,20,15,10,10,5,,,,
2010,26,-1.8,,,,,,,5,10,20,30,20,10,5,,,,,,,,,
2010,29,.3,,,,,,,,,,,,30,30,40,,,,,,,,
2010,31,.5,,,,,,,,,,,,10,10,20,40,20,,,,,,
2010,32,-.2,,,,,,,1,2,3,6,8,10,17,14,13,11,8,4,2,1,,
2010,33,.5,,,,,,,,,,,,10,20,40,20,10,,,,,,
2010,35,.2,,,,,,,,,,,5,5,30,40,15,5,,,,,,
2010,36,,,,,,,,,,,,,,5,10,20,35,15,10,5,,,
2010,37,.5,,,,,,,,,,,,5,10,35,35,10,5,,,,,
2010,38,.1,,,,,,,,,,,,,20,60,20,,,,,,,
2010,39,.4,,,,,,,,,,,,15,20,30,25,10,,,,,,
2010,41,.6,,,,,,,,,,,,,,20,60,20,,,,,,
2010,42,1,,,,,,,,,,,5,5,15,20,25,30,,,,,,
2010,47,.3,,,,,,,,1,5,8,10,12,17,20,15,8,3,1,,,,
2010,52,-.7,,,,,,,,,,,10,40,30,20,,,,,,,,
2010,54,.9,,,,,,,,,,,,5,10,20,30,20,10,5,,,,
2010,56,.3,,,,,,,,,,,,,30,60,10,,,,,,,
2010,57,1.3,,,,,,,,,,,,,,,,,,,,,,
2010,58,-1.5,,,,,,,,,,,,,,,,,,,,,,
2010,60,.8,,,,,,,,,,,,,10,30,40,20,,,,,,
2010,61,,,,,,,,,,,,,,,,,,,,,,,
2010,65,.2,,,,,,,,,,,10,20,20,30,10,10,,,,,,
2010,70,0,,,,,,,,,,,,,40,50,10,,,,,,,
2010,72,.4,,,,,,,,,,,,,,,,,,,,,,
2010,82,-.1,,,,,,,,,,,5,15,55,20,5,,,,,,,
2010,85,-.1,0,0,0,.00000002,.00000091,.00002778,.00057893,.0082368,.08006466,.5320569,2.418654,7.52528,16.0335,23.4016,23.4016,16.0335,7.5253,2.4186,.0082,.0006,.6122,0
2010,88,.5,,,,,,,,,,2.5,5,10,15,20,25,17.5,5,,,,,
2010,90,.1,,,,,,,,,,,,5,40,50,5,,,,,,,
2010,93,.5,,,,,,,,,,,5,5,10,20,30,25,5,,,,,
2010,94,.2,,,,,,,,,,2,4,10,15,35,20,10,4,,,,,
2010,95,.3,,,,,,,,,,2,9,16,21,30,13,7,2,,,,,
2010,96,.2,,,,,,,,,,,,5,25,50,15,5,,,,,,
2010,98,-1,,,,,,,,,5,15,30,25,15,7.5,2.5,,,,,,,
2010,101,1.2,,,,,,,,,,,,,,20,30,45,5,,,,,
2010,102,.7,,,,,,,,,,,,,5,35,55,5,,,,,,
2010,103,1.6,,,,,,,,,,,,,2.5,10,20,25,30,10,2.5,,,
2010,107,.4,0,0,0,.00000007,.00000252,.00006346,.0011126,.01358077,.11548244,.68445934,2.82899919,8.15767826,16.41818815,23.06929839,22.63358294,15.50525606,7.41557914,2.47524913,.57639651,.09359563,.01059268,.00088272
2010,108,.4744,0,0,0,0,0,0,0,0,0,2.03,6.79,11.55,16.32,21.07,19.8,13.59,7.38,1.47,0,0,0,0
2010Q4,1,1.3,,,,,,,,,,,2,5,8,10,15,20,20,15,5,,,
2010Q4,3,.7,,,,,,,,,,,,,10,40,40,10,,,,,,
2010Q4,4,1.5,,,,,,,,,,,,,10,10,20,20,30,10,,,,
2010Q4,5,1,,,,,,,,,,,,,5,10,25,40,10,10,,,,
2010Q4,7,.9,,,,,,,,,,,,,,,,,,,,,,
2010Q4,8,.8,,,,,,,,,,1,3,8,13,18,22,20,10,5,,,,
2010Q4,10,.6,.00278661,.00689441,.02114976,.05923008,.15142758,.35341951,.75300194,1.4646016,2.60051781,4.21519798,6.23729869,8.42555458,10.39021345,11.67286308,12.02157435,11.28073549,9.66356538,7.55718387,5.39519094,3.5162194,2.09201282,2.11936067
2010Q4,14,.8,,,,,,,,,,,,,,,,,,,,,,
2010Q4,15,2.25,,,,,,,,,,,,,5,5,5,10,20,30,20,5,,
2010Q4,16,1,,,,,.5,1,1.5,3,4,5,6,7,8,9,11,14,9,8,6,4,2,1
2010Q4,19,1.6,,,,,,,,,,,,,,,,,,,,,,
2010Q4,20,1.2,,,,,,,,,,,,5,10,15,20,30,20,,,,,
2010Q4,22,1.4,,,,,,,,,,,,,5,10,20,40,20,5,,,,
2010Q4,23,1,,,,,,,,,,,,2,10,15,25,20,15,10,3,,,
2010Q4,24,.2,,,,,,,,,,,,10,20,40,20,10,,,,,,
2010Q4,26,-.9,,,,,,,,5,10,10,25,25,10,10,5,,,,,,,
2010Q4,29,.3,,,,,,,,,,,,,20,50,30,,,,,,,
2010Q4,31,.5,,,,,,,,,,,,,10,30,40,15,5,,,,,
2010Q4,32,1.5,,,,,,,,,1,1,2,3,7,10,13,16,16,11,8,6,3,3
2010Q4,33,.8,,,,,,,,,,,,,15,20,30,20,15,,,,,
2010Q4,35,,,,,,,,,,,,,,,,,,,,,,,
2010Q4,36,,,,,,,,,,,,,,,,15,25,30,20,10,,,
2010Q4,37,.7,,,,,,,,,,,2,5,10,22,32,20,6,3,,,,
2010Q4,38,.6,,,,,,,,,,,,,,20,60,20,,,,,,
2010Q4,39,.8,,,,,,,,,,,,,10,25,30,25,10,,,,,
2010Q4,41,1.5,,,,,,,,,,,,,,,,,,,,,,
2010Q4,42,1.8,,,,,,,,,,,,,5,10,15,25,35,10,,,,
2010Q4,47,.2,,,,,,,,1,2,7,9,12,15,20,18,10,5,1,,,,
2010Q4,52,0,,,,,,,,,,,,,20,50,30,,,,,,,
2010Q4,54,1.4,,,,,,,,,,,,,,15,20,30,20,10,5,,,
2010Q4,56,.9,,,,,,,,,,,,,,30,60,10,,,,,,
2010Q4,57,,,,,,,,,,,,,,,,,,,,,,,
2010Q4,58,,,,,,,,,,,,,,,,,,,,,,,
2010Q4,60,1.3,,,,,,,,,,,,,,10,30,40,20,,,,,
2010Q4,61,,,,,,,,,,,,,,,,,,,,,,,
2010Q4,65,1.6,,,,,,,,,,,,,,,,,,,,,,
2010Q4,70,1.1,,,,,,,,,,,,,,,30,50,20,,,,,
2010Q4,72,.9,,,,,,,,,,,,,,,,,,,,,,
2010Q4,82,.2,,,,,,,,,,,,5,10,55,15,15,,,,,,
2010Q4,85,.2,0,0,0,0,.0000001,.00000374,.000098,.00175288,.02141259,.1787527,1.02042,3.98567,10.65739,19.5173,24.488,21.0506,12.3979,5.0014,.0337,.003,1.64259999,0
2010Q4,88,.8,,,,,,,,,,,5,7.5,12.5,15,20,15,12.5,7.5,5,,,
2010Q4,90,.7,,,,,,,,,,,,,,40,50,10,,,,,,
2010Q4,93,1,,,,,,,,,,,,,10,20,20,20,20,10,,,,
2010Q4,94,1.2,,,,,,,,,,,,,4,12,20,30,18,10,6,,,
2010Q4,95,.8,,,,,,,,,,,2,8,12,20,31,18,7,2,,,,
2010Q4,96,,,,,,,,,,,,,,,,,,,,,,,
2010Q4,98,0,,,,,,,,,,,5,15,30,25,15,10,,,,,,
2010Q4,101,1.2,,,,,,,,,,,,,,,40,50,10,,,,,
2010Q4,102,1.1,,,,,,,,,,,,,,,30,55,15,,,,,
2010Q4,103,1.4,,,,,,,,,,,,,2.5,10,25,30,25,5,2.5,,,
2010Q4,107,1.3,0,0,.00000001,.00000029,.00000488,.00006489,.00067824,.00556726,.03589549,.18181795,.72357073,2.2626382,5.56007503,10.73795943,16.29962422,19.44764218,18.23898853,13.44542611,7.79065324,3.54787946,1.2697423,.45177156
2010Q4,108,1.2795,0,0,0,0,0,0,0,0,0,0,0,.11387452,6.29489935,15.9230721,25.55124486,32.39614334,17.8737399,1.84702593,0,0,0,0
2013,1,2,,,,,,,,,,,,,3,8,11,20,20,20,13,3,2,
2013,3,2,,,,,,,,,,,,,,,,,20,40,40,,,
2013,4,2,,,,,,,,,,,,,,,,,50,50,,,,
2013,5,1.8,,,,,,,,,,,,,,,10,20,40,20,10,,,
2013,7,1.7,,,,,,,,,,,,,,,,,,,,,,
2013,8,1.7,,,,,,,,,,1,2,3,5,8,11,15,20,15,11,5,3,1
2013,10,1.5,.0000004,.00000254,.00002057,.00013958,.00081834,.00414518,.01814074,.06859202,.22407945,.6324731,1.54239323,3.24985662,5.91637525,9.28420364,12.64266356,14.85140975,15.07441774,13.22076646,10.01873363,6.56007666,3.71140867,2.97928287
2013,14,2.5,,,,,,,,,,,,,,,,,,,,,,
2013,15,2.25,,,,,,,,,,,,,,,5,10,25,30,20,5,5,
2013,16,1.8,,,,,,,,,,,,3,5,7,8,15,17,15,11,10,6,3
2013,19,2,,,,,,,,,,,,,,,,,,,,,,
2013,20,2.5,,,,,,,,,,,,,,,5,10,20,20,25,15,5,
2013,22,1.9,,,,,,,,,,,,,,,5,25,35,25,10,,,
2013,23,1.8,,,,,,,,,,,,,2,5,10,18,25,16,13,8,3,
2013,24,1.7,,,,,,,,,,,,,,,20,25,20,15,15,5,,
2013,26,1.8,,,,,,,,,,,,5,5,5,10,15,20,15,10,5,5,5
2013,29,1.7,,,,,,,,,,,,,,,,20,60,20,,,,
2013,31,1.5,,,,,,,,,,,,,,,10,20,40,20,10,,,
2013,32,1.4,,,,,,,,,,,,,,,,,,,,,,
2013,33,2,,,,,,,,,,,,,,5,10,15,20,20,15,10,5,
2013,35,,,,,,,,,,,,,,,,,,,,,,,
2013,36,,,,,,,,,,,,,,,,5,15,25,25,20,10,,
2013,37,2,,,,,,,,,,,,,,,2,10,20,28,25,15,,
2013,38,1.6,,,,,,,,,,,,,,,,20,60,20,,,,
2013,39,1.9,,,,,,,,,,,,,,,10,15,30,25,15,5,,
2013,41,2.1,,,,,,,,,,,,,,,,,,,,,,
2013,42,2.2,,,,,,,,,,,,,,,,10,30,45,15,,,
2013,47,1.8,,,,,,,,,,,1,2,5,8,10,18,22,18,10,5,1,0
2013,52,3.5,,,,,,,,,,,,,,,,,,,,25,50,25
2013,54,2,,,,,,,,,,,,,,,5,15,20,20,20,15,5,
2013,56,2,,,,,,,,,,,,,,,,,40,50,10,,,
2013,57,,,,,,,,,,,,,,,,,,,,,,,
2013,58,2.3,,,,,,,,,,,,,,,,,,,,,,
2013,60,1.7,,,,,,,,,,,,,,,10,35,45,10,,,,
2013,61,,,,,,,,,,,,,,,,,,,,,,,
2013,65,2.2,,,,,,,,,,,,,,,,,,,,,,
2013,70,1.7,,,,,,,,,,,,,,,,20,60,20,,,,
2013,72,1.5,,,,,,,,,,,,,,,,,,,,,,
2013,82,,,,,,,,,,,,,,,,,20,60,20,,,,
2013,85,,,,,,,,,,,,,,,,,,,,,,,
2013,88,1.9,,,,,,,,,,,,,,5,10,17.5,30,22.5,10,5,,
2013,90,1.5,,,,,,,,,,,,,,,,15,70,15,,,,
2013,93,2,,,,,,,,,,,,,,,,10,35,45,10,,,
2013,94,1.6,,,,,,,,,,,,2,4,8,10,12,25,20,12.5,6.5,,
2013,95,2,,,,,,,,,,,,,2,4,7,13,18,26,14,10,6,
2013,96,,,,,,,,,,,,,,,,,,,,,,,
2013,98,2,,,,,,,,,,,,,,,,10,30,50,10,,,
2013,101,,,,,,,,,,,,,,,,,,,,,,,
2013,102,,,,,,,,,,,,,,,20,60,15,5,,,,,
2013,103,1.8,,,,,,,,,,,,,,5,10,20,30,20,10,5,,
2013,107,3,0,0,0,0,0,0,0,.00000009,.00000217,.00003989,.00054861,.00564286,.04341659,.24994568,1.07688367,3.47307783,8.38625589,15.16389449,20.53513353,20.82838664,15.82289864,14.41387342
2013,108,.9966,0,0,0,0,0,0,0,0,0,0,0,3.59,12.49,21.44,30.39,25.31,6.78,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,
2009,1,9.3,,,,,,,1,13,40,35,10,1,,,,,,,,,,
2009,3,9,,,,,,,,30,50,20,,,,,,,,,,,,
2009,4,9.2,,,,,,,,20,50,30,,,,,,,,,,,,
2009,5,9.2,,,,,,,,20,50,30,,,,,,,,,,,,
2009,7,9.9,,,,,,,,,,,,,,,,,,,,,,
2009,8,9.3,,,,,,,,10,45,40,5,,,,,,,,,,,
2009,10,9.4,.00001376,.00019104,.00387101,.04907372,.40399554,2.16183248,7.52601817,17.05860615,25.18862339,24.23627325,15.19554539,6.20603574,1.65002692,.28536445,.03207409,.00234064,.00011079,.0000034,.00000007,0,0,
2009,14,9.6,,,,,,,,,40,60,,,,,,,,,,,,
2009,15,9.25,,,,,,,5,25,45,20,5,,,,,,,,,,,
2009,16,9.4,,,,,1,3,8,13,30,25,15,5,,,,,,,,,,
2009,19,9.6,,,,,,,,,,,,,,,,,,,,,,
2009,20,9.2,,,,,,,,,60,40,,,,,,,,,,,,
2009,22,9.8,,,,,,,,5,20,40,25,10,,,,,,,,,,
2009,23,9.3,,,,,,,,10,60,25,5,,,,,,,,,,,
2009,24,9.3,,,,,,,,10,55,35,,,,,,,,,,,,
2009,26,9.4,,,,,,,,10,60,20,10,,,,,,,,,,,
2009,29,8.7,,,,,,,10,60,30,,,,,,,,,,,,,
2009,31,8.8,,,,,,,10,40,30,20,,,,,,,,,,,,
2009,32,9.3,,,,,,,4,17,30,21,17,6,3,1,1,,,,,,,
2009,33,10,,,,,,,,,20,30,30,20,,,,,,,,,,
2009,35,8.8,,,,,,,40,60,,,,,,,,,,,,,,
2009,36,,,,,,,,15,35,30,20,,,,,,,,,,,,
2009,37,9.5,,,,,,,,,48,50,2,,,,,,,,,,,
2009,38,9.9,,,,,,,,,30,60,10,,,,,,,,,,,
2009,39,9.2,,,,,,,,25,35,30,10,,,,,,,,,,,
2009,41,9.1,,,,,,,,,80,20,,,,,,,,,,,,
2009,42,9.4,,,,,,,,25,40,35,,,,,,,,,,,,
2009,47,9.4,,,,,,,,10,25,20,17,12,8,5,3,,,,,,,
2009,52,9.8,,,,,,,,,20,50,20,10,,,,,,,,,,
2009,54,10.2,,,,,,,,,5,20,35,30,10,,,,,,,,,
2009,56,8.9,,,,,,,10,60,30,,,,,,,,,,,,,
2009,57,8.9,,,,,,,,,,,,,,,,,,,,,,
2009,58,9.9,,,,,,,,,,,,,,,,,,,,,,
2009,60,9.4,,,,,,,,20,45,35,,,,,,,,,,,,
2009,61,,,,,,,,,,,,,,,,,,,,,,,
2009,65,9.7,,,,,,,,,25,50,25,,,,,,,,,,,
2009,70,9.1,,,,,,,,,60,40,,,,,,,,,,,,
2009,72,9.4,,,,,,,,,,,,,,,,,,,,,,
2009,82,9.3,,,,,,,,5,55,30,10,,,,,,,,,,,
2009,85,9.3,.00005678,.00165639,.02862718,.3017558,1.942901,7.65211,18.45819,27.2948,24.7517,13.7641,4.6906,.9785,.1248,.0097,.0005,0,0,0,0,0,.00000285,
2009,88,9.2,,,,,,,10,22.5,30,25,10,2.5,,,,,,,,,,
2009,90,9.5,,,,,,,,,10,60,30,,,,,,,,,,,
2009,93,9.4,,,,,,,,10,45,35,10,,,,,,,,,,,
2009,94,9.3,,,,,,,2.5,7.5,60,30,,,,,,,,,,,,
2009,95,9.62093127156365,,,,,,,,2,15,55,24,4,,,,,,,,,,
2009,96,9.6,,,,,,,,,10,55,30,5,,,,,,,,,,
2009,98,9.1,,,,,,,10,20,45,15,10,,,,,,,,,,,
2009,101,8.8,,,,,,,,20,70,10,,,,,,,,,,,,
2009,102,9.2,,,,,,,,10,60,30,,,,,,,,,,,,
2009,103,9.2,,,,,,,,5,40,35,15,5,,,,,,,,,,
2009,107,8.9,0,0,0,0,.00000001,.00130562,2.23756694,55.35949017,41.55921052,.84220314,.0002236,0,,,,,,,,,,
2009,108,9.21518,0,0,0,0,0,0,0,.37,99.63,0,0,0,0,0,0,0,0,0,0,0,0,
2010,1,9,,,,,,,6,30,37,23,3,1,,,,,,,,,,
2010,3,9.5,,,,,,,,,40,50,10,,,,,,,,,,,
2010,4,10.4,,,,,,,,,,20,50,20,10,,,,,,,,,
2010,5,9.8,,,,,,,,10,25,40,25,,,,,,,,,,,
2010,7,12.2,,,,,,,,,,,,,,,,,,,,,,
2010,8,10.7,,,,,,,,,,5,23,34,28,10,,,,,,,,
2010,10,11.6,.00000007,.00000071,.00001192,.00014946,.00146522,.01123504,.06739323,.31629065,1.16153979,3.33813693,7.5083037,13.21885415,18.2176835,19.65421085,16.59918807,10.97426887,5.67939698,2.30051879,.72928856,.18091667,.04114684,
2010,14,11.6,,,,,,,,,,,,10,30,30,20,10,,,,,,
2010,15,10,,,,,,,5,5,20,20,35,5,5,5,,,,,,,,
2010,16,10.3,,,,,,1,3,6,10,15,20,18,14,8,4,1,,,,,,
2010,19,10.6,,,,,,,,,,,,,,,,,,,,,,
2010,20,10.2,,,,,,,,,,10,50,30,10,,,,,,,,,
2010,22,11.5,,,,,,,,,,5,10,15,20,35,15,,,,,,,
2010,23,11,,,,,,,,,,,7,25,35,25,8,,,,,,,
2010,24,10.4,,,,,,,,,5,15,45,25,10,,,,,,,,,
2010,26,11.4,,,,,,,,,,,5,15,55,15,5,5,,,,,,
2010,29,9.6,,,,,,,,,40,50,10,,,,,,,,,,,
2010,31,9,,,,,,,10,20,40,20,10,,,,,,,,,,,
2010,32,10.2,,,,,,,1,1,8,18,22,16,11,9,6,4,2,1,1,,,
2010,33,11,,,,,,,,,,5,15,30,30,15,5,,,,,,,
2010,35,9.5,,,,,,,,10,40,40,10,,,,,,,,,,,
2010,36,,,,,,,,10,30,35,25,,,,,,,,,,,,
2010,37,10.8,,,,,,,,,,,25,50,25,,,,,,,,,
2010,38,10.9,,,,,,,,,,,30,60,10,,,,,,,,,
2010,39,9.9,,,,,,,,,10,35,35,15,5,,,,,,,,,
2010,41,10,,,,,,,,,,20,60,20,,,,,,,,,,
2010,42,9.8,,,,,,,,,15,40,35,10,,,,,,,,,,
2010,47,10.8,,,,,,,,,,5,12,17,17,17,15,10,5,2,,,,
2010,52,11.7,,,,,,,,,,,,,20,50,20,10,,,,,,
2010,54,12,,,,,,,,,,,,5,20,25,25,15,10,,,,,
2010,56,9.8,,,,,,,,,10,60,30,,,,,,,,,,,
2010,57,9.5,,,,,,,,,,,,,,,,,,,,,,
2010,58,10.7,,,,,,,,,,,,,,,,,,,,,,
2010,60,10.6,,,,,,,,,,,20,45,35,,,,,,,,,
2010,61,,,,,,,,,,,,,,,,,,,,,,,
2010,65,11,,,,,,,,,,,10,20,40,20,10,,,,,,,
2010,70,10.8,,,,,,,,,,,20,50,30,,,,,,,,,
2010,72,11,,,,,,,,,,,,,,,,,,,,,,
2010,82,10.7,,,,,,,,,,5,15,60,15,5,,,,,,,,
2010,85,10,.02285696,.1032946,.354259,1.023745,2.4929,5.11519,8.84471,12.8878,15.8255,16.377,14.2813,10.4954,6.4999,3.3923,1.4918,.5529,.1726,.0454,0,0,.02114444,
2010,88,10,,,,,,,,5,10,20,30,20,10,5,,,,,,,,
2010,90,10.2,,,,,,,,,,10,50,40,,,,,,,,,,
2010,93,10.5,,,,,,,,,5,20,35,30,10,,,,,,,,,
2010,94,10.4,,,,,,,,,5,10,40,30,10,5,,,,,,,,
2010,95,10.7576594712651,,,,,,,,,,2,12,52,29,5,,,,,,,,
2010,96,11.5,,,,,,,,,,,10,40,45,5,,,,,,,,
2010,98,10.3,,,,,,,,,15,30,35,15,5,,,,,,,,,
2010,101,9.5,,,,,,,,,40,55,5,,,,,,,,,,,
2010,102,10.6,,,,,,,,,,,20,60,20,,,,,,,,,
2010,103,10,,,,,,,,,10,25,30,25,10,,,,,,,,,
2010,107,10,0,0,0,.00000003,.00001138,.00149556,.0747227,1.43389088,10.69361954,31.34971742,36.40845252,16.77035405,3.04594065,.2158375,.00589612,.00006141,.00000024,0,0,0,0,
2010,108,10.1445,0,0,0,0,0,0,0,.10722384,9.45991885,24.75732968,33.1093713,22.07621582,9.89556264,.59437787,0,0,0,0,0,0,0,
2010Feb,1,9.2,,,,,,,2,22,35,32,8,1,,,,,,,,,,
2010Feb,3,9.7,,,,,,,,,25,50,25,,,,,,,,,,,
2010Feb,4,10,,,,,,,,20,50,30,,,,,,,,,,,,
2010Feb,5,9.4,,,,,,,,20,40,30,10,,,,,,,,,,,
2010Feb,7,11.7,,,,,,,,,,,,,,,,,,,,,,
2010Feb,8,10.3,,,,,,,,,5,20,38,35,2,,,,,,,,,
2010Feb,10,11.1,.00000139,.00001131,.00014946,.00146522,.01123504,.06739323,.31629065,1.16153979,3.33813693,7.5083037,13.21885415,18.2176835,19.65421085,16.59918807,10.97426887,5.67939698,2.30051879,.72928856,.18091667,.03511701,.00602983,
2010Feb,14,11.2,,,,,,,,,,,,,,,,,,,,,,
2010Feb,15,9.5,,,,,,,5,15,25,35,15,5,,,,,,,,,,
2010Feb,16,9.7,,,,,,,1,3,6,10,15,20,18,14,8,4,1,,,,,
2010Feb,19,10.7,,,,,,,,,,,,,,,,,,,,,,
2010Feb,20,10.2,,,,,,,,,,10,50,40,,,,,,,,,,
2010Feb,22,11,,,,,,,,,,5,10,25,35,15,10,,,,,,,
2010Feb,23,10.7,,,,,,,,,,10,25,30,25,10,,,,,,,,
2010Feb,24,10.5,,,,,,,,,5,15,30,40,10,,,,,,,,,
2010Feb,26,10.4,,,,,,,,,,15,60,20,5,,,,,,,,,
2010Feb,29,9,,,,,,,,,40,50,10,,,,,,,,,,,
2010Feb,31,9.2,,,,,,,5,20,40,25,10,,,,,,,,,,,
2010Feb,32,10.3,,,,,,,,,,,,,,,,,,,,,,
2010Feb,33,12,,,,,,,,,,,,5,15,30,30,15,5,,,,,
2010Feb,35,,,,,,,,,,,,,,,,,,,,,,,
2010Feb,36,,,,,,,,10,30,35,25,,,,,,,,,,,,
2010Feb,37,10.3,,,,,,,,,,30,40,30,,,,,,,,,,
2010Feb,38,11,,,,,,,,,,,,30,60,10,,,,,,,,
2010Feb,39,10,,,,,,,,5,10,30,35,15,5,,,,,,,,,
2010Feb,41,9.7,,,,,,,,,,,,,,,,,,,,,,
2010Feb,42,10.5,,,,,,,,,,15,30,40,15,,,,,,,,,
2010Feb,47,10.5,,,,,,,,,,5,12,17,17,17,15,10,5,2,,,,
2010Feb,52,11.4,,,,,,,,,,,,20,40,30,10,,,,,,,
2010Feb,54,11,,,,,,,,,,,5,20,30,20,15,10,,,,,,
2010Feb,56,8.9,,,,,,,10,60,30,,,,,,,,,,,,,
2010Feb,57,,,,,,,,,,,,,,,,,,,,,,,
2010Feb,58,,,,,,,,,,,,,,,,,,,,,,,
2010Feb,60,10.4,,,,,,,,,,5,40,35,20,,,,,,,,,
2010Feb,61,,,,,,,,,,,,,,,,,,,,,,,
2010Feb,65,10.3,,,,,,,,,,,,,,,,,,,,,,
2010Feb,70,10.5,,,,,,,,,,,15,50,35,,,,,,,,,
2010Feb,72,10.7,,,,,,,,,,,,,,,,,,,,,,
2010Feb,82,10.6,,,,,,,,,,5,15,60,15,5,,,,,,,,
2010Feb,85,9.9,.00262691,.0200987,.1117287,.48597,1.654034,4.4057,9.1848,14.9881,19.1464,19.1464,14.9881,9.1848,4.4057,1.654,.486,.1117,.0201,.0029,0,0,.00084169,
2010Feb,88,9.9,,,,,,2.5,5,10,15,27.5,20,10,7.5,2.5,,,,,,,,
2010Feb,90,10.5,,,,,,,,,,0,40,50,10,,,,,,,,,
2010Feb,93,,,,,,,,,,,,,,,,,,,,,,,
2010Feb,94,10.2,,,,,,,,,5,20,45,25,5,,,,,,,,,
2010Feb,95,10.8048465068644,,,,,,,,,,2,5,48,37,7,1,,,,,,,
