INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2001,1,2.7,0,0,0,0,5,15,60,20,0,,,,
2001,2,2.7,0,0,0,0,0,0,100,0,0,,,,
2001,3,2.5,0,0,0,0,0,50,50,0,0,,,,
2001,4,2.6,0,0,0,0,0,20,80,0,0,,,,
2001,5,2.6,0,0,0,0,0,20,80,0,0,,,,
2001,9,2.6,0,0,0,0,0,0,100,0,0,,,,
2001,10,2.3,0,0,0,0,0,20,75,5,0,,,,
2001,11,2.7,0,0,0,0,0,0,100,0,0,,,,
2001,15,2.7,0,0,0,0,0,10,90,0,0,,,,
2001,17,2.3,0,0,0,0,15,55,30,0,0,,,,
2001,19,2.7,0,0,0,0,0,0,100,0,0,,,,
2001,22,2.6,0,0,0,0,5,35,55,5,0,,,,
2001,24,2.6,0,0,0,0,0,2.5,95,2.5,0,,,,
2001,26,2.6,0,0,0,0,0,10,90,0,0,,,,
2001,28,2.6,0,0,0,0,0,40,60,0,0,,,,
2001,29,2.7,0,0,0,0,0,5,90,5,0,,,,
2001,30,2.6,0,0,0,35,65,0,0,0,0,,,,
2001,31,2.6,,,,,,,,,,,,,
2001,32,2.6,0,0,0,0,0,10,90,0,0,,,,
2001,33,2.5,0,0,0,0,0,50,50,0,0,,,,
2001,35,2.6,0,0,0,0,0,20,80,0,0,,,,
2001,36,2.6,0,0,0,0,5,40,50,5,0,,,,
2001,37,2.7,0,0,0,0,0,0,100,0,0,,,,
2001,39,2.6,0,0,0,0,0,2,98,0,0,,,,
2001,40,2.6,0,0,0,0,0,0,100,0,0,,,,
2001,41,2.7,0,0,0,0,0,0,100,0,0,,,,
2001,42,2.6,0,0,0,0,0,10,80,10,0,,,,
2001,45,2.6,0,0,0,0,0,0,100,0,0,,,,
2001,47,2.7,0,0,0,0,0,0,100,0,0,,,,
2001,48,2.7,0,0,0,0,0,30,70,0,0,,,,
2001,50,2.6,0,0,0,0,0,10,90,0,0,,,,
2001,53,2.7,0,0,0,0,0,10,90,0,0,,,,
2001,54,2.1,0,0,0,0,20,70,10,0,0,,,,
2001,57,2.6,0,0,0,0,0,5,95,0,0,,,,
2001,61,2.7,0,0,0,0,0,25,75,0,0,,,,
2001,62,2.5,0,0,0,0,0,40,60,0,0,,,,
2001,63,2.7,0,0,0,0,0,0,100,0,0,,,,
