INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2014,1,.8,,,5,10,75,10,,,,,,,,,,,,,
2014,2,.7,,,,20,55,25,,,,,,,,,,,,,
2014,3,.8,,2.5,10,20,35,20,10,2.5,,,,,,,,,,,
2014,4,1,,,,15,28,32,12,8,5,,,,,,,,,,
2014,5,.7,,,10,30,34,10,10,5,1,,,,,,,,,,
2014,6,1,,,,,50,50,,,,,,,,,,,,,
2014,14,1,,,,,,,,,,,,,,,,,,,
2014,15,1,,,,,40,60,,,,,,,,,,,,,
2014,16,.9,1,2,4,17,23,21,13,8,5,3,2,1,,,,,,,
2014,20,.9,,,,15,50,35,,,,,,,,,,,,,
2014,22,.9,,,,10,45,35,10,,,,,,,,,,,,
2014,23,.9,,,1,18,36,27,15,2,1,,,,,,,,,,
2014,24,.8,0,2.5,7.5,22.5,30,22.5,10,5,0,0,0,0,,,,,,,
2014,26,.9,,,,10,45,40,5,,,,,,,,,,,,
2014,30,1,,,,,42,44,14,,,,,,,,,,,,
2014,31,.8,,,,,70,30,,,,,,,,,,,,,
2014,32,1,,,2,10,35,35,12,5,1,,,,,,,,,,
2014,35,1,,,,,50,50,,,,,,,,,,,,,
2014,37,.8,,,,8,62,30,,,,,,,,,,,,,
2014,38,.9,,,,,80,20,,,,,,,,,,,,,
2014,39,.9,,,5,10,45,35,5,,,,,,,,,,,,
2014,41,1,,,,,10,70,20,,,,,,,,,,,,
2014,47,.9,0,0,0,10,40,40,10,0,0,0,0,0,,,,,,,
2014,48,.9,,,,10,40,40,10,,,,,,,,,,,,
2014,52,.63,0,0,1,25,52,17,2,1,1,1,0,0,,,,,,,
2014,56,.9,,,,10,50,30,10,,,,,,,,,,,,
2014,57,1,,,,,,,,,,,,,,,,,,,
2014,59,.8,,,,5,90,5,,,,,,,,,,,,,
2014,63,.9,,,,10,40,35,15,,,,,,,,,,,,
2014,65,,,,,,,,,,,,,,,,,,,,
2014,67,,.5,1,3,10,27,27,15.8,8,5,2,.5,.2,,,,,,,
2014,68,.9,,,,25,28,27,20,0,0,0,,,,,,,,,
2014,70,.7,,,,,70,30,,,,,,,,,,,,,
2014,71,,,,,,,,,,,,,,,,,,,,
2014,80,.2,0,1.7777777778,69.3333333333,28.8888888889,0,0,0,0,0,0,0,0,,,,,,,
2014,82,.7,,,,,,,,,,,,,,,,,,,
2014,83,,,,,,,,,,,,,,,,,,,,
2014,84,.9,0,0,6,19,40,30,5,0,0,0,0,0,,,,,,,
2014,85,.8624370607,.0179812015,.3739109776,3.6150109221,16.016245979,32.6993605918,30.8586145251,13.4573477691,2.7024858125,.2484584935,.0103859945,.0001960655,.0000016678,,,,,,,
2014,88,.9,,5,12,22,26,20,10,5,,,,,,,,,,,
2014,89,1,,2.5,5,15,25,27.5,15,7.5,2.5,0,,,,,,,,,
2014,91,.8,0,0,0,15,45,37.5,2.5,0,0,0,0,0,,,,,,,
2014,92,.7338560998,.0000492912,.0247409012,1.8904453375,23.5428047714,51.9180274777,20.4629436782,2.1311429825,.0298146741,.0000308665,.0000000198,0,0,,,,,,,
2014,93,1.4,,,,2.5,5,52.5,40,,,,,,,,,,,,
2014,94,1.1,,2,8,12,18,30,12,8,6,4,,,,,,,,,
2014,95,.8355,0,2.9,5,20.9,32,19.6,13.8,4.1,1.3,.4,0,0,,,,,,,
2014,96,.8,,,5,10,40,30,15,,,,,,,,,,,,
2014,98,.9,,,5,15,35,30,15,,,,,,,,,,,,
2014,101,.8,,,10,30,50,10,,,,,,,,,,,,,
2014,102,.9,,,,15,40,35,10,,,,,,,,,,,,
2014,103,.9,,,2.5,20,35,30,10,2.5,,,,,,,,,,,
2014,104,1,0,0,10,10,30,35,15,0,0,0,0,0,,,,,,,
2014,105,.8,,,,10,60,30,,,,,,,,,,,,,
2014,107,.7338560998,.0000492912,.0247409012,1.8904453375,23.5428047714,51.9180274777,20.4629436782,2.1311429825,.0298146741,.0000308665,.0000000198,0,0,,,,,,,
2014,110,.7,0,.000000004,.0031671202,6.6775530027,77.45375448,15.8422624852,.0232628092,.0000000987,0,0,0,0,,,,,,,
2014,111,,,,,,100,,,,,,,,,,,,,,
2014,112,.7,,,10,20,40,20,10,,,,,,,,,,,,
2014,114,,,,,,,,,,,,,,,,,,,,
2015,1,1.3,,,,5,25,60,10,,,,,,,,,,,,
2015,2,1.1,,,,10,40,30,15,5,,,,,,,,,,,
2015,3,.5,2.5,5,15,17.5,25,15,12.5,2.5,2.5,2.5,,,,,,,,,
2015,4,1.5,,,5,10,20,25,26,9,5,,,,,,,,,,
2015,5,1,,1,10,20,25,15,15,8,5,1,,,,,,,,,
2015,6,1.5,,,,,,40,60,,,,,,,,,,,,
2015,14,1.6,,,,,,,,,,,,,,,,,,,
2015,15,1.5,,,,,15,35,35,15,,,,,,,,,,,
2015,16,1.2,1,2,3,12,16,19,14,11,10,8,3,1,,,,,,,
2015,20,1.3,,,,10,25,40,25,,,,,,,,,,,,
2015,22,1.2,,,,5,25,40,25,5,,,,,,,,,,,
2015,23,1.2,,,1,10,20,25,19,15,9,1,,,,,,,,,
2015,24,1.3,0,0,3,10,22,24,20,10,8.5,2.5,0,0,,,,,,,
2015,26,1.5,,,,5,15,30,30,15,5,,,,,,,,,,
2015,30,1.4,,,,,9,53,38,,,,,,,,,,,,
2015,31,1.3,,,,10,20,40,30,,,,,,,,,,,,
2015,32,1.6,,1,3,7,13,18,22,19,12,5,,,,,,,,,
2015,35,,,,,,,,,,,,,,,,,,,,
2015,37,1.3,,,,3,24,45,26,2,,,,,,,,,,,
2015,38,1.5,,,,,,20,60,20,,,,,,,,,,,
2015,39,1.3,,,,10,30,40,20,,,,,,,,,,,,
2015,41,1.5,,,,,,20,80,,,,,,,,,,,,
2015,47,1.2,0,0,0,0,20,60,20,0,0,0,0,0,,,,,,,
2015,48,1.2,,,,,25,50,25,,,,,,,,,,,,
2015,52,1.1,0,0,1,6,29,44,17,1,1,1,0,0,,,,,,,
2015,56,1.3,,,5,10,20,35,20,10,0,,,,,,,,,,
2015,57,1.4,,,,,,,,,,,,,,,,,,,
2015,59,1.3,,,,5,25,60,10,,,,,,,,,,,,
2015,63,1.4,,,,10,15,30,35,10,,,,,,,,,,,
2015,65,,,,,,,,,,,,,,,,,,,,
2015,67,,.5,1,3,5,15,28,16.5,15,8,5,2,1,,,,,,,
2015,68,1.2,,,,5,30,35,30,0,0,0,,,,,,,,,
2015,70,.6,,,,,55,45,,,,,,,,,,,,,
2015,71,,,,,,,,,,,,,,,,,,,,
2015,80,1.1,0,0,0,9.3333333333,31.1111111111,48.4444444444,9.7777777778,1.3333333333,0,0,0,0,,,,,,,
2015,82,.9,,,,,,,,,,,,,,,,,,,
2015,83,,,,,,,,,,,,,,,,,,,,
2015,84,1.3,1,2,3,15,24,30,20,3,1,1,0,0,,,,,,,
2015,85,1.3285912636,.5287893052,1.5885494569,4.514558789,9.7850649689,16.1771565399,20.4017925455,19.6281678491,14.4056727822,8.0650348264,3.4439337391,1.1215481312,.3397310667,,,,,,,
2015,88,1.3,,,5,12,23,25,20,10,5,,,,,,,,,,
2015,89,1.5,,,2.5,7.5,15,20,25,15,10,2.5,2.5,0,,,,,,,
2015,91,1.1,0,0,0,5,37.5,45,12.5,0,0,0,0,0,,,,,,,
2015,92,1.2283202075,.2107117464,1.1117494022,4.4122639462,11.7462695558,20.986916992,22.7378783035,21.0926659765,12.5793838952,3.7704506761,1.1352591584,.1927693213,.0236810265,,,,,,,
2015,93,2,,,,,,5,35,55,5,,,,,,,,,,
2015,94,1.6,,.5,3,6,15,18,26,17.5,8,5,1,,,,,,,,
2015,95,1.2855,0,0,0,9.9,15,40.6,20.7,11.1,1.8,.9,0,0,,,,,,,
2015,96,1.2,,,5,10,20,35,25,5,,,,,,,,,,,
2015,98,1.4,,,,5,20,40,25,10,,,,,,,,,,,
2015,101,1.3,,,,10,30,50,10,,,,,,,,,,,,
2015,102,1.3,,,,,20,45,30,5,,,,,,,,,,,
2015,103,1.5,,,2.5,10,20,25,30,10,2.5,,,,,,,,,,
2015,104,1.3,0,0,5,10,15,30,25,10,5,0,0,0,,,,,,,
2015,105,1.3,,,,,10,55,35,,,,,,,,,,,,
2015,107,1.2283202075,.2107117464,1.1117494022,4.4122639462,11.7462695558,20.986916992,22.7378783035,21.0926659765,12.5793838952,3.7704506761,1.1352591584,.1927693213,.0236810265,,,,,,,
2015,110,1.1,.000007605,.0010612476,.1339209506,3.8709258832,26.8478381862,46.4835108897,20.3877220429,2.2173106906,.0573627369,.0003393211,.0000004461,.0000000001,,,,,,,
2015,111,,,,,,,,,,,,,,,,,,,,
2015,112,1.2,,,,10,25,40,15,10,,,,,,,,,,,
2015,114,,,,,,,,,,,,,,,,,,,,
2015Mar,1,1.3,,,,5,25,60,10,,,,,,,,,,,,
2015Mar,2,.9,,,,10,42,31,13,4,,,,,,,,,,,
2015Mar,3,.6,2.5,5,15,17.5,25,15,12.5,2.5,2.5,2.5,,,,,,,,,
2015Mar,4,1.4,,,5,10,25,30,15,10,5,,,,,,,,,,
2015Mar,5,1,,1,10,20,25,15,15,8,5,1,,,,,,,,,
2015Mar,6,1.4,,,,,,70,30,,,,,,,,,,,,
2015Mar,14,1.4,,,,,,,,,,,,,,,,,,,
2015Mar,15,1.4,,,,5,10,40,30,15,,,,,,,,,,,
2015Mar,16,1.1,1,2,3,11,17,21,15,11,8,7,3,1,,,,,,,
2015Mar,20,1.2,,,,10,25,40,25,,,,,,,,,,,,
2015Mar,22,1.1,,,,10,30,40,20,,,,,,,,,,,,
2015Mar,23,1.2,,,1,10,23,30,20,10,5,1,,,,,,,,,
2015Mar,24,1.2,0,0,6,13,20,25,20,10,6,0,0,0,,,,,,,
2015Mar,26,1.5,,,,5,15,30,30,15,5,,,,,,,,,,
2015Mar,30,1.5,,,,,5,40,55,,,,,,,,,,,,
2015Mar,31,1,,,,5,30,40,20,5,,,,,,,,,,,
2015Mar,32,,,,,,,,,,,,,,,,,,,,
2015Mar,35,,,,,,,,,,,,,,,,,,,,
2015Mar,37,1,,,,3,45,46,6,,,,,,,,,,,,
2015Mar,38,1.4,,,,,10,60,30,,,,,,,,,,,,
2015Mar,39,1.4,,,,10,37,33,20,,,,,,,,,,,,
2015Mar,41,,,,,,,,,,,,,,,,,,,,
2015Mar,47,1.3,,,,,,,,,,,,,,,,,,,
2015Mar,48,1.1,,,,,30,45,25,,,,,,,,,,,,
2015Mar,52,1.1,0,0,1,6,29,44,17,1,1,1,0,0,,,,,,,
2015Mar,56,1.3,,,0,5,20,40,30,5,,,,,,,,,,,
2015Mar,57,1.2,,,,,,,,,,,,,,,,,,,
2015Mar,59,1.3,,,,10,15,70,5,,,,,,,,,,,,
2015Mar,63,1.4,,,,10,15,30,35,10,,,,,,,,,,,
2015Mar,65,,,,,,,,,,,,,,,,,,,,
2015Mar,67,,,,,,,,,,,,,,,,,,,,
2015Mar,68,1.2,,,,6,28,36,30,0,0,,,,,,,,,,
2015Mar,70,,,,,,,,,,,,,,,,,,,,
2015Mar,71,,,,,,,,,,,,,,,,,,,,
2015Mar,80,,,,,,,,,,,,,,,,,,,,
2015Mar,82,1,,,,,,,,,,,,,,,,,,,
2015Mar,83,,,,,,,,,,,,,,,,,,,,
2015Mar,84,,,,,,,,,,,,,,,,,,,,
2015Mar,85,1.2764141124,1.1810093991,2.5153716194,5.798693523,10.6998177131,15.8039540619,18.685918835,17.6859946525,13.4001156183,8.1271833217,3.9455128511,1.5330972289,.6233311759,,,,,,,
2015Mar,88,1.2,,,5,12,23,25,20,10,5,,,,,,,,,,
2015Mar,89,1.4,,,2.5,10,15,25,20,15,10,2.5,,,,,,,,,
2015Mar,91,1,0,0,0,10,42.5,45,2.5,0,0,0,0,0,,,,,,,
2015Mar,92,1.2279301286,.1163618547,.7934837906,3.7552682907,11.3248000999,21.780529346,24.1543452364,21.8897260349,12.0798412056,3.1759575035,.8101879901,.1095490091,.0099496385,,,,,,,
2015Mar,93,2,,,,,,5,40,50,5,,,,,,,,,,
2015Mar,94,1.7,,1,3,6,10,16,26,22,10,5,1,,,,,,,,
2015Mar,95,1.075,0,0,1,15,27,31,18,7,1,0,0,0,,,,,,,
2015Mar,96,1.2,,,5,10,20,35,25,5,,,,,,,,,,,
