INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2002,1,1.9,0,0,0,20,40,35,5,0,0,,,,
2002,2,2.4,0,0,0,0,20,40,40,0,0,,,,
2002,3,1.8,0,0,0,10,70,20,0,0,0,,,,
2002,4,2,0,0,0,0,30,60,10,0,0,,,,
2002,5,1.9,0,0,0,0,60,40,0,0,0,,,,
2002,7,1.7,,,,,,,,,,,,,
2002,9,2.2,0,0,0,0,20,80,0,0,0,,,,
2002,10,1.9,0,0,0,20,70,10,0,0,0,,,,
2002,11,1.8,0,0,0,10,60,30,0,0,0,,,,
2002,14,2.1,0,0,0,0,30,70,0,0,0,,,,
2002,15,2,0,0,0,5,40,45,10,0,0,,,,
2002,16,2.1,0,3,5,15,24,26,20,5,2,,,,
2002,17,2.1,0,5,5,20,25,30,10,5,0,,,,
2002,19,2,0,0,0,0,35,65,0,0,0,,,,
2002,20,,0,0,0,10,75,15,0,0,0,,,,
2002,22,1.2,0,0,0,15,30,40,10,5,0,,,,
2002,24,2.1,0,0,0,5,45,45,5,0,0,,,,
2002,26,2.1,0,0,0,10,35,45,10,0,0,,,,
2002,28,1.8,0,0,0,20,60,15,5,0,0,,,,
2002,29,1.9,0,0,0,10,70,20,0,0,0,,,,
2002,31,2,0,0,0,0,45,55,0,0,0,,,,
2002,32,2,0,0,5,10,30,40,10,5,0,,,,
2002,33,1.9,0,0,0,0,60,40,0,0,0,,,,
2002,35,2.3,0,0,0,0,20,60,20,0,0,,,,
2002,36,2.3,0,0,0,0,25,40,30,5,0,,,,
2002,37,2,0,0,0,0,50,50,0,0,0,,,,
2002,39,2.3,0,0,0,0,5,60,30,5,0,,,,
2002,41,2.1,0,0,0,0,20,80,0,0,0,,,,
2002,42,2,0,0,0,0,30,60,10,0,0,,,,
2002,45,2.1,0,0,0,0,0,100,0,0,0,,,,
2002,47,2.4,0,0,0,0,0,70,30,0,0,,,,
2002,48,1.7,0,0,0,10,40,30,20,0,0,,,,
