INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,
2000,95,1.5,,1,13,33,34,16,3,,,
2000Sep,1,1.8,,,,20,60,20,,,,
2000Sep,2,1.6,,5,10,35,30,15,5,,,
2000Sep,3,1.3,,,20,50,30,,,,,
2000Sep,4,1.7,,,,20,60,20,,,,
2000Sep,5,1.5,,,5,30,60,5,,,,
2000Sep,7,1.4,,,,,,,,,,
2000Sep,9,1.3,,,10,80,10,,,,,
2000Sep,11,1.1,,,15,85,,,,,,
2000Sep,14,1.5,,,,50,50,,,,,
2000Sep,16,1.4,1,5,16,45,25,5,1,1,1,
2000Sep,19,1.7,,,,25,75,,,,,
2000Sep,23,1.7,,,,20,70,10,,,,
2000Sep,24,1.6,,,10,30,35,10,10,5,,
2000Sep,26,1.5,,,10,40,40,10,,,,
2000Sep,28,1.3,,,5,55,30,10,,,,
2000Sep,30,1.8,,,,10,90,,,,,
2000Sep,31,1.6,,,,,,,,,,
2000Sep,32,1.7,,,,20,60,20,,,,
2000Sep,33,1.8,,,,,60,20,20,,,
2000Sep,35,1.6,,5,10,25,45,10,5,,,
2000Sep,36,1.5,,,,40,50,10,,,,
2000Sep,37,1.9,,,,,60,40,,,,
2000Sep,38,1.8,,,,5,90,5,,,,
2000Sep,39,1.6,,,,35,45,20,,,,
2000Sep,40,1.3,,,5,60,25,10,,,,
2000Sep,41,1.6,,,,10,85,5,,,,
2000Sep,42,1.5,,,,20,70,10,,,,
2000Sep,45,,,,,,,,,,,
2000Sep,46,.87,,11,56,31,2,,,,,
2000Sep,47,1.2,,,20,70,10,,,,,
2000Sep,49,1.3,,5,15,60,15,5,,,,
2000Sep,52,1.7,,,10,10,50,30,,,,
2000Sep,53,1.6,,,,10,70,20,,,,
2000Sep,54,1.6,,,10,40,40,10,,,,
2000Sep,55,1.7,.3003003,2.5025025,14.21421421,23.62362362,34.43443443,20.12012012,4.4044044,.4004004,,
2000Sep,57,1.5,,,,15,85,,,,,
2000Sep,59,1.7,,,,10,60,30,,,,
2000Sep,61,1.6,,,,20,60,20,,,,
2000Sep,62,,,,,,,,,,,
2000Sep,63,,,,,,,,,,,
2000Sep,64,1.6,1,1,7,20,42,17,8,2,2,
2000Sep,65,1.9,,,,35,65,,,,,
2000Sep,67,1.8,,,,20,60,20,,,,
2000Sep,70,1.9,,,,10,65,25,,,,
2000Sep,72,1.6,4,10,15,20,25,15,7,3,1,
2000Sep,73,1.8,,,,15,70,15,,,,
2000Sep,76,1.3,,2.5,15,40,30,10,2.5,,,
2000Sep,85,.8,11.51,12.69,17.88,19.72,17.02,13.11,5.2,2.05,.82,
2000Sep,87,1.5,,,5,40,50,5,,,,
2000Sep,88,1.2,,,15,55,20,10,,,,
2000Sep,89,1.5,,,5,20,40,30,5,,,
2000Sep,90,1.2,,,,75,25,,,,,
2000Sep,91,1.1,,.6,33.2,61.4,4.8,,,,,
2000Sep,92,1.77,,1.97094382,8.31047445,19.46561008,27.9487961,24.61647872,13.28863151,4.39906533,,
2000Sep,93,,,,,,,,,,,
2000Sep,94,1.3,,,,50,50,,,,,
2000Sep,95,1.4,,4.95049505,20.79207921,29.7029703,25.74257426,13.86138614,3.96039604,.99009901,,
2001Sep,1,1.7,,,5,20,50,20,5,,,
2001Sep,2,1.8,,5,10,35,30,15,5,,,
2001Sep,3,1.6,,,10,20,50,20,,,,
2001Sep,4,2,,,,,50,50,,,,
2001Sep,5,1.5,,,5,25,65,5,,,,
2001Sep,7,1.7,,,,,,,,,,
2001Sep,9,1.3,,,20,60,20,,,,,
2001Sep,11,1.7,,,,10,85,5,,,,
2001Sep,14,1.5,,,,30,70,,,,,
2001Sep,16,1.1,2,5,20,30,22,15,2,2,2,
2001Sep,19,1.8,,,,20,80,,,,,
2001Sep,23,2,,,,,40,50,10,,,
2001Sep,24,2.1,,,5,15,25,30,10,10,5,
2001Sep,26,2,,,,10,30,40,20,,,
2001Sep,28,1.5,,,10,35,40,15,,,,
2001Sep,30,1.8,,,,,100,,,,,
2001Sep,31,1.9,,,,,,,,,,
2001Sep,32,2,,,,10,40,45,5,,,
2001Sep,33,2.6,,,,,,10,70,20,,
2001Sep,35,,,,,,,,,,,
2001Sep,36,1.8,,,,15,55,25,5,,,
2001Sep,37,2,,,,,50,50,,,,
2001Sep,38,1.6,,,,5,90,5,,,,
2001Sep,39,1.6,,,,33,45,22,,,,
2001Sep,40,1.5,,,10,40,35,15,,,,
2001Sep,41,1.6,,,,5,90,5,,,,
2001Sep,42,1.7,,,,15,75,10,,,,
2001Sep,45,,,,,,,,,,,
2001Sep,46,.81,4.04040404,21.21212121,41.41414141,27.27272727,6.06060606,,,,,
2001Sep,47,,,,,,,,,,,
2001Sep,49,1.5,,5,10,40,30,10,5,,,
2001Sep,52,1.5,,,10,40,40,10,,,,
2001Sep,53,1.9,,,,,50,50,,,,
2001Sep,54,1.8,,,10,30,50,10,,,,
2001Sep,55,2,1.1,3.4,6.6,20.7,25.7,25,13.1,3.8,.6,
2001Sep,57,1.5,,,,40,60,,,,,
2001Sep,59,1.5,,,10,30,40,20,,,,
2001Sep,61,1.5,,,,30,50,20,,,,
2001Sep,62,,,,,,,,,,,
2001Sep,63,,,,,,,,,,,
2001Sep,64,2,1,1,3,15,30,30,15,3,2,
2001Sep,65,1.5,,,,50,50,,,,,
2001Sep,67,1.8,,,,10,40,40,10,,,
2001Sep,70,2.1,,,,10,60,30,,,,
2001Sep,72,2,5,5,8,10,20,17,15,10,10,
2001Sep,73,1.9,,,,5,70,25,,,,
2001Sep,76,1.7,,5,10,20,30,20,10,5,,
2001Sep,85,1.6,5.47726137,6.02698651,12.68365817,17.87106447,19.71014493,17.06146927,13.10344828,5.1974013,2.86856572,
2001Sep,87,1.7,,,4.76190476,28.57142857,52.38095238,14.28571429,,,,
2001Sep,88,1.8,,,5,20,40,25,10,,,
2001Sep,89,1.8,,,5,20,50,20,5,,,
2001Sep,90,1.6,,,,25,75,,,,,
2001Sep,91,1.2,,2.2022022,26.12612613,52.05205205,18.51851852,1.1011011,0,0,,
2001Sep,92,1.8,,3.95913155,10.50446999,18.06087697,22.97786292,21.63686675,15.08088548,7.77990634,,
2001Sep,93,,,,,,,,,,,
2001Sep,94,1.5,,,,30,70,,,,,
2001Sep,95,1.6,,4.04040404,13.13131313,23.23232323,26.26262626,19.19191919,10.1010101,3.03030303,1.01010101,
,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0
1999,1,1.9,,,,,60,40,,,,
1999,2,2.1,,,5,15,30,40,10,,,
1999,3,2,,,,,50,50,,,,
1999,4,2.1,,,,,40,60,,,,
1999,5,2,,,,,45,55,,,,
1999,7,2.1,,,,,,,,,,
1999,9,1.8,,,,,80,20,,,,
1999,11,2,,,,,40,60,,,,
1999,14,2.3,,,,,,70,30,,,
1999,16,2.1,,,,,25,50,25,,,
1999,19,1.8,,,,,90,10,,,,
1999,23,2.1,,,,,10,80,10,,,
1999,24,2.1,,,,,40,60,,,,
1999,26,2,,,,20,30,30,20,,,
1999,28,2.1,,,,,30,70,,,,
1999,30,2.1,,,,,,100,,,,
1999,31,2,,,,,,,,,,
1999,32,2.1,,,,,30,70,,,,
1999,33,2.1,,,,,15,80,5,,,
1999,35,1.6,,,,5,95,,,,,
1999,36,1.9,,,,10,50,40,,,,
1999,37,2.2,,,,,10,90,,,,
1999,38,1.9,,,,,90,10,,,,
1999,39,2,,,,,35,65,,,,
1999,40,2,,,,,45,55,,,,
1999,41,2.1,,,,,20,80,,,,
1999,42,1.9,,,,,55,45,,,,
1999,45,2.2,,,,,,100,,,,
1999,46,1.67,,,,48,48,2,2,,,
1999,47,2.1,,,,,10,90,,,,
1999,49,2.1,,,,,5,90,5,,,
1999,52,2,,,,,,30,30,40,,
1999,53,1.9,,,,,60,30,10,,,
1999,54,2.1,,,,,40,60,,,,
1999,55,2.1,,,,2.1021021,32.43243243,53.75375375,11.41141141,.3003003,,
1999,57,2,,,,,40,60,,,,
1999,59,2.1,,,,,10,70,20,,,
1999,61,1.7,,,,,80,20,,,,
1999,62,2.2,,,,,5,90,5,,,
1999,63,2,,,,,10,90,,,,
1999,64,1.8,,,,,75,25,,,,
1999,65,2.1,,,,,40,60,,,,
1999,67,1.8,,,,,70,30,,,,
1999,70,2.2,,,,,30,60,10,,,
1999,72,1.8,,,,10,70,20,,,,
1999,73,1.6,,,,,60,40,,,,
1999,76,2,,,2.5,15,30,35,15,2.5,,
1999,85,1.6,,,,,,,,,,
1999,87,2.2,,,,,35,65,,,,
1999,88,1.9,,,,,60,40,,,,
1999,89,1.9,,,,,60,40,,,,
1999,90,2,,,,,5,95,,,,
1999,91,2.1,,,,2.3,34.7,53.9,9,.1,,
1999,92,2.02,,,,.10001,4.30043004,32.66326633,48.14481448,14.02140214,.77007701,
1999,93,2,,,,,20,80,,,,
1999,94,1.9,,,,,50,50,,,,
1999,95,2.1,,,5.05050505,5.05050505,33.33333333,39.39393939,15.15151515,2.02020202,,
2000,1,2.8,,,,,5,20,50,25,,
2000,2,2.8,,,5,10,15,20,30,15,5,
2000,3,2.7,,,,,,10,80,10,,
2000,4,3.1,,,,,,,35,55,10,
2000,5,2.6,,,,,3,40,53,4,,
2000,7,3,,,,,,,,,,
2000,9,2.7,,,,,,30,70,,,
2000,11,2.5,,,,,5,20,70,5,,
2000,14,2.8,,,,,,10,60,30,,
2000,16,2.9,,,,,10,20,40,20,10,
2000,19,2.5,,,,,,75,25,,,
2000,23,2.8,,,,,,20,50,30,,
2000,24,3.1,,,,,,10,35,45,10,
2000,26,2.9,,,,,,20,50,30,,
2000,28,2.6,,,,,10,25,50,15,,
2000,30,2.9,,,,,,,65,35,,
2000,31,2.8,,,,,,,,,,
2000,32,2.7,,,,,5,25,60,10,,
2000,33,2.7,,,,,,10,80,10,,
2000,35,2.7,,,,,10,30,50,10,,
2000,36,2.5,,,,,5,35,60,,,
2000,37,2.8,,,,,,10,70,20,,
2000,38,2.4,,,,,,90,10,,,
2000,39,2.8,,,,,,5,80,15,,
2000,40,2.8,,,,,10,20,50,20,,
2000,41,2.9,,,,,,10,80,10,,
2000,42,2.9,,,,,,10,60,30,,
2000,45,3.1,,,,,,,50,50,,
2000,46,2.4,,,,3.96039604,3.96039604,45.04950495,45.04950495,.99009901,.99009901,
2000,47,2.7,,,,,,10,70,20,,
2000,49,2.6,,,,,,5,70,20,5,
2000,52,3,,,,,10,40,40,10,,
2000,53,2.7,,,,,,10,80,10,,
2000,54,3,,,,,,10,40,50,,
2000,55,3.2,,,.1001001,1.1011011,4.9049049,14.51451451,27.32732733,32.63263263,16.41641642,3.003003
2000,57,3,,,,,,,50,50,,
2000,59,3,,,,,5,10,30,40,10,5
2000,61,2.7,,,,,,30,60,10,,
2000,62,2.8,,,,,,5,85,10,,
2000,63,2.7,,,,,,10,70,20,,
2000,64,3,,1,1,3,5,20,20,25,20,5
2000,65,2.7,,,,,,30,45,25,,
2000,67,2.4,,,,,15,70,15,,,
2000,70,3,,,,,,11.11111111,55.55555556,33.33333333,,
2000,72,2.6,,,,5,10,25,40,15,5,
2000,73,2.8,,,,,,40,50,10,,
2000,76,3.2,,,,,5,10,20,40,20,5
2000,85,2.6,,,,,,,,,,
2000,87,2.7,,,,,,10,50,30,10,
2000,88,2.8,,,,,10,10,50,25,5,
2000,89,2.7,,,,,10,30,50,10,,
2000,90,2.6,,,,,,5,90,5,,
2000,91,2.5,,.2,1.4,6.1,16.1,26.2,26.2,16.1,6.1,1.6
2000,92,2.84,,,,,,,,,,
2000,93,2.9,,,,,10,30,50,10,,
2000,94,2.9,,,,,,25,50,25,,
2000,95,2.9,,.99009901,1.98019802,3.96039604,9.9009901,17.82178218,19.8019802,17.82178218,13.86138614,13.86138614
2000Q2,1,2.8,,,,,5,20,50,25,,
2000Q2,2,2.8,,,5,10,15,20,30,15,5,
2000Q2,3,2.4,,,,,20,40,30,10,,
2000Q2,4,3.2,,,,,,,35,55,10,
2000Q2,5,2.8,,,,,,15,55,30,,
2000Q2,7,3,,,,,,,,,,
2000Q2,9,2.6,,,,,,40,60,,,
2000Q2,11,2.7,,,,,,10,75,15,,
2000Q2,14,2.8,,,,,,10,60,30,,
2000Q2,16,3.4,,,,,10,20,25,35,10,
2000Q2,19,2.6,,,,,,50,50,,,
2000Q2,23,3.1,,,,,,20,30,40,10,
2000Q2,24,3.3,,,,,,10,30,40,20,
2000Q2,26,3.2,,,,,,5,30,40,20,5
2000Q2,28,2.8,,,,,10,25,50,15,,
2000Q2,30,3.1,,,,,,,50,50,,
2000Q2,31,2.9,,,,,,,,,,
2000Q2,32,2.7,,,,,5,20,60,15,,
2000Q2,33,2.7,,,,,,10,80,10,,
2000Q2,35,2.9,,,,,,10,60,20,10,
2000Q2,36,2.4,,,,,10,60,30,,,
2000Q2,37,2.8,,,,,,,70,30,,
2000Q2,38,2.4,,,,,,90,10,,,
2000Q2,39,2.9,,,,,,5,60,35,,
2000Q2,40,2.4,,,,,10,45,35,10,,
2000Q2,41,2.9,,,,,,10,60,30,,
2000Q2,42,3.2,,,,,,,45,55,,
2000Q2,45,,,,,,,,,,,
2000Q2,46,2.27,,,,5,5,45,45,,,
2000Q2,47,2.9,,,,,,10,60,30,,
2000Q2,49,2.8,,,,,,10,60,20,10,
2000Q2,52,2.9,,,,,10,30,40,20,,
2000Q2,53,2.8,,,,,,10,80,10,,
2000Q2,54,2.7,,,,,20,30,30,20,,
2000Q2,55,3.6,,,.0999001,.6993007,2.7972028,8.59140859,18.58141858,28.27172827,28.77122877,12.18781219
2000Q2,57,,,,,,,,,,,
2000Q2,59,2.8,,,,,10,20,40,20,10,
2000Q2,61,2.8,,,,,,40,60,,,
2000Q2,62,,,,,,,,,,,
2000Q2,63,,,,,,,,,,,
2000Q2,64,3,,1,1,3,5,20,30,25,10,5
2000Q2,65,2.8,,,,,,30,50,20,,
2000Q2,67,2.2,,,,,30,70,,,,
2000Q2,70,3.2,,,,,,10,50,40,,
2000Q2,72,2.6,,1,2,5,10,25,35,15,5,2
2000Q2,73,3,,,,,,,45,50,5,
2000Q2,76,3.4,,,,,5,15,20,30,25,5
2000Q2,85,2.5,3.58677191,4.47597163,10.32071136,12.43880508,23.10920172,15.24627835,14.97652113,7.7829953,5.19532421,2.86741932
2000Q2,87,3.2,,,,,,5,35,45,15,
2000Q2,88,2.8,,,,,5,15,45,30,5,
2000Q2,89,2.5,,,,5,10,30,40,10,5,
2000Q2,90,2.6,,,,,,25,75,,,
2000Q2,91,2.6,,,.1,1.3,10.1,30.6,36.7,17.6,3.3,.3
2000Q2,92,2.73,,,,,,,,,,
2000Q2,93,,,,,,,,,,,
2000Q2,94,2.9,,,,,,,50,50,,
2000Q2,95,2.8,,.98039216,3.92156863,6.8627451,11.76470588,15.68627451,19.60784314,16.66666667,12.74509804,11.76470588
2001Q2,1,2.5,,0,0,0,11.11111111,27.77777778,33.33333333,27.77777778,0,0
2001Q2,2,3,1,3,4,6,10,15,20,24,15,2
2001Q2,3,2.8,,,,,,10,70,20,,
2001Q2,4,3.4,,,,,,,25,50,25,
2001Q2,5,2.6,,,,,,17,60,23,,
2001Q2,7,2.8,,,,,,,,,,
2001Q2,9,2.7,,,,,,30,70,,,
2001Q2,11,2.5,,,,,5,25,70,,,
2001Q2,14,2.8,,,,,,25,50,25,,
2001Q2,16,2.6,,2,3,5,10,20,25,20,10,5
2001Q2,19,2.5,,,,,,50,50,,,
2001Q2,23,2.8,,,,,,25,50,25,,
2001Q2,24,3,,,,,5,10,35,35,10,5
2001Q2,26,2,,,,20,30,30,20,,,
2001Q2,28,2.7,,,,,10,25,50,15,,
2001Q2,30,3.2,,,,,,,40,60,,
2001Q2,31,3,,,,,,27.77777778,38.88888889,33.33333333,,
2001Q2,32,2.7,,,,,10,40,40,10,,
2001Q2,33,2.6,,,,,,15,80,5,,
2001Q2,35,,,,,,,,,,,
2001Q2,36,2.6,,,,,10,45,45,,,
2001Q2,37,2.7,,,,,,10,80,10,,
2001Q2,38,2.6,,,,,,50,50,,,
2001Q2,39,2.7,,,,,,22,48,30,,
2001Q2,40,2.9,,,,5,10,25,40,15,5,
2001Q2,41,2.8,,,,,,10,80,10,,
2001Q2,42,3,,,,,,,50,50,,
2001Q2,45,,,,,,,,,,,
2001Q2,46,2.7,,,,1.5,1.5,38.5,38.5,10,10,
2001Q2,47,,,,,,,,,,,
2001Q2,49,3,,,,,,10,35,35,10,10
2001Q2,52,2.5,,,,,10,30,40,20,,
2001Q2,53,3,,,,,,,30,70,,
2001Q2,54,3,,,,,11.11111111,22.22222222,33.33333333,22.22222222,11.11111111,
2001Q2,55,2.9,,,.2,1.4,6.3,17.1,26.6,25.3,15.1,8
2001Q2,57,,,,,,,,,,,
2001Q2,59,2.3,,,,10,20,40,20,10,,
2001Q2,61,2.9,,,,,,30,60,10,,
2001Q2,62,,,,,,,,,,,
2001Q2,63,,,,,,,,,,,
2001Q2,64,3,,1,1,3,5,20,30,25,10,5
2001Q2,65,2.3,,,,,,40,30,30,,
2001Q2,67,2.4,,,,,,60,40,,,
2001Q2,70,2.9,,,,,,10,50,30,10,
2001Q2,72,2.6,3,3,5,8,12,20,28,12,5,4
2001Q2,73,,,,,,,,,,,
2001Q2,76,3.2,,,,5,5,10,20,30,20,10
2001Q2,85,2.2,6.68066807,9.18091809,14.99149915,15.16151615,19.5219522,16.05160516,8.73087309,6.09060906,2.20022002,1.39013901
2001Q2,87,2.7,,,,,5,20,45,25,5,
2001Q2,88,3,,,,,10,20,30,35,5,
2001Q2,89,3,,,,,5,10,20,40,20,5
2001Q2,90,3.2,,,,,,,25,75,,
2001Q2,91,2.7,.0998004,.3992016,1.69660679,5.48902196,12.5748503,20.35928144,23.35329341,18.96207585,10.97804391,6.08782435
2001Q2,92,2.6,,,,,,,,,,
2001Q2,93,,,,,,,,,,,
2001Q2,94,1.9,,,,,50,50,,,,
2001Q2,95,3,,,2,6,10,14,19,17,14,18
,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T9_0,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0,,
1999,1,10.2,,,10,80,10,,,,,
1999,2,,,,,,,,,,,
1999,3,10.3,,,,80,20,,,,,
1999,4,10.3,,,,100,,,,,,
1999,5,10.3,,,1,99,,,,,,
1999,7,10,,,,,,,,,,
1999,9,9.9,,,50,50,,,,,,
1999,11,10.2,,,5,90,5,,,,,
1999,14,10.3,,,,100,,,,,,
1999,16,10.3,,,15,70,15,,,,,
1999,19,10.2,,,,100,,,,,,
1999,23,10.3,,,,100,,,,,,
1999,24,,,,15,70,15,,,,,
1999,26,10.3,,,,100,,,,,,
1999,28,10.2,,,5,90,5,,,,,
1999,30,10.3,,,,100,,,,,,
1999,31,10.3,,,,,,,,,,
1999,32,10.2,,,5,90,5,,,,,
1999,33,10.3,,,5,80,15,,,,,
1999,35,10.2,,,,100,,,,,,
1999,36,10.4,,,10,70,20,,,,,
1999,37,11.1,,,,,10,90,,,,
1999,38,10.2,,,,100,,,,,,
1999,39,10.2,,,,95,5,,,,,
1999,40,10.2,,,,100,,,,,,
1999,41,10.1,,,5,90,5,,,,,
1999,42,10.3,,,5,95,,,,,,
1999,45,10.2,,,,100,,,,,,
1999,46,10.14,,.99009901,28.71287129,62.37623762,7.92079208,,,,,
1999,47,,,,,,,,,,,
1999,49,10.1,,,15,70,15,,,,,
1999,52,10.2,,,60,40,,,,,,
1999,53,10.2,,,,100,,,,,,
1999,54,10.2,,,20,70,10,,,,,
1999,55,10.2,,,13.7,82.8,3.5,,,,,
1999,57,10.1,,,,100,,,,,,
1999,59,10.2,,,20,80,,,,,,
1999,61,10.2,,,30,70,,,,,,
1999,62,10.2,,,10,80,10,,,,,
1999,63,,,,,,,,,,,
1999,64,10.2,,,10,85,5,,,,,
1999,65,10.8,,,,40,50,10,,,,
1999,67,10,,,15,70,15,,,,,
1999,70,10,,,65,35,,,,,,
1999,72,10.2,,,,100,,,,,,
1999,73,10.1,,,,100,,,,,,
1999,76,10.2,,5,20,50,20,5,,,,
1999,85,,,,,,,,,,,
1999,87,10.2,,,35,65,,,,,,
1999,88,10.2,,,5,90,5,,,,,
1999,89,10.3,,,30,70,,,,,,
1999,90,10.5,,,,30,70,,,,,
1999,91,10.2,,.999001,24.27572428,58.84115884,15.48451548,.3996004,,,,
1999,92,10.26,,,,99.02,.98,,,,,
1999,93,10.7,,,,10,80,10,,,,
1999,94,10.3,,,,90,10,,,,,
1999,95,10,,1,40,54,4,1,,,,
2000,1,9.8,,15,60,25,,,,,,
2000,2,,,,,,,,,,,
2000,3,10.1,,,30,60,10,,,,,
2000,4,9.8,,9.09090909,81.81818182,9.09090909,,,,,,
2000,5,10,,,20,80,,,,,,
2000,7,9.5,,,,,,,,,,
2000,9,9.2,,60,40,,,,,,,
2000,11,9.9,,,60,40,,,,,,
2000,14,9.8,,,80,20,,,,,,
2000,16,9.9,,10,40,40,10,,,,,
2000,19,9.9,,,25,75,,,,,,
2000,23,9.6,,40,50,10,,,,,,
2000,24,,,10,40,40,10,,,,,
2000,26,9.7,,,55,45,,,,,,
2000,28,9.7,,20,70,10,,,,,,
2000,30,9.7,,40,60,,,,,,,
2000,31,9.6,,,,,,,,,,
2000,32,9.7,,20,55,20,5,,,,,
2000,33,9.7,,10,80,10,,,,,,
2000,35,9.7,,10,60,20,10,,,,,
2000,36,10,,,25,50,25,,,,,
2000,37,10.3,,,15,70,15,,,,,
2000,38,9.4,,70,30,,,,,,,
2000,39,9.9,,2,53,40,5,,,,,
2000,40,9.7,,10,50,30,10,,,,,
2000,41,9.6,,10,80,10,,,,,,
