INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,
2009Jun,82,2.2,,,,5,30,60,5,,,,,,
2009Jun,84,2.5,0,0,0,0,2,21,41,22,10,4,,,
2009Jun,88,2.5,,,,5,10,20,25,20,15,5,,,
2009Jun,89,2.5,,,,,,15,40,30,15,,,,
2009Jun,90,1.8,0,0,0,0,60,30,10,0,0,0,,,
2009Jun,93,2.4,,,,,10,50,40,,,,,,
2009Jun,94,2.4,,,,10,15,25,30,15,5,,,,
2009Jun,95,2.2,0,0,0,3,19,34,29,13,2,0,,,
2009Jun,96,2.4,,,,5,15,50,25,5,,,,,
2009Jun,97,2.4,0,0,0,5,10,30,25,15,10,5,,,
2009Jun,98,1.7,,,5,15,35,30,15,,,,,,
2009Jun,100,2.1,,,1,10,20,45,15,7.5,1.5,,,,
2009Jun,101,3,0,0,0,0,1,20,30,40,9,0,,,
2009Jun,102,2.4,,,,5,20,30,25,15,5,,,,
2009Jun,103,1.9,,,,10,50,30,10,,,,,,
2009Jun,104,3,0,0,0,0,0,20,30,40,10,0,,,
2009Jun,107,2.1,.0000000000000624785851923145,.000000054775707403671,.00139350148168641,1.11259975979772,34.0488744710393,58.4580528416578,6.34871557098965,.0303589695371032,.00000483069809709136,.0000000000228372876165395,,,
2009Jun,108,2.4,,,,,1,63,36,,,,,,
2010,5,2.2,,,,,15,60,15,10,,,,,
2010,7,2.4,,,,,,,,,,,,,
2010,8,2,,,,5,25,35,20,10,5,,,,
2010,10,2,,,,5,10,60,15,10,,,,,
2010,14,2.3,,,,,,,,,,,,,
2010,15,2,,,,5,40,45,5,5,,,,,
2010,16,2.1,0,0,2,13,24,30,25,3,2,1,,,
2010,19,2.4,,,,,25,50,15,10,,,,,
2010,20,2.1,,,,10,20,30,20,10,10,,,,
2010,23,2.1,,2,8,15,25,25,15,8,2,,,,
2010,24,1.9,,,,10,50,30,10,,,,,,
2010,26,2,,,,15,35,35,15,,,,,,
2010,28,,,,,,,,,,,,,,
2010,29,2.7,,,,,,40,40,20,,,,,
2010,30,,,,,,,,,,,,,,
2010,31,2,,,,10,30,40,15,5,,,,,
2010,32,,,,,,,,,,,,,,
2010,33,2.7,,,,,10,10,40,40,,,,,
2010,35,,,,,,,,,,,,,,
2010,37,2.2,,,,,10,80,10,,,,,,
2010,38,2.2,,,,,,60,40,,,,,,
2010,41,2,,,,,40,60,,,,,,,
2010,42,2.1,,,,,15,55,25,5,,,,,
2010,45,,,,,,,,,,,,,,
2010,47,1.8,0,2,5,12,32,29,15,5,0,0,,,
2010,48,,,,,,,,,,,,,,
2010,52,2,,,,,40,60,,,,,,,
2010,54,2.2,,,,,5,50,35,10,,,,,
2010,56,2,0,0,0,0,15,75,10,0,0,0,,,
2010,57,2.2,,,,,,,,,,,,,
2010,58,2.3,0,0,0,.0999999999999943,16.9,52.6,29.2,1.2,0,0,,,
2010,59,2,,,,,,,,,,,,,
2010,60,2.1,,,,,30,50,20,,,,,,
2010,61,2,,,,,,,,,,,,,
2010,63,2,0,0,0,20,30,50,0,0,0,0,,,
2010,70,2,,,,,15,70,15,,,,,,
2010,72,2,1,3,10,15,20,20,13,8,5,5,,,
2010,73,2,,,,,,,,,,,,,
2010,76,1.8,4.66663663407837,6.09952297561509,10.4180224069653,14.7195377622395,17.2040761311853,16.6341591869211,13.3045991994617,8.80295427324531,7.4,.771975997645069,,,
2010,82,2.1,,1,2,5,33,51,5,2,1,,,,
2010,84,2.1,0,0,0,10,25,35,20,5,4,1,,,
2010,88,2.1,,,5,10,15,25,20,12.5,7.5,5,,,
2010,89,2.1,,,,,10,40,25,15,10,,,,
2010,90,2.2,0,0,0,0,50,50,0,0,0,0,,,
2010,93,2,,,,,40,55,5,,,,,,
2010,94,1.5,,,20,25,35,10,7,3,,,,,
2010,95,2.3,0,0,0,5,17,34,24,15,5,0,,,
2010,96,,,,,,,,,,,,,,
2010,97,2.1,5,5,6,8,20,30,15,5,4,2,,,
2010,98,2.1,,,,,25,45,30,,,,,,
2010,100,,,,,,,,,,,,,,
2010,101,2.2,0,0,5,15,30,40,8,2,0,0,,,
2010,102,2.3,,,5,5,20,30,25,10,5,,,,
2010,103,2.3,,,,10,20,40,20,10,,,,,
2010,104,2.3,0,0,0,0,30,40,20,10,0,0,,,
2010,107,1.9,.0000990418671520388,.0228209677331392,1.19147740734491,14.6237902185421,44.0433721261855,33.4596538790136,6.36362489455163,.292054310947409,.00309979008944472,.00000736372508525207,,,
2010,108,2.1,,,,,24,76,,,,,,,
2010Jun,5,2.3,,,,,20,50,20,10,,,,,
2010Jun,7,2.4,,,,,,,,,,,,,
2010Jun,8,2,,,,5,25,35,20,10,5,,,,
2010Jun,10,2.2,,,,10,20,35,20,10,5,,,,
2010Jun,14,2.4,,,,,,,,,,,,,
2010Jun,15,2,,,,10,40,40,5,5,,,,,
2010Jun,16,2.1,0,0,2,13,24,30,25,3,2,1,,,
2010Jun,19,2.4,,,,,,,,,,,,,
2010Jun,20,2.1,,,,10,20,30,20,10,10,,,,
2010Jun,23,2,,5,10,15,20,20,15,10,5,,,,
2010Jun,24,1.9,,,,10,50,40,,,,,,,
2010Jun,26,1.9,,,5,25,35,30,5,,,,,,
2010Jun,28,,,,,,,,,,,,,,
2010Jun,29,2.7,,,,,,40,40,20,,,,,
2010Jun,30,,,,,,,,,,,,,,
2010Jun,31,1.9,,,,15,40,30,15,,,,,,
2010Jun,32,,,,,,,,,,,,,,
2010Jun,33,2.7,,,,,10,10,40,40,,,,,
2010Jun,35,,,,,,,,,,,,,,
2010Jun,37,2.2,,,,,10,80,10,,,,,,
2010Jun,38,2.2,,,,,,60,40,,,,,,
2010Jun,41,2.1,,,,,,,,,,,,,
2010Jun,42,2.2,,,,5,30,50,15,,,,,,
2010Jun,45,,,,,,,,,,,,,,
2010Jun,47,,,,,,,,,,,,,,
2010Jun,48,,,,,,,,,,,,,,
2010Jun,52,,,,,,,,,,,,,,
2010Jun,54,2.2,,,,,25,50,25,,,,,,
2010Jun,56,2,0,0,0,0,15,75,10,0,0,0,,,
2010Jun,57,,,,,,,,,,,,,,
2010Jun,58,,,,,,,,,,,,,,
2010Jun,59,2.18,,,,,,,,,,,,,
2010Jun,60,2.1,,,,,30,50,20,,,,,,
2010Jun,61,,,,,,,,,,,,,,
2010Jun,63,2,0,0,0,20,30,30,20,0,0,0,,,
2010Jun,70,1.9,,,,,55,45,,,,,,,
2010Jun,72,2,1,3,10,15,20,20,13,8,5,5,,,
2010Jun,73,,,,,,,,,,,,,,
2010Jun,76,1.7,4.66663663407837,6.09952297561509,10.4180224069653,14.7195377622395,17.2040761311853,16.6341591869211,13.3045991994617,8.80295427324531,7.4,.771975997645069,,,
2010Jun,82,2.3,,1,2,5,33,51,5,2,1,,,,
2010Jun,84,2.1,0,0,1,14,25,32,19,5,3,1,,,
2010Jun,88,2.1,,,5,10,15,25,20,15,7.5,2.5,,,
2010Jun,89,2.1,,,,,10,40,25,15,10,,,,
2010Jun,90,2.2,0,0,0,0,30,70,0,0,0,0,,,
2010Jun,93,2,,,,,40,55,5,,,,,,
2010Jun,94,1.3,,5,15,40,30,7,3,,,,,,
2010Jun,95,1.9,0,0,4,16,30,25,17,8,0,0,,,
2010Jun,96,,,,,,,,,,,,,,
2010Jun,97,2,3,4,6,10,20,30,15,5,4,3,,,
2010Jun,98,1.8,,,,15,35,30,20,,,,,,
2010Jun,100,,,,,,,,,,,,,,
2010Jun,101,2,0,0,5,15,20,40,20,0,0,0,,,
2010Jun,102,2.3,,,,10,20,25,25,15,5,,,,
2010Jun,103,2.3,,,,5,20,40,25,10,,,,,
2010Jun,104,2.5,0,0,0,0,20,30,40,10,0,0,,,
2010Jun,107,1.9,.140465602268547,1.24426031494809,6.46421806222949,18.6176982481342,29.7812105064623,26.4818359989474,13.087172273824,3.58982985048641,.545375094712774,.0479340479867307,,,
2010Jun,108,2.1,,,,,30,70,,,,,,,
2013,5,2.2,,,,5,20,50,20,5,,,,,
2013,7,2,,,,,,,,,,,,,
2013,8,2.1,,,,5,25,33,20,10,7,,,,
2013,10,1.9,,,5,10,30,30,15,10,,,,,
2013,14,2,,,,,,,,,,,,,
2013,15,1.75,,,5,10,45,30,5,5,,,,,
2013,16,2,5,7,9,11,16,18,13,12,8,1,,,
2013,19,2.2,,,,,,,,,,,,,
2013,20,2.1,,,,10,30,30,20,10,,,,,
2013,23,2,,5,10,15,20,20,15,10,5,,,,
2013,24,2,,,5,10,35,35,10,5,,,,,
2013,26,1.9,,,5,15,32.5,27.5,15,5,,,,,
2013,28,2,.5,1,3,17,25.5,29,15,5,3,1,,,
2013,29,2.2,,,,,20,60,20,,,,,,
2013,30,1.9,,,,,70,30,,,,,,,
2013,31,1.9,,,5,10,40,30,10,5,,,,,
2013,32,,,,,,,,,,,,,,
2013,33,2.5,,,,,20,30,30,20,,,,,
2013,35,,,,,,,,,,,,,,
2013,37,2.2,,,,,10,80,10,,,,,,
2013,38,,,,,,,,,,,,,,
2013,41,2,,,,,,,,,,,,,
2013,42,1.9,,,,10,60,30,,,,,,,
2013,45,,,,,,,,,,,,,,
2013,47,1.9,,,,,,,,,,,,,
2013,48,2,,,,,,,,,,,,,
2013,52,1.9,,,,,80,20,,,,,,,
2013,54,2,,,,,30,30,20,20,,,,,
2013,56,2,0,0,0,0,15,75,10,0,0,0,,,
2013,57,,,,,,,,,,,,,,
2013,58,2.4,0,0,0,3.40000000000001,21.8,43.1,26.1,5.5,.1,0,,,
2013,59,2,,,,,,,,,,,,,
2013,60,2,,,,10,30,45,15,,,,,,
2013,61,,,,,,,,,,,,,,
2013,63,1.9,0,0,0,30,40,30,0,0,0,0,,,
2013,70,2,,,,,45,55,,,,,,,
2013,72,2,5,5,10,15,20,17,10,8,5,5,,,
2013,73,,,,,,,,,,,,,,
2013,76,1.9,.1,.2,2,10,80,5,2,.5,.2,,,,
2013,82,2,,1,2,9,33,51,2,1,1,,,,
2013,84,2,0,0,3,10,30,35,15,4,2,1,,,
2013,88,1.9,,,5,7.5,17.5,30,22.5,10,5,2.5,,,
2013,89,2,,,5,5,20,30,15,10,10,5,,,
2013,90,2,0,0,0,0,20,70,10,0,0,0,,,
2013,93,2,,,,,40,55,5,,,,,,
2013,94,1.8,,5,10,20,25,20,10,8,2,,,,
2013,95,1.9,0,2,9,15,24,23,17,10,0,0,,,
2013,96,,,,,,,,,,,,,,
2013,97,2,0,0,10,10,20,30,20,10,0,0,,,
2013,98,2.1,,,,,35,45,20,,,,,,
2013,100,2.1,,1,4,10,20,40,15,7.5,1.5,1,,,
2013,101,2,0,0,5,20,25,30,20,0,0,0,,,
2013,102,2.5,,,,5,20,25,25,15,10,,,,
2013,103,2.2,,,,10,30,35,20,5,,,,,
2013,104,2,0,0,0,10,20,40,20,10,0,0,,,
2013,107,1.9,.0000990418671520388,.0228209677331392,1.19147740734491,14.6237902185421,44.0433721261855,33.4596538790136,6.36362489455163,.292054310947409,.00309979008944472,.00000736372508525207,,,
2013,108,2.1,,,,,31,65,4,,,,,,
,,,,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,
2008,5,1.5,,,,30,60,10,,,,,,,
2008,7,1.5,,,,,,,,,,,,,
2008,8,1.6,,,3,37,55,5,,,,,,,
2008,10,1.8,,,5,15,50,25,5,,,,,,
2008,14,1.7,,,,,,,,,,,,,
2008,15,1.75,,,,10,70,20,,,,,,,
2008,16,1.7,0,1,8,28,35,15,9,3,1,0,,,
2008,19,1.6,,20,20,25,25,10,,,,,,,
2008,20,1.7,,,,20,70,10,,,,,,,
2008,23,1.7,,,5,30,50,15,,,,,,,
2008,24,1.5,,,,45,45,10,,,,,,,
2008,26,1.3,,10,20,40,20,10,,,,,,,
2008,28,1.7,1,6,10,24,36,17,5,1,,,,,
2008,29,1.4,,,20,50,30,,,,,,,,
2008,30,2,,,,,60,40,,,,,,,
2008,31,2,,,,10,30,45,15,,,,,,
2008,32,1.7,,1,12,28,35,22,2,,,,,,
2008,33,1.9,,,,,70,30,,,,,,,
2008,35,1.9,,,,,60,40,,,,,,,
2008,37,1.9,,,,,60,40,,,,,,,
2008,38,1.7,,,,30,60,10,,,,,,,
2008,41,1.6,,,,35,65,,,,,,,,
2008,42,1.5,,,20,35,40,5,,,,,,,
2008,45,1.7,,,,,,,,,,,,,
2008,47,1.6,0,5,15,28,30,17,5,0,0,,,,
2008,48,2,,,,5,45,45,5,,,,,,
2008,52,1.7,,,,5,95,,,,,,,,
2008,54,1.6,,,,25,75,,,,,,,,
2008,56,1.8,0,0,0,25,70,5,0,0,0,0,,,
2008,57,1.6,,,,,,,,,,,,,
2008,58,1.7,0,0,0,0,100,0,0,0,0,0,,,
2008,59,1.3,,,,,,,,,,,,,
2008,60,1.6,,,,30,70,,,,,,,,
2008,61,1.8,,,5,25,50,15,5,,,,,,
2008,63,1.6,0,0,0,20,70,10,0,0,0,0,,,
2008,70,1.4,,,,75,25,,,,,,,,
2008,72,1.6,,,5,30,45,20,,,,,,,
2008,73,,,,,15,80,5,,,,,,,
2008,76,1.4,3.72145806074782,8.76538945346785,17.8335891236164,24.6393848200123,23.1600176415946,14.2807977469256,5.77285808810738,1.52897908775234,.265119034964179,.0324069428115359,,,
2008,82,1.7,,,6,25,60,9,,,,,,,
2008,84,1.5,0,0,1,46,52,1,0,0,0,0,,,
2008,88,1.5,,,15,20,30,20,15,,,,,,
2008,89,1.7,,,,30,50,20,,,,,,,
2008,90,1.5,0,0,0,30,60,10,0,0,0,0,,,
2008,93,1.6,,,,30,70,,,,,,,,
2008,94,1.3,,5,10,45,25,15,,,,,,,
2008,95,1.7,0,0,0,30,70,0,0,0,0,0,,,
2008,96,1.4,,,10,60,30,,,,,,,,
2008,97,1.6,0,0,5,35,40,15,5,0,0,0,,,
2008,98,1.6,,,,25,45,30,,,,,,,
2008,100,1.8,,,4.5,17.5,60,17.5,.5,,,,,,
2008,101,1.7,0,0,5,40,55,0,0,0,0,0,,,
2008,102,1.1,,,25,50,25,,,,,,,,
2008,103,1.7,,,,15,70,15,,,,,,,
2008,104,1.7,0,0,25,30,40,5,0,0,0,0,,,
2008,107,1.70921259569419,.000000175361710871315,.000677412013852911,.434692249251289,18.0861817371336,61.2080312619178,19.7465567560044,.52295626387675,.000904054498929163,.0000000899411656263283,.000000000000488498130835069,,,
2008,108,1.4,,,,89,11,,,,,,,,
2009,5,1.3,,,10,60,20,10,,,,,,,
2009,7,1.1,,,,,,,,,,,,,
2009,8,1,,5,30,40,20,5,,,,,,,
2009,10,1.5,,5,30,40,20,5,,,,,,,
2009,14,1.1,,,,,,,,,,,,,
2009,15,1.4,,,15,45,30,10,,,,,,,
2009,16,1.1,0,11,21,26,20,10,6,3,2,1,,,
2009,19,1.5,,20,20,25,25,10,,,,,,,
2009,20,1,,10,35,40,15,,,,,,,,
2009,23,1.1,,5,30,35,25,5,,,,,,,
2009,24,1.1,,5,25,50,20,,,,,,,,
2009,26,.8,15,20,30,20,10,5,,,,,,,
2009,28,1.6,3,5,12,20,23,17,12,5,2,1,,,
2009,29,1.5,,,,30,60,10,,,,,,,
2009,30,1.5,,,,50,50,,,,,,,,
2009,31,1.2,,,30,40,25,5,,,,,,,
2009,32,1.3,3,8,17,26,23,15,7,1,,,,,
2009,33,1.5,,,10,40,40,10,,,,,,,
2009,35,1.8,,,,,70,30,,,,,,,
2009,37,1.2,,,,60,30,10,,,,,,,
2009,38,1.2,,,20,60,20,,,,,,,,
2009,41,,,,,45,55,,,,,,,,
2009,42,1.1,,,20,40,30,10,,,,,,,
2009,45,1.7,,,,,,,,,,,,,
2009,47,1,10,15,20,30,20,5,0,0,0,,,,
2009,48,2.2,,,,5,30,60,5,,,,,,
2009,52,1.1,,,15,80,5,,,,,,,,
2009,54,1.3,,20,40,40,,,,,,,,,
2009,56,1.4,0,0,0,75,25,0,0,0,0,0,,,
2009,57,1.5,,,,,,,,,,,,,
2009,58,1.3,1.1,7.7,21.5,38.9,22.9,7.3,.6,0,0,0,,,
2009,59,1.1,,,,,,,,,,,,,
2009,60,1.3,,,35,45,20,,,,,,,,
2009,61,1.5,,5,15,30,30,15,5,,,,,,
2009,63,1,0,20,30,40,10,0,0,0,0,0,,,
2009,70,1.1,,,25,65,10,,,,,,,,
2009,72,1.2,5,10,20,30,20,10,4,1,,,,,
2009,73,,,,,35,60,5,,,,,,,
2009,76,.8,24.0183307115881,17.0158459981277,18.9587541435971,17.4312241542996,12.1586348957232,6.55039032798683,2.72543198324398,.875658689898906,.217219125294288,.0485099702402736,,,
2009,82,1,,5,20,52,20,3,,,,,,,
2009,84,1.1,0,2,28,42,22,5,1,0,0,0,,,
2009,88,1.1,5,15,20,25,20,10,5,,,,,,
2009,89,1.4,,,25,45,25,5,,,,,,,
2009,90,.8,0,5,45,35,10,5,0,0,0,0,,,
2009,93,1.4,,,,60,40,,,,,,,,
2009,94,.9,,15,40,25,15,5,,,,,,,
2009,95,1.5,0,0,10,34,42,14,0,0,0,0,,,
2009,96,1,,,40,45,15,,,,,,,,
2009,97,1.1,15,15,15,25,15,10,5,0,0,0,,,
2009,98,1.8,,,10,15,25,35,15,,,,,,
2009,100,1.8,,,10,25,45,15,5,,,,,,
2009,101,1.3,2,10,15,50,20,3,0,0,0,0,,,
2009,102,.4,10,40,35,10,5,,,,,,,,
2009,103,1.5,,,10,35,40,15,,,,,,,
2009,104,1.6,0,0,10,30,40,20,0,0,0,0,,,
2009,107,1.34178889134419,.690213145258389,4.39630739305406,18.5213932631354,34.2624514150646,28.9112729781237,11.1191597774728,1.94094561899822,.152787309149716,.00538416974220635,.0000849300008765042,,,
2009,108,1.4,,,10,47,38,5,,,,,,,
2009Q1,5,1.4,,,10,40,30,20,,,,,,,
2009Q1,7,.5,,,,,,,,,,,,,
2009Q1,8,.7,5,30,40,20,5,,,,,,,,
