INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2015,1,.3,,,40,60,,,,,,,,,,,,,,,
2015,2,.2,,3,25,55,15,2,,,,,,,,,,,,,
2015,3,.2,5,10,20,35,20,5,2.5,2.5,,,,,,,,,,,
2015,4,.2,5,10,30,35,15,5,,,,,,,,,,,,,
2015,5,.2,1,5,25,40,23,5,1,,,,,,,,,,,,
2015,6,0,,10,40,45,5,,,,,,,,,,,,,,
2015,7,0,,,,,,,,,,,,,,,,,,,
2015,8,-.1,1,10,40,38,10,1,,,,,,,,,,,,,
2015,15,.1,,,25,65,10,,,,,,,,,,,,,,
2015,16,0,4,12,20,24,17,9,7,4,2,1,0,0,,,,,,,
2015,20,.2,,,27,50,23,,,,,,,,,,,,,,
2015,23,-.1,5,15,35,30,15,,,,,,,,,,,,,,
2015,24,0,5,17,22.5,25,20.5,10,,,,,,,,,,,,,
2015,26,0,,5,45,45,5,,,,,,,,,,,,,,
2015,30,0,,,40,50,10,,,,,,,,,,,,,,
2015,31,.2,,5,20,40,25,10,,,,,,,,,,,,,
2015,32,0,2,10,30,30,24,3,1,,,,,,,,,,,,
2015,35,.2,,,10,90,,,,,,,,,,,,,,,
2015,36,.3,,10,30,50,10,,,,,,,,,,,,,,
2015,37,0,,2,48,49,1,,,,,,,,,,,,,,
2015,38,-.1,,20,60,20,,,,,,,,,,,,,,,
2015,39,.3,,,25,55,20,,,,,,,,,,,,,,
2015,41,0,,,10,70,20,,,,,,,,,,,,,,
2015,42,.1,,,30,50,20,,,,,,,,,,,,,,
2015,45,.15,,,30,50,20,,,,,,,,,,,,,,
2015,47,.3,0,10,20,55,15,0,0,0,0,0,0,0,,,,,,,
2015,49,0,,,,,,,,,,,,,,,,,,,
2015,52,0,0,6,37,43,11,2,1,0,0,0,0,0,,,,,,,
2015,54,.1,,,20,60,20,,,,,,,,,,,,,,
2015,59,0,,,40,50,10,,,,,,,,,,,,,,
2015,61,0,,,35,55,10,,,,,,,,,,,,,,
2015,67,,2,5,28,42,15,5,2,1,0,0,0,0,,,,,,,
2015,68,0,,,38,61,1,0,0,0,0,,,,,,,,,,
2015,70,-.3,,,70,30,,,,,,,,,,,,,,,
2015,80,-.36,3.4220532319,36.1216730038,41.0646387833,18.6311787072,.7604562738,0,0,0,0,0,0,0,,,,,,,
2015,82,-.1,1,4,48,42,4,1,,,,,,,,,,,,,
2015,84,0,5,20,27,30,16,2,0,0,0,0,0,0,,,,,,,
2015,85,.1388818785,.4195489303,5.3769454847,24.767080469,40.511198999,23.6571675548,4.9034844861,.3556281051,.008870841,.0000749182,.0000002116,.0000000002,0,,,,,,,
2015,88,-.1,5,12,21,26,21,10,5,,,,,,,,,,,,
2015,89,.3,,5,25,35,20,10,5,,,,,,,,,,,,
2015,91,.2,0,2.5,40,52.5,5,0,0,0,0,0,0,0,,,,,,,
2015,92,.0811440214,.0408292764,3.558822087,36.4827988785,50.1814321358,9.5138399252,.221149282,.0011280542,.0000003609,0,0,0,0,,,,,,,
2015,93,.2,,,7.5,85,7.5,,,,,,,,,,,,,,
2015,94,.2,5,10,26,28,14,8,4,2,1.5,1,.5,,,,,,,,
2015,95,.193935,1.7,4.8,25,43.1,15.6,6.7,3.1,0,0,0,0,0,,,,,,,
