INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2010,1,1.5,,,,3,9,35,35,10,6,2,,,,,,,,,
2010,2,1.4,,,,6,22,32,22,12,6,,,,,,,,,,
2010,3,.8,,,,20,60,20,,,,,,,,,,,,,
2010,4,1.6,,,,,10,30,40,20,,,,,,,,,,,
2010,5,1.5,,,,,10,40,40,10,,,,,,,,,,,
2010,7,1.4,,,,,,,,,,,,,,,,,,,
2010,8,1.5,,,,5,12,37,39,6,1,,,,,,,,,,
2010,10,1.3825,0,.01,.2,2.89,16.2,35.99,31.85,11.21,1.56,.08,0,.01,,,,,,,
2010,14,1.3,,,,,20,50,30,,,,,,,,,,,,
2010,15,1.3,,,,,10,50,30,10,,,,,,,,,,,
2010,16,1.6,,3,4,9,15,18,25,18,5,2,1,,,,,,,,
2010,22,1.6,,,,,5,30,60,5,,,,,,,,,,,
2010,24,1.3,,,,5,25,40,15,10,5,,,,,,,,,,
2010,29,1.7,,,,,,20,70,10,,,,,,,,,,,
2010,30,1.4,,,,,10,45,45,,,,,,,,,,,,
2010,31,1.4,,,,,10,60,20,10,,,,,,,,,,,
2010,32,1.4,,,1,3,15,32,31,14,3,1,,,,,,,,,
2010,35,1.4,,,,,,70,30,,,,,,,,,,,,
2010,36,1.4,,,,15,25,30,25,5,,,,,,,,,,,
2010,37,1.5,,,,,1,28,69,2,,,,,,,,,,,
2010,38,1.5,,,,,,20,60,20,,,,,,,,,,,
2010,39,1.5,,,,,5,35,55,5,,,,,,,,,,,
2010,41,1.4,,,,,,90,10,,,,,,,,,,,,
2010,42,1.4,,,,5,10,45,35,5,,,,,,,,,,,
2010,47,1.4,,1,5,15,18,23,17,15,5,1,,,,,,,,,
2010,48,1.1,,,5,15,20,40,20,,,,,,,,,,,,
2010,52,1.4,0,0,.5,5,16,35,27,13,3,.5,,,,,,,,,
2010,54,1.6,,,,5,10,25,30,20,10,,,,,,,,,,
2010,56,1.3,,,,,10,60,30,,,,,,,,,,,,
2010,58,1,,,,,,,,,,,,,,,,,,,
2010,59,1.3,,,,,,,,,,,,,,,,,,,
2010,61,1.2,,,,5,25,40,25,5,,,,,,,,,,,
2010,67,1.8,,,,,20,25,30,20,5,,,,,,,,,,
2010,68,1.2,,,,,30,45,20,5,,,,,,,,,,,
2010,70,.8,,,,,80,20,,,,,,,,,,,,,
2010,73,.9,,,,20,50,30,,,,,,,,,,,,,
2010,80,1,0,0,.28,7.05,37.42,43.5,11.14,.6,.01,0,0,0,,,,,,,
2010,82,1.4,,,,,10,52,29,9,,,,,,,,,,,
2010,89,1.2,,,5,10,20,30,20,10,5,,,,,,,,,,
2010,90,1.4,,,,,25,35,30,10,,,,,,,,,,,
2010,93,1.5,,,,,,35,65,,,,,,,,,,,,
2010,94,1.2,,,2.5,10,20,35,17.5,10,5,,,,,,,,,,
2010,95,1.47575,,,,1,8,29,38,16,6,2,,,,,,,,,
2010,96,1.2,,,,5,20,50,20,5,,,,,,,,,,,
2010,97,1.2,,,,,,,,,,,,,,,,,,,
