INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2010,4,1.5,,,,,5,45,45,5,,,,,,,,,,,
2010,5,1.5,,,,,5,40,40,15,,,,,,,,,,,
2010,7,1.5,,,,,,,,,,,,,,,,,,,
2010,8,1.5,,,,,4,42,50,4,,,,,,,,,,,
2010,10,1.2,,,,,10,80,10,,,,,,,,,,,,
2010,14,1.4,,,,,,60,40,,,,,,,,,,,,
2010,15,1.4,,,,,,55,45,,,,,,,,,,,,
2010,16,1.6,0,3,4,9,15,18,25,18,5,2,1,0,,,,,,,
2010,20,1.4,,,,,,50,50,,,,,,,,,,,,
2010,22,1.5,,,,,10,30,55,5,,,,,,,,,,,
2010,23,1.4,,,,1,5,45,44,5,,,,,,,,,,,
2010,24,1.5,,,,,20,30,30,20,,,,,,,,,,,
2010,29,1.2,,,,,30,60,10,,,,,,,,,,,,
2010,30,1.4,,,,,14,46,40,,,,,,,,,,,,
2010,31,1.3,,,,,20,40,30,10,,,,,,,,,,,
2010,32,1.4,,,,1,5,46,44,3,1,,,,,,,,,,
2010,33,1.6,,,,,,20,80,,,,,,,,,,,,
2010,35,1.5,,,,,,50,50,,,,,,,,,,,,
2010,36,1.4,,,,15,25,30,25,5,,,,,,,,,,,
2010,37,1.6,,,,,,5,95,,,,,,,,,,,,
2010,38,1.5,,,,,,20,60,20,,,,,,,,,,,
2010,39,1.5,,,,,10,35,45,10,,,,,,,,,,,
2010,41,1.4,,,,,,65,35,,,,,,,,,,,,
2010,45,1.3,,,,,,60,30,10,,,,,,,,,,,
2010,47,1.6,0,1,5,15,18,23,17,15,5,1,0,0,,,,,,,
2010,48,1.1,,,0,15,20,45,20,,,,,,,,,,,,
2010,49,1.6,,,,5,10,30,40,10,5,,,,,,,,,,
2010,52,1.6,0,0,0,1,8,28,38.7,20,4,.3,0,0,,,,,,,
2010,54,1.5,,,,5,10,25,30,20,10,,,,,,,,,,
2010,57,1.6,,,,,,,,,,,,,,,,,,,
2010,70,1.3,,,,,,60,40,,,,,,,,,,,,
2010,73,.9,,,,20,50,30,,,,,,,,,,,,,
