INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN2_0,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,
2009,31,-4,,,,,30,45,25,,,,,,,,,,,,,,,
2009,33,-4,,,,10,40,40,10,,,,,,,,,,,,,,,
2009,35,-4,,,,,40,60,,,,,,,,,,,,,,,,
2009,37,-3.9,,,,,35,55,10,,,,,,,,,,,,,,,
2009,38,-4,,,,,30,60,10,,,,,,,,,,,,,,,
2009,39,-4,,,,,10,90,,,,,,,,,,,,,,,,
2009,40,-3.9,,,,,5,90,5,,,,,,,,,,,,,,,
2009,41,-4.1,,,,,60,40,,,,,,,,,,,,,,,,
2009,42,-3.9,,,,,25,60,15,,,,,,,,,,,,,,,
2009,48,-3.8,,,,,10,75,15,,,,,,,,,,,,,,,
2009,49,-3.9,,,,,15,75,10,,,,,,,,,,,,,,,
2009,50,-3.75,,,,,,75,25,,,,,,,,,,,,,,,
2009,52,-3.8,0,2,6,11,16,25,19,12,6,2,1,,,,,,,,,,,
2009,54,-3.9,,,,,10,80,10,,,,,,,,,,,,,,,
2009,57,-4,,,,,,,,,,,,,,,,,,,,,,
2009,58,-3.9,,,,,,,,,,,,,,,,,,,,,,
2009,59,-3.6,,,,10,30,50,10,,,,,,,,,,,,,,,
2009,61,-4.3,,,,20,45,30,5,,,,,,,,,,,,,,,
2009,63,-3.8,,,,,20,65,15,,,,,,,,,,,,,,,
2009,65,-3.9,,,,,30,40,30,,,,,,,,,,,,,,,
2009,68,-4.2,,,,20,50,30,,,,,,,,,,,,,,,,
2009,70,-3.9,,,,,20,80,,,,,,,,,,,,,,,,
2009,73,-5,,,,40,35,25,,,,,,,,,,,,,,,,
2009,82,-3.9,,,,,,,,,,,,,,,,,,,,,,
2009,84,-4,,,,4,47,48,1,,,,,,,,,,,,,,,
2009,88,-3.8,,,5,10,20,30,20,10,5,,,,,,,,,,,,,
2009,89,-4,,,,10,40,40,10,,,,,,,,,,,,,,,
2009,90,-3.9,,,,10,30,60,,,,,,,,,,,,,,,,
2009,91,-3.8,,,,,5,50,40,5,,,,,,,,,,,,,,
2009,93,-4,,,,,30,70,,,,,,,,,,,,,,,,
2009,94,-4,,,2,3,30,55,10,,,,,,,,,,,,,,,
2009,95,-3.67438774,,,3,9,18,36,20,12,2,,,,,,,,,,,,,
2009,96,-3.9,,,,5,30,60,5,,,,,,,,,,,,,,,
2009,97,-3.8,,,,,,,,,,,,,,,,,,,,,,
2009,98,-4.2,,,5,30,40,15,10,,,,,,,,,,,,,,,
2009,99,-3.8,,,,,10,80,10,,,,,,,,,,,,,,,
2009,101,-3.6,,,,,15,55,30,,,,,,,,,,,,,,,
2009,102,-3.9,,,,1,25,60,13,1,,,,,,,,,,,,,,
2009,103,-3.6,,,,15,30,35,20,,,,,,,,,,,,,,,
2009,104,-3.8,,,,10,25,40,15,10,,,,,,,,,,,,,,
2009,106,-3.9,,,,10,40,50,,,,,,,,,,,,,,,,
2009,107,-4.0057,,,,.13,40.22,59.05,.6,0,,,,,,,,,,,,,,
2009,108,-4.2,,,5.68,16.61,27.14,24.89,16.54,8.18,.96,,,,,,,,,,,,,
2010,1,.5,,,,,,,,,,1,2,6,15,25,25,15,7,3,1,,,
2010,3,1,,,,,,,,,,,,,10,20,30,40,,,,,,
2010,4,2.1,,,,,,,,,,,,,,,5,10,15,50,15,5,,
2010,5,1,,,,,,,,,,,,,,5,20,50,20,5,,,,
2010,7,.9,,,,,,,,,,,,,,,,,,,,,,
2010,8,.8,,,,,,,,,,,,2,5,22,34,28,6,3,,,,
2010,10,1.5274,,,,,.01,.03,.08,.21,.53,1.16,3.28,5.02,7.35,9.96,11.88,12.93,13.15,11.49,8.78,6.15,3.69,4.3
2010,14,1,,,,,,,,,,,,10,10,15,20,20,15,10,,,,
2010,15,1,,,,,,,,,,,5,5,10,15,25,25,10,5,,,,
2010,16,1.2,,,,,,,,,,1,2,3,6,10,16,32,18,8,3,1,,
2010,20,1,,,,,,,,,,,,,,15,30,40,15,,,,,
2010,22,1,,,,,,,,,,,,,,10,25,45,20,,,,,
2010,23,1.5,,,,,,,,,,,,,5,10,20,25,20,15,5,,,
2010,29,.8,,,,,,,,,,,,,,20,50,30,,,,,,
2010,31,1,,,,,,,,,,,,,,10,40,35,10,5,,,,
2010,33,1,,,,,,,,,,,,,,20,30,30,20,,,,,
2010,35,.7,,,,,,,,,,,,,,50,40,10,,,,,,
2010,37,1.2,,,,,,,,,,,,1,5,10,34,42,7,1,,,,
2010,38,.7,,,,,,,,,,,,,,20,60,20,,,,,,
2010,39,.8,,,,,,,,,,,,,,20,35,30,15,,,,,
2010,40,.7,,,,,,,,,,,,,,10,70,20,,,,,,
2010,41,1,,,,,,,,,,,,,,,30,50,20,,,,,
2010,42,1.3,,,,,,,,,,,,,,5,15,55,20,5,,,,
2010,48,.8,,,,,,,,,,,,,5,10,55,30,,,,,,
2010,49,1.2,,,,,,,,,,,,,,5,20,50,20,5,,,,
2010,50,1.5,,,,,,,,,,,,,,,25,50,25,,,,,
2010,52,.9,,,,,,,,0,.1,.5,1.7,4,6,15,26.5,19,13,9,3,2,.2,
2010,54,.9,,,,,,,,,,,,,10,20,60,10,,,,,,
2010,57,1.4,,,,,,,,,,,,,,,,,,,,,,
2010,58,1.2,,,,,,,,,,,,,,,,,,,,,,
2010,59,1.5,,,,,,,,,,,,,,,15,30,45,10,,,,
2010,61,.7,,,,,,,,,,,,,10,20,40,20,10,,,,,
2010,63,1.2,,,,,,,,,,,,,5,10,20,50,15,,,,,
2010,65,.8,,,,,,,,,,,,,15,20,30,20,15,,,,,
2010,68,.5,,,,,,,,,,,,,20,25,35,20,,,,,,
2010,70,1.2,,,,,,,,,,,,,,,35,65,,,,,,
2010,73,-1,,,,,,,,5,5,5,30,40,10,5,,,,,,,,
2010,82,.7,,,,,,,,,,,,,,,,,,,,,,
2010,84,.1,,,,,,1,1,1,1,2,3,10,20,22,20,12,5,2,,,,
2010,88,1.5,,,,,,,,,,,,,2.5,7.5,15,20,25,15,10,5,,
2010,89,.75,,,,,,,,,,,,2.5,7.5,10,30,25,15,7.5,2.5,,,
2010,90,.5,,,,,,,,,,,,,10,20,50,20,,,,,,
2010,91,.9,,,,,,,,,,,,5,5,15,35,35,5,,,,,
2010,93,.5,,,,,,,,,,,,,,40,55,5,,,,,,
2010,94,.2,,,,,,,,,,1.5,3,5,25,35,20,8,2.5,,,,,
2010,95,1.647033435,,,,,,,,,,,,,,2,8,16,37,22,10,5,,
2010,96,1.3,,,,,,,,,,,,,,5,30,50,15,,,,,
2010,97,2,,,,,,,,,,,,,,,,,,,,,,
2010,98,.7,,,,,,,,,,,,,15,25,35,15,10,,,,,
2010,99,1.6,,,,,,,,,,,,,,,,30,70,,,,,
2010,101,2.1,,,,,,,,,,,,,,,5,10,30,50,5,,,
2010,102,.8,,,,,,,,,,,,,5,20,40,25,10,,,,,
2010,103,2,,,,,,,,,,,,,,,5,20,25,30,15,5,,
2010,104,1.5,,,,,,,,,,,,,,10,15,30,40,5,,,,
2010,106,2.4,,,,,,,,,,,,,,,5,20,30,35,10,,,
2010,107,.8263,,,,,,,,,,.01,.11,1.15,6.46,19.32,30.93,26.5,12.15,2.97,.39,.01,,
2010,108,.5422,,,,,,,,.15,2.51,5.64,8.77,11.9,13.03,17.29,16.61,11.17,7.72,4.27,.94,,,
2010Q2,1,.2,,,,,,,,,,2,6,12,18,25,20,15,2,,,,,
2010Q2,3,.8,,,,,,,,,,,,,,20,40,30,10,,,,,
2010Q2,4,2.6,,,,,,,,,,,,,,,,5,10,20,45,10,10,0
2010Q2,5,1.2,,,,,,,,,,,,,,10,20,40,20,10,,,,
2010Q2,7,1,,,,,,,,,,,,,,,,,,,,,,
2010Q2,8,1,,,,,,,,,,,,,3,6,27,33,22,6,3,,,
2010Q2,10,1.8623,,,,,,,.01,.03,.1,.3,.82,1.92,3.89,6.78,10.27,13.41,15.13,14.75,12.43,9.05,5.69,5.42
2010Q2,14,1,,,,,,,,,,,,,,,,,,,,,,
2010Q2,15,1,,,,,,,,,,,,,15,15,20,25,20,5,,,,
2010Q2,16,.8,,,,,,,,,2,3,6,8,11,14,25,14,9,8,,,,
2010Q2,20,1.1,,,,,,,,,,,,,,10,25,40,20,5,,,,
2010Q2,22,1,,,,,,,,,,,,,,15,35,50,,,,,,
2010Q2,23,1.8,,,,,,,,,,,,,4,8,15,20,25,16,10,2,,
2010Q2,29,.8,,,,,,,,,,,,,,20,50,30,,,,,,
2010Q2,31,.5,,,,,,,,,,,,,,20,40,25,15,,,,,
2010Q2,33,1.5,,,,,,,,,,,,,,,20,30,30,20,,,,
2010Q2,35,,,,,,,,,,,,,,,,,,,,,,,
2010Q2,37,.9,,,,,,,,,,,,,5,25,42,23,5,,,,,
2010Q2,38,.9,,,,,,,,,,,,,,20,60,20,,,,,,
2010Q2,39,1.1,,,,,,,,,,,,,,10,20,35,30,5,,,,
2010Q2,40,,,,,,,,,,,,,,,,,,,,,,,
2010Q2,41,.9,,,,,,,,,,,,,,,,,,,,,,
2010Q2,42,1.4,,,,,,,,,,,,,,,25,55,20,,,,,
2010Q2,48,1,,,,,,,,,,,,,,,,,,,,,,
2010Q2,49,1.3,,,,,,,,,,,,,,5,20,50,20,5,,,,
2010Q2,50,1.4,,,,,,,,,,,,,,,,50,50,,,,,
2010Q2,52,1.1,,,,,,,,,,.3,1,2,7,13,20,23,17.3,10,4,2,.4,
2010Q2,54,1,,,,,,,,,,,,,,20,30,40,10,,,,,
2010Q2,57,,,,,,,,,,,,,,,,,,,,,,,
2010Q2,58,,,,,,,,,,,,,,,,,,,,,,,
2010Q2,59,1.8,,,,,,,,,,,,,,,15,25,50,10,,,,
2010Q2,61,.3,,,,,,,,,,,,,,,,,,,,,,
2010Q2,63,1.2,,,,,,,,,,,,,5,10,20,50,15,,,,,
2010Q2,65,.4,,,,,,,,,,,,,,,,,,,,,,
2010Q2,68,.4,,,,,,,,,,,,,20,30,30,20,,,,,,
2010Q2,70,1.4,,,,,,,,,,,,,,,5,65,30,,,,,
2010Q2,73,,,,,,,,,,,,,,,,,,,,,,,
2010Q2,82,.8,,,,,,,,,,,,,,,,,,,,,,
2010Q2,84,,,,,,,,,,,,,,,,,,,,,,,
2010Q2,88,1.7,,,,,,,,,,,,,2.5,5,10,20,25,20,10,5,2.5,
2010Q2,89,.7,,,,,,,,,,,,2.5,7.5,10,30,25,15,7.5,2.5,,,
2010Q2,90,.6,,,,,,,,,,,,,10,20,50,20,,,,,,
2010Q2,91,1,,,,,,,,,,,,5,5,15,35,35,5,,,,,
2010Q2,93,,,,,,,,,,,,,,,,,,,,,,,
2010Q2,94,.2,,,,,,,,,,,5,12.5,20,32.5,15,10,5,,,,,
2010Q2,95,1.862486038,,,,,,,,,,,,,1,2,8,17,34,25,8,4,1,
2010Q2,96,1.4,,,,,,,,,,,,,,5,30,50,15,,,,,
2010Q2,97,2.1,,,,,,,,,,,,,,,,,,,,,,
2010Q2,98,.6,,,,,,,,,,,,5,12.5,22.5,35,12.5,7.5,5,,,,
2010Q2,99,1.8,,,,,,,,,,,,,,,,,70,30,,,,
2010Q2,101,2.4,,,,,,,,,,,,,,,5,10,20,50,15,,,
2010Q2,102,1,,,,,,,,,,,,,2.5,15,30,40,10,2.5,,,,
2010Q2,103,2.5,,,,,,,,,,,,,,,,5,10,25,35,20,5,
2010Q2,104,1.6,,,,,,,,,,,,,,,5,30,40,20,5,,,
2010Q2,106,2.5,,,,,,,,,,,,,,,,10,15,20,25,20,10,
2010Q2,107,.8456,,,,,,,,,,.05,.45,2.42,8.32,18.35,26.02,23.73,13.91,5.25,1.27,.2,.02,.01
2010Q2,108,.3,,,,,,,,.4,3.19,6.38,9.57,12.76,15.95,17.02,13.72,10.29,6.86,3.43,.43,,,
2011,1,1.5,,,,,,,,,,,,2,7,11,18,21,21,16,3,1,,
2011,3,1.5,,,,,,,,,,,,,,,15,30,40,15,,,,
2011,4,1.6,,,,,,,,,,,,,,5,10,15,40,15,10,5,,
2011,5,2.5,,,,,,,,,,,,,,,,5,10,40,40,5,,
2011,7,1.8,,,,,,,,,,,,,,,,,,,,,,
2011,8,1.3,,,,,,,,,,,1,2,5,11,20,27,20,11,2,1,,
2011,10,1.2055,,,.01,.02,.05,.13,.3,.65,1.28,2.32,3.84,5.79,7.97,9.99,11.49,12.04,11.52,10.06,8.02,5.84,3.88,4.8
2011,14,1.5,,,,,,,,,,,,10,10,15,15,15,15,10,10,,,
2011,15,1.75,,,,,,,,,,,,,,5,10,20,25,25,15,,,
2011,16,1.3,,,,,,,1,2,3,4,5,6,8,12,14,16,11,8,5,4,1,
2011,20,2,,,,,,,,,,,,,,,5,20,30,35,10,,,
2011,22,1.6,,,,,,,,,,,,,,,15,30,40,15,,,,
2011,23,2,,,,,,,,,,,,,1,3,8,20,25,26,15,2,,
2011,29,1.2,,,,,,,,,,,,,,,20,50,30,,,,,
2011,31,2,,,,,,,,,,,,,,,,10,30,40,20,,,
2011,33,2,,,,,,,,,,,,,,,,20,30,30,20,,,
2011,35,,,,,,,,,,,,,,,,,,,,,,,
2011,37,1.5,,,,,,,,,,,,,2,7,18,30,24,12,6,1,,
2011,38,1.2,,,,,,,,,,,,,,,20,60,20,,,,,
2011,39,1.3,,,,,,,,,,,,,,15,20,35,25,5,,,,
2011,40,,,,,,,,,,,,,,,,,,,,,,,
2011,41,1.7,,,,,,,,,,,,,,,,40,60,,,,,
2011,42,1.8,,,,,,,,,,,,,,,5,20,50,25,,,,
2011,48,,,,,,,,,,,,,,,,,,,,,,,
2011,49,,,,,,,,,,,,,,,,,,,,,,,
2011,50,,,,,,,,,,,,,,,,,,,,,,,
2011,52,1.5,,,,,,,,,,0,.4,1,3,8,14,19.6,24,18,6,5,1,
2011,54,1.5,,,,,,,,,,,,,,10,20,20,40,10,,,,
2011,57,1.9,,,,,,,,,,,,,,,,,,,,,,
2011,58,2.5,,,,,,,,,,,,,,,,,,,,,,
2011,59,1.5,,,,,,,,,,,,,,,,30,50,20,,,,
2011,61,,,,,,,,,,,,,,,,,,,,,,,
2011,63,2.1,,,,,,,,,,,,,,,5,10,20,55,10,,,
2011,65,1.6,,,,,,,,,,,,,,5,10,20,30,20,10,5,,
2011,68,2.1,,,,,,,,,,,,,,,,,30,50,20,,,
2011,70,1.8,,,,,,,,,,,,,,,10,35,55,,,,,
2011,73,1,,,,,,,,,,,,,,15,25,30,20,10,,,,
2011,82,1.2,,,,,,,,,,,,,,,,,,,,,,
2011,84,1.3,,,,,,,,,1,1,1,2,3,9,12,24,21,15,8,2,1,
2011,88,1.9,,,,,,,,,,,,,2.5,5,10,20,25,20,10,5,2.5,
2011,89,1.7,,,,,,,,,,,,,2.5,5,7.5,20,30,20,7.5,5,2.5,
2011,90,1,,,,,,,,,,,,,,,20,50,20,10,,,,
2011,91,1.6,,,,,,,,,,,,,,5,10,30,35,10,5,5,,
2011,93,1.5,,,,,,,,,,,,,,,5,40,50,5,,,,
2011,94,.7,,,,,,,,,,,,6,10,20,36,14,8,6,,,,
2011,95,2.00257837,,,,,,,,,,,,,,3,7,17,26,29,10,5,3,
2011,96,,,,,,,,,,,,,,,,,,,,,,,
2011,97,2.5,,,,,,,,,,,,,,,,,,,,,,
2011,98,2.1,,,,,,,,,,,,,,,10,15,20,30,20,5,,
2011,99,1.5,,,,,,,,,,,,,,,,40,60,,,,,
2011,101,1.4,,,,,,,,,,,,,,10,30,40,20,,,,,
2011,102,,,,,,,,,,,,,,,,,,,,,,,
2011,103,1.5,,,,,,,,,,,,,,5,10,25,25,20,10,5,,
2011,104,1.8,,,,,,,,,,,,,,,,20,40,30,10,,,
2011,106,3,,,,,,,,,,,,,,,,5,10,15,25,30,15,
2011,107,1.0648,,,,,,,,,,.01,.12,.96,4.59,13.47,24.38,27.24,18.78,7.99,2.09,.34,.03,
2011,108,1.03,,,,,,,,,0,1.51,4.22,6.92,9.62,12.32,15.03,16.1,13.13,9.98,6.82,3.66,.69,
2011Q2,1,1.5,,,,,,,,,,,,,1,7,12,22,22,20,12,3,1,
2011Q2,3,1.2,,,,,,,,,,,,,,,20,35,25,20,,,,
2011Q2,4,1.6,,,,,,,,,,,,,,5,10,15,40,15,10,5,,
2011Q2,5,2.2,,,,,,,,,,,,,,5,10,10,20,40,10,5,,
2011Q2,7,1.7,,,,,,,,,,,,,,,,,,,,,,
2011Q2,8,1.3,,,,,,,,,,,1,3,5,10,20,30,20,8,2,1,,
2011Q2,10,1.1045,,,.01,.02,.06,.15,.35,.75,1.46,2.59,4.2,6.22,8.41,10.35,11.69,12.02,11.29,9.68,7.58,5.41,3.53,4.23
2011Q2,14,1.6,,,,,,,,,,,,,,,,,,,,,,
2011Q2,15,1.6,,,,,,,,,,,,,5,5,15,20,30,15,10,,,
2011Q2,16,1.4,,,,,.5,1,1.5,3,4,4,5,6,8,10,11,16,13,8,6,2,1,
2011Q2,20,2.1,,,,,,,,,,,,,,,5,20,30,35,10,,,
2011Q2,22,1.5,,,,,,,,,,,,,,,20,30,35,15,,,,
2011Q2,23,1.8,,,,,,,,,,,,,1,3,11,20,25,23,15,2,,
2011Q2,29,1.2,,,,,,,,,,,,,,,20,50,30,,,,,
2011Q2,31,2.2,,,,,,,,,,,,,,,,10,25,45,20,,,
2011Q2,33,2,,,,,,,,,,,,,,,,20,30,30,20,,,
2011Q2,35,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,37,1.3,,,,,,,,,,,,,1,6,25,40,25,3,,,,
2011Q2,38,1.2,,,,,,,,,,,,,,,20,60,20,,,,,
2011Q2,39,1.4,,,,,,,,,,,,,,5,30,40,20,5,,,,
2011Q2,40,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,41,1.6,,,,,,,,,,,,,,,,,,,,,,
2011Q2,42,1.9,,,,,,,,,,,,,,,,15,45,35,5,,,
2011Q2,48,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,49,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,50,2,,,,,,,,,,,,,,,,,75,25,,,,
2011Q2,52,1.4,,,,,,,,,,.1,.5,2,4,8,14,23.4,22,15,6,4,1,
2011Q2,54,1.5,,,,,,,,,,,,,,10,20,30,40,,,,,
2011Q2,57,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,58,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,59,1.5,,,,,,,,,,,,,,,15,25,50,10,,,,
2011Q2,61,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,63,2.3,,,,,,,,,,,,,,,5,10,15,60,10,,,
2011Q2,65,1.7,,,,,,,,,,,,,,,,,,,,,,
2011Q2,68,1.9,,,,,,,,,,,,,,,,20,30,30,20,,,
2011Q2,70,1.8,,,,,,,,,,,,,,,,25,55,20,,,,
2011Q2,73,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,82,1.3,,,,,,,,,,,,,,,,,,,,,,
2011Q2,84,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,88,2,,,,,,,,,,,,,,2.5,7.5,12.5,17.5,20,17.5,12.5,7.5,2.5
2011Q2,89,1.7,,,,,,,,,,,,,2.5,5,7.5,20,30,20,7.5,5,2.5,
2011Q2,90,1,,,,,,,,,,,,,,,30,50,20,,,,,
2011Q2,91,1.9,,,,,,,,,,,,0,0,5,10,30,35,10,5,5,,
2011Q2,93,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,94,.7,,,,,,,,,,,,4,8,22,37,20,6,3,,,,
2011Q2,95,2.01494906,,,,,,,,,,,,,2,3,7,16,32,23,9,6,2,
2011Q2,96,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,97,2.4,,,,,,,,,,,,,,,,,,,,,,
2011Q2,98,2,,,,,,,,,,,,,,5,10,12.5,17.5,30,17.5,5,2.5,
2011Q2,99,1.5,,,,,,,,,,,,,,,,40,60,,,,,
2011Q2,101,1,,,,,,,,,,,,,,10,30,40,20,,,,,
2011Q2,102,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,103,1.6,,,,,,,,,,,,,,5,10,25,30,15,10,5,,
2011Q2,104,1.8,,,,,,,,,,,,,,,5,20,40,30,5,,,
2011Q2,106,2.8,,,,,,,,,,,,,,,,10,15,20,25,20,10,
2011Q2,107,1.0048,,,,,,,,,.01,.1,.57,2.41,7.17,15,22.11,22.98,16.83,8.69,3.16,.81,.15,.01
2011Q2,108,1.1,,,,,,,,,,1.3,4.02,6.73,9.44,12.16,14.87,16.37,13.5,10.24,6.98,3.72,.67,
2014,1,1.8,,,,,,,,,,,,,3,8,11,20,20,20,13,3,2,
2014,3,2.5,,,,,,,,,,,,,,,,,10,40,40,10,,
2014,4,2,,,,,,,,,,,,,,,5,10,20,40,15,10,,
2014,5,2,,,,,,,,,,,,,,,10,20,30,30,10,,,
2014,7,1.7,,,,,,,,,,,,,,,,,,,,,,
2014,8,1.5,,,,,,,,,,,1,3,5,8,12,17,20,14,11,5,3,1
2014,10,1.5,,,,,.01,.03,.08,.23,.55,1.2,2.36,4.13,6.49,9.1,11.49,12.98,13.12,11.89,9.65,7.01,4.56,5.12
2014,14,2.5,,,,,,,,,,,,,,,,,,,,,,
2014,15,1.75,,,,,,,,,,,,,,5,10,15,35,20,10,5,,
2014,16,1.8,,,,,,,,,,,,3,5,7,8,15,17,15,11,10,6,3
2014,20,2,,,,,,,,,,,,,,,5,10,25,35,20,5,,
2014,22,1.7,,,,,,,,,,,,,,5,10,20,40,15,10,,,
2014,23,1.8,,,,,,,,,,,,,3,5,15,18,23,18,15,3,,
2014,29,1.5,,,,,,,,,,,,,,,,40,50,10,,,,
2014,31,2.3,,,,,,,,,,,,,,,,10,20,35,20,15,,
2014,33,2,,,,,,,,,,,,,,,10,20,20,20,20,10,,
2014,35,,,,,,,,,,,,,,,,,,,,,,,
2014,37,1.9,,,,,,,,,,,,,2,3,5,22,37,23,6,2,,
2014,38,,,,,,,,,,,,,,,,,,,,,,,
2014,39,1.4,,,,,,,,,,,,,,5,10,40,35,10,,,,
2014,40,,,,,,,,,,,,,,,,,,,,,,,
2014,41,2,,,,,,,,,,,,,,,,,,,,,,
2014,42,1.8,,,,,,,,,,,,,,,5,30,45,15,5,,,
2014,48,1.6,,,,,,,,,,,,,,,,,,,,,,
2014,49,2,,,,,,,,,,,,,,,,,50,50,,,,
2014,50,1.5,,,,,,,,,,,,,,,,,,,,,,
2014,52,2,,,,,,,,,,.2,.5,1,2,4,6,8,14,23.3,17,9,10,5
2014,54,2,,,,,,,,,,,,,5,10,15,20,20,25,5,,,
2014,57,,,,,,,,,,,,,,,,,,,,,,,
2014,58,1.8,,,,,,,,,,,,,,,,,,,,,,
2014,59,1.7,,,,,,,,,,,,,,,,20,45,25,10,,,
2014,61,,,,,,,,,,,,,,,,,,,,,,,
2014,63,1.8,,,,,,,,,,,,,,,,25,60,10,5,,,
2014,65,2,,,,,,,,,,,,,,,,,,,,,,
2014,68,2.1,,,,,,,,,,,,,,,,15,25,35,25,,,
2014,70,1.9,,,,,,,,,,,,,,,,20,60,20,,,,
2014,73,,,,,,,,,,,,,,,,,,,,,,,
2014,82,1.7,,,,,,,,,,,,,,,,,,,,,,
2014,84,2,,,,,,,,1,1,1,1,2,3,7,13,15,18,19,12,6,1,
2014,88,1.9,,,,,,,,,,,,,,5,10,22.5,25,22.5,10,5,,
2014,89,2,,,,,,,,,,,,,2.5,5,7.5,15,20,20,15,7.5,5,2.5
2014,90,1.8,,,,,,,,,,,,,,,,20,50,30,,,,
2014,91,1.8,,,,,,,,,,,,0,0,5,10,30,35,10,5,5,,
2014,93,2,,,,,,,,,,,,,,,,15,35,35,15,,,
2014,94,1.6,,,,,,,,,,,,2,4,8,10,12,25,20,12.5,6.5,,
2014,95,1.9,,,,,,,,,,,,,2,4,7,14,26,19,14,9,5,
2014,96,,,,,,,,,,,,,,,,,,,,,,,
2014,97,2.2,,,,,,,,,,,,,,,,,,,,,,
2014,98,1.9,,,,,,,,,,,,,,,,15,40,35,10,,,
2014,99,1.8,,,,,,,,,,,,,,,,15,50,35,,,,
2014,101,,,,,,,,,,,,,,,,,,,,,,,
2014,102,1.8,,,,,,,,,,,,.5,2,5,7.5,22,30,18,7.5,5,2,.5
2014,103,1.8,,,,,,,,,,,,,,5,10,15,30,25,10,5,,
2014,104,2.3,,,,,,,,,,,,,,,,15,20,40,20,5,,
2014,106,2.5,,,,,,,,,,,,,,,,,10,25,35,25,5,
2014,107,2.8799,,,,,,,,,,,,,.02,.15,.84,3.25,8.89,17.09,23.11,22,14.74,9.91
2014,108,1.442,,,,,,,,,.01,1.26,3.37,5.48,7.58,9.69,11.79,13.9,14.07,11.58,9.07,6.57,4.06,1.57
,,,,,,,,,,,,,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,
2009,1,9,,,,,,,2,45,50,3,,,,,,,,,,,,
2009,3,9.4,,,,,,,,15,40,30,15,,,,,,,,,,,
2009,4,9.5,,,,,,,,,15,70,15,,,,,,,,,,,
2009,5,9.4,,,,,,,,5,40,45,10,,,,,,,,,,,
2009,7,9.4,,,,,,,,,,,,,,,,,,,,,,
2009,8,9.5,,,,,,,,,30,70,,,,,,,,,,,,
2009,10,9.4,,,,,,,.07,6.39,49.49,40.57,3.44,.02,0,0,0,0,0,0,0,0,.02,
2009,14,9.4,,,,,,,,,55,45,,,,,,,,,,,,
2009,15,9.4,,,,,,,,,55,45,,,,,,,,,,,,
2009,16,9.8,,,,,1,3,8,13,20,30,20,5,,,,,,,,,,
2009,20,9.4,,,,,,,,,60,40,,,,,,,,,,,,
2009,22,9.8,,,,,,,,,10,70,15,5,,,,,,,,,,
2009,23,9.5,,,,,,,,,45,55,,,,,,,,,,,,
2009,29,10,,,,,,,,,,40,50,10,,,,,,,,,,
2009,31,9.2,,,,,,,,20,45,25,10,,,,,,,,,,,
2009,33,9.2,,,,,,,,10,80,10,,,,,,,,,,,,
2009,35,9.2,,,,,,,,20,60,20,,,,,,,,,,,,
2009,37,9.4,,,,,,,,,55,45,,,,,,,,,,,,
2009,38,9.6,,,,,,,,,20,60,20,,,,,,,,,,,
2009,39,9.4,,,,,,,,,75,25,,,,,,,,,,,,
2009,40,,,,,,,,,,,,,,,,,,,,,,,
2009,41,9.5,,,,,,,,,10,90,,,,,,,,,,,,
2009,42,9.4,,,,,,,,,60,40,,,,,,,,,,,,
2009,48,9.2,,,,,,,,,,,,,,,,,,,,,,
2009,49,9.5,,,,,,,,,5,85,10,,,,,,,,,,,
2009,50,9.4,,,,,,,,,75,25,,,,,,,,,,,,
2009,52,9.5,,,,.4,1,4,8,13,17,23.1,16,9,6,2,.5,,,,,,,
2009,54,9.9,,,,,,,,,,80,20,,,,,,,,,,,
2009,57,9.4,,,,,,,,,,,,,,,,,,,,,,
2009,58,10.1,,,,,,,,,,,,,,,,,,,,,,
2009,59,9.7,,,,,,,,,10,50,40,,,,,,,,,,,
